time	Id(M1)
0.000000000000000e+000	1.250555e-010
9.765625114122045e-011	-3.540122e-006
9.996968650957740e-011	-3.645600e-006
1.045965572462913e-010	-3.757475e-006
1.138502987197191e-010	-3.933401e-006
1.323577816665746e-010	-4.767579e-006
1.693727475602857e-010	-6.239205e-006
2.434026793477079e-010	-8.846128e-006
3.914625429225523e-010	-1.419822e-005
6.875822700722410e-010	-2.443385e-005
1.279821724371619e-009	-4.341675e-005
2.123015724748701e-009	-6.662829e-005
3.356186785937805e-009	-9.040951e-005
4.975831617871365e-009	-9.650648e-005
7.183016553450348e-009	-4.164654e-005
1.004082228018252e-008	1.742068e-004
1.387138638910282e-008	7.837270e-004
1.893397798161039e-008	2.246038e-003
2.595276370321879e-008	5.619840e-003
3.596895498116541e-008	1.326255e-002
5.164517559043380e-008	3.214478e-002
7.938551328715729e-008	8.687080e-002
1.348661886806043e-007	2.749059e-001
2.458275394674982e-007	9.402674e-001
4.677502410412861e-007	3.260103e+000
9.115956441888618e-007	9.874797e+000
1.151237657878740e-006	1.415059e+001
1.344713904319989e-006	1.788293e+001
1.511305724119081e-006	2.109200e+001
1.631315905943047e-006	2.312700e+001
1.693506390547036e-006	2.339166e+001
1.726858023145305e-006	2.218772e+001
1.744176942390890e-006	1.992079e+001
1.752572546627988e-006	1.751992e+001
1.758719442575372e-006	1.523624e+001
1.765732028664858e-006	1.305760e+001
1.772111632601307e-006	1.178899e+001
1.780013637698026e-006	1.090765e+001
1.787399173521324e-006	1.048011e+001
1.797266842651548e-006	1.022064e+001
1.808077825766724e-006	1.010121e+001
1.824255675152596e-006	1.004142e+001
1.843806414798154e-006	1.002094e+001
1.877766309001885e-006	1.001459e+001
1.923338499467347e-006	1.001300e+001
2.014482880398272e-006	1.001168e+001
2.196771642260121e-006	1.000957e+001
2.561349165983820e-006	1.000684e+001
3.181941007249776e-006	1.000425e+001
3.893086777552588e-006	1.000265e+001
4.093334718522740e-006	1.000236e+001
4.493830600463043e-006	1.000194e+001
5.000000000000000e-006	1.000099e+001
5.050616939953696e-006	1.000054e+001
5.151850819861087e-006	1.000007e+001
5.354318579675870e-006	9.999975e+000
5.675255639447828e-006	1.000000e+001
6.317129758991745e-006	9.999990e+000
7.293692258991745e-006	9.999992e+000
8.270254758991745e-006	9.999992e+000
9.246817258991746e-006	9.999992e+000
1.022337975899175e-005	9.999992e+000
1.119994225899175e-005	9.999992e+000
1.217650475899175e-005	9.999992e+000
1.315306725899175e-005	9.999992e+000
1.412962975899175e-005	9.999992e+000
1.510619225899175e-005	9.999992e+000
1.608275475899175e-005	9.999992e+000
1.705931725899175e-005	9.999992e+000
1.803587975899175e-005	9.999992e+000
1.901244225899176e-005	9.999992e+000
1.998900475899176e-005	9.999992e+000
2.096556725899176e-005	9.999992e+000
2.194212975899176e-005	9.999992e+000
2.291869225899176e-005	9.999992e+000
2.389525475899176e-005	9.999992e+000
2.487181725899176e-005	9.999992e+000
2.584837975899176e-005	9.999992e+000
2.682494225899176e-005	9.999992e+000
2.780150475899176e-005	9.999992e+000
2.877806725899176e-005	9.999992e+000
2.975462975899176e-005	9.999992e+000
3.073119225899176e-005	9.999992e+000
3.170775475899176e-005	9.999992e+000
3.268431725899176e-005	9.999992e+000
3.366087975899176e-005	9.999992e+000
3.463744225899177e-005	9.999992e+000
3.561400475899177e-005	9.999992e+000
3.659056725899177e-005	9.999992e+000
3.756712975899177e-005	9.999992e+000
3.854369225899177e-005	9.999992e+000
3.952025475899177e-005	9.999992e+000
4.049681725899177e-005	9.999992e+000
4.147337975899177e-005	9.999992e+000
4.244994225899177e-005	9.999992e+000
4.342650475899177e-005	9.999992e+000
4.440306725899177e-005	9.999992e+000
4.537962975899178e-005	9.999992e+000
4.635619225899178e-005	9.999992e+000
4.733275475899178e-005	9.999992e+000
4.830931725899178e-005	9.999992e+000
4.928587975899178e-005	9.999992e+000
5.026244225899178e-005	9.999992e+000
5.123900475899178e-005	9.999992e+000
5.221556725899178e-005	9.999992e+000
5.319212975899178e-005	9.999992e+000
5.402343750000000e-005	9.999992e+000
5.500000000000000e-005	9.999968e+000
5.509765625000001e-005	9.999040e+000
5.529296875000000e-005	9.998296e+000
5.568359375000000e-005	9.997905e+000
5.619659413171165e-005	9.997190e+000
5.717315663171165e-005	9.994032e+000
5.814971913171165e-005	9.984533e+000
5.853887669636606e-005	9.972600e+000
5.878528518539325e-005	9.951978e+000
5.892879626377189e-005	9.922996e+000
5.901593656557810e-005	9.882542e+000
5.907562700963122e-005	9.819424e+000
5.911814659403785e-005	9.715128e+000
5.914820940266158e-005	9.547696e+000
5.917083771967555e-005	9.335073e+000
5.919214477274177e-005	9.088689e+000
