Freq.	Is(M1)
1.04107348435357e+004	-9.32055890476117e+001
1.04831472308672e+004	-9.31855741737294e+001
1.05560632861834e+004	-9.31657112646606e+001
1.06294865127724e+004	-9.31459993886872e+001
1.07034204382892e+004	-9.31264376204416e+001
1.07778686149258e+004	-9.31070250413431e+001
1.08528346195816e+004	-9.30877607398803e+001
1.09283220540354e+004	-9.30686438109804e+001
1.10043345451182e+004	-9.30496733560734e+001
1.10808757448877e+004	-9.30308484837006e+001
1.11579493308035e+004	-9.30121683085688e+001
1.12355590059043e+004	-9.29936319519218e+001
1.13137084989851e+004	-9.29752385420281e+001
1.13924015647769e+004	-9.29569872130746e+001
1.14716419841269e+004	-9.29388771059717e+001
1.15514335641803e+004	-9.29209073680907e+001
1.16317801385628e+004	-9.29030771528930e+001
1.17126855675653e+004	-9.28853856206829e+001
1.17941537383291e+004	-9.28678319376502e+001
1.18761885650327e+004	-9.28504152765455e+001
1.19587939890798e+004	-9.28331348161527e+001
1.20419739792889e+004	-9.28159897416803e+001
1.21257325320835e+004	-9.27989792443877e+001
1.22100736716848e+004	-9.27821025217642e+001
1.22950014503044e+004	-9.27653587773847e+001
1.23805199483394e+004	-9.27487472209205e+001
1.24666332745683e+004	-9.27322670681584e+001
1.25533455663483e+004	-9.27159175408549e+001
1.26406609898144e+004	-9.26996978667515e+001
1.27285837400790e+004	-9.26836072796867e+001
1.28171180414343e+004	-9.26676450192093e+001
1.29062681475544e+004	-9.26518103309753e+001
1.29960383417001e+004	-9.26361024664158e+001
1.30864329369249e+004	-9.26205206828014e+001
1.31774562762815e+004	-9.26050642433099e+001
1.32691127330314e+004	-9.25897324167212e+001
1.33614067108543e+004	-9.25745244777183e+001
1.34543426440598e+004	-9.25594397066491e+001
1.35479249978008e+004	-9.25444773896714e+001
1.36421582682877e+004	-9.25296368183668e+001
1.37370469830044e+004	-9.25149172901189e+001
1.38325957009262e+004	-9.25003181078957e+001
1.39288090127384e+004	-9.24858385802883e+001
1.40256915410570e+004	-9.24714780210935e+001
1.41232479406509e+004	-9.24572357501383e+001
1.42214828986655e+004	-9.24431110924843e+001
1.43204011348480e+004	-9.24291033785401e+001
1.44200074017737e+004	-9.24152119443110e+001
1.45203064850750e+004	-9.24014361312632e+001
1.46213032036708e+004	-9.23877752859779e+001
1.47230024099984e+004	-9.23742287606059e+001
1.48254089902464e+004	-9.23607959124945e+001
1.49285278645893e+004	-9.23474761044797e+001
1.50323639874246e+004	-9.23342687043316e+001
1.51369223476100e+004	-9.23211730854381e+001
1.52422079687034e+004	-9.23081886260359e+001
1.53482259092047e+004	-9.22953147098623e+001
1.54549812627980e+004	-9.22825507255024e+001
1.55624791585970e+004	-9.22698960669915e+001
1.56707247613913e+004	-9.22573501333007e+001
1.57797232718942e+004	-9.22449123284590e+001
1.58894799269930e+004	-9.22325820616489e+001
1.60000000000005e+004	-9.22203587468914e+001
1.61112888009080e+004	-9.22082418034557e+001
1.62233516766409e+004	-9.21962306554617e+001
1.63361940113156e+004	-9.21843247319690e+001
1.64498212264976e+004	-9.21725234669922e+001
1.65642387814625e+004	-9.21608262995467e+001
1.66794521734584e+004	-9.21492326733047e+001
1.67954669379696e+004	-9.21377420370143e+001
1.69122886489826e+004	-9.21263538440999e+001
1.70299229192543e+004	-9.21150675528258e+001
1.71483754005812e+004	-9.21038826264146e+001
1.72676517840714e+004	-9.20927985325906e+001
1.73877578004175e+004	-9.20818147439895e+001
1.75086992201724e+004	-9.20709307378940e+001
1.76304818540263e+004	-9.20601459962104e+001
1.77531115530861e+004	-9.20494600056579e+001
1.78765942091561e+004	-9.20388722575390e+001
1.80009357550215e+004	-9.20283822477426e+001
1.81261421647333e+004	-9.20179894767859e+001
1.82522194538953e+004	-9.20076934497634e+001
1.83791736799531e+004	-9.19974936764140e+001
1.85070109424852e+004	-9.19873896708741e+001
1.86357373834959e+004	-9.19773809518037e+001
1.87653591877106e+004	-9.19674670423921e+001
1.88958825828731e+004	-9.19576474703676e+001
1.90273138400441e+004	-9.19479217678861e+001
1.91596592739035e+004	-9.19382894713810e+001
1.92929252430528e+004	-9.19287501218971e+001
1.94271181503214e+004	-9.19193032647403e+001
1.95622444430737e+004	-9.19099484496736e+001
1.96983106135193e+004	-9.19006852306235e+001
1.98353231990244e+004	-9.18915131662041e+001
1.99732887824264e+004	-9.18824318189100e+001
2.01122139923499e+004	-9.18734407558101e+001
2.02521055035251e+004	-9.18645395482231e+001
2.03929700371089e+004	-9.18557277715069e+001
2.05348143610071e+004	-9.18470050055254e+001
2.06776452902006e+004	-9.18383708341681e+001
2.08214696870716e+004	-9.18298248456098e+001
2.09662944617345e+004	-9.18213666321484e+001
2.11121265723670e+004	-9.18129957903235e+001
2.12589730255449e+004	-9.18047119206678e+001
2.14068408765785e+004	-9.17965146279703e+001
2.15557372298518e+004	-9.17884035209972e+001
2.17056692391635e+004	-9.17803782127500e+001
2.18566441080711e+004	-9.17724383202131e+001
2.20086690902366e+004	-9.17645834644359e+001
2.21617514897755e+004	-9.17568132704563e+001
2.23158986616072e+004	-9.17491273673812e+001
2.24711180118087e+004	-9.17415253882761e+001
2.26274169979703e+004	-9.17340069702256e+001
2.27848031295539e+004	-9.17265717544063e+001
2.29432839682540e+004	-9.17192193855797e+001
2.31028671283607e+004	-9.17119495128602e+001
2.32635602771258e+004	-9.17047617890210e+001
2.34253711351308e+004	-9.16976558707951e+001
2.35883074766584e+004	-9.16906314188661e+001
2.37523771300656e+004	-9.16836880976859e+001
2.39175879781598e+004	-9.16768255756453e+001
2.40839479585779e+004	-9.16700435249521e+001
2.42514650641672e+004	-9.16633416216526e+001
2.44201473433698e+004	-9.16567195455546e+001
2.45900029006090e+004	-9.16501769803216e+001
2.47610398966791e+004	-9.16437136133477e+001
2.49332665491369e+004	-9.16373291358294e+001
2.51066911326969e+004	-9.16310232427774e+001
2.52813219796289e+004	-9.16247956327587e+001
2.54571674801583e+004	-9.16186460082829e+001
2.56342360828688e+004	-9.16125740754102e+001
2.58125362951089e+004	-9.16065795440496e+001
2.59920766834004e+004	-9.16006621275906e+001
2.61728658738499e+004	-9.15948215433473e+001
2.63549125525633e+004	-9.15890575120414e+001
2.65382254660631e+004	-9.15833697582246e+001
2.67228134217088e+004	-9.15777580100388e+001
2.69086852881198e+004	-9.15722219991946e+001
2.70958499956018e+004	-9.15667614610352e+001
2.72843165365756e+004	-9.15613761345997e+001
2.74740939660091e+004	-9.15560657623445e+001
2.76651914018527e+004	-9.15508300903726e+001
2.78576180254770e+004	-9.15456688684715e+001
2.80513830821141e+004	-9.15405818497247e+001
2.82464958813020e+004	-9.15355687910261e+001
2.84429657973313e+004	-9.15306294526177e+001
2.86408022696961e+004	-9.15257635982993e+001
2.88400148035476e+004	-9.15209709954301e+001
2.90406129701502e+004	-9.15162514148037e+001
2.92426064073419e+004	-9.15116046306760e+001
2.94460048199971e+004	-9.15070304209016e+001
2.96508179804929e+004	-9.15025285667380e+001
2.98570557291789e+004	-9.14980988527936e+001
3.00647279748495e+004	-9.14937410672001e+001
3.02738446952202e+004	-9.14894550016699e+001
3.04844159374071e+004	-9.14852404510526e+001
3.06964518184096e+004	-9.14810972138487e+001
3.09099625255962e+004	-9.14770250918198e+001
3.11249583171943e+004	-9.14730238902431e+001
3.13414495227828e+004	-9.14690934177285e+001
3.15594465437887e+004	-9.14652334861968e+001
3.17789598539863e+004	-9.14614439111095e+001
3.20000000000012e+004	-9.14577245111403e+001
3.22225776018162e+004	-9.14540751082988e+001
3.24467033532821e+004	-9.14504955280749e+001
3.26723880226314e+004	-9.14469855992582e+001
3.28996424529954e+004	-9.14435451538434e+001
3.31284775629253e+004	-9.14401740273446e+001
3.33589043469171e+004	-9.14368720583739e+001
3.35909338759394e+004	-9.14336390890794e+001
3.38245772979654e+004	-9.14304749647128e+001
3.40598458385088e+004	-9.14273795339444e+001
3.42967508011627e+004	-9.14243526486356e+001
3.45353035681430e+004	-9.14213941639955e+001
3.47755156008352e+004	-9.14185039385340e+001
3.50173984403450e+004	-9.14156818339131e+001
3.52609637080529e+004	-9.14129277151607e+001
3.55062231061724e+004	-9.14102414505020e+001
3.57531884183124e+004	-9.14076229114017e+001
3.60018715100433e+004	-9.14050719725976e+001
3.62522843294670e+004	-9.14025885120556e+001
3.65044389077910e+004	-9.14001724109949e+001
3.67583473599065e+004	-9.13978235537945e+001
3.70140218849706e+004	-9.13955418280597e+001
3.72714747669920e+004	-9.13933271247207e+001
3.75307183754216e+004	-9.13911793377715e+001
3.77917651657464e+004	-9.13890983644633e+001
3.80546276800886e+004	-9.13870841053186e+001
3.83193185478072e+004	-9.13851364639151e+001
3.85858504861058e+004	-9.13832553471489e+001
3.88542363006430e+004	-9.13814406649974e+001
3.91244888861477e+004	-9.13796923307156e+001
3.93966212270389e+004	-9.13780102606581e+001
3.96706463980491e+004	-9.13763943743864e+001
3.99465775648532e+004	-9.13748445946423e+001
4.02244279847001e+004	-9.13733608473304e+001
4.05042110070506e+004	-9.13719430614941e+001
4.07859400742180e+004	-9.13705911693287e+001
4.10696287220146e+004	-9.13693051062386e+001
4.13552905804014e+004	-9.13680848107356e+001
4.16429393741435e+004	-9.13669302245074e+001
4.19325889234693e+004	-9.13658412923712e+001
4.22242531447343e+004	-9.13648179622835e+001
4.25179460510901e+004	-9.13638601853984e+001
4.28136817531573e+004	-9.13629679159307e+001
4.31114744597038e+004	-9.13621411113021e+001
4.34113384783272e+004	-9.13613797320151e+001
4.37132882161424e+004	-9.13606837417601e+001
4.40173381804736e+004	-9.13600531073235e+001
4.43235029795514e+004	-9.13594877986445e+001
4.46317973232148e+004	-9.13589877887785e+001
4.49422360236177e+004	-9.13585530539045e+001
4.52548339959409e+004	-9.13581835733510e+001
4.55696062591082e+004	-9.13578793295482e+001
4.58865679365084e+004	-9.13576403081295e+001
4.62057342567218e+004	-9.13574664977035e+001
4.65271205542519e+004	-9.13573578901751e+001
4.68507422702619e+004	-9.13573144804309e+001
4.71766149533172e+004	-9.13573362666067e+001
4.75047542601315e+004	-9.13574232498270e+001
4.78351759563200e+004	-9.13575754344934e+001
4.81678959171562e+004	-9.13577928279981e+001
4.85029301283348e+004	-9.13580754409408e+001
4.88402946867399e+004	-9.13584232870369e+001
4.91800058012184e+004	-9.13588363830926e+001
4.95220797933585e+004	-9.13593147490572e+001
4.98665330982741e+004	-9.13598584080573e+001
5.02133822653942e+004	-9.13604673862755e+001
5.05626439592583e+004	-9.13611417130565e+001
5.09143349603169e+004	-9.13618814209228e+001
5.12684721657380e+004	-9.13626865454647e+001
5.16250725902183e+004	-9.13635571254065e+001
5.19841533668013e+004	-9.13644932026729e+001
5.23457317477002e+004	-9.13654948222873e+001
5.27098251051269e+004	-9.13665620324005e+001
5.30764509321265e+004	-9.13676948843871e+001
5.34456268434179e+004	-9.13688934326447e+001
5.38173705762400e+004	-9.13701577348237e+001
5.41916999912041e+004	-9.13714878516675e+001
5.45686330731516e+004	-9.13728838471247e+001
5.49481879320186e+004	-9.13743457882351e+001
5.53303828037058e+004	-9.13758737453141e+001
5.57152360509544e+004	-9.13774677916969e+001
5.61027661642287e+004	-9.13791280040036e+001
5.64929917626044e+004	-9.13808544619490e+001
5.68859315946630e+004	-9.13826472484975e+001
5.72816045393927e+004	-9.13845064497267e+001
5.76800296070956e+004	-9.13864321549203e+001
5.80812259403008e+004	-9.13884244565792e+001
5.84852128146842e+004	-9.13904834503681e+001
5.88920096399946e+004	-9.13926092351685e+001
5.93016359609863e+004	-9.13948019130087e+001
5.97141114583583e+004	-9.13970615891905e+001
6.01294559496994e+004	-9.13993883722335e+001
6.05476893904408e+004	-9.14017823737965e+001
6.09688318748147e+004	-9.14042437088391e+001
6.13929036368196e+004	-9.14067724955031e+001
6.18199250511928e+004	-9.14093688552118e+001
6.22499166343890e+004	-9.14120329125707e+001
6.26828990455661e+004	-9.14147647954672e+001
6.31188930875778e+004	-9.14175646350312e+001
6.35579197079731e+004	-9.14204325656596e+001
6.40000000000029e+004	-9.14233687249702e+001
6.44451552036329e+004	-9.14263732539195e+001
6.48934067065648e+004	-9.14294462966867e+001
6.53447760452633e+004	-9.14325880007855e+001
6.57992849059912e+004	-9.14357985169688e+001
6.62569551258511e+004	-9.14390779992977e+001
6.67178086938348e+004	-9.14424266051767e+001
