time	V(N141)*Id(M1)+V(N144)*Ig(M1)
0.000000000000000e+000	2.183859e-009
6.835937523506919e-013	-1.351455e-005
1.367187504701384e-012	-1.775953e-005
2.734375009402768e-012	-1.437081e-005
5.468750018805535e-012	-6.985819e-006
1.093750003761107e-011	-8.450126e-006
2.187500007522214e-011	-2.125644e-005
4.375000015044428e-011	-4.209569e-005
8.750000030088856e-011	-7.930734e-005
1.750000006017771e-010	-1.515247e-004
3.500000012035542e-010	-2.938958e-004
7.000000024071085e-010	-5.661990e-004
1.296088552011700e-009	-9.949775e-004
2.159287766555046e-009	-1.527307e-003
3.389852816634077e-009	-2.059668e-003
5.039763903305985e-009	-2.207213e-003
7.257167105226884e-009	-1.003799e-003
1.016138732358097e-008	3.810463e-003
1.402120296741638e-008	1.731202e-002
1.916159674040563e-008	4.997286e-002
2.625245426497341e-008	1.250527e-001
3.642691558427103e-008	2.963741e-001
5.229294958455907e-008	7.190560e-001
8.039422296801665e-008	1.948091e+000
1.365967697349318e-007	5.823243e+000
2.049561447349318e-007	1.270049e+001
2.733155197349318e-007	2.200499e+001
3.416748947349318e-007	3.368912e+001
4.100342697349317e-007	4.757722e+001
4.783936447349317e-007	6.348514e+001
5.467530197349317e-007	8.121646e+001
6.151123947349316e-007	1.005575e+002
6.834717697349316e-007	1.212708e+002
7.518311447349316e-007	1.430859e+002
8.201905197349315e-007	1.656885e+002
8.885498947349315e-007	1.887059e+002
9.569092697349315e-007	2.116909e+002
1.025268644734931e-006	2.341046e+002
1.093628019734931e-006	2.553003e+002
1.161987394734931e-006	2.745133e+002
1.230346769734931e-006	2.908594e+002
1.298706144734931e-006	3.033429e+002
1.367065519734931e-006	3.108739e+002
1.435424894734931e-006	3.122873e+002
1.503784269734931e-006	3.063593e+002
1.572143644734931e-006	2.918210e+002
1.640503019734931e-006	2.673714e+002
1.708862394734931e-006	2.317039e+002
1.777221769734931e-006	1.835767e+002
1.845581144734931e-006	1.228146e+002
1.888613168480989e-006	7.862542e+001
1.918260663845395e-006	4.639486e+001
1.942639797971826e-006	2.284848e+001
1.955744345692012e-006	1.409148e+001
1.971952964055437e-006	7.942341e+000
1.985693783589806e-006	5.328919e+000
1.999405932225522e-006	4.053179e+000
2.015185471264341e-006	3.319682e+000
2.031844795121846e-006	2.942511e+000
2.052002034054891e-006	2.734091e+000
2.075792901942970e-006	2.627838e+000
2.107768060418149e-006	2.569066e+000
2.150699128571597e-006	2.530842e+000
2.218358271523887e-006	2.489056e+000
2.286717646523887e-006	2.451487e+000
2.355077021523887e-006	2.416607e+000
2.423436396523887e-006	2.384083e+000
2.491795771523887e-006	2.353686e+000
2.560155146523888e-006	2.325206e+000
2.628514521523888e-006	2.298461e+000
2.696873896523888e-006	2.273293e+000
2.833592646523888e-006	2.227150e+000
2.970311396523889e-006	2.185845e+000
3.107030146523889e-006	2.148642e+000
3.243748896523889e-006	2.114950e+000
3.380467646523890e-006	2.084289e+000
3.517186396523890e-006	2.056262e+000
3.653905146523890e-006	2.030542e+000
3.858983271523891e-006	1.995697e+000
4.064061396523890e-006	1.964675e+000
4.269139521523889e-006	1.936880e+000
4.474217646523888e-006	1.911834e+000
4.679295771523888e-006	1.889149e+000
4.931640625000001e-006	1.863998e+000
5.000000000000000e-006	1.857559e+000
5.006835937500001e-006	1.854043e+000
5.020507812500001e-006	1.849331e+000
5.047851562500001e-006	1.845525e+000
5.102539062500001e-006	1.844028e+000
5.170898437500000e-006	1.843941e+000
5.239257812500000e-006	1.843956e+000
5.307617187500000e-006	1.843951e+000
5.375976562500000e-006	1.843952e+000
5.444335937499999e-006	1.843952e+000
5.512695312499999e-006	1.843952e+000
5.581054687499999e-006	1.843952e+000
5.649414062499999e-006	1.843952e+000
5.717773437499998e-006	1.843952e+000
5.786132812499998e-006	1.843952e+000
5.854492187499998e-006	1.843952e+000
1.815917968750009e-005	1.843952e+000
3.866699218750026e-005	1.843952e+000
5.493652343750041e-005	1.843952e+000
5.500000000000000e-005	1.843952e+000
5.500634765624996e-005	1.841151e+000
5.501904296874988e-005	1.837743e+000
5.504443359374971e-005	1.836274e+000
5.509521484374939e-005	1.839451e+000
5.516357421874939e-005	1.845961e+000
5.523193359374939e-005	1.852810e+000
5.533935546874939e-005	1.863833e+000
5.544677734374940e-005	1.875503e+000
5.555419921874940e-005	1.887822e+000
5.566162109374940e-005	1.900790e+000
5.576904296874940e-005	1.914405e+000
5.587646484374940e-005	1.928667e+000
5.598388671874940e-005	1.943577e+000
5.618896484374940e-005	1.974716e+000
5.639404296874940e-005	2.009522e+000
5.653076171874941e-005	2.035106e+000
5.666748046874941e-005	2.062885e+000
5.680419921874941e-005	2.093163e+000
5.694091796874941e-005	2.126300e+000
5.707763671874941e-005	2.162735e+000
5.721435546874941e-005	2.202998e+000
5.735107421874941e-005	2.247745e+000
5.741943359374941e-005	2.272048e+000
5.748779296874941e-005	2.297794e+000
5.755615234374941e-005	2.325118e+000
5.762451171874942e-005	2.354177e+000
5.769287109374942e-005	2.385145e+000
5.776123046874942e-005	2.418224e+000
5.782958984374942e-005	2.453646e+000
5.789794921874942e-005	2.491678e+000
5.796630859374942e-005	2.532631e+000
5.803466796874942e-005	2.576870e+000
5.810302734374942e-005	2.624826e+000
5.817138671874942e-005	2.677010e+000
5.823974609374942e-005	2.734038e+000
5.830810546874942e-005	2.796656e+000
5.837646484374942e-005	2.865780e+000
5.844482421874942e-005	2.942550e+000
5.851318359374942e-005	3.028404e+000
5.858154296874942e-005	3.125189e+000
5.864990234374942e-005	3.235332e+000
5.871826171874942e-005	3.362091e+000
5.878662109374943e-005	3.509981e+000
5.885498046874943e-005	3.685484e+000
5.892333984374943e-005	3.898342e+000
5.899169921874943e-005	4.164052e+000
5.906005859374943e-005	4.508966e+000
5.912841796874943e-005	4.952555e+000
5.917663549531794e-005	5.341341e+000
5.921856241984856e-005	5.766400e+000
5.925809556604677e-005	6.335902e+000
5.932645494104677e-005	7.501942e+000
5.939481431604677e-005	8.542606e+000
5.946317369104677e-005	9.279035e+000
5.953153306604677e-005	9.530303e+000
5.959989244104677e-005	9.197918e+000
5.966825181604677e-005	8.271785e+000
5.973661119104677e-005	6.830739e+000
5.980497056604677e-005	5.043403e+000
5.987332994104678e-005	3.131708e+000
5.993164062500000e-005	1.703168e+000
6.000000000000000e-005	3.335143e-001
6.000192806975699e-005	3.181634e-001
6.000578420927096e-005	2.969272e-001
6.001349648829890e-005	2.748443e-001
6.001992485355778e-005	2.679371e-001
6.002926017662030e-005	2.668114e-001
6.003933883863637e-005	2.684833e-001
6.005851492131951e-005	2.736040e-001
6.008434743654472e-005	2.809435e-001
6.013601246699516e-005	2.956409e-001
6.020437184199516e-005	3.146704e-001
6.027273121699516e-005	3.330771e-001
6.034109059199516e-005	3.503598e-001
6.040944996699516e-005	3.654409e-001
6.047780934199516e-005	3.762941e-001
6.054616871699516e-005	3.793529e-001
6.061452809199516e-005	3.691369e-001
6.068288746699516e-005	3.392583e-001
6.075124684199516e-005	2.864159e-001
6.081960621699516e-005	2.161544e-001
6.088796559199516e-005	1.435636e-001
6.095632496699516e-005	8.439737e-002
6.102434558318637e-005	4.508582e-002
6.108702349021969e-005	2.394681e-002
6.114508336006980e-005	1.293360e-002
6.118540419635915e-005	8.424830e-003
6.122432875579264e-005	5.729183e-003
6.126935079104411e-005	3.669616e-003
6.131049635777837e-005	2.427893e-003
6.135315431763265e-005	1.586418e-003
6.139183154123447e-005	1.078707e-003
6.143295513258013e-005	7.182210e-004
6.147131957580403e-005	4.910358e-004
6.151237696270833e-005	3.293675e-004
6.155809113669662e-005	2.120423e-004
6.161188206324427e-005	1.268143e-004
6.167593552076710e-005	6.821917e-005
6.174429489576710e-005	3.445784e-005
6.181265427076711e-005	1.722932e-005
6.188101364576711e-005	8.615589e-006
6.194937302076711e-005	4.308862e-006
6.201773239576711e-005	2.155513e-006
6.208609177076711e-005	1.078858e-006
6.215445114576711e-005	5.405176e-007
6.222281052076711e-005	2.713610e-007
6.229116989576711e-005	1.367656e-007
6.235952927076711e-005	6.948865e-008
6.242788864576711e-005	3.583181e-008
6.249624802076711e-005	1.901565e-008
6.256460739576711e-005	1.059531e-008
6.263296677076711e-005	6.402303e-009
