Freq.	Id(M1)
1.10808757448877e+004	8.97459638222409e+001
1.11579493308035e+004	8.97454512927516e+001
1.12355590059043e+004	8.97449265365901e+001
1.13137084989851e+004	8.97443895235977e+001
1.13924015647769e+004	8.97438402271849e+001
1.14716419841269e+004	8.97432786249562e+001
1.15514335641803e+004	8.97427046891524e+001
1.16317801385628e+004	8.97421183909147e+001
1.17126855675653e+004	8.97415196993710e+001
1.17941537383291e+004	8.97409085972832e+001
1.18761885650327e+004	8.97402850443016e+001
1.19587939890798e+004	8.97396490054735e+001
1.20419739792889e+004	8.97390004655862e+001
1.21257325320835e+004	8.97383393814093e+001
1.22100736716848e+004	8.97376657334900e+001
1.22950014503044e+004	8.97369794758291e+001
1.23805199483394e+004	8.97362805838019e+001
1.24666332745683e+004	8.97355690166751e+001
1.25533455663483e+004	8.97348447478633e+001
1.26406609898144e+004	8.97341077427256e+001
1.27285837400790e+004	8.97333579559100e+001
1.28171180414343e+004	8.97325953617585e+001
1.29062681475544e+004	8.97318199219616e+001
1.29960383417001e+004	8.97310315962658e+001
1.30864329369249e+004	8.97302303522416e+001
1.31774562762815e+004	8.97294161412291e+001
1.32691127330314e+004	8.97285889310409e+001
1.33614067108543e+004	8.97277486779021e+001
1.34543426440598e+004	8.97268953533344e+001
1.35479249978008e+004	8.97260288989851e+001
1.36421582682877e+004	8.97251492872685e+001
1.37370469830044e+004	8.97242564657176e+001
1.38325957009262e+004	8.97233503985940e+001
1.39288090127384e+004	8.97224310409062e+001
1.40256915410570e+004	8.97214983479624e+001
1.41232479406509e+004	8.97205522689394e+001
1.42214828986655e+004	8.97195927672448e+001
1.43204011348480e+004	8.97186197948502e+001
1.44200074017737e+004	8.97176333031199e+001
1.45203064850750e+004	8.97166332416767e+001
1.46213032036708e+004	8.97156195681502e+001
1.47230024099984e+004	8.97145922315472e+001
1.48254089902464e+004	8.97135511845173e+001
1.49285278645893e+004	8.97124963722071e+001
1.50323639874246e+004	8.97114277482517e+001
1.51369223476100e+004	8.97103452597541e+001
1.52422079687034e+004	8.97092488555948e+001
1.53482259092047e+004	8.97081384848558e+001
1.54549812627980e+004	8.97070140828556e+001
1.55624791585970e+004	8.97058756118054e+001
1.56707247613913e+004	8.97047230082643e+001
1.57797232718942e+004	8.97035562137969e+001
1.58894799269930e+004	8.97023751850873e+001
1.60000000000005e+004	8.97011798491237e+001
1.61112888009080e+004	8.96999701620220e+001
1.62233516766409e+004	8.96987460573846e+001
1.63361940113156e+004	8.96975074807583e+001
1.64498212264976e+004	8.96962543654552e+001
1.65642387814625e+004	8.96949866617702e+001
1.66794521734584e+004	8.96937043026374e+001
1.67954669379696e+004	8.96924072266702e+001
1.69122886489826e+004	8.96910953746573e+001
1.70299229192543e+004	8.96897686802845e+001
1.71483754005812e+004	8.96884270810873e+001
1.72676517840714e+004	8.96870705133045e+001
1.73877578004175e+004	8.96856989083189e+001
1.75086992201724e+004	8.96843122042245e+001
1.76304818540263e+004	8.96829103370677e+001
1.77531115530861e+004	8.96814932303058e+001
1.78765942091561e+004	8.96800608205183e+001
1.80009357550215e+004	8.96786130421461e+001
1.81261421647333e+004	8.96771498222342e+001
1.82522194538953e+004	8.96756710922673e+001
1.83791736799531e+004	8.96741767770701e+001
1.85070109424852e+004	8.96726668084854e+001
1.86357373834959e+004	8.96711411157797e+001
1.87653591877106e+004	8.96695996192462e+001
1.88958825828731e+004	8.96680422532282e+001
1.90273138400441e+004	8.96664689364470e+001
1.91596592739035e+004	8.96648795912564e+001
1.92929252430528e+004	8.96632741500152e+001
1.94271181503214e+004	8.96616525308830e+001
1.95622444430737e+004	8.96600146550037e+001
1.96983106135193e+004	8.96583604444299e+001
1.98353231990244e+004	8.96566898219828e+001
1.99732887824264e+004	8.96550027020483e+001
2.01122139923499e+004	8.96532990097723e+001
2.02521055035251e+004	8.96515786619745e+001
2.03929700371089e+004	8.96498415725475e+001
2.05348143610071e+004	8.96480876570374e+001
2.06776452902006e+004	8.96463168384735e+001
2.08214696870716e+004	8.96445290249931e+001
2.09662944617345e+004	8.96427241317499e+001
2.11121265723670e+004	8.96409020776592e+001
2.12589730255449e+004	8.96390627665531e+001
2.14068408765785e+004	8.96372061161300e+001
2.15557372298518e+004	8.96353320383764e+001
2.17056692391635e+004	8.96334404376594e+001
2.18566441080711e+004	8.96315312277392e+001
2.20086690902366e+004	8.96296043101723e+001
2.21617514897755e+004	8.96276596021544e+001
2.23158986616072e+004	8.96256970030537e+001
2.24711180118087e+004	8.96237164205047e+001
2.26274169979703e+004	8.96217177618359e+001
2.27848031295539e+004	8.96197009275395e+001
2.29432839682540e+004	8.96176658238935e+001
2.31028671283607e+004	8.96156123515172e+001
2.32635602771258e+004	8.96135404092212e+001
2.34253711351308e+004	8.96114499016123e+001
2.35883074766584e+004	8.96093407249781e+001
2.37523771300656e+004	8.96072127807294e+001
2.39175879781598e+004	8.96050659654140e+001
2.40839479585779e+004	8.96029001763872e+001
2.42514650641672e+004	8.96007153057908e+001
2.44201473433698e+004	8.95985112563250e+001
2.45900029006090e+004	8.95962879146402e+001
2.47610398966791e+004	8.95940451800425e+001
2.49332665491369e+004	8.95917829415265e+001
2.51066911326969e+004	8.95895010880541e+001
2.52813219796289e+004	8.95871995134162e+001
2.54571674801583e+004	8.95848781073169e+001
2.56342360828688e+004	8.95825367569301e+001
2.58125362951089e+004	8.95801753511952e+001
2.59920766834004e+004	8.95777937732650e+001
2.61728658738499e+004	8.95753919129230e+001
2.63549125525633e+004	8.95729696526343e+001
2.65382254660631e+004	8.95705268753618e+001
2.67228134217088e+004	8.95680634654187e+001
2.69086852881198e+004	8.95655793027835e+001
2.70958499956018e+004	8.95630742711775e+001
2.72843165365756e+004	8.95605482463919e+001
2.74740939660091e+004	8.95580011101758e+001
2.76651914018527e+004	8.95554327378928e+001
2.78576180254770e+004	8.95528430071445e+001
2.80513830821141e+004	8.95502317923505e+001
2.82464958813020e+004	8.95475989720006e+001
2.84429657973313e+004	8.95449444156529e+001
2.86408022696961e+004	8.95422679960529e+001
2.88400148035476e+004	8.95395695872098e+001
2.90406129701502e+004	8.95368490562618e+001
2.92426064073419e+004	8.95341062772252e+001
2.94460048199971e+004	8.95313411093050e+001
2.96508179804929e+004	8.95285534290755e+001
2.98570557291789e+004	8.95257431017780e+001
3.00647279748495e+004	8.95229099868476e+001
3.02738446952202e+004	8.95200539509218e+001
3.04844159374071e+004	8.95171748578289e+001
3.06964518184096e+004	8.95142725689919e+001
3.09099625255962e+004	8.95113469434172e+001
3.11249583171943e+004	8.95083978408117e+001
3.13414495227828e+004	8.95054251228016e+001
3.15594465437887e+004	8.95024286432306e+001
3.17789598539863e+004	8.94994082576532e+001
3.20000000000012e+004	8.94963638241555e+001
3.22225776018162e+004	8.94932951942549e+001
3.24467033532821e+004	8.94902022200134e+001
