time	Id(M1)
0.000000000000000e+000	1.012523e-010
4.882812226379360e-014	5.097224e-008
9.765624452758720e-014	7.086412e-008
1.953124890551744e-013	2.039491e-007
3.906249781103488e-013	5.744863e-007
7.812499562206976e-013	4.452962e-007
1.562499912441395e-012	-3.377215e-007
3.124999824882790e-012	-4.787199e-007
6.249999649765581e-012	-3.003637e-007
1.249999929953116e-011	-5.942774e-007
2.499999859906232e-011	-1.202644e-006
4.999999719812465e-011	-2.221165e-006
9.999999439624929e-011	-4.138296e-006
1.999999887924986e-010	-7.988025e-006
3.999999775849972e-010	-1.547150e-005
7.999999551699943e-010	-2.973993e-005
1.433180609803059e-009	-5.040497e-005
2.370458326876136e-009	-7.604266e-005
3.664279718975811e-009	-9.900540e-005
5.423425878012255e-009	-9.874572e-005
7.748182911461140e-009	-2.205036e-005
1.082551338498835e-008	2.553795e-004
1.488542097695939e-008	9.831535e-004
1.976823347695939e-008	2.437575e-003
2.465104597695939e-008	4.574429e-003
2.953385847695939e-008	7.438810e-003
3.441667097695939e-008	1.102993e-002
3.929948347695939e-008	1.534128e-002
4.418229597695939e-008	2.036555e-002
4.906510847695939e-008	2.609624e-002
5.394792097695939e-008	3.252787e-002
5.883073347695939e-008	3.965581e-002
6.371354597695939e-008	4.747600e-002
6.859635847695939e-008	5.598481e-002
7.347917097695938e-008	6.517887e-002
7.836198347695938e-008	7.505497e-002
8.324479597695938e-008	8.561004e-002
8.812760847695938e-008	9.684107e-002
9.301042097695938e-008	1.087451e-001
9.789323347695938e-008	1.213194e-001
1.076588584769594e-007	1.484671e-001
1.174244834769594e-007	1.782620e-001
1.271901084769594e-007	2.106827e-001
1.369557334769594e-007	2.457080e-001
1.516041709769594e-007	3.030849e-001
1.662526084769595e-007	3.662082e-001
1.809010459769595e-007	4.350122e-001
1.955494834769596e-007	5.094327e-001
2.290316263341025e-007	7.019516e-001
2.625137691912454e-007	9.210836e-001
2.959959120483884e-007	1.166829e+000
3.294780549055314e-007	1.439187e+000
3.629601977626743e-007	1.738159e+000
3.964423406198173e-007	2.063744e+000
4.299244834769602e-007	2.415942e+000
4.634066263341031e-007	2.792356e+000
4.968887691912460e-007	3.191156e+000
5.303709120483891e-007	3.612342e+000
5.638530549055320e-007	4.055913e+000
5.973351977626749e-007	4.521870e+000
6.308173406198178e-007	5.010213e+000
6.642994834769607e-007	5.520942e+000
6.970840816912466e-007	6.040780e+000
7.298686799055323e-007	6.578355e+000
7.626532781198182e-007	7.133667e+000
7.954378763341040e-007	7.706716e+000
8.282224745483898e-007	8.297501e+000
8.610070727626756e-007	8.906024e+000
8.937916709769613e-007	9.532283e+000
9.216934566912472e-007	1.007750e+001
9.495952424055329e-007	1.063293e+001
9.774970281198187e-007	1.119857e+001
1.005398813834104e-006	1.177441e+001
1.033300599548390e-006	1.236047e+001
1.061202385262676e-006	1.295674e+001
1.089104170976962e-006	1.356321e+001
1.121191224548390e-006	1.427176e+001
1.153278278119819e-006	1.499055e+001
1.185365331691248e-006	1.571958e+001
1.217452385262677e-006	1.645885e+001
1.249539438834105e-006	1.720836e+001
1.281626492405534e-006	1.796812e+001
1.313713545976962e-006	1.873812e+001
