time	V(n141)
5.513381783206727e-007	2.109232e+001
5.848203211778156e-007	2.101986e+001
6.169073747492443e-007	2.094489e+001
6.489944283206730e-007	2.086223e+001
6.810814818921017e-007	2.077187e+001
7.131685354635303e-007	2.067381e+001
7.452555890349590e-007	2.056804e+001
7.773426426063876e-007	2.045458e+001
8.094296961778162e-007	2.033342e+001
8.401216604635305e-007	2.020919e+001
8.708136247492450e-007	2.007277e+001
9.015055890349593e-007	1.992416e+001
9.321975533206736e-007	1.976336e+001
9.628895176063880e-007	1.959037e+001
9.935814818921025e-007	1.940519e+001
1.024273446177817e-006	1.920782e+001
1.052175231892102e-006	1.901485e+001
1.080077017606388e-006	1.880489e+001
1.107978803320674e-006	1.857794e+001
1.135880589034960e-006	1.833399e+001
1.163782374749246e-006	1.807304e+001
1.191684160463532e-006	1.779510e+001
1.219585946177817e-006	1.750016e+001
1.239117196177817e-006	1.727937e+001
1.258648446177817e-006	1.704794e+001
1.278179696177817e-006	1.680550e+001
1.297710946177817e-006	1.655169e+001
1.307476571177817e-006	1.642040e+001
1.317242196177817e-006	1.628615e+001
1.327007821177818e-006	1.614888e+001
1.336773446177818e-006	1.600856e+001
1.346539071177818e-006	1.586514e+001
1.356304696177818e-006	1.571859e+001
1.366070321177818e-006	1.556887e+001
1.375835946177818e-006	1.541595e+001
1.385601571177818e-006	1.525978e+001
1.395367196177818e-006	1.510034e+001
1.405132821177818e-006	1.493760e+001
1.414898446177818e-006	1.477152e+001
1.424664071177818e-006	1.460208e+001
1.434429696177818e-006	1.442924e+001
1.444195321177818e-006	1.425298e+001
1.453960946177818e-006	1.407327e+001
1.463726571177818e-006	1.389009e+001
1.473492196177818e-006	1.370342e+001
1.483257821177818e-006	1.351322e+001
1.493023446177818e-006	1.331949e+001
1.502789071177818e-006	1.312221e+001
1.512554696177818e-006	1.292134e+001
1.522320321177818e-006	1.271688e+001
1.532085946177818e-006	1.250881e+001
1.541851571177818e-006	1.229711e+001
1.551617196177818e-006	1.208177e+001
1.561382821177818e-006	1.186278e+001
1.571148446177818e-006	1.164012e+001
1.580914071177818e-006	1.141379e+001
1.590679696177818e-006	1.118377e+001
1.600445321177818e-006	1.095006e+001
1.610210946177818e-006	1.071264e+001
1.619976571177818e-006	1.047152e+001
1.629742196177818e-006	1.022668e+001
1.639507821177818e-006	9.978132e+000
1.649273446177818e-006	9.725866e+000
1.659039071177818e-006	9.469886e+000
1.668804696177818e-006	9.210192e+000
1.678570321177818e-006	8.946791e+000
1.688335946177818e-006	8.679688e+000
1.698101571177818e-006	8.408895e+000
1.707867196177819e-006	8.134426e+000
1.717632821177819e-006	7.856297e+000
1.727398446177819e-006	7.574531e+000
1.737164071177819e-006	7.289154e+000
1.746929696177819e-006	7.000200e+000
1.756695321177819e-006	6.707713e+000
1.766460946177819e-006	6.411742e+000
1.776226571177819e-006	6.112350e+000
1.785992196177819e-006	5.809616e+000
1.795757821177819e-006	5.503636e+000
1.805523446177819e-006	5.194530e+000
1.815289071177819e-006	4.882450e+000
1.825054696177819e-006	4.567587e+000
1.834820321177819e-006	4.250189e+000
1.844585946177819e-006	3.930576e+000
1.854351571177819e-006	3.609171e+000
1.864117196177819e-006	3.286537e+000
1.873882821177819e-006	2.963428e+000
1.883648446177819e-006	2.640854e+000
1.893414071177819e-006	2.320130e+000
1.903179696177819e-006	2.002850e+000
1.912945321177819e-006	1.690669e+000
1.922710946177819e-006	1.389142e+000
1.932476571177819e-006	1.112805e+000
1.941907645024230e-006	8.871423e-001
1.951673270024230e-006	7.036097e-001
1.961438895024230e-006	5.668278e-001
1.971204520024230e-006	4.688925e-001
1.980970145024230e-006	4.005743e-001
1.990735770024230e-006	3.537391e-001
2.000501395024231e-006	3.219789e-001
2.010267020024231e-006	3.005643e-001
2.020032645024231e-006	2.861435e-001
2.029798270024231e-006	2.764031e-001
2.039563895024231e-006	2.697735e-001
2.049329520024231e-006	2.652018e-001
2.059095145024231e-006	2.619877e-001
2.068860770024231e-006	2.596675e-001
2.078626395024231e-006	2.579353e-001
2.088392020024231e-006	2.565902e-001
2.098157645024231e-006	2.555003e-001
2.107923270024231e-006	2.545791e-001
2.117688895024231e-006	2.537703e-001
2.127454520024231e-006	2.530368e-001
2.137220145024231e-006	2.523546e-001
2.146985770024231e-006	2.517079e-001
2.156751395024231e-006	2.510865e-001
2.166517020024231e-006	2.504837e-001
2.186048270024231e-006	2.493176e-001
2.215345145024231e-006	2.476371e-001
2.257197823595660e-006	2.453568e-001
2.299050502167088e-006	2.431618e-001
2.340903180738517e-006	2.410522e-001
2.382755859309946e-006	2.390280e-001
2.424608537881375e-006	2.370890e-001
2.466461216452803e-006	2.352354e-001
2.508313895024232e-006	2.334672e-001
2.529240234309946e-006	2.326028e-001
2.550166573595661e-006	2.317538e-001
2.571092912881375e-006	2.309200e-001
2.592019252167089e-006	2.301015e-001
2.612945591452803e-006	2.292983e-001
2.633871930738518e-006	2.285104e-001
2.654798270024232e-006	2.277378e-001
2.664563895024232e-006	2.273815e-001
2.748269252167089e-006	2.244853e-001
2.831974609309947e-006	2.217434e-001
2.915679966452805e-006	2.191556e-001
2.999385323595662e-006	2.167220e-001
3.083090680738519e-006	2.144425e-001
3.166796037881377e-006	2.123173e-001
3.250501395024234e-006	2.103462e-001
3.356528180738519e-006	2.079940e-001
3.462554966452804e-006	2.057671e-001
3.568581752167088e-006	2.036655e-001
3.674608537881373e-006	2.016892e-001
3.780635323595658e-006	1.998383e-001
3.886662109309943e-006	1.981127e-001
3.992688895024228e-006	1.965124e-001
4.128012555738508e-006	1.945897e-001
4.263336216452788e-006	1.927704e-001
4.398659877167069e-006	1.910546e-001
4.533983537881349e-006	1.894422e-001
4.669307198595629e-006	1.879332e-001
4.804630859309909e-006	1.865278e-001
4.939954520024189e-006	1.852257e-001
5.000000000000000e-006	1.846615e-001
5.001108928883907e-006	1.846508e-001
5.002587500729115e-006	1.846370e-001
5.005544644419532e-006	1.846109e-001
5.011458931800364e-006	1.845656e-001
5.021224556800364e-006	1.845061e-001
5.030990181800364e-006	1.844638e-001
5.040755806800363e-006	1.844365e-001
5.050521431800363e-006	1.844196e-001
5.060287056800362e-006	1.844095e-001
5.070052681800362e-006	1.844036e-001
5.079818306800362e-006	1.844001e-001
5.089583931800361e-006	1.843981e-001
5.099349556800361e-006	1.843970e-001
5.109115181800360e-006	1.843964e-001
5.118880806800360e-006	1.843960e-001
5.128646431800360e-006	1.843958e-001
5.138412056800359e-006	1.843957e-001
5.148177681800359e-006	1.843956e-001
5.157943306800358e-006	1.843956e-001
5.167708931800358e-006	1.843956e-001
5.177474556800358e-006	1.843956e-001
5.187240181800357e-006	1.843956e-001
5.197005806800357e-006	1.843956e-001
5.206771431800356e-006	1.843956e-001
5.216537056800356e-006	1.843956e-001
5.226302681800356e-006	1.843956e-001
5.236068306800355e-006	1.843956e-001
5.255599556800354e-006	1.843956e-001
5.279316074657497e-006	1.843956e-001
5.303032592514638e-006	1.843956e-001
5.326749110371780e-006	1.843956e-001
5.350465628228922e-006	1.843956e-001
5.374182146086064e-006	1.843956e-001
5.397898663943205e-006	1.843956e-001
5.421615181800348e-006	1.843956e-001
5.519271431800344e-006	1.843956e-001
8.448958931800225e-006	1.843956e-001
9.991927681800162e-006	1.843956e-001
9.999999999999999e-006	1.843956e-001
