1.00000000000e+04	1.337430e-04	
1.04762770000e+04	1.335926e-04	
1.09752370000e+04	1.336109e-04	
1.14979630000e+04	1.336283e-04	
1.20455840000e+04	1.334657e-04	
1.26192870000e+04	1.335763e-04	
1.32203140000e+04	1.335804e-04	
1.38499670000e+04	1.333023e-04	
1.45096090000e+04	1.334171e-04	
1.52006680000e+04	1.332947e-04	
1.59246400000e+04	1.332629e-04	
1.66830940000e+04	1.332279e-04	
1.74776710000e+04	1.332430e-04	
1.83100920000e+04	1.331162e-04	
1.91821590000e+04	1.331172e-04	
2.00957610000e+04	1.330830e-04	
2.10528750000e+04	1.329353e-04	
2.20555750000e+04	1.328081e-04	
2.31060300000e+04	1.327859e-04	
2.42065170000e+04	1.327609e-04	
2.53594170000e+04	1.326142e-04	
2.65672270000e+04	1.325681e-04	
2.78325630000e+04	1.325414e-04	
2.91581630000e+04	1.324652e-04	
3.05468990000e+04	1.323507e-04	
3.20017760000e+04	1.322358e-04	
3.35259470000e+04	1.322038e-04	
3.51227100000e+04	1.320560e-04	
3.67955230000e+04	1.319861e-04	
3.85480080000e+04	1.318760e-04	
4.03839600000e+04	1.318486e-04	
4.23073540000e+04	1.317522e-04	
4.43223550000e+04	1.316537e-04	
4.64333260000e+04	1.315709e-04	
4.86448370000e+04	1.314290e-04	
5.09616780000e+04	1.313437e-04	
5.33888640000e+04	1.311234e-04	
5.59316520000e+04	1.309918e-04	
5.85955470000e+04	1.308652e-04	
6.13863160000e+04	1.307463e-04	
6.43100040000e+04	1.306652e-04	
6.73729400000e+04	1.306296e-04	
7.05817570000e+04	1.303626e-04	
7.39434020000e+04	1.302326e-04	
7.74651540000e+04	1.301141e-04	
8.11546400000e+04	1.299063e-04	
8.50198470000e+04	1.297755e-04	
8.90691450000e+04	1.296818e-04	
9.33113010000e+04	1.294812e-04	
9.77555010000e+04	1.293008e-04	
1.02411369000e+05	1.291542e-04	
1.07288985000e+05	1.289463e-04	
1.12398910000e+05	1.288047e-04	
1.17752209000e+05	1.286204e-04	
1.23360473000e+05	1.284596e-04	
1.29235845000e+05	1.282575e-04	
1.35391049000e+05	1.280292e-04	
1.41839410000e+05	1.277922e-04	
1.48594891000e+05	1.277048e-04	
1.55672121000e+05	1.274402e-04	
1.63086422000e+05	1.273188e-04	
1.70853850000e+05	1.271342e-04	
1.78991222000e+05	1.268609e-04	
1.87516158000e+05	1.266854e-04	
1.96447117000e+05	1.265024e-04	
2.05803437000e+05	1.262475e-04	
2.15605376000e+05	1.260753e-04	
2.25874160000e+05	1.258106e-04	
2.36632021000e+05	1.256223e-04	
2.47902254000e+05	1.254159e-04	
2.59709263000e+05	1.251950e-04	
2.72078612000e+05	1.250109e-04	
2.85037084000e+05	1.247856e-04	
2.98612738000e+05	1.245208e-04	
3.12834969000e+05	1.243843e-04	
3.27734572000e+05	1.240917e-04	
3.43343809000e+05	1.239153e-04	
3.59696477000e+05	1.237307e-04	
3.76827984000e+05	1.234513e-04	
3.94775426000e+05	1.232244e-04	
4.13577662000e+05	1.230783e-04	
4.33275406000e+05	1.228190e-04	
4.53911307000e+05	1.226192e-04	
4.75530048000e+05	1.224027e-04	
4.98178439000e+05	1.221886e-04	
5.21905521000e+05	1.220471e-04	
5.46762669000e+05	1.217705e-04	
5.72803705000e+05	1.215717e-04	
6.00085014000e+05	1.214153e-04	
6.28665670000e+05	1.211959e-04	
6.58607555000e+05	1.210808e-04	
6.89975503000e+05	1.208008e-04	
7.22837433000e+05	1.206647e-04	
7.57264501000e+05	1.205166e-04	
7.93331250000e+05	1.203163e-04	
8.31115775000e+05	1.201456e-04	
8.70699889000e+05	1.199584e-04	
9.12169302000e+05	1.198084e-04	
9.55613807000e+05	1.196756e-04	
1.00112747200e+06	1.195316e-04	
1.04880884800e+06	1.193795e-04	
1.09876117700e+06	1.192149e-04	
1.15109262000e+06	1.191088e-04	
1.20591648700e+06	1.189817e-04	
1.26335148800e+06	1.188662e-04	
1.32352198500e+06	1.187390e-04	
1.38655826200e+06	1.186245e-04	
1.45259681200e+06	1.185627e-04	
1.52178062300e+06	1.184027e-04	
1.59425949900e+06	1.183397e-04	
1.67019037600e+06	1.182256e-04	
1.74973766400e+06	1.181534e-04	
1.83307360400e+06	1.180703e-04	
1.92037864200e+06	1.180632e-04	
2.01184181500e+06	1.180251e-04	
2.10766116800e+06	1.179309e-04	
2.20804417300e+06	1.179443e-04	
2.31320818800e+06	1.179223e-04	
2.42338092000e+06	1.179320e-04	
2.53880092400e+06	1.178881e-04	
2.65971811400e+06	1.179574e-04	
2.78639431000e+06	1.179809e-04	
2.91910379800e+06	1.180942e-04	
3.05813393100e+06	1.182157e-04	
3.20378574600e+06	1.183164e-04	
3.35637461900e+06	1.184512e-04	
3.51623094500e+06	1.185440e-04	
3.68370085700e+06	1.187543e-04	
3.85914697100e+06	1.190231e-04	
4.04294917700e+06	1.192014e-04	
4.23550545400e+06	1.195363e-04	
4.43723274000e+06	1.198350e-04	
4.64856782800e+06	1.202680e-04	
4.86996831500e+06	1.205284e-04	
5.10191359300e+06	1.209303e-04	
5.34490588600e+06	1.215085e-04	
5.59947133700e+06	1.219810e-04	
5.86616115000e+06	1.226155e-04	
6.14555277800e+06	1.232392e-04	
6.43825118100e+06	1.239350e-04	
6.74489012900e+06	1.247148e-04	
7.06613357700e+06	1.255500e-04	
7.40267710500e+06	1.264855e-04	
7.75524942000e+06	1.274850e-04	
8.12461393400e+06	1.286284e-04	
8.51157042300e+06	1.299329e-04	
8.91695675000e+06	1.313044e-04	
9.34165068600e+06	1.328491e-04	
9.78657180700e+06	1.345627e-04	
1.02526834890e+07	1.365893e-04	
1.07409949860e+07	1.387214e-04	
1.12525636270e+07	1.411694e-04	
1.17884970930e+07	1.440270e-04	
1.23499558250e+07	1.471322e-04	
1.29381555320e+07	1.509183e-04	
1.35543698250e+07	1.548397e-04	
1.41999329730e+07	1.595769e-04	
1.48762427950e+07	1.650689e-04	
1.55847636820e+07	1.632003e-04	
1.63270297730e+07	1.688280e-04	
1.71046482740e+07	1.751231e-04	
1.79193029370e+07	1.825975e-04	
1.87727577100e+07	1.904299e-04	
1.96668605510e+07	1.995431e-04	
2.06035474330e+07	2.081474e-04	
2.15848465360e+07	2.179699e-04	
2.26128826350e+07	2.229951e-04	
2.36898817060e+07	2.133541e-04	
2.48181757410e+07	1.996069e-04	
2.60002077990e+07	1.400397e-04	
2.72385372990e+07	3.289012e-05	
2.85358455560e+07	-6.868163e-05	
2.98949415920e+07	-1.455486e-04	
3.13187682140e+07	-1.696808e-04	
3.28104083910e+07	-1.718082e-04	
3.43730919250e+07	-1.604120e-04	
3.60102024460e+07	-1.396822e-04	
3.77252847370e+07	-1.262844e-04	
3.95220524150e+07	-1.132472e-04	
4.14043959620e+07	-9.924730e-05	
4.33763911600e+07	-8.883476e-05	
4.54423079090e+07	-8.112789e-05	
4.76066194730e+07	-7.523441e-05	
4.98740121700e+07	-7.037855e-05	
5.22493955130e+07	-6.877396e-05	
5.47379128470e+07	-6.928932e-05	
5.73449524810e+07	-7.537214e-05	
6.00761593570e+07	-9.411854e-05	
6.29374472710e+07	-7.798978e-05	
6.59350116830e+07	3.273681e-05	
6.90753431240e+07	1.484800e-05	
7.23652412560e+07	5.239477e-06	
7.58118295940e+07	7.361389e-07	
7.94225709290e+07	-1.463540e-06	
8.32052834850e+07	-2.517232e-06	
8.71681578540e+07	-2.952580e-06	
9.13197747230e+07	-3.035003e-06	
9.56691234590e+07	-2.908935e-06	
1.00225621572e+08	-2.654095e-06	
1.04999135106e+08	-2.313797e-06	
1.10000000000e+08	-1.907381e-06	
