time	V(n141)
0.000000000000000e+000	2.156848e+001
4.882812226379360e-014	2.156848e+001
9.765624452758720e-014	2.156848e+001
1.953124890551744e-013	2.156848e+001
3.906249781103488e-013	2.156848e+001
7.812499562206976e-013	2.156848e+001
1.562499912441395e-012	2.156848e+001
3.124999824882790e-012	2.156848e+001
6.249999649765581e-012	2.156848e+001
1.249999929953116e-011	2.156848e+001
2.499999859906232e-011	2.156848e+001
4.999999719812465e-011	2.156848e+001
9.999999439624929e-011	2.156848e+001
1.999999887924986e-010	2.156848e+001
3.999999775849972e-010	2.156848e+001
7.999999551699943e-010	2.156848e+001
1.433180609803059e-009	2.156848e+001
2.370458326876136e-009	2.156848e+001
3.664279718975811e-009	2.156848e+001
5.423425878012255e-009	2.156848e+001
7.748182911461140e-009	2.156848e+001
1.082551338498835e-008	2.156848e+001
1.488542097695939e-008	2.156847e+001
1.976823347695939e-008	2.156845e+001
2.465104597695939e-008	2.156841e+001
2.953385847695939e-008	2.156835e+001
3.441667097695939e-008	2.156826e+001
3.929948347695939e-008	2.156815e+001
4.418229597695939e-008	2.156800e+001
4.906510847695939e-008	2.156782e+001
5.394792097695939e-008	2.156759e+001
5.883073347695939e-008	2.156732e+001
6.371354597695939e-008	2.156701e+001
6.859635847695939e-008	2.156664e+001
7.347917097695938e-008	2.156622e+001
7.836198347695938e-008	2.156575e+001
8.324479597695938e-008	2.156521e+001
8.812760847695938e-008	2.156462e+001
9.301042097695938e-008	2.156396e+001
9.789323347695938e-008	2.156325e+001
1.076588584769594e-007	2.156161e+001
1.174244834769594e-007	2.155968e+001
1.271901084769594e-007	2.155747e+001
1.369557334769594e-007	2.155495e+001
1.516041709769594e-007	2.155058e+001
1.662526084769595e-007	2.154547e+001
1.809010459769595e-007	2.153960e+001
1.955494834769596e-007	2.153294e+001
2.290316263341025e-007	2.151499e+001
2.625137691912454e-007	2.149233e+001
2.959959120483884e-007	2.146493e+001
3.294780549055314e-007	2.143281e+001
3.629601977626743e-007	2.139596e+001
3.964423406198173e-007	2.135439e+001
4.299244834769602e-007	2.130809e+001
4.634066263341031e-007	2.125699e+001
4.968887691912460e-007	2.119964e+001
5.303709120483891e-007	2.113604e+001
5.638530549055320e-007	2.106619e+001
5.973351977626749e-007	2.099009e+001
6.308173406198178e-007	2.090774e+001
6.642994834769607e-007	2.081915e+001
6.970840816912466e-007	2.072588e+001
7.298686799055323e-007	2.062285e+001
7.626532781198182e-007	2.051007e+001
7.954378763341040e-007	2.038753e+001
8.282224745483898e-007	2.025524e+001
8.610070727626756e-007	2.011319e+001
8.937916709769613e-007	1.996139e+001
9.216934566912472e-007	1.982245e+001
9.495952424055329e-007	1.967125e+001
9.774970281198187e-007	1.950779e+001
1.005398813834104e-006	1.933207e+001
1.033300599548390e-006	1.914410e+001
1.061202385262676e-006	1.894387e+001
1.089104170976962e-006	1.873138e+001
1.121191224548390e-006	1.846918e+001
1.153278278119819e-006	1.818030e+001
1.185365331691248e-006	1.786473e+001
1.217452385262677e-006	1.752249e+001
1.249539438834105e-006	1.715357e+001
1.281626492405534e-006	1.675796e+001
1.313713545976962e-006	1.633568e+001
1.328361983476963e-006	1.613029e+001
1.343010420976963e-006	1.591802e+001
1.357658858476963e-006	1.569873e+001
1.367424483476963e-006	1.554858e+001
1.382072920976963e-006	1.531732e+001
1.396721358476963e-006	1.507872e+001
1.411369795976963e-006	1.483268e+001
1.426018233476963e-006	1.457908e+001
1.435783858476963e-006	1.440578e+001
1.445549483476963e-006	1.422905e+001
1.455315108476963e-006	1.404887e+001
1.465080733476963e-006	1.386521e+001
1.474846358476963e-006	1.367805e+001
1.484611983476963e-006	1.348738e+001
1.494377608476963e-006	1.329316e+001
1.504143233476963e-006	1.309538e+001
1.513908858476963e-006	1.289402e+001
1.523674483476963e-006	1.268907e+001
1.533440108476963e-006	1.248050e+001
1.543205733476963e-006	1.226830e+001
1.552971358476963e-006	1.205246e+001
1.562736983476963e-006	1.183296e+001
1.572502608476963e-006	1.160980e+001
1.582268233476963e-006	1.138296e+001
1.592033858476963e-006	1.115243e+001
1.596916670976963e-006	1.103578e+001
1.601799483476963e-006	1.091821e+001
1.606682295976963e-006	1.079970e+001
1.611565108476963e-006	1.068028e+001
1.616447920976963e-006	1.055992e+001
1.621330733476963e-006	1.043864e+001
1.626213545976963e-006	1.031643e+001
1.631096358476963e-006	1.019329e+001
1.635979170976963e-006	1.006923e+001
1.640861983476963e-006	9.944229e+000
1.645744795976963e-006	9.818303e+000
1.650627608476963e-006	9.691448e+000
1.655510420976963e-006	9.563665e+000
1.660393233476963e-006	9.434954e+000
1.665276045976963e-006	9.305313e+000
1.670158858476963e-006	9.174745e+000
1.675041670976963e-006	9.043249e+000
1.679924483476963e-006	8.910829e+000
1.684807295976963e-006	8.777483e+000
1.689690108476963e-006	8.643212e+000
1.694572920976963e-006	8.508020e+000
1.699455733476963e-006	8.371907e+000
1.704338545976964e-006	8.234875e+000
1.709221358476964e-006	8.096926e+000
1.714104170976964e-006	7.958063e+000
1.718986983476964e-006	7.818287e+000
1.723869795976964e-006	7.677603e+000
1.728752608476964e-006	7.536014e+000
1.733635420976964e-006	7.393522e+000
1.738518233476964e-006	7.250133e+000
1.743401045976964e-006	7.105850e+000
1.748283858476964e-006	6.960679e+000
1.753166670976964e-006	6.814625e+000
1.758049483476964e-006	6.667695e+000
1.762932295976964e-006	6.519896e+000
1.767815108476964e-006	6.371234e+000
1.772697920976964e-006	6.221719e+000
1.777580733476964e-006	6.071359e+000
1.782463545976964e-006	5.920166e+000
1.787346358476964e-006	5.768150e+000
1.792229170976964e-006	5.615325e+000
1.797111983476964e-006	5.461706e+000
1.801994795976964e-006	5.307307e+000
1.806877608476964e-006	5.152148e+000
1.811760420976964e-006	4.996249e+000
1.816643233476964e-006	4.839632e+000
1.821526045976964e-006	4.682323e+000
1.826408858476964e-006	4.524353e+000
1.831291670976964e-006	4.365754e+000
1.836174483476964e-006	4.206564e+000
1.841057295976964e-006	4.046826e+000
1.845940108476964e-006	3.886591e+000
1.850822920976964e-006	3.725917e+000
1.855705733476964e-006	3.564868e+000
1.860588545976964e-006	3.403522e+000
1.865471358476964e-006	3.241968e+000
1.870354170976964e-006	3.080308e+000
1.875236983476964e-006	2.918664e+000
1.880119795976964e-006	2.757174e+000
1.885002608476964e-006	2.595996e+000
1.889885420976964e-006	2.435312e+000
1.894768233476964e-006	2.275323e+000
1.899651045976964e-006	2.116248e+000
1.904533858476964e-006	1.958312e+000
1.909416670976964e-006	1.801732e+000
1.914299483476964e-006	1.646702e+000
1.919182295976964e-006	1.493403e+000
1.924065108476963e-006	1.343242e+000
1.928947920976963e-006	1.199828e+000
1.933830733476963e-006	1.066980e+000
1.938713545976963e-006	9.468608e-001
1.943596358476963e-006	8.402519e-001
1.948479170976962e-006	7.470694e-001
1.953361983476962e-006	6.666442e-001
1.958244795976962e-006	5.979508e-001
1.963127608476962e-006	5.397813e-001
1.968010420976962e-006	4.908714e-001
1.972893233476961e-006	4.499848e-001
1.977776045976961e-006	4.159662e-001
1.982658858476961e-006	3.877688e-001
1.987541670976961e-006	3.644662e-001
1.992424483476961e-006	3.452529e-001
1.997307295976960e-006	3.294380e-001
2.002190108476960e-006	3.164351e-001
2.007072920976960e-006	3.057508e-001
2.011955733476960e-006	2.969728e-001
2.016838545976960e-006	2.897584e-001
2.021721358476959e-006	2.838240e-001
2.026604170976959e-006	2.789358e-001
2.031486983476959e-006	2.749014e-001
2.036369795976959e-006	2.715634e-001
2.041252608476959e-006	2.687925e-001
2.046135420976958e-006	2.664834e-001
2.051018233476958e-006	2.645500e-001
2.055901045976958e-006	2.629221e-001
2.060783858476958e-006	2.615426e-001
2.065666670976958e-006	2.603651e-001
2.070549483476957e-006	2.593517e-001
2.075432295976957e-006	2.584716e-001
2.080315108476957e-006	2.577000e-001
2.085197920976957e-006	2.570166e-001
2.090080733476957e-006	2.564050e-001
2.094963545976956e-006	2.558518e-001
2.099846358476956e-006	2.553462e-001
2.104729170976956e-006	2.548795e-001
2.109611983476956e-006	2.544445e-001
2.114494795976956e-006	2.540355e-001
2.119377608476955e-006	2.536479e-001
2.124260420976955e-006	2.532777e-001
2.129143233476955e-006	2.529221e-001
2.134026045976955e-006	2.525786e-001
2.138908858476955e-006	2.522450e-001
2.148674483476954e-006	2.516018e-001
2.158440108476954e-006	2.509828e-001
2.173088545976953e-006	2.500867e-001
2.184249260262667e-006	2.494261e-001
2.195409974548381e-006	2.487750e-001
2.206570688834095e-006	2.481333e-001
2.217731403119809e-006	2.475011e-001
2.228892117405523e-006	2.468784e-001
2.240052831691236e-006	2.462651e-001
2.251213545976950e-006	2.456613e-001
2.314690108476948e-006	2.423923e-001
2.378166670976945e-006	2.392896e-001
2.441643233476942e-006	2.363532e-001
2.505119795976940e-006	2.335830e-001
2.568596358476937e-006	2.309790e-001
2.632072920976935e-006	2.285413e-001
2.695549483476932e-006	2.262699e-001
2.832268233476926e-006	2.216958e-001
2.922251492405494e-006	2.189845e-001
3.012234751334062e-006	2.164175e-001
