time	V(N141)*Id(M1)+V(N144)*Ig(M1)
0.000000000000000e+000	2.183859e-009
4.882812226379360e-014	1.099394e-006
9.765624452758720e-014	1.528431e-006
1.953124890551744e-013	4.398871e-006
3.906249781103488e-013	1.239080e-005
7.812499562206976e-013	9.604363e-006
1.562499912441395e-012	-7.284140e-006
3.124999824882790e-012	-1.032526e-005
6.249999649765581e-012	-6.478383e-006
1.249999929953116e-011	-1.281764e-005
2.499999859906232e-011	-2.593911e-005
4.999999719812465e-011	-4.790678e-005
9.999999439624929e-011	-8.925532e-005
1.999999887924986e-010	-1.722838e-004
3.999999775849972e-010	-3.336742e-004
7.999999551699943e-010	-6.413581e-004
1.433180609803059e-009	-1.086891e-003
2.370458326876136e-009	-1.639438e-003
3.664279718975811e-009	-2.133887e-003
5.423425878012255e-009	-2.126828e-003
7.748182911461140e-009	-4.703020e-004
1.082551338498835e-008	5.516897e-003
1.488542097695939e-008	2.121871e-002
1.976823347695939e-008	5.259418e-002
2.465104597695939e-008	9.868838e-002
2.953385847695939e-008	1.604736e-001
3.441667097695939e-008	2.379328e-001
3.929948347695939e-008	3.309246e-001
4.418229597695939e-008	4.392910e-001
4.906510847695939e-008	5.628911e-001
5.394792097695939e-008	7.016054e-001
5.883073347695939e-008	8.553325e-001
6.371354597695939e-008	1.023983e+000
6.859635847695939e-008	1.207478e+000
7.347917097695938e-008	1.405741e+000
7.836198347695938e-008	1.618701e+000
8.324479597695938e-008	1.846289e+000
8.812760847695938e-008	2.088436e+000
9.301042097695938e-008	2.345077e+000
9.789323347695938e-008	2.616146e+000
1.076588584769594e-007	3.201306e+000
1.174244834769594e-007	3.843402e+000
1.271901084769594e-007	4.541927e+000
1.369557334769594e-007	5.296378e+000
1.516041709769594e-007	6.531826e+000
1.662526084769595e-007	7.890319e+000
1.809010459769595e-007	9.370196e+000
1.955494834769596e-007	1.096981e+001
2.290316263341025e-007	1.510276e+001
2.625137691912454e-007	1.979655e+001
2.959959120483884e-007	2.504628e+001
3.294780549055314e-007	3.084626e+001
3.629601977626743e-007	3.719007e+001
3.964423406198173e-007	4.407054e+001
4.299244834769602e-007	5.147971e+001
4.634066263341031e-007	5.935776e+001
4.968887691912460e-007	6.765210e+001
5.303709120483891e-007	7.635142e+001
5.638530549055320e-007	8.544354e+001
5.973351977626749e-007	9.491546e+001
6.308173406198178e-007	1.047533e+002
6.642994834769607e-007	1.149425e+002
6.970840816912466e-007	1.252017e+002
7.298686799055323e-007	1.356658e+002
7.626532781198182e-007	1.463135e+002
7.954378763341040e-007	1.571225e+002
8.282224745483898e-007	1.680696e+002
8.610070727626756e-007	1.791305e+002
8.937916709769613e-007	1.902797e+002
9.216934566912472e-007	1.997630e+002
9.495952424055329e-007	2.091654e+002
9.774970281198187e-007	2.184619e+002
1.005398813834104e-006	2.276266e+002
1.033300599548390e-006	2.366331e+002
1.061202385262676e-006	2.454540e+002
1.089104170976962e-006	2.540612e+002
1.121191224548390e-006	2.635915e+002
1.153278278119819e-006	2.725368e+002
1.185365331691248e-006	2.808307e+002
1.217452385262677e-006	2.884051e+002
1.249539438834105e-006	2.951903e+002
1.281626492405534e-006	3.011151e+002
1.313713545976962e-006	3.061064e+002
1.328361983476963e-006	3.079696e+002
1.343010420976963e-006	3.095827e+002
1.357658858476963e-006	3.109344e+002
1.367424483476963e-006	3.116844e+002
1.382072920976963e-006	3.125741e+002
1.396721358476963e-006	3.131709e+002
1.411369795976963e-006	3.134629e+002
1.426018233476963e-006	3.134377e+002
1.435783858476963e-006	3.132389e+002
1.445549483476963e-006	3.128901e+002
1.455315108476963e-006	3.123877e+002
1.465080733476963e-006	3.117280e+002
1.474846358476963e-006	3.109075e+002
1.484611983476963e-006	3.099222e+002
1.494377608476963e-006	3.087686e+002
1.504143233476963e-006	3.074430e+002
1.513908858476963e-006	3.059414e+002
1.523674483476963e-006	3.042604e+002
1.533440108476963e-006	3.023959e+002
1.543205733476963e-006	3.003443e+002
1.552971358476963e-006	2.981018e+002
1.562736983476963e-006	2.956645e+002
1.572502608476963e-006	2.930287e+002
1.582268233476963e-006	2.901905e+002
1.592033858476963e-006	2.871461e+002
1.596916670976963e-006	2.855455e+002
1.601799483476963e-006	2.838918e+002
1.606682295976963e-006	2.821846e+002
1.611565108476963e-006	2.804236e+002
1.616447920976963e-006	2.786081e+002
1.621330733476963e-006	2.767377e+002
1.626213545976963e-006	2.748120e+002
1.631096358476963e-006	2.728304e+002
1.635979170976963e-006	2.707925e+002
1.640861983476963e-006	2.686978e+002
1.645744795976963e-006	2.665458e+002
1.650627608476963e-006	2.643361e+002
1.655510420976963e-006	2.620682e+002
1.660393233476963e-006	2.597416e+002
1.665276045976963e-006	2.573559e+002
1.670158858476963e-006	2.549105e+002
1.675041670976963e-006	2.524051e+002
1.679924483476963e-006	2.498392e+002
1.684807295976963e-006	2.472123e+002
1.689690108476963e-006	2.445239e+002
1.694572920976963e-006	2.417737e+002
1.699455733476963e-006	2.389611e+002
1.704338545976964e-006	2.360858e+002
1.709221358476964e-006	2.331472e+002
1.714104170976964e-006	2.301450e+002
1.718986983476964e-006	2.270788e+002
1.723869795976964e-006	2.239481e+002
1.728752608476964e-006	2.207524e+002
1.733635420976964e-006	2.174915e+002
1.738518233476964e-006	2.141650e+002
1.743401045976964e-006	2.107723e+002
1.748283858476964e-006	2.073133e+002
1.753166670976964e-006	2.037875e+002
1.758049483476964e-006	2.001946e+002
1.762932295976964e-006	1.965343e+002
1.767815108476964e-006	1.928062e+002
1.772697920976964e-006	1.890102e+002
1.777580733476964e-006	1.851458e+002
1.782463545976964e-006	1.812130e+002
1.787346358476964e-006	1.772115e+002
1.792229170976964e-006	1.731412e+002
1.797111983476964e-006	1.690019e+002
1.801994795976964e-006	1.647936e+002
1.806877608476964e-006	1.605162e+002
1.811760420976964e-006	1.561698e+002
1.816643233476964e-006	1.517545e+002
1.821526045976964e-006	1.472705e+002
1.826408858476964e-006	1.427181e+002
1.831291670976964e-006	1.380978e+002
1.836174483476964e-006	1.334101e+002
1.841057295976964e-006	1.286557e+002
1.845940108476964e-006	1.238357e+002
1.850822920976964e-006	1.189512e+002
1.855705733476964e-006	1.140038e+002
1.860588545976964e-006	1.089954e+002
1.865471358476964e-006	1.039286e+002
1.870354170976964e-006	9.880657e+001
1.875236983476964e-006	9.363340e+001
1.880119795976964e-006	8.841433e+001
1.885002608476964e-006	8.315619e+001
1.889885420976964e-006	7.786776e+001
1.894768233476964e-006	7.256041e+001
1.899651045976964e-006	6.724863e+001
1.904533858476964e-006	6.195043e+001
1.909416670976964e-006	5.668732e+001
1.914299483476964e-006	5.148338e+001
1.919182295976964e-006	4.635813e+001
1.924065108476963e-006	4.119553e+001
1.928947920976963e-006	3.585782e+001
1.933830733476963e-006	3.052446e+001
1.938713545976963e-006	2.555274e+001
1.943596358476963e-006	2.117482e+001
1.948479170976962e-006	1.746812e+001
1.953361983476962e-006	1.441561e+001
1.958244795976962e-006	1.195042e+001
1.963127608476962e-006	9.985867e+000
1.968010420976962e-006	8.433537e+000
1.972893233476961e-006	7.212789e+000
1.977776045976961e-006	6.254667e+000
1.982658858476961e-006	5.502567e+000
1.987541670976961e-006	4.911231e+000
1.992424483476961e-006	4.445085e+000
1.997307295976960e-006	4.076451e+000
2.002190108476960e-006	3.783912e+000
2.007072920976960e-006	3.550926e+000
2.011955733476960e-006	3.364708e+000
2.016838545976960e-006	3.215355e+000
2.021721358476959e-006	3.095164e+000
2.026604170976959e-006	2.998125e+000
2.031486983476959e-006	2.919524e+000
2.036369795976959e-006	2.855650e+000
2.041252608476959e-006	2.803566e+000
2.046135420976958e-006	2.760943e+000
2.051018233476958e-006	2.725927e+000
2.055901045976958e-006	2.697034e+000
2.060783858476958e-006	2.673078e+000
2.065666670976958e-006	2.653106e+000
2.070549483476957e-006	2.636353e+000
2.075432295976957e-006	2.622203e+000
2.080315108476957e-006	2.610158e+000
2.085197920976957e-006	2.599818e+000
2.090080733476957e-006	2.590860e+000
2.094963545976956e-006	2.583021e+000
2.099846358476956e-006	2.576091e+000
2.104729170976956e-006	2.569899e+000
2.109611983476956e-006	2.564306e+000
2.114494795976956e-006	2.559201e+000
2.119377608476955e-006	2.554493e+000
2.124260420976955e-006	2.550110e+000
2.129143233476955e-006	2.545993e+000
2.134026045976955e-006	2.542093e+000
2.138908858476955e-006	2.538371e+000
2.148674483476954e-006	2.531347e+000
2.158440108476954e-006	2.524733e+000
2.173088545976953e-006	2.515331e+000
2.184249260262667e-006	2.508508e+000
2.195409974548381e-006	2.501800e+000
2.206570688834095e-006	2.495207e+000
2.217731403119809e-006	2.488728e+000
2.228892117405523e-006	2.482364e+000
2.240052831691236e-006	2.476114e+000
2.251213545976950e-006	2.469978e+000
2.314690108476948e-006	2.436740e+000
2.378166670976945e-006	2.405226e+000
2.441643233476942e-006	2.375432e+000
2.505119795976940e-006	2.347356e+000
2.568596358476937e-006	2.320996e+000
2.632072920976935e-006	2.296350e+000
2.695549483476932e-006	2.273416e+000
2.832268233476926e-006	2.227277e+000
2.922251492405494e-006	2.199978e+000
3.012234751334062e-006	2.174153e+000
