time	Id(M1)
0.000000000000000e+000	1.250555e-010
9.765625114122045e-011	-3.555262e-006
9.996967105358201e-011	-4.981647e-006
1.005480260316724e-010	-5.849526e-006
1.017047359878532e-010	-6.274973e-006
1.040181559002147e-010	-4.486415e-006
1.086449957249379e-010	-3.425079e-006
1.178986753743841e-010	-3.793817e-006
1.364060346732766e-010	-4.823957e-006
1.734207532710616e-010	-6.376088e-006
2.474501904666315e-010	-8.997069e-006
3.955090648577715e-010	-1.434652e-005
6.916268136400514e-010	-2.460868e-005
1.283862311204611e-009	-4.387276e-005
2.130027618995674e-009	-6.880512e-005
3.365502388909666e-009	-1.003553e-004
4.990471990683351e-009	-1.344996e-004
7.203669921306264e-009	-1.703527e-004
1.007333055210205e-008	-2.034265e-004
1.392141558262125e-008	-2.318132e-004
1.901619323103202e-008	-2.527746e-004
2.608931103765423e-008	-2.661323e-004
3.620669706725832e-008	-2.727860e-004
5.206860425791790e-008	-2.751530e-004
8.011466614881808e-008	-2.756754e-004
1.362067899306185e-007	-2.758203e-004
2.483910374942192e-007	-2.759295e-004
4.727595326214206e-007	-2.759895e-004
9.214965228758235e-007	-2.760689e-004
1.818970503384629e-006	1.544553e-001
2.795533003384629e-006	2.207003e+000
3.247118001284838e-006	6.068847e+000
3.531967837258418e-006	1.051401e+001
3.736552539429184e-006	1.431751e+001
3.927540193779002e-006	1.800865e+001
4.097143981684352e-006	2.123401e+001
4.212131828016458e-006	2.294271e+001
4.272341042508366e-006	2.228182e+001
4.305796862820511e-006	2.018688e+001
4.334937906519074e-006	1.738721e+001
4.349564467224940e-006	1.535518e+001
4.356869900685540e-006	1.382267e+001
4.367522964218361e-006	1.169319e+001
4.374186193146376e-006	1.093583e+001
4.383195681642738e-006	1.045632e+001
4.391539023611704e-006	1.023806e+001
4.404182381814014e-006	1.010341e+001
4.419085777761072e-006	1.004411e+001
4.439836844056681e-006	1.002186e+001
4.472623739142849e-006	1.001444e+001
4.517348694446828e-006	1.001273e+001
4.606798605054788e-006	1.001145e+001
4.780728288647562e-006	1.000942e+001
5.000000000000000e-006	1.000924e+001
5.021927171135245e-006	1.000516e+001
5.065781513405732e-006	1.000127e+001
5.153490197946707e-006	9.999889e+000
5.328907567028659e-006	1.000001e+001
5.575679936662857e-006	9.999984e+000
6.069224675931255e-006	9.999993e+000
7.045787175931255e-006	9.999991e+000
8.022349675931255e-006	9.999992e+000
8.998912175931256e-006	9.999991e+000
9.975474675931257e-006	9.999992e+000
1.095203717593126e-005	9.999991e+000
1.192859967593126e-005	9.999991e+000
1.290516217593126e-005	9.999991e+000
1.388172467593126e-005	9.999991e+000
1.485828717593126e-005	9.999991e+000
1.583484967593126e-005	9.999991e+000
1.681141217593126e-005	9.999991e+000
1.778797467593126e-005	9.999991e+000
1.876453717593127e-005	9.999991e+000
1.974109967593127e-005	9.999991e+000
2.071766217593127e-005	9.999991e+000
2.169422467593127e-005	9.999991e+000
2.267078717593127e-005	9.999991e+000
2.364734967593127e-005	9.999991e+000
2.462391217593127e-005	9.999991e+000
2.560047467593127e-005	9.999991e+000
2.657703717593127e-005	9.999990e+000
2.755359967593127e-005	9.999991e+000
2.853016217593127e-005	9.999991e+000
2.950672467593127e-005	9.999991e+000
3.048328717593128e-005	9.999991e+000
3.145984967593128e-005	9.999991e+000
3.243641217593128e-005	9.999991e+000
3.341297467593128e-005	9.999991e+000
3.438953717593128e-005	9.999991e+000
3.536609967593128e-005	9.999991e+000
3.634266217593128e-005	9.999991e+000
3.731922467593128e-005	9.999991e+000
3.829578717593128e-005	9.999991e+000
3.927234967593128e-005	9.999991e+000
4.024891217593128e-005	9.999991e+000
4.122547467593129e-005	9.999991e+000
4.220203717593129e-005	9.999991e+000
4.317859967593129e-005	9.999991e+000
4.415516217593129e-005	9.999991e+000
4.513172467593129e-005	9.999991e+000
4.610828717593129e-005	9.999991e+000
4.708484967593129e-005	9.999991e+000
4.806141217593129e-005	9.999991e+000
4.903797467593129e-005	9.999991e+000
5.001453717593129e-005	9.999991e+000
5.099109967593129e-005	9.999991e+000
5.196766217593129e-005	9.999991e+000
5.294422467593130e-005	9.999991e+000
5.392078717593130e-005	9.999982e+000
5.402343750000000e-005	9.999986e+000
5.422873814813741e-005	9.999993e+000
