4294A REV1.11
"DATE: Apr 21 2016"


"MEASURE PARAMETER: Ls - Rs"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: OFF"
"POINT AVERAGING: OFF"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+04	1.337430e-04	0.000000e+00
1.04762770000e+04	1.335926e-04	0.000000e+00
1.09752370000e+04	1.336109e-04	0.000000e+00
1.14979630000e+04	1.336283e-04	0.000000e+00
1.20455840000e+04	1.334657e-04	0.000000e+00
1.26192870000e+04	1.335763e-04	0.000000e+00
1.32203140000e+04	1.335804e-04	0.000000e+00
1.38499670000e+04	1.333023e-04	0.000000e+00
1.45096090000e+04	1.334171e-04	0.000000e+00
1.52006680000e+04	1.332947e-04	0.000000e+00
1.59246400000e+04	1.332629e-04	0.000000e+00
1.66830940000e+04	1.332279e-04	0.000000e+00
1.74776710000e+04	1.332430e-04	0.000000e+00
1.83100920000e+04	1.331162e-04	0.000000e+00
1.91821590000e+04	1.331172e-04	0.000000e+00
2.00957610000e+04	1.330830e-04	0.000000e+00
2.10528750000e+04	1.329353e-04	0.000000e+00
2.20555750000e+04	1.328081e-04	0.000000e+00
2.31060300000e+04	1.327859e-04	0.000000e+00
2.42065170000e+04	1.327609e-04	0.000000e+00
2.53594170000e+04	1.326142e-04	0.000000e+00
2.65672270000e+04	1.325681e-04	0.000000e+00
2.78325630000e+04	1.325414e-04	0.000000e+00
2.91581630000e+04	1.324652e-04	0.000000e+00
3.05468990000e+04	1.323507e-04	0.000000e+00
3.20017760000e+04	1.322358e-04	0.000000e+00
3.35259470000e+04	1.322038e-04	0.000000e+00
3.51227100000e+04	1.320560e-04	0.000000e+00
3.67955230000e+04	1.319861e-04	0.000000e+00
3.85480080000e+04	1.318760e-04	0.000000e+00
4.03839600000e+04	1.318486e-04	0.000000e+00
4.23073540000e+04	1.317522e-04	0.000000e+00
4.43223550000e+04	1.316537e-04	0.000000e+00
4.64333260000e+04	1.315709e-04	0.000000e+00
4.86448370000e+04	1.314290e-04	0.000000e+00
5.09616780000e+04	1.313437e-04	0.000000e+00
5.33888640000e+04	1.311234e-04	0.000000e+00
5.59316520000e+04	1.309918e-04	0.000000e+00
5.85955470000e+04	1.308652e-04	0.000000e+00
6.13863160000e+04	1.307463e-04	0.000000e+00
6.43100040000e+04	1.306652e-04	0.000000e+00
6.73729400000e+04	1.306296e-04	0.000000e+00
7.05817570000e+04	1.303626e-04	0.000000e+00
7.39434020000e+04	1.302326e-04	0.000000e+00
7.74651540000e+04	1.301141e-04	0.000000e+00
8.11546400000e+04	1.299063e-04	0.000000e+00
8.50198470000e+04	1.297755e-04	0.000000e+00
8.90691450000e+04	1.296818e-04	0.000000e+00
9.33113010000e+04	1.294812e-04	0.000000e+00
9.77555010000e+04	1.293008e-04	0.000000e+00
1.02411369000e+05	1.291542e-04	0.000000e+00
1.07288985000e+05	1.289463e-04	0.000000e+00
1.12398910000e+05	1.288047e-04	0.000000e+00
1.17752209000e+05	1.286204e-04	0.000000e+00
1.23360473000e+05	1.284596e-04	0.000000e+00
1.29235845000e+05	1.282575e-04	0.000000e+00
1.35391049000e+05	1.280292e-04	0.000000e+00
1.41839410000e+05	1.277922e-04	0.000000e+00
1.48594891000e+05	1.277048e-04	0.000000e+00
1.55672121000e+05	1.274402e-04	0.000000e+00
1.63086422000e+05	1.273188e-04	0.000000e+00
1.70853850000e+05	1.271342e-04	0.000000e+00
1.78991222000e+05	1.268609e-04	0.000000e+00
1.87516158000e+05	1.266854e-04	0.000000e+00
1.96447117000e+05	1.265024e-04	0.000000e+00
2.05803437000e+05	1.262475e-04	0.000000e+00
2.15605376000e+05	1.260753e-04	0.000000e+00
2.25874160000e+05	1.258106e-04	0.000000e+00
2.36632021000e+05	1.256223e-04	0.000000e+00
2.47902254000e+05	1.254159e-04	0.000000e+00
2.59709263000e+05	1.251950e-04	0.000000e+00
2.72078612000e+05	1.250109e-04	0.000000e+00
2.85037084000e+05	1.247856e-04	0.000000e+00
2.98612738000e+05	1.245208e-04	0.000000e+00
3.12834969000e+05	1.243843e-04	0.000000e+00
3.27734572000e+05	1.240917e-04	0.000000e+00
3.43343809000e+05	1.239153e-04	0.000000e+00
3.59696477000e+05	1.237307e-04	0.000000e+00
3.76827984000e+05	1.234513e-04	0.000000e+00
3.94775426000e+05	1.232244e-04	0.000000e+00
4.13577662000e+05	1.230783e-04	0.000000e+00
4.33275406000e+05	1.228190e-04	0.000000e+00
4.53911307000e+05	1.226192e-04	0.000000e+00
4.75530048000e+05	1.224027e-04	0.000000e+00
4.98178439000e+05	1.221886e-04	0.000000e+00
5.21905521000e+05	1.220471e-04	0.000000e+00
5.46762669000e+05	1.217705e-04	0.000000e+00
5.72803705000e+05	1.215717e-04	0.000000e+00
6.00085014000e+05	1.214153e-04	0.000000e+00
6.28665670000e+05	1.211959e-04	0.000000e+00
6.58607555000e+05	1.210808e-04	0.000000e+00
6.89975503000e+05	1.208008e-04	0.000000e+00
7.22837433000e+05	1.206647e-04	0.000000e+00
7.57264501000e+05	1.205166e-04	0.000000e+00
7.93331250000e+05	1.203163e-04	0.000000e+00
8.31115775000e+05	1.201456e-04	0.000000e+00
8.70699889000e+05	1.199584e-04	0.000000e+00
9.12169302000e+05	1.198084e-04	0.000000e+00
9.55613807000e+05	1.196756e-04	0.000000e+00
1.00112747200e+06	1.195316e-04	0.000000e+00
1.04880884800e+06	1.193795e-04	0.000000e+00
1.09876117700e+06	1.192149e-04	0.000000e+00
1.15109262000e+06	1.191088e-04	0.000000e+00
1.20591648700e+06	1.189817e-04	0.000000e+00
1.26335148800e+06	1.188662e-04	0.000000e+00
1.32352198500e+06	1.187390e-04	0.000000e+00
1.38655826200e+06	1.186245e-04	0.000000e+00
1.45259681200e+06	1.185627e-04	0.000000e+00
1.52178062300e+06	1.184027e-04	0.000000e+00
1.59425949900e+06	1.183397e-04	0.000000e+00
1.67019037600e+06	1.182256e-04	0.000000e+00
1.74973766400e+06	1.181534e-04	0.000000e+00
1.83307360400e+06	1.180703e-04	0.000000e+00
1.92037864200e+06	1.180632e-04	0.000000e+00
2.01184181500e+06	1.180251e-04	0.000000e+00
2.10766116800e+06	1.179309e-04	0.000000e+00
2.20804417300e+06	1.179443e-04	0.000000e+00
2.31320818800e+06	1.179223e-04	0.000000e+00
2.42338092000e+06	1.179320e-04	0.000000e+00
2.53880092400e+06	1.178881e-04	0.000000e+00
