4294A REV1.11
"DATE: Apr 21 2016"


"MEASURE PARAMETER: Ls - Rs"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: OFF"
"POINT AVERAGING: OFF"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Trace Real"	"Data Trace Imag"
6.89975503000e+05	4.978159e+01	0.000000e+00
7.22837433000e+05	5.204018e+01	0.000000e+00
7.57264501000e+05	5.444759e+01	0.000000e+00
7.93331250000e+05	5.734143e+01	0.000000e+00
8.31115775000e+05	6.034058e+01	0.000000e+00
8.70699889000e+05	6.363348e+01	0.000000e+00
9.12169302000e+05	6.691760e+01	0.000000e+00
9.55613807000e+05	7.044182e+01	0.000000e+00
1.00112747200e+06	7.337611e+01	0.000000e+00
1.04880884800e+06	7.781181e+01	0.000000e+00
1.09876117700e+06	8.360876e+01	0.000000e+00
1.15109262000e+06	8.695587e+01	0.000000e+00
1.20591648700e+06	9.289856e+01	0.000000e+00
1.26335148800e+06	9.815005e+01	0.000000e+00
1.32352198500e+06	1.057472e+02	0.000000e+00
1.38655826200e+06	1.120735e+02	0.000000e+00
1.45259681200e+06	1.177857e+02	0.000000e+00
1.52178062300e+06	1.274948e+02	0.000000e+00
1.59425949900e+06	1.374854e+02	0.000000e+00
1.67019037600e+06	1.501729e+02	0.000000e+00
1.74973766400e+06	1.619767e+02	0.000000e+00
1.83307360400e+06	1.752404e+02	0.000000e+00
1.92037864200e+06	1.934218e+02	0.000000e+00
2.01184181500e+06	2.132687e+02	0.000000e+00
2.10766116800e+06	2.367449e+02	0.000000e+00
2.20804417300e+06	2.624431e+02	0.000000e+00
2.31320818800e+06	3.011448e+02	0.000000e+00
2.42338092000e+06	3.426622e+02	0.000000e+00
2.53880092400e+06	3.974347e+02	0.000000e+00
2.65971811400e+06	4.697697e+02	0.000000e+00
2.78639431000e+06	5.661604e+02	0.000000e+00
2.91910379800e+06	6.982405e+02	0.000000e+00
3.05813393100e+06	8.837236e+02	0.000000e+00
3.20378574600e+06	1.180635e+03	0.000000e+00
3.35637461900e+06	1.657259e+03	0.000000e+00
3.51623094500e+06	2.522479e+03	0.000000e+00
3.68370085700e+06	4.362174e+03	0.000000e+00
3.85914697100e+06	9.327141e+03	0.000000e+00
4.04294917700e+06	3.081457e+04	0.000000e+00
4.23550545400e+06	1.069447e+05	0.000000e+00
4.43723274000e+06	2.414642e+04	0.000000e+00
4.64856782800e+06	7.562424e+03	0.000000e+00
4.86996831500e+06	3.499672e+03	0.000000e+00
5.10191359300e+06	1.989462e+03	0.000000e+00
5.34490588600e+06	1.273915e+03	0.000000e+00
5.59947133700e+06	8.696086e+02	0.000000e+00
5.86616115000e+06	6.343291e+02	0.000000e+00
6.14555277800e+06	4.774536e+02	0.000000e+00
6.43825118100e+06	3.728451e+02	0.000000e+00
6.74489012900e+06	2.971360e+02	0.000000e+00
7.06613357700e+06	2.434379e+02	0.000000e+00
7.40267710500e+06	2.013118e+02	0.000000e+00
7.75524942000e+06	1.675100e+02	0.000000e+00
8.12461393400e+06	1.427776e+02	0.000000e+00
8.51157042300e+06	1.225964e+02	0.000000e+00
8.91695675000e+06	1.062657e+02	0.000000e+00
9.34165068600e+06	9.212793e+01	0.000000e+00
9.78657180700e+06	8.173279e+01	0.000000e+00
1.02526834890e+07	7.098413e+01	0.000000e+00
1.07409949860e+07	6.392322e+01	0.000000e+00
1.12525636270e+07	5.605969e+01	0.000000e+00
1.17884970930e+07	5.159668e+01	0.000000e+00
1.23499558250e+07	4.675793e+01	0.000000e+00
1.29381555320e+07	4.180225e+01	0.000000e+00
1.35543698250e+07	3.755591e+01	0.000000e+00
1.41999329730e+07	3.476617e+01	0.000000e+00
1.48762427950e+07	3.188452e+01	0.000000e+00
1.55847636820e+07	2.825916e+01	0.000000e+00
1.63270297730e+07	2.678821e+01	0.000000e+00
1.71046482740e+07	2.474011e+01	0.000000e+00
1.79193029370e+07	2.236292e+01	0.000000e+00
1.87727577100e+07	2.123505e+01	0.000000e+00
1.96668605510e+07	1.982190e+01	0.000000e+00
2.06035474330e+07	1.894293e+01	0.000000e+00
2.15848465360e+07	1.839279e+01	0.000000e+00
2.26128826350e+07	1.678268e+01	0.000000e+00
2.36898817060e+07	1.663551e+01	0.000000e+00
2.48181757410e+07	1.677952e+01	0.000000e+00
2.60002077990e+07	1.700548e+01	0.000000e+00
2.72385372990e+07	1.698051e+01	0.000000e+00
2.85358455560e+07	1.741243e+01	0.000000e+00
2.98949415920e+07	1.781265e+01	0.000000e+00
3.13187682140e+07	1.861691e+01	0.000000e+00
3.28104083910e+07	1.992395e+01	0.000000e+00
3.43730919250e+07	2.107677e+01	0.000000e+00
3.60102024460e+07	2.267578e+01	0.000000e+00
3.77252847370e+07	2.479350e+01	0.000000e+00
3.95220524150e+07	2.751373e+01	0.000000e+00
4.14043959620e+07	3.104652e+01	0.000000e+00
4.33763911600e+07	3.567982e+01	0.000000e+00
4.54423079090e+07	4.182858e+01	0.000000e+00
4.76066194730e+07	5.031537e+01	0.000000e+00
4.98740121700e+07	6.217297e+01	0.000000e+00
5.22493955130e+07	7.995490e+01	0.000000e+00
5.47379128470e+07	1.078470e+02	0.000000e+00
5.73449524810e+07	1.550881e+02	0.000000e+00
6.00761593570e+07	2.456844e+02	0.000000e+00
6.29374472710e+07	4.660886e+02	0.000000e+00
6.59350116830e+07	1.227277e+03	0.000000e+00
6.90753431240e+07	7.504886e+03	0.000000e+00
7.23652412560e+07	6.093438e+03	0.000000e+00
7.58118295940e+07	1.004888e+03	0.000000e+00
7.94225709290e+07	3.622871e+02	0.000000e+00
8.32052834850e+07	1.806387e+02	0.000000e+00
8.71681578540e+07	1.060475e+02	0.000000e+00
9.13197747230e+07	6.999945e+01	0.000000e+00
9.56691234590e+07	4.941551e+01	0.000000e+00
1.00225621572e+08	3.836099e+01	0.000000e+00
1.04999135106e+08	3.311786e+01	0.000000e+00
1.10000000000e+08	3.385388e+01	0.000000e+00
