rload	V(OUT)*I(R3)	V(out)	I(R3)
Step Information: Ifail=1  (Run: 1/4)
1.584893192461215e-003	1.280075e-001	1.424353e-002	8.987062e+000
1.659586907437667e-003	1.340403e-001	1.491481e-002	8.987062e+000
1.737800828749487e-003	1.403574e-001	1.561772e-002	8.987062e+000
1.819700858610100e-003	1.469723e-001	1.635376e-002	8.987062e+000
1.905460717963370e-003	1.538989e-001	1.712449e-002	8.987062e+000
1.995262314969008e-003	1.611519e-001	1.793154e-002	8.987061e+000
2.089296130854174e-003	1.687467e-001	1.877663e-002	8.987061e+000
2.187761623949694e-003	1.766995e-001	1.966155e-002	8.987061e+000
2.290867652767921e-003	1.850271e-001	2.058817e-002	8.987061e+000
2.398832919019646e-003	1.937472e-001	2.155846e-002	8.987061e+000
2.511886431509743e-003	2.028782e-001	2.257448e-002	8.987061e+000
2.630267991895553e-003	2.124395e-001	2.363838e-002	8.987061e+000
2.754228703338346e-003	2.224515e-001	2.475242e-002	8.987060e+000
2.884031503126794e-003	2.329353e-001	2.591896e-002	8.987060e+000
3.019951720402213e-003	2.439132e-001	2.714049e-002	8.987060e+000
3.162277660168586e-003	2.554084e-001	2.841958e-002	8.987060e+000
3.311311214826127e-003	2.674455e-001	2.975895e-002	8.987060e+000
3.467368504525543e-003	2.800497e-001	3.116145e-002	8.987059e+000
3.630780547701251e-003	2.932481e-001	3.263004e-002	8.987059e+000
3.801893963205861e-003	3.070684e-001	3.416784e-002	8.987059e+000
3.981071705535234e-003	3.215401e-001	3.577812e-002	8.987059e+000
4.168693834703628e-003	3.366938e-001	3.746429e-002	8.987058e+000
4.365158322401946e-003	3.525616e-001	3.922993e-002	8.987058e+000
4.570881896149051e-003	3.691774e-001	4.107878e-002	8.987058e+000
4.786300923226699e-003	3.865761e-001	4.301476e-002	8.987058e+000
5.011872336273053e-003	4.047948e-001	4.504198e-002	8.987057e+000
5.248074602498072e-003	4.238722e-001	4.716475e-002	8.987057e+000
5.495408738576609e-003	4.438487e-001	4.938755e-002	8.987057e+000
5.754399373371950e-003	4.647666e-001	5.171511e-002	8.987056e+000
6.025595860743977e-003	4.866703e-001	5.415237e-002	8.987056e+000
6.309573444802351e-003	5.096064e-001	5.670449e-002	8.987056e+000
6.606934480076399e-003	5.336233e-001	5.937688e-002	8.987055e+000
6.918309709189825e-003	5.587722e-001	6.217523e-002	8.987055e+000
7.244359600750383e-003	5.851062e-001	6.510545e-002	8.987054e+000
7.585775750292343e-003	6.126814e-001	6.817377e-002	8.987054e+000
7.943282347243345e-003	6.415561e-001	7.138670e-002	8.987053e+000
8.317637711027266e-003	6.717916e-001	7.475105e-002	8.987053e+000
8.709635899561389e-003	7.034521e-001	7.827395e-002	8.987052e+000
9.120108393559709e-003	7.366047e-001	8.196288e-002	8.987052e+000
9.549925860215001e-003	7.713197e-001	8.582567e-002	8.987051e+000
1.000000000000067e-002	8.076708e-001	8.987051e-002	8.987051e+000
1.047128548050970e-002	8.457350e-001	9.410597e-002	8.987050e+000
1.096478196143259e-002	8.855931e-001	9.854104e-002	8.987049e+000
1.148153621496960e-002	9.273298e-001	1.031851e-001	8.987049e+000
1.202264434617494e-002	9.710333e-001	1.080481e-001	8.987048e+000
1.258925411794253e-002	1.016797e+000	1.131402e-001	8.987047e+000
1.318256738556497e-002	1.064716e+000	1.184723e-001	8.987046e+000
1.380384264602979e-002	1.114895e+000	1.240558e-001	8.987046e+000
1.445439770746026e-002	1.167438e+000	1.299023e-001	8.987045e+000
1.513561248436311e-002	1.222457e+000	1.360244e-001	8.987044e+000
1.584893192461221e-002	1.280070e+000	1.424350e-001	8.987043e+000
1.659586907437674e-002	1.340397e+000	1.491478e-001	8.987042e+000
1.737800828749494e-002	1.403568e+000	1.561769e-001	8.987041e+000
1.819700858610108e-002	1.469716e+000	1.635372e-001	8.987041e+000
1.905460717963377e-002	1.538981e+000	1.712445e-001	8.987039e+000
1.995262314969016e-002	1.611511e+000	1.793150e-001	8.987038e+000
2.089296130854182e-002	1.687458e+000	1.877658e-001	8.987037e+000
2.187761623949702e-002	1.766985e+000	1.966149e-001	8.987036e+000
2.290867652767930e-002	1.850260e+000	2.058811e-001	8.987034e+000
2.398832919019655e-002	1.937460e+000	2.155839e-001	8.987033e+000
2.511886431509753e-002	2.028769e+000	2.257440e-001	8.987031e+000
2.630267991895563e-002	2.124381e+000	2.363830e-001	8.987030e+000
2.754228703338356e-002	2.224499e+000	2.475233e-001	8.987028e+000
2.884031503126805e-002	2.329335e+000	2.591887e-001	8.987026e+000
3.019951720402224e-002	2.439113e+000	2.714038e-001	8.987024e+000
3.162277660168598e-002	2.554064e+000	2.841946e-001	8.987023e+000
3.311311214826140e-002	2.674432e+000	2.975882e-001	8.987021e+000
3.467368504525556e-002	2.800472e+000	3.116131e-001	8.987019e+000
3.630780547701264e-002	2.932453e+000	3.262989e-001	8.987017e+000
3.801893963205875e-002	3.070654e+000	3.416768e-001	8.987015e+000
3.981071705535248e-002	3.215368e+000	3.577794e-001	8.987013e+000
4.168693834703643e-002	3.366902e+000	3.746409e-001	8.987010e+000
4.365158322401962e-002	3.525577e+000	3.922971e-001	8.987007e+000
4.570881896149068e-002	3.691730e+000	4.107854e-001	8.987005e+000
4.786300923226716e-002	3.865714e+000	4.301450e-001	8.987002e+000
5.011872336273072e-002	4.047897e+000	4.504169e-001	8.987000e+000
5.248074602498092e-002	4.238665e+000	4.716443e-001	8.986996e+000
5.495408738576629e-002	4.438424e+000	4.938720e-001	8.986993e+000
5.754399373371971e-002	4.647598e+000	5.171473e-001	8.986990e+000
6.025595860743999e-002	4.866628e+000	5.415195e-001	8.986986e+000
6.309573444802374e-002	5.095981e+000	5.670403e-001	8.986982e+000
6.606934480076424e-002	5.336142e+000	5.937638e-001	8.986979e+000
6.918309709189850e-002	5.587622e+000	6.217467e-001	8.986975e+000
7.244359600750409e-002	5.850953e+000	6.510485e-001	8.986970e+000
7.585775750292371e-002	6.126694e+000	6.817311e-001	8.986966e+000
7.943282347243375e-002	6.415430e+000	7.138597e-001	8.986961e+000
8.317637711027297e-002	6.717773e+000	7.475025e-001	8.986957e+000
8.709635899561422e-002	7.034364e+000	7.827308e-001	8.986952e+000
9.120108393559742e-002	7.365874e+000	8.196192e-001	8.986946e+000
9.549925860215035e-002	7.713007e+000	8.582461e-001	8.986940e+000
1.000000000000071e-001	8.076500e+000	8.986935e-001	8.986935e+000
1.047128548050974e-001	8.457122e+000	9.410470e-001	8.986929e+000
1.096478196143263e-001	8.855681e+000	9.853964e-001	8.986922e+000
1.148153621496964e-001	9.273023e+000	1.031836e+000	8.986916e+000
1.202264434617498e-001	9.710033e+000	1.080464e+000	8.986909e+000
1.258925411794257e-001	1.016764e+001	1.131384e+000	8.986901e+000
1.318256738556501e-001	1.064680e+001	1.184703e+000	8.986894e+000
1.380384264602983e-001	1.114855e+001	1.240536e+000	8.986886e+000
1.445439770746031e-001	1.167394e+001	1.298999e+000	8.986877e+000
1.513561248436316e-001	1.222410e+001	1.360218e+000	8.986869e+000
1.584893192461227e-001	1.280017e+001	1.424321e+000	8.986859e+000
1.659586907437679e-001	1.340340e+001	1.491446e+000	8.986850e+000
1.737800828749500e-001	1.403505e+001	1.561734e+000	8.986839e+000
1.819700858610114e-001	1.469647e+001	1.635334e+000	8.986829e+000
1.905460717963384e-001	1.538905e+001	1.712403e+000	8.986817e+000
1.995262314969023e-001	1.611427e+001	1.793103e+000	8.986806e+000
2.089296130854189e-001	1.687367e+001	1.877607e+000	8.986794e+000
2.187761623949710e-001	1.766885e+001	1.966093e+000	8.986781e+000
2.290867652767938e-001	1.850150e+001	2.058749e+000	8.986768e+000
2.398832919019663e-001	1.937339e+001	2.155772e+000	8.986753e+000
2.511886431509761e-001	2.028636e+001	2.257367e+000	8.986738e+000
2.630267991895572e-001	2.124236e+001	2.363749e+000	8.986723e+000
2.754228703338366e-001	2.224340e+001	2.475145e+000	8.986707e+000
2.884031503126815e-001	2.329161e+001	2.591790e+000	8.986690e+000
3.019951720402235e-001	2.438921e+001	2.713932e+000	8.986672e+000
3.162277660168609e-001	2.553853e+001	2.841829e+000	8.986653e+000
3.311311214826151e-001	2.674201e+001	2.975754e+000	8.986633e+000
3.467368504525569e-001	2.800220e+001	3.115990e+000	8.986613e+000
3.630780547701278e-001	2.932176e+001	3.262834e+000	8.986591e+000
3.801893963205889e-001	3.070350e+001	3.416598e+000	8.986569e+000
3.981071705535263e-001	3.215034e+001	3.577608e+000	8.986546e+000
4.168693834703658e-001	3.366535e+001	3.746205e+000	8.986521e+000
4.365158322401979e-001	3.525174e+001	3.922747e+000	8.986494e+000
4.570881896149084e-001	3.691288e+001	4.107608e+000	8.986467e+000
4.786300923226733e-001	3.865229e+001	4.301180e+000	8.986439e+000
5.011872336273090e-001	4.047364e+001	4.503873e+000	8.986408e+000
5.248074602498111e-001	4.238081e+001	4.716117e+000	8.986377e+000
5.495408738576649e-001	4.437783e+001	4.938363e+000	8.986343e+000
5.754399373371992e-001	4.646893e+001	5.171081e+000	8.986309e+000
6.025595860744021e-001	4.865855e+001	5.414764e+000	8.986273e+000
6.309573444802398e-001	5.095132e+001	5.669930e+000	8.986234e+000
6.606934480076447e-001	5.335211e+001	5.937119e+000	8.986194e+000
6.918309709189876e-001	5.586599e+001	6.216898e+000	8.986152e+000
7.244359600750436e-001	5.849829e+001	6.509859e+000	8.986107e+000
7.585775750292400e-001	6.125459e+001	6.816624e+000	8.986060e+000
7.943282347243403e-001	6.414074e+001	7.137843e+000	8.986012e+000
8.317637711027327e-001	6.716283e+001	7.474196e+000	8.985960e+000
8.709635899561453e-001	7.032726e+001	7.826397e+000	8.985906e+000
9.120108393559775e-001	7.364076e+001	8.195192e+000	8.985849e+000
9.549925860215069e-001	7.711032e+001	8.581363e+000	8.985789e+000
1.000000000000074e+000	8.074328e+001	8.985726e+000	8.985726e+000
1.047128548050978e+000	8.454735e+001	9.409142e+000	8.985661e+000
1.096478196143267e+000	8.853058e+001	9.852505e+000	8.985591e+000
1.148153621496969e+000	9.270138e+001	1.031675e+001	8.985518e+000
1.202264434617503e+000	9.706859e+001	1.080288e+001	8.985440e+000
1.258925411794261e+000	1.016415e+002	1.131190e+001	8.985359e+000
1.318256738556506e+000	1.064296e+002	1.184490e+001	8.985273e+000
1.380384264602988e+000	1.114433e+002	1.240300e+001	8.985183e+000
1.445439770746036e+000	1.166930e+002	1.298740e+001	8.985087e+000
1.513561248436322e+000	1.221898e+002	1.359933e+001	8.984986e+000
1.584893192461232e+000	1.279454e+002	1.424008e+001	8.984880e+000
1.659586907437685e+000	1.339719e+002	1.491100e+001	8.984768e+000
1.737800828749506e+000	1.402821e+002	1.561353e+001	8.984650e+000
1.819700858610120e+000	1.468893e+002	1.634915e+001	8.984524e+000
1.905460717963391e+000	1.538074e+002	1.711940e+001	8.984391e+000
1.995262314969030e+000	1.610511e+002	1.792594e+001	8.984250e+000
2.089296130854197e+000	1.686356e+002	1.877045e+001	8.984100e+000
2.187761623949718e+000	1.765769e+002	1.965472e+001	8.983942e+000
2.290867652767947e+000	1.848918e+002	2.058064e+001	8.983773e+000
2.398832919019672e+000	1.935977e+002	2.155014e+001	8.983594e+000
2.511886431509771e+000	2.027131e+002	2.256529e+001	8.983403e+000
2.630267991895582e+000	2.122570e+002	2.362822e+001	8.983199e+000
2.754228703338376e+000	2.222497e+002	2.474119e+001	8.982983e+000
2.884031503126825e+000	2.327119e+002	2.590653e+001	8.982750e+000
3.019951720402246e+000	2.436658e+002	2.712672e+001	8.982500e+000
3.162277660168620e+000	2.551342e+002	2.840432e+001	8.982233e+000
3.311311214826163e+000	2.671412e+002	2.974202e+001	8.981946e+000
3.467368504525581e+000	2.797119e+002	3.114264e+001	8.981636e+000
3.630780547701291e+000	2.928724e+002	3.260913e+001	8.981300e+000
3.801893963205902e+000	3.066503e+002	3.414457e+001	8.980938e+000
3.981071705535277e+000	3.210741e+002	3.575219e+001	8.980544e+000
4.168693834703674e+000	3.361737e+002	3.743534e+001	8.980114e+000
4.365158322401995e+000	3.519803e+002	3.919757e+001	8.979645e+000
4.570881896149102e+000	3.685262e+002	4.104254e+001	8.979129e+000
4.786300923226752e+000	3.858455e+002	4.297409e+001	8.978561e+000
5.011872336273109e+000	4.039733e+002	4.499625e+001	8.977932e+000
5.248074602498131e+000	4.229461e+002	4.711319e+001	8.977234e+000
5.495408738576670e+000	4.428019e+002	4.932927e+001	8.976453e+000
5.754399373372015e+000	4.635798e+002	5.164904e+001	8.975574e+000
6.025595860744044e+000	4.853204e+002	5.407721e+001	8.974583e+000
6.309573444802422e+000	5.080651e+002	5.661867e+001	8.973454e+000
6.606934480076473e+000	5.318563e+002	5.927849e+001	8.972163e+000
6.918309709189902e+000	5.567369e+002	6.206189e+001	8.970673e+000
7.244359600750464e+000	5.827501e+002	6.497424e+001	8.968942e+000
7.585775750292428e+000	6.099383e+002	6.802099e+001	8.966913e+000
7.943282347243434e+000	6.383424e+002	7.120768e+001	8.964516e+000
8.317637711027359e+000	6.680005e+002	7.453983e+001	8.961658e+000
8.709635899561487e+000	6.989456e+002	7.802283e+001	8.958220e+000
9.120108393559811e+000	7.312031e+002	8.166181e+001	8.954040e+000
9.549925860215106e+000	7.647866e+002	8.546143e+001	8.948910e+000
1.000000000000078e+001	7.996919e+002	8.942549e+001	8.942550e+000
1.047128548050982e+001	8.358889e+002	9.355657e+001	8.934583e+000
1.096478196143271e+001	8.733105e+002	9.785530e+001	8.924509e+000
1.148153621496973e+001	9.118371e+002	1.023195e+002	8.911660e+000
1.202264434617508e+001	9.512773e+002	1.069433e+002	8.895156e+000
1.258925411794266e+001	9.913481e+002	1.117154e+002	8.873871e+000
1.318256738556511e+001	1.031656e+003	1.166185e+002	8.846416e+000
1.380384264602994e+001	1.071690e+003	1.216283e+002	8.811193e+000
1.445439770746042e+001	1.110847e+003	1.267147e+002	8.766517e+000
1.513561248436328e+001	1.148475e+003	1.318441e+002	8.710855e+000
1.584893192461239e+001	1.183961e+003	1.369836e+002	8.643082e+000
1.659586907437692e+001	1.216800e+003	1.421051e+002	8.562676e+000
1.737800828749513e+001	1.246648e+003	1.471879e+002	8.469777e+000
1.819700858610128e+001	1.273321e+003	1.522191e+002	8.365059e+000
1.905460717963398e+001	1.296776e+003	1.571927e+002	8.249593e+000
1.995262314969038e+001	1.317057e+003	1.621072e+002	8.124605e+000
2.089296130854205e+001	1.334265e+003	1.669633e+002	7.991368e+000
2.187761623949726e+001	1.348520e+003	1.717626e+002	7.851067e+000
2.290867652767955e+001	1.359962e+003	1.765076e+002	7.704836e+000
2.398832919019681e+001	1.368724e+003	1.811999e+002	7.553670e+000
2.511886431509780e+001	1.374926e+003	1.858402e+002	7.398431e+000
2.630267991895591e+001	1.378695e+003	1.904295e+002	7.239926e+000
2.754228703338386e+001	1.380143e+003	1.949674e+002	7.078839e+000
2.884031503126836e+001	1.379382e+003	1.994538e+002	6.915797e+000
3.019951720402257e+001	1.376505e+003	2.038867e+002	6.751324e+000
3.162277660168632e+001	1.371626e+003	2.082657e+002	6.585940e+000
3.311311214826176e+001	1.364836e+003	2.125888e+002	6.420078e+000
3.467368504525594e+001	1.356237e+003	2.168542e+002	6.254144e+000
3.630780547701305e+001	1.345927e+003	2.210603e+002	6.088507e+000
3.801893963205917e+001	1.333994e+003	2.252045e+002	5.923481e+000
3.981071705535292e+001	1.320543e+003	2.292853e+002	5.759387e+000
4.168693834703689e+001	1.305667e+003	2.333008e+002	5.596495e+000
4.365158322402011e+001	1.289462e+003	2.372489e+002	5.435059e+000
4.570881896149118e+001	1.272021e+003	2.411277e+002	5.275300e+000
4.786300923226769e+001	1.253442e+003	2.449358e+002	5.117433e+000
5.011872336273127e+001	1.233819e+003	2.486714e+002	4.961646e+000
5.248074602498150e+001	1.213245e+003	2.523331e+002	4.808108e+000
5.495408738576690e+001	1.191810e+003	2.559196e+002	4.656971e+000
5.754399373372035e+001	1.169607e+003	2.594299e+002	4.508374e+000
6.025595860744065e+001	1.146723e+003	2.628628e+002	4.362437e+000
6.309573444802444e+001	1.123244e+003	2.662177e+002	4.219267e+000
6.606934480076495e+001	1.099254e+003	2.694939e+002	4.078956e+000
6.918309709189926e+001	1.069535e+003	2.720179e+002	3.931854e+000
7.244359600750488e+001	1.025942e+003	2.726224e+002	3.763236e+000
7.585775750292453e+001	9.835514e+002	2.731483e+002	3.600796e+000
7.943282347243459e+001	9.426273e+002	2.736340e+002	3.444848e+000
8.317637711027385e+001	9.031829e+002	2.740866e+002	3.295246e+000
8.709635899561513e+001	8.652014e+002	2.745103e+002	3.151800e+000
9.120108393559839e+001	8.286557e+002	2.749078e+002	3.014304e+000
9.549925860215137e+001	7.935128e+002	2.752815e+002	2.882551e+000
1.000000000000082e+002	7.597365e+002	2.756332e+002	2.756332e+000
1.047128548050985e+002	7.272887e+002	2.759646e+002	2.635442e+000
1.096478196143275e+002	6.961302e+002	2.762773e+002	2.519679e+000
1.148153621496977e+002	6.662207e+002	2.765725e+002	2.408846e+000
1.202264434617511e+002	6.375200e+002	2.768515e+002	2.302751e+000
1.258925411794270e+002	6.099877e+002	2.771153e+002	2.201205e+000
1.318256738556515e+002	5.835837e+002	2.773650e+002	2.104028e+000
1.380384264602998e+002	5.582683e+002	2.776013e+002	2.011044e+000
1.445439770746046e+002	5.340023e+002	2.778252e+002	1.922081e+000
1.513561248436333e+002	5.107476e+002	2.780374e+002	1.836975e+000
1.584893192461244e+002	4.884663e+002	2.782386e+002	1.755566e+000
1.659586907437698e+002	4.671219e+002	2.784294e+002	1.677703e+000
1.737800828749519e+002	4.466784e+002	2.786105e+002	1.603236e+000
1.819700858610134e+002	4.271013e+002	2.787825e+002	1.532024e+000
1.905460717963405e+002	4.083565e+002	2.789457e+002	1.463928e+000
1.995262314969045e+002	3.904113e+002	2.791009e+002	1.398818e+000
2.089296130854213e+002	3.732337e+002	2.792482e+002	1.336566e+000
2.187761623949734e+002	3.567932e+002	2.793883e+002	1.277051e+000
2.290867652767963e+002	3.410598e+002	2.795215e+002	1.220156e+000
2.398832919019690e+002	3.260048e+002	2.796482e+002	1.165768e+000
2.511886431509789e+002	3.116005e+002	2.797687e+002	1.113779e+000
2.630267991895601e+002	2.978201e+002	2.798833e+002	1.064087e+000
2.754228703338396e+002	2.846377e+002	2.799924e+002	1.016591e+000
2.884031503126847e+002	2.720285e+002	2.800962e+002	9.711967e-001
3.019951720402269e+002	2.599686e+002	2.801950e+002	9.278129e-001
3.162277660168644e+002	2.484348e+002	2.802891e+002	8.863520e-001
3.311311214826188e+002	2.374051e+002	2.803787e+002	8.467302e-001
3.467368504525607e+002	2.268581e+002	2.804641e+002	8.088671e-001
3.630780547701318e+002	2.167734e+002	2.805453e+002	7.726859e-001
3.801893963205931e+002	2.071313e+002	2.806227e+002	7.381130e-001
3.981071705535307e+002	1.979129e+002	2.806965e+002	7.050778e-001
4.168693834703705e+002	1.891000e+002	2.807668e+002	6.735126e-001
4.365158322402027e+002	1.806753e+002	2.808338e+002	6.433530e-001
4.570881896149135e+002	1.726220e+002	2.808977e+002	6.145371e-001
4.786300923226787e+002	1.649242e+002	2.809585e+002	5.870056e-001
5.011872336273146e+002	1.575665e+002	2.810165e+002	5.607017e-001
5.248074602498169e+002	1.505341e+002	2.810719e+002	5.355714e-001
5.495408738576710e+002	1.438129e+002	2.811246e+002	5.115627e-001
5.754399373372056e+002	1.373894e+002	2.811749e+002	4.886260e-001
6.025595860744088e+002	1.312506e+002	2.812228e+002	4.667138e-001
6.309573444802468e+002	1.253841e+002	2.812686e+002	4.457807e-001
6.606934480076521e+002	1.197780e+002	2.813122e+002	4.257833e-001
6.918309709189953e+002	1.144210e+002	2.813538e+002	4.066800e-001
7.244359600750516e+002	1.093020e+002	2.813935e+002	3.884312e-001
7.585775750292484e+002	1.044107e+002	2.814314e+002	3.709988e-001
7.943282347243492e+002	9.973707e+001	2.814675e+002	3.543466e-001
8.317637711027419e+002	9.527150e+001	2.815020e+002	3.384399e-001
8.709635899561549e+002	9.100484e+001	2.815349e+002	3.232453e-001
9.120108393559876e+002	8.692832e+001	2.815663e+002	3.087313e-001
9.549925860215176e+002	8.303358e+001	2.815963e+002	2.948675e-001
1.000000000000000e+003	7.931224e+001	2.816243e+002	2.816243e-001
Step Information: Ifail=7  (Run: 3/4)
1.000000000000000e-020	8.090221e-019	8.994566e-020	8.994566e+000
1.047128548050900e-020	8.471502e-019	9.418467e-020	8.994566e+000
1.096478196143185e-020	8.870751e-019	9.862345e-020	8.994566e+000
1.148153621496883e-020	9.288817e-019	1.032714e-019	8.994566e+000
1.202264434617413e-020	9.726586e-019	1.081385e-019	8.994566e+000
1.258925411794168e-020	1.018499e-018	1.132349e-019	8.994566e+000
1.318256738556408e-020	1.066499e-018	1.185715e-019	8.994566e+000
1.380384264602885e-020	1.116761e-018	1.241596e-019	8.994566e+000
1.445439770745928e-020	1.169393e-018	1.300110e-019	8.994566e+000
1.513561248436209e-020	1.224505e-018	1.361383e-019	8.994566e+000
1.584893192461114e-020	1.282214e-018	1.425543e-019	8.994566e+000
1.659586907437562e-020	1.342643e-018	1.492726e-019	8.994566e+000
1.737800828749377e-020	1.405919e-018	1.563076e-019	8.994566e+000
1.819700858609985e-020	1.472178e-018	1.636742e-019	8.994566e+000
1.905460717963249e-020	1.541560e-018	1.713879e-019	8.994566e+000
1.995262314968881e-020	1.614211e-018	1.794652e-019	8.994566e+000
2.089296130854041e-020	1.690287e-018	1.879231e-019	8.994566e+000
2.187761623949555e-020	1.769948e-018	1.967797e-019	8.994566e+000
2.290867652767775e-020	1.853363e-018	2.060536e-019	8.994566e+000
2.398832919019493e-020	1.940709e-018	2.157646e-019	8.994566e+000
2.511886431509583e-020	2.032172e-018	2.259333e-019	8.994566e+000
2.630267991895385e-020	2.127945e-018	2.365812e-019	8.994566e+000
2.754228703338170e-020	2.228232e-018	2.477309e-019	8.994566e+000
2.884031503126610e-020	2.333245e-018	2.594061e-019	8.994566e+000
3.019951720402020e-020	2.443208e-018	2.716315e-019	8.994566e+000
3.162277660168383e-020	2.558353e-018	2.844331e-019	8.994566e+000
3.311311214825915e-020	2.678924e-018	2.978381e-019	8.994566e+000
3.467368504525321e-020	2.805178e-018	3.118747e-019	8.994566e+000
3.630780547701019e-020	2.937382e-018	3.265729e-019	8.994566e+000
3.801893963205618e-020	3.075816e-018	3.419639e-019	8.994566e+000
3.981071705534978e-020	3.220775e-018	3.580801e-019	8.994566e+000
4.168693834703361e-020	3.372566e-018	3.749559e-019	8.994566e+000
4.365158322401667e-020	3.531510e-018	3.926270e-019	8.994566e+000
4.570881896148758e-020	3.697945e-018	4.111310e-019	8.994566e+000
4.786300923226392e-020	3.872223e-018	4.305070e-019	8.994566e+000
5.011872336272732e-020	4.054716e-018	4.507962e-019	8.994566e+000
5.248074602497736e-020	4.245809e-018	4.720415e-019	8.994566e+000
5.495408738576257e-020	4.445907e-018	4.942881e-019	8.994566e+000
5.754399373371582e-020	4.655437e-018	5.175832e-019	8.994566e+000
6.025595860743591e-020	4.874841e-018	5.419762e-019	8.994566e+000
6.309573444801947e-020	5.104585e-018	5.675187e-019	8.994566e+000
6.606934480075976e-020	5.345156e-018	5.942651e-019	8.994566e+000
6.918309709189382e-020	5.597066e-018	6.222719e-019	8.994566e+000
7.244359600749920e-020	5.860847e-018	6.515987e-019	8.994566e+000
7.585775750291858e-020	6.137061e-018	6.823076e-019	8.994566e+000
7.943282347242836e-020	6.426291e-018	7.144638e-019	8.994566e+000
8.317637711026733e-020	6.729153e-018	7.481354e-019	8.994566e+000
8.709635899560830e-020	7.046288e-018	7.833939e-019	8.994566e+000
9.120108393559123e-020	7.378370e-018	8.203141e-019	8.994566e+000
9.549925860214387e-020	7.726101e-018	8.589743e-019	8.994566e+000
1.000000000000003e-019	8.090221e-018	8.994566e-019	8.994566e+000
1.047128548050903e-019	8.471502e-018	9.418467e-019	8.994566e+000
1.096478196143188e-019	8.870751e-018	9.862345e-019	8.994566e+000
1.148153621496886e-019	9.288817e-018	1.032714e-018	8.994566e+000
1.202264434617417e-019	9.726585e-018	1.081385e-018	8.994566e+000
1.258925411794171e-019	1.018499e-017	1.132349e-018	8.994566e+000
1.318256738556411e-019	1.066499e-017	1.185715e-018	8.994566e+000
1.380384264602890e-019	1.116761e-017	1.241596e-018	8.994566e+000
1.445439770745932e-019	1.169393e-017	1.300110e-018	8.994566e+000
1.513561248436213e-019	1.224505e-017	1.361383e-018	8.994566e+000
1.584893192461119e-019	1.282214e-017	1.425543e-018	8.994566e+000
1.659586907437567e-019	1.342643e-017	1.492726e-018	8.994566e+000
1.737800828749382e-019	1.405919e-017	1.563076e-018	8.994566e+000
1.819700858609990e-019	1.472178e-017	1.636742e-018	8.994566e+000
1.905460717963254e-019	1.541560e-017	1.713879e-018	8.994566e+000
1.995262314968887e-019	1.614211e-017	1.794652e-018	8.994566e+000
2.089296130854048e-019	1.690287e-017	1.879231e-018	8.994566e+000
2.187761623949561e-019	1.769948e-017	1.967797e-018	8.994566e+000
2.290867652767782e-019	1.853363e-017	2.060536e-018	8.994566e+000
2.398832919019500e-019	1.940709e-017	2.157646e-018	8.994566e+000
2.511886431509591e-019	2.032172e-017	2.259333e-018	8.994566e+000
2.630267991895393e-019	2.127945e-017	2.365812e-018	8.994566e+000
2.754228703338178e-019	2.228232e-017	2.477309e-018	8.994566e+000
2.884031503126618e-019	2.333245e-017	2.594061e-018	8.994566e+000
3.019951720402029e-019	2.443208e-017	2.716315e-018	8.994566e+000
3.162277660168394e-019	2.558353e-017	2.844331e-018	8.994566e+000
3.311311214825926e-019	2.678924e-017	2.978381e-018	8.994566e+000
3.467368504525333e-019	2.805178e-017	3.118747e-018	8.994566e+000
3.630780547701031e-019	2.937382e-017	3.265729e-018	8.994566e+000
3.801893963205630e-019	3.075816e-017	3.419638e-018	8.994566e+000
3.981071705534992e-019	3.220775e-017	3.580801e-018	8.994566e+000
4.168693834703375e-019	3.372565e-017	3.749559e-018	8.994566e+000
4.365158322401682e-019	3.531510e-017	3.926270e-018	8.994566e+000
4.570881896148774e-019	3.697945e-017	4.111310e-018	8.994566e+000
4.786300923226408e-019	3.872223e-017	4.305070e-018	8.994566e+000
5.011872336272750e-019	4.054716e-017	4.507961e-018	8.994566e+000
5.248074602497755e-019	4.245808e-017	4.720415e-018	8.994566e+000
5.495408738576276e-019	4.445907e-017	4.942881e-018	8.994566e+000
5.754399373371601e-019	4.655436e-017	5.175832e-018	8.994566e+000
6.025595860743612e-019	4.874841e-017	5.419762e-018	8.994566e+000
6.309573444801968e-019	5.104585e-017	5.675187e-018	8.994566e+000
6.606934480075998e-019	5.345156e-017	5.942650e-018	8.994566e+000
6.918309709189405e-019	5.597066e-017	6.222719e-018	8.994566e+000
7.244359600749944e-019	5.860847e-017	6.515987e-018	8.994566e+000
7.585775750291883e-019	6.137061e-017	6.823076e-018	8.994566e+000
7.943282347242863e-019	6.426292e-017	7.144638e-018	8.994566e+000
8.317637711026761e-019	6.729153e-017	7.481354e-018	8.994566e+000
8.709635899560860e-019	7.046288e-017	7.833939e-018	8.994566e+000
9.120108393559154e-019	7.378369e-017	8.203141e-018	8.994566e+000
9.549925860214419e-019	7.726102e-017	8.589744e-018	8.994566e+000
1.000000000000006e-018	8.090222e-017	8.994566e-018	8.994566e+000
1.047128548050906e-018	8.471502e-017	9.418466e-018	8.994566e+000
1.096478196143192e-018	8.870752e-017	9.862345e-018	8.994566e+000
1.148153621496890e-018	9.288817e-017	1.032714e-017	8.994566e+000
1.202264434617421e-018	9.726585e-017	1.081385e-017	8.994566e+000
1.258925411794175e-018	1.018499e-016	1.132349e-017	8.994566e+000
