rload	V(OUT)*I(R3)	V(out)	I(R3)
Step Information: Ifail=1  (Run: 1/4)
1.995262314969030e+000	1.601248e+002	1.787431e+001	8.958376e+000
2.089296130854197e+000	1.676375e+002	1.871482e+001	8.957474e+000
2.187761623949718e+000	1.754996e+002	1.959467e+001	8.956493e+000
2.290867652767947e+000	1.837269e+002	2.051570e+001	8.955427e+000
2.398832919019672e+000	1.923357e+002	2.147979e+001	8.954265e+000
2.511886431509771e+000	2.013431e+002	2.248891e+001	8.952994e+000
2.630267991895582e+000	2.107666e+002	2.354512e+001	8.951604e+000
2.754228703338376e+000	2.206244e+002	2.465056e+001	8.950078e+000
2.884031503126825e+000	2.309355e+002	2.580746e+001	8.948399e+000
3.019951720402246e+000	2.417190e+002	2.701814e+001	8.946547e+000
3.162277660168620e+000	2.529949e+002	2.828498e+001	8.944497e+000
3.311311214826163e+000	2.647836e+002	2.961049e+001	8.942224e+000
3.467368504525581e+000	2.771056e+002	3.099722e+001	8.939694e+000
3.630780547701291e+000	2.899820e+002	3.244782e+001	8.936872e+000
3.801893963205902e+000	3.034336e+002	3.396502e+001	8.933710e+000
3.981071705535277e+000	3.174814e+002	3.555160e+001	8.930158e+000
4.168693834703674e+000	3.321457e+002	3.721040e+001	8.926152e+000
4.365158322401995e+000	3.474461e+002	3.894428e+001	8.921619e+000
4.570881896149102e+000	3.634009e+002	4.075613e+001	8.916471e+000
4.786300923226752e+000	3.800266e+002	4.264882e+001	8.910601e+000
5.011872336273109e+000	3.973368e+002	4.462512e+001	8.903882e+000
5.248074602498131e+000	4.153419e+002	4.668774e+001	8.896166e+000
5.495408738576670e+000	4.340470e+002	4.883918e+001	8.887270e+000
5.754399373372015e+000	4.534512e+002	5.108170e+001	8.876981e+000
6.025595860744044e+000	4.735456e+002	5.341718e+001	8.865045e+000
6.309573444802422e+000	4.943113e+002	5.584705e+001	8.851161e+000
6.606934480076473e+000	5.157171e+002	5.837216e+001	8.834984e+000
6.918309709189902e+000	5.377177e+002	6.099260e+001	8.816113e+000
7.244359600750464e+000	5.602513e+002	6.370763e+001	8.794101e+000
7.585775750292428e+000	5.832384e+002	6.651553e+001	8.768455e+000
7.943282347243434e+000	6.065808e+002	6.941356e+001	8.738649e+000
8.317637711027359e+000	6.301628e+002	7.239796e+001	8.704150e+000
8.709635899561487e+000	6.538534e+002	7.546407e+001	8.664434e+000
9.120108393559811e+000	6.775107e+002	7.860643e+001	8.619024e+000
9.549925860215106e+000	7.009862e+002	8.181911e+001	8.567513e+000
1.000000000000078e+001	7.241315e+002	8.509592e+001	8.509592e+000
1.047128548050982e+001	7.468035e+002	8.843073e+001	8.445068e+000
1.096478196143271e+001	7.688690e+002	9.181765e+001	8.373869e+000
1.148153621496973e+001	7.902074e+002	9.525122e+001	8.296035e+000
1.202264434617508e+001	8.107128e+002	9.872645e+001	8.211708e+000
1.258925411794266e+001	8.302932e+002	1.022388e+002	8.121117e+000
1.318256738556511e+001	8.488705e+002	1.057842e+002	8.024550e+000
1.380384264602994e+001	8.663782e+002	1.093588e+002	7.922345e+000
1.445439770746042e+001	8.827605e+002	1.129592e+002	7.814865e+000
1.513561248436328e+001	8.979709e+002	1.165819e+002	7.702490e+000
1.584893192461239e+001	9.119705e+002	1.202238e+002	7.585608e+000
1.659586907437692e+001	9.247275e+002	1.238816e+002	7.464606e+000
1.737800828749513e+001	9.362136e+002	1.275521e+002	7.339855e+000
1.819700858610128e+001	9.464108e+002	1.312320e+002	7.211737e+000
1.905460717963398e+001	9.553029e+002	1.349182e+002	7.080608e+000
1.995262314969038e+001	9.628795e+002	1.386073e+002	6.946819e+000
2.089296130854205e+001	9.691356e+002	1.422959e+002	6.810708e+000
2.187761623949726e+001	9.740704e+002	1.459806e+002	6.672601e+000
2.290867652767955e+001	9.776865e+002	1.496580e+002	6.532807e+000
2.398832919019681e+001	9.799918e+002	1.533244e+002	6.391624e+000
2.511886431509780e+001	9.810028e+002	1.569767e+002	6.249354e+000
2.630267991895591e+001	9.807352e+002	1.606112e+002	6.106268e+000
2.754228703338386e+001	9.792136e+002	1.642248e+002	5.962642e+000
2.884031503126836e+001	9.764643e+002	1.678140e+002	5.818730e+000
3.019951720402257e+001	9.725159e+002	1.713754e+002	5.674771e+000
3.162277660168632e+001	9.674056e+002	1.749058e+002	5.531008e+000
3.311311214826176e+001	9.611729e+002	1.784024e+002	5.387667e+000
3.467368504525594e+001	9.538552e+002	1.818617e+002	5.244948e+000
3.630780547701305e+001	9.455023e+002	1.852812e+002	5.103067e+000
3.801893963205917e+001	9.361598e+002	1.886579e+002	4.962208e+000
3.981071705535292e+001	9.258790e+002	1.919893e+002	4.822554e+000
4.168693834703689e+001	9.147120e+002	1.952730e+002	4.684273e+000
4.365158322402011e+001	9.027132e+002	1.985066e+002	4.547523e+000
4.570881896149118e+001	8.899384e+002	2.016880e+002	4.412452e+000
4.786300923226769e+001	8.764450e+002	2.048153e+002	4.279198e+000
5.011872336273127e+001	8.622848e+002	2.078861e+002	4.147872e+000
5.248074602498150e+001	8.475220e+002	2.108995e+002	4.018607e+000
5.495408738576690e+001	8.322118e+002	2.138538e+002	3.891499e+000
5.754399373372035e+001	8.164110e+002	2.167477e+002	3.766643e+000
6.025595860744065e+001	8.001765e+002	2.195800e+002	3.644122e+000
6.309573444802444e+001	7.835634e+002	2.223500e+002	3.524009e+000
6.606934480076495e+001	7.666264e+002	2.250567e+002	3.406370e+000
6.918309709189926e+001	7.494182e+002	2.276995e+002	3.291260e+000
7.244359600750488e+001	7.319903e+002	2.302781e+002	3.178723e+000
7.585775750292453e+001	7.143921e+002	2.327921e+002	3.068798e+000
7.943282347243459e+001	6.966683e+002	2.352410e+002	2.961509e+000
8.317637711027385e+001	6.788683e+002	2.376254e+002	2.856885e+000
8.709635899561513e+001	6.610335e+002	2.399450e+002	2.754937e+000
9.120108393559839e+001	6.432048e+002	2.422003e+002	2.655673e+000
9.549925860215137e+001	6.254204e+002	2.443915e+002	2.559093e+000
1.000000000000082e+002	6.077165e+002	2.465191e+002	2.465191e+000
1.047128548050985e+002	5.901264e+002	2.485836e+002	2.373955e+000
1.096478196143275e+002	5.726814e+002	2.505858e+002	2.285370e+000
1.148153621496977e+002	5.554102e+002	2.525265e+002	2.199414e+000
1.202264434617511e+002	5.383391e+002	2.544064e+002	2.116060e+000
1.258925411794270e+002	5.214921e+002	2.562264e+002	2.035279e+000
1.318256738556515e+002	5.048910e+002	2.579876e+002	1.957036e+000
1.380384264602998e+002	4.885551e+002	2.596909e+002	1.881294e+000
1.445439770746046e+002	4.725019e+002	2.613375e+002	1.808014e+000
1.513561248436333e+002	4.567467e+002	2.629285e+002	1.737152e+000
1.584893192461244e+002	4.413028e+002	2.644651e+002	1.668662e+000
1.659586907437698e+002	4.261818e+002	2.659485e+002	1.602498e+000
1.737800828749519e+002	4.113932e+002	2.673798e+002	1.538610e+000
1.819700858610134e+002	3.969438e+002	2.687599e+002	1.476946e+000
1.905460717963405e+002	3.828423e+002	2.700909e+002	1.417457e+000
1.995262314969045e+002	3.690927e+002	2.713737e+002	1.360090e+000
2.089296130854213e+002	3.556985e+002	2.726095e+002	1.304791e+000
2.187761623949734e+002	3.426620e+002	2.737997e+002	1.251506e+000
2.290867652767963e+002	3.299844e+002	2.749456e+002	1.200181e+000
2.398832919019690e+002	3.176657e+002	2.760483e+002	1.150761e+000
2.511886431509789e+002	3.057048e+002	2.771093e+002	1.103192e+000
2.630267991895601e+002	2.941000e+002	2.781298e+002	1.057420e+000
2.754228703338396e+002	2.828485e+002	2.791110e+002	1.013391e+000
2.884031503126847e+002	2.715848e+002	2.798677e+002	9.704043e-001
3.019951720402269e+002	2.596860e+002	2.800427e+002	9.273085e-001
3.162277660168644e+002	2.482111e+002	2.801629e+002	8.859529e-001
3.311311214826188e+002	2.372167e+002	2.802674e+002	8.463941e-001
3.467368504525607e+002	2.266945e+002	2.803629e+002	8.085753e-001
3.630780547701318e+002	2.166286e+002	2.804516e+002	7.724279e-001
3.801893963205931e+002	2.070015e+002	2.805348e+002	7.378817e-001
3.981071705535307e+002	1.977955e+002	2.806133e+002	7.048687e-001
4.168693834703705e+002	1.889931e+002	2.806874e+002	6.733223e-001
4.365158322402027e+002	1.805774e+002	2.807577e+002	6.431787e-001
4.570881896149135e+002	1.725319e+002	2.808243e+002	6.143767e-001
4.786300923226787e+002	1.648410e+002	2.808876e+002	5.868575e-001
5.011872336273146e+002	1.574894e+002	2.809478e+002	5.605646e-001
5.248074602498169e+002	1.504624e+002	2.810050e+002	5.354440e-001
5.495408738576710e+002	1.437462e+002	2.810594e+002	5.114440e-001
5.754399373372056e+002	1.373271e+002	2.811112e+002	4.885153e-001
6.025595860744088e+002	1.311924e+002	2.811605e+002	4.666103e-001
6.309573444802468e+002	1.253296e+002	2.812075e+002	4.456838e-001
6.606934480076521e+002	1.197269e+002	2.812522e+002	4.256924e-001
6.918309709189953e+002	1.143730e+002	2.812948e+002	4.065947e-001
7.244359600750516e+002	1.092569e+002	2.813354e+002	3.883510e-001
7.585775750292484e+002	1.043682e+002	2.813741e+002	3.709233e-001
7.943282347243492e+002	9.969704e+001	2.814110e+002	3.542755e-001
8.317637711027419e+002	9.523373e+001	2.814462e+002	3.383728e-001
8.709635899561549e+002	9.096918e+001	2.814797e+002	3.231820e-001
9.120108393559876e+002	8.689463e+001	2.815117e+002	3.086714e-001
9.549925860215176e+002	8.300171e+001	2.815422e+002	2.948109e-001
1.000000000000000e+003	7.928239e+001	2.815713e+002	2.815713e-001
Step Information: Ifail=4  (Run: 2/4)
1.000000000000000e-020	8.076731e-019	8.987063e-020	8.987063e+000
1.047128548050900e-020	8.457376e-019	9.410611e-020	8.987063e+000
1.096478196143185e-020	8.855959e-019	9.854119e-020	8.987063e+000
1.148153621496883e-020	9.273328e-019	1.031853e-019	8.987063e+000
1.202264434617413e-020	9.710367e-019	1.080483e-019	8.987063e+000
1.258925411794168e-020	1.016800e-018	1.131404e-019	8.987063e+000
1.318256738556408e-020	1.064720e-018	1.184726e-019	8.987063e+000
1.380384264602885e-020	1.114899e-018	1.240560e-019	8.987063e+000
1.445439770745928e-020	1.167443e-018	1.299026e-019	8.987063e+000
1.513561248436209e-020	1.222463e-018	1.360247e-019	8.987063e+000
1.584893192461114e-020	1.280076e-018	1.424354e-019	8.987063e+000
1.659586907437562e-020	1.340404e-018	1.491481e-019	8.987063e+000
1.737800828749377e-020	1.403575e-018	1.561773e-019	8.987063e+000
1.819700858609985e-020	1.469723e-018	1.635377e-019	8.987063e+000
1.905460717963249e-020	1.538989e-018	1.712450e-019	8.987063e+000
1.995262314968881e-020	1.611520e-018	1.793155e-019	8.987063e+000
2.089296130854041e-020	1.687468e-018	1.877664e-019	8.987063e+000
2.187761623949555e-020	1.766996e-018	1.966155e-019	8.987063e+000
2.290867652767775e-020	1.850272e-018	2.058817e-019	8.987063e+000
2.398832919019493e-020	1.937473e-018	2.155846e-019	8.987063e+000
2.511886431509583e-020	2.028783e-018	2.257448e-019	8.987063e+000
2.630267991895385e-020	2.124397e-018	2.363838e-019	8.987063e+000
2.754228703338170e-020	2.224516e-018	2.475243e-019	8.987063e+000
2.884031503126610e-020	2.329355e-018	2.591898e-019	8.987063e+000
3.019951720402020e-020	2.439134e-018	2.714050e-019	8.987063e+000
3.162277660168383e-020	2.554086e-018	2.841959e-019	8.987063e+000
3.311311214825915e-020	2.674457e-018	2.975897e-019	8.987063e+000
3.467368504525321e-020	2.800500e-018	3.116146e-019	8.987063e+000
3.630780547701019e-020	2.932484e-018	3.263005e-019	8.987063e+000
3.801893963205618e-020	3.070688e-018	3.416786e-019	8.987063e+000
3.981071705534978e-020	3.215404e-018	3.577814e-019	8.987063e+000
4.168693834703361e-020	3.366942e-018	3.746432e-019	8.987063e+000
4.365158322401667e-020	3.525621e-018	3.922996e-019	8.987063e+000
4.570881896148758e-020	3.691778e-018	4.107881e-019	8.987063e+000
4.786300923226392e-020	3.865766e-018	4.301479e-019	8.987063e+000
5.011872336272732e-020	4.047955e-018	4.504202e-019	8.987063e+000
5.248074602497736e-020	4.238729e-018	4.716478e-019	8.987063e+000
5.495408738576257e-020	4.438494e-018	4.938759e-019	8.987063e+000
5.754399373371582e-020	4.647673e-018	5.171515e-019	8.987063e+000
6.025595860743591e-020	4.866712e-018	5.415241e-019	8.987063e+000
6.309573444801947e-020	5.096073e-018	5.670454e-019	8.987063e+000
6.606934480075976e-020	5.336243e-018	5.937694e-019	8.987063e+000
6.918309709189382e-020	5.587733e-018	6.217529e-019	8.987063e+000
7.244359600749920e-020	5.851074e-018	6.510552e-019	8.987063e+000
7.585775750291858e-020	6.126827e-018	6.817385e-019	8.987063e+000
7.943282347242836e-020	6.415575e-018	7.138678e-019	8.987063e+000
8.317637711026733e-020	6.717932e-018	7.475114e-019	8.987063e+000
8.709635899560830e-020	7.034538e-018	7.827405e-019	8.987063e+000
9.120108393559123e-020	7.366066e-018	8.196300e-019	8.987063e+000
9.549925860214387e-020	7.713218e-018	8.582579e-019	8.987063e+000
1.000000000000003e-019	8.076731e-018	8.987063e-019	8.987063e+000
1.047128548050903e-019	8.457375e-018	9.410610e-019	8.987063e+000
1.096478196143188e-019	8.855959e-018	9.854119e-019	8.987063e+000
1.148153621496886e-019	9.273328e-018	1.031853e-018	8.987063e+000
1.202264434617417e-019	9.710366e-018	1.080483e-018	8.987063e+000
1.258925411794171e-019	1.016800e-017	1.131404e-018	8.987063e+000
1.318256738556411e-019	1.064721e-017	1.184726e-018	8.987063e+000
1.380384264602890e-019	1.114899e-017	1.240560e-018	8.987063e+000
1.445439770745932e-019	1.167443e-017	1.299026e-018	8.987063e+000
1.513561248436213e-019	1.222463e-017	1.360247e-018	8.987063e+000
1.584893192461119e-019	1.280076e-017	1.424354e-018	8.987063e+000
1.659586907437567e-019	1.340404e-017	1.491481e-018	8.987063e+000
1.737800828749382e-019	1.403575e-017	1.561773e-018	8.987063e+000
1.819700858609990e-019	1.469723e-017	1.635377e-018	8.987063e+000
1.905460717963254e-019	1.538989e-017	1.712450e-018	8.987063e+000
1.995262314968887e-019	1.611520e-017	1.793155e-018	8.987063e+000
2.089296130854048e-019	1.687468e-017	1.877664e-018	8.987063e+000
2.187761623949561e-019	1.766996e-017	1.966155e-018	8.987063e+000
2.290867652767782e-019	1.850272e-017	2.058817e-018	8.987063e+000
2.398832919019500e-019	1.937473e-017	2.155846e-018	8.987063e+000
2.511886431509591e-019	2.028783e-017	2.257448e-018	8.987063e+000
2.630267991895393e-019	2.124397e-017	2.363839e-018	8.987063e+000
2.754228703338178e-019	2.224516e-017	2.475243e-018	8.987063e+000
2.884031503126618e-019	2.329355e-017	2.591897e-018	8.987063e+000
3.019951720402029e-019	2.439134e-017	2.714050e-018	8.987063e+000
3.162277660168394e-019	2.554087e-017	2.841959e-018	8.987063e+000
3.311311214825926e-019	2.674457e-017	2.975896e-018	8.987063e+000
3.467368504525333e-019	2.800500e-017	3.116146e-018	8.987063e+000
3.630780547701031e-019	2.932484e-017	3.263006e-018	8.987063e+000
3.801893963205630e-019	3.070687e-017	3.416786e-018	8.987063e+000
3.981071705534992e-019	3.215404e-017	3.577814e-018	8.987063e+000
4.168693834703375e-019	3.366942e-017	3.746432e-018	8.987063e+000
4.365158322401682e-019	3.525621e-017	3.922995e-018	8.987063e+000
4.570881896148774e-019	3.691778e-017	4.107881e-018	8.987063e+000
4.786300923226408e-019	3.865766e-017	4.301479e-018	8.987063e+000
5.011872336272750e-019	4.047954e-017	4.504202e-018	8.987063e+000
5.248074602497755e-019	4.238729e-017	4.716478e-018	8.987063e+000
5.495408738576276e-019	4.438494e-017	4.938759e-018	8.987063e+000
5.754399373371601e-019	4.647674e-017	5.171515e-018	8.987063e+000
6.025595860743612e-019	4.866712e-017	5.415241e-018	8.987063e+000
6.309573444801968e-019	5.096073e-017	5.670454e-018	8.987063e+000
6.606934480075998e-019	5.336243e-017	5.937694e-018	8.987063e+000
6.918309709189405e-019	5.587732e-017	6.217529e-018	8.987063e+000
7.244359600749944e-019	5.851074e-017	6.510552e-018	8.987063e+000
7.585775750291883e-019	6.126827e-017	6.817385e-018	8.987063e+000
7.943282347242863e-019	6.415575e-017	7.138678e-018	8.987063e+000
8.317637711026761e-019	6.717932e-017	7.475114e-018	8.987063e+000
8.709635899560860e-019	7.034539e-017	7.827405e-018	8.987063e+000
9.120108393559154e-019	7.366066e-017	8.196299e-018	8.987063e+000
9.549925860214419e-019	7.713218e-017	8.582579e-018	8.987063e+000
1.000000000000006e-018	8.076731e-017	8.987063e-018	8.987063e+000
1.047128548050906e-018	8.457375e-017	9.410610e-018	8.987063e+000
1.096478196143192e-018	8.855959e-017	9.854119e-018	8.987063e+000
1.148153621496890e-018	9.273328e-017	1.031853e-017	8.987063e+000
1.202264434617421e-018	9.710366e-017	1.080483e-017	8.987063e+000
1.258925411794175e-018	1.016800e-016	1.131404e-017	8.987063e+000
1.318256738556416e-018	1.064721e-016	1.184726e-017	8.987063e+000
1.380384264602894e-018	1.114899e-016	1.240560e-017	8.987063e+000
1.445439770745937e-018	1.167443e-016	1.299026e-017	8.987063e+000
1.513561248436219e-018	1.222463e-016	1.360247e-017	8.987063e+000
1.584893192461124e-018	1.280076e-016	1.424354e-017	8.987063e+000
1.659586907437572e-018	1.340404e-016	1.491481e-017	8.987063e+000
1.737800828749388e-018	1.403575e-016	1.561773e-017	8.987063e+000
1.819700858609997e-018	1.469723e-016	1.635377e-017	8.987063e+000
1.905460717963261e-018	1.538989e-016	1.712450e-017	8.987063e+000
1.995262314968894e-018	1.611520e-016	1.793155e-017	8.987063e+000
2.089296130854055e-018	1.687468e-016	1.877664e-017	8.987063e+000
2.187761623949569e-018	1.766996e-016	1.966155e-017	8.987063e+000
2.290867652767790e-018	1.850272e-016	2.058817e-017	8.987063e+000
2.398832919019509e-018	1.937473e-016	2.155846e-017	8.987063e+000
2.511886431509600e-018	2.028783e-016	2.257448e-017	8.987063e+000
2.630267991895403e-018	2.124397e-016	2.363839e-017	8.987063e+000
2.754228703338188e-018	2.224516e-016	2.475243e-017	8.987063e+000
2.884031503126629e-018	2.329355e-016	2.591897e-017	8.987063e+000
3.019951720402040e-018	2.439134e-016	2.714050e-017	8.987063e+000
3.162277660168405e-018	2.554087e-016	2.841959e-017	8.987063e+000
3.311311214825938e-018	2.674457e-016	2.975896e-017	8.987063e+000
3.467368504525345e-018	2.800500e-016	3.116146e-017	8.987063e+000
3.630780547701043e-018	2.932484e-016	3.263006e-017	8.987063e+000
3.801893963205643e-018	3.070688e-016	3.416786e-017	8.987063e+000
3.981071705535006e-018	3.215405e-016	3.577815e-017	8.987063e+000
4.168693834703389e-018	3.366942e-016	3.746432e-017	8.987063e+000
4.365158322401697e-018	3.525621e-016	3.922995e-017	8.987063e+000
4.570881896148790e-018	3.691778e-016	4.107880e-017	8.987063e+000
4.786300923226425e-018	3.865767e-016	4.301479e-017	8.987063e+000
5.011872336272767e-018	4.047955e-016	4.504202e-017	8.987063e+000
5.248074602497773e-018	4.238729e-016	4.716478e-017	8.987063e+000
5.495408738576295e-018	4.438494e-016	4.938759e-017	8.987063e+000
5.754399373371622e-018	4.647674e-016	5.171515e-017	8.987063e+000
6.025595860743633e-018	4.866712e-016	5.415241e-017	8.987063e+000
6.309573444801991e-018	5.096072e-016	5.670453e-017	8.987063e+000
6.606934480076022e-018	5.336243e-016	5.937694e-017	8.987063e+000
6.918309709189430e-018	5.587733e-016	6.217529e-017	8.987063e+000
7.244359600749970e-018	5.851074e-016	6.510552e-017	8.987063e+000
7.585775750291912e-018	6.126827e-016	6.817385e-017	8.987063e+000
7.943282347242893e-018	6.415576e-016	7.138679e-017	8.987063e+000
8.317637711026792e-018	6.717932e-016	7.475114e-017	8.987063e+000
8.709635899560892e-018	7.034539e-016	7.827405e-017	8.987063e+000
9.120108393559187e-018	7.366066e-016	8.196299e-017	8.987063e+000
9.549925860214455e-018	7.713218e-016	8.582579e-017	8.987063e+000
1.000000000000010e-017	8.076731e-016	8.987063e-017	8.987063e+000
1.047128548050910e-017	8.457376e-016	9.410611e-017	8.987063e+000
1.096478196143196e-017	8.855959e-016	9.854119e-017	8.987063e+000
1.148153621496895e-017	9.273328e-016	1.031853e-016	8.987063e+000
1.202264434617425e-017	9.710367e-016	1.080483e-016	8.987063e+000
1.258925411794180e-017	1.016800e-015	1.131404e-016	8.987063e+000
1.318256738556421e-017	1.064720e-015	1.184726e-016	8.987063e+000
1.380384264602900e-017	1.114899e-015	1.240560e-016	8.987063e+000
1.445439770745943e-017	1.167443e-015	1.299026e-016	8.987063e+000
1.513561248436225e-017	1.222463e-015	1.360247e-016	8.987063e+000
1.584893192461131e-017	1.280076e-015	1.424354e-016	8.987063e+000
1.659586907437579e-017	1.340404e-015	1.491481e-016	8.987063e+000
1.737800828749395e-017	1.403575e-015	1.561773e-016	8.987063e+000
1.819700858610004e-017	1.469723e-015	1.635377e-016	8.987063e+000
1.905460717963269e-017	1.538989e-015	1.712450e-016	8.987063e+000
1.995262314968902e-017	1.611520e-015	1.793155e-016	8.987063e+000
2.089296130854063e-017	1.687468e-015	1.877664e-016	8.987063e+000
2.187761623949578e-017	1.766996e-015	1.966155e-016	8.987063e+000
2.290867652767799e-017	1.850272e-015	2.058817e-016	8.987063e+000
2.398832919019518e-017	1.937473e-015	2.155846e-016	8.987063e+000
2.511886431509609e-017	2.028783e-015	2.257448e-016	8.987063e+000
2.630267991895413e-017	2.124397e-015	2.363839e-016	8.987063e+000
2.754228703338199e-017	2.224516e-015	2.475243e-016	8.987063e+000
2.884031503126640e-017	2.329355e-015	2.591898e-016	8.987063e+000
3.019951720402052e-017	2.439134e-015	2.714050e-016	8.987063e+000
3.162277660168417e-017	2.554087e-015	2.841959e-016	8.987063e+000
3.311311214825951e-017	2.674457e-015	2.975896e-016	8.987063e+000
3.467368504525359e-017	2.800500e-015	3.116146e-016	8.987063e+000
3.630780547701058e-017	2.932484e-015	3.263005e-016	8.987063e+000
3.801893963205659e-017	3.070687e-015	3.416786e-016	8.987063e+000
3.981071705535023e-017	3.215405e-015	3.577814e-016	8.987063e+000
4.168693834703407e-017	3.366942e-015	3.746431e-016	8.987063e+000
4.365158322401715e-017	3.525621e-015	3.922996e-016	8.987063e+000
4.570881896148809e-017	3.691778e-015	4.107881e-016	8.987063e+000
4.786300923226445e-017	3.865766e-015	4.301479e-016	8.987063e+000
5.011872336272787e-017	4.047954e-015	4.504201e-016	8.987063e+000
5.248074602497794e-017	4.238729e-015	4.716478e-016	8.987063e+000
5.495408738576317e-017	4.438494e-015	4.938758e-016	8.987063e+000
5.754399373371645e-017	4.647673e-015	5.171515e-016	8.987063e+000
6.025595860743657e-017	4.866712e-015	5.415242e-016	8.987063e+000
6.309573444802017e-017	5.096073e-015	5.670454e-016	8.987063e+000
6.606934480076048e-017	5.336243e-015	5.937694e-016	8.987063e+000
6.918309709189458e-017	5.587733e-015	6.217529e-016	8.987063e+000
7.244359600749999e-017	5.851074e-015	6.510552e-016	8.987063e+000
7.585775750291941e-017	6.126827e-015	6.817385e-016	8.987063e+000
7.943282347242925e-017	6.415575e-015	7.138678e-016	8.987063e+000
8.317637711026825e-017	6.717932e-015	7.475114e-016	8.987063e+000
8.709635899560927e-017	7.034539e-015	7.827405e-016	8.987063e+000
9.120108393559225e-017	7.366066e-015	8.196299e-016	8.987063e+000
9.549925860214493e-017	7.713218e-015	8.582579e-016	8.987063e+000
1.000000000000014e-016	8.076730e-015	8.987063e-016	8.987063e+000
1.047128548050914e-016	8.457376e-015	9.410611e-016	8.987063e+000
1.096478196143201e-016	8.855959e-015	9.854119e-016	8.987063e+000
1.148153621496899e-016	9.273328e-015	1.031853e-015	8.987063e+000
1.202264434617430e-016	9.710366e-015	1.080483e-015	8.987063e+000
1.258925411794186e-016	1.016800e-014	1.131404e-015	8.987063e+000
1.318256738556427e-016	1.064721e-014	1.184726e-015	8.987063e+000
1.380384264602905e-016	1.114899e-014	1.240560e-015	8.987063e+000
1.445439770745949e-016	1.167443e-014	1.299026e-015	8.987063e+000
1.513561248436231e-016	1.222463e-014	1.360247e-015	8.987063e+000
1.584893192461137e-016	1.280076e-014	1.424354e-015	8.987063e+000
1.659586907437586e-016	1.340404e-014	1.491481e-015	8.987063e+000
1.737800828749402e-016	1.403575e-014	1.561773e-015	8.987063e+000
1.819700858610011e-016	1.469723e-014	1.635377e-015	8.987063e+000
1.905460717963276e-016	1.538989e-014	1.712450e-015	8.987063e+000
1.995262314968910e-016	1.611520e-014	1.793155e-015	8.987063e+000
2.089296130854071e-016	1.687468e-014	1.877664e-015	8.987063e+000
2.187761623949586e-016	1.766996e-014	1.966155e-015	8.987063e+000
2.290867652767808e-016	1.850272e-014	2.058817e-015	8.987063e+000
2.398832919019527e-016	1.937473e-014	2.155846e-015	8.987063e+000
2.511886431509619e-016	2.028783e-014	2.257448e-015	8.987063e+000
2.630267991895423e-016	2.124397e-014	2.363839e-015	8.987063e+000
2.754228703338210e-016	2.224516e-014	2.475243e-015	8.987063e+000
2.884031503126652e-016	2.329355e-014	2.591898e-015	8.987063e+000
3.019951720402064e-016	2.439134e-014	2.714050e-015	8.987063e+000
3.162277660168430e-016	2.554087e-014	2.841959e-015	8.987063e+000
3.311311214825964e-016	2.674457e-014	2.975896e-015	8.987063e+000
3.467368504525372e-016	2.800500e-014	3.116146e-015	8.987063e+000
3.630780547701072e-016	2.932484e-014	3.263006e-015	8.987063e+000
3.801893963205674e-016	3.070687e-014	3.416786e-015	8.987063e+000
3.981071705535038e-016	3.215404e-014	3.577814e-015	8.987063e+000
4.168693834703422e-016	3.366942e-014	3.746432e-015	8.987063e+000
4.365158322401731e-016	3.525621e-014	3.922995e-015	8.987063e+000
4.570881896148826e-016	3.691778e-014	4.107881e-015	8.987063e+000
4.786300923226463e-016	3.865766e-014	4.301479e-015	8.987063e+000
5.011872336272806e-016	4.047954e-014	4.504201e-015	8.987063e+000
5.248074602497814e-016	4.238729e-014	4.716478e-015	8.987063e+000
5.495408738576338e-016	4.438494e-014	4.938759e-015	8.987063e+000
5.754399373371666e-016	4.647673e-014	5.171515e-015	8.987063e+000
6.025595860743680e-016	4.866712e-014	5.415241e-015	8.987063e+000
6.309573444802040e-016	5.096073e-014	5.670454e-015	8.987063e+000
6.606934480076073e-016	5.336243e-014	5.937694e-015	8.987063e+000
6.918309709189484e-016	5.587733e-014	6.217529e-015	8.987063e+000
7.244359600750026e-016	5.851074e-014	6.510552e-015	8.987063e+000
7.585775750291969e-016	6.126827e-014	6.817385e-015	8.987063e+000
7.943282347242952e-016	6.415576e-014	7.138678e-015	8.987063e+000
8.317637711026855e-016	6.717932e-014	7.475114e-015	8.987063e+000
8.709635899560959e-016	7.034539e-014	7.827405e-015	8.987063e+000
9.120108393559257e-016	7.366066e-014	8.196299e-015	8.987063e+000
9.549925860214527e-016	7.713218e-014	8.582579e-015	8.987063e+000
1.000000000000018e-015	8.076731e-014	8.987064e-015	8.987063e+000
1.047128548050918e-015	8.457375e-014	9.410611e-015	8.987063e+000
1.096478196143205e-015	8.855960e-014	9.854120e-015	8.987063e+000
1.148153621496903e-015	9.273328e-014	1.031853e-014	8.987063e+000
1.202264434617435e-015	9.710366e-014	1.080483e-014	8.987063e+000
1.258925411794190e-015	1.016800e-013	1.131404e-014	8.987063e+000
1.318256738556431e-015	1.064720e-013	1.184726e-014	8.987063e+000
1.380384264602910e-015	1.114899e-013	1.240560e-014	8.987063e+000
1.445439770745954e-015	1.167443e-013	1.299026e-014	8.987063e+000
1.513561248436236e-015	1.222463e-013	1.360247e-014	8.987063e+000
1.584893192461143e-015	1.280076e-013	1.424353e-014	8.987063e+000
