V(out)	power output	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
2.886157e+001	2.37997212e2	
