V(out)	I(R_load)	power
5.495043e-009	9.999333e+000	5.494676e-8	
5.754016e-009	9.999333e+000	5.75363242e-8	
6.025195e-009	9.999333e+000	6.02479353e-8	
6.309153e-009	9.999333e+000	6.30873303e-8	
6.606494e-009	9.999333e+000	6.6060536e-8	
6.917849e-009	9.999333e+000	6.91738843e-8	
7.243877e-009	9.999333e+000	7.24339362e-8	
7.585270e-009	9.999333e+000	7.5847649e-8	
7.942753e-009	9.999333e+000	7.94222397e-8	
8.317084e-009	9.999333e+000	8.31652914e-8	
8.709056e-009	9.999333e+000	8.70847536e-8	
9.119501e-009	9.999333e+000	9.11889262e-8	
9.549289e-009	9.999333e+000	9.54865218e-8	
9.999334e-009	9.999333e+000	9.99866794e-8	
1.047059e-008	9.999333e+000	1.0469898e-7	
1.096405e-008	9.999333e+000	1.09633191e-7	
1.148077e-008	9.999333e+000	1.14800082e-7	
1.202184e-008	9.999333e+000	1.20210336e-7	
1.258842e-008	9.999333e+000	1.25875851e-7	
1.318169e-008	9.999333e+000	1.31808073e-7	
1.380292e-008	9.999333e+000	1.3801997e-7	
1.445343e-008	9.999333e+000	1.44524663e-7	
1.513460e-008	9.999333e+000	1.51335886e-7	
1.584788e-008	9.999333e+000	1.58468283e-7	
1.659476e-008	9.999333e+000	1.65936505e-7	
1.737685e-008	9.999333e+000	1.73756876e-7	
1.819580e-008	9.999333e+000	1.81945874e-7	
1.905334e-008	9.999333e+000	1.90520741e-7	
1.995129e-008	9.999333e+000	1.99499635e-7	
2.089157e-008	9.999333e+000	2.08901779e-7	
2.187616e-008	9.999333e+000	2.1874701e-7	
2.290715e-008	9.999333e+000	2.29056227e-7	
2.398673e-008	9.999333e+000	2.39851253e-7	
2.511719e-008	9.999333e+000	2.51155125e-7	
2.630093e-008	9.999333e+000	2.629918e-7	
2.754045e-008	9.999333e+000	2.75386145e-7	
2.883839e-008	9.999333e+000	2.88364711e-7	
3.019750e-008	9.999333e+000	3.01954808e-7	
3.162067e-008	9.999333e+000	3.16185579e-7	
3.311090e-008	9.999333e+000	3.3108693e-7	
3.467137e-008	9.999333e+000	3.46690594e-7	
3.630539e-008	9.999333e+000	3.63029684e-7	
3.801641e-008	9.999333e+000	3.80138681e-7	
3.980806e-008	9.999333e+000	3.98054051e-7	
4.168416e-008	9.999333e+000	4.16813788e-7	
4.364868e-008	9.999333e+000	4.3645771e-7	
4.570578e-008	9.999333e+000	4.57027322e-7	
4.785982e-008	9.999333e+000	4.78566261e-7	
5.011539e-008	9.999333e+000	5.01120451e-7	
5.247725e-008	9.999333e+000	5.24737498e-7	
5.495043e-008	9.999333e+000	5.494676e-7	
5.754016e-008	9.999333e+000	5.75363242e-7	
6.025194e-008	9.999333e+000	6.024792e-7	
6.309153e-008	9.999333e+000	6.30873303e-7	
6.606494e-008	9.999333e+000	6.6060536e-7	
6.917849e-008	9.999333e+000	6.91738843e-7	
7.243877e-008	9.999333e+000	7.24339362e-7	
7.585270e-008	9.999333e+000	7.5847649e-7	
7.942753e-008	9.999333e+000	7.94222397e-7	
8.317083e-008	9.999333e+000	8.31652914e-7	
8.709056e-008	9.999333e+000	8.70847536e-7	
9.119501e-008	9.999333e+000	9.11889262e-7	
9.549289e-008	9.999333e+000	9.54865218e-7	
9.999334e-008	9.999333e+000	9.99866794e-7	
1.047059e-007	9.999333e+000	1.0469898e-6	
1.096405e-007	9.999333e+000	1.09633191e-6	
1.148077e-007	9.999333e+000	1.14800082e-6	
1.202184e-007	9.999333e+000	1.20210336e-6	
1.258842e-007	9.999333e+000	1.25875851e-6	
1.318169e-007	9.999333e+000	1.31808073e-6	
1.380292e-007	9.999333e+000	1.3801997e-6	
1.445343e-007	9.999333e+000	1.44524663e-6	
1.513460e-007	9.999333e+000	1.51335886e-6	
1.584788e-007	9.999333e+000	1.58468283e-6	
1.659476e-007	9.999333e+000	1.65936505e-6	
1.737685e-007	9.999333e+000	1.73756876e-6	
1.819580e-007	9.999333e+000	1.81945874e-6	
1.905334e-007	9.999333e+000	1.90520741e-6	
1.995129e-007	9.999333e+000	1.99499635e-6	
2.089157e-007	9.999333e+000	2.08901779e-6	
2.187616e-007	9.999333e+000	2.1874701e-6	
2.290715e-007	9.999333e+000	2.29056227e-6	
2.398673e-007	9.999333e+000	2.39851253e-6	
2.511719e-007	9.999333e+000	2.51155125e-6	
2.630093e-007	9.999333e+000	2.629918e-6	
2.754045e-007	9.999333e+000	2.75386145e-6	
2.883839e-007	9.999333e+000	2.88364711e-6	
3.019751e-007	9.999333e+000	3.0195496e-6	
3.162067e-007	9.999333e+000	3.16185579e-6	
3.311090e-007	9.999333e+000	3.3108693e-6	
3.467138e-007	9.999333e+000	3.46690747e-6	
3.630539e-007	9.999333e+000	3.63029684e-6	
3.801641e-007	9.999333e+000	3.80138681e-6	
3.980807e-007	9.999333e+000	3.98054204e-6	
4.168416e-007	9.999333e+000	4.16813788e-6	
4.364867e-007	9.999333e+000	4.36457558e-6	
4.570577e-007	9.999333e+000	4.5702717e-6	
4.785982e-007	9.999333e+000	4.78566261e-6	
5.011539e-007	9.999333e+000	5.01120451e-6	
5.247725e-007	9.999333e+000	5.24737498e-6	
5.495043e-007	9.999333e+000	5.494676e-6	
5.754016e-007	9.999333e+000	5.75363242e-6	
6.025194e-007	9.999333e+000	6.024792e-6	
6.309153e-007	9.999333e+000	6.30873303e-6	
6.606494e-007	9.999333e+000	6.6060536e-6	
6.917849e-007	9.999333e+000	6.91738843e-6	
7.243877e-007	9.999333e+000	7.24339362e-6	
7.585271e-007	9.999333e+000	7.5847649e-6	
7.942753e-007	9.999333e+000	7.94222397e-6	
8.317083e-007	9.999333e+000	8.31652914e-6	
8.709056e-007	9.999333e+000	8.70847536e-6	
9.119501e-007	9.999333e+000	9.11889262e-6	
9.549290e-007	9.999333e+000	9.5486537e-6	
9.999334e-007	9.999333e+000	9.99866794e-6	
1.047059e-006	9.999333e+000	1.0469898e-5	
1.096405e-006	9.999333e+000	1.09633191e-5	
1.148077e-006	9.999333e+000	1.14800082e-5	
1.202184e-006	9.999333e+000	1.20210336e-5	
1.258842e-006	9.999333e+000	1.25875851e-5	
1.318169e-006	9.999333e+000	1.31808073e-5	
1.380292e-006	9.999333e+000	1.3801997e-5	
1.445344e-006	9.999333e+000	1.44524815e-5	
1.513460e-006	9.999333e+000	1.51335886e-5	
1.584788e-006	9.999333e+000	1.58468283e-5	
1.659476e-006	9.999333e+000	1.65936505e-5	
1.737685e-006	9.999333e+000	1.73756876e-5	
1.819580e-006	9.999333e+000	1.81945874e-5	
1.905334e-006	9.999333e+000	1.90520741e-5	
1.995129e-006	9.999333e+000	1.99499635e-5	
2.089157e-006	9.999333e+000	2.08901779e-5	
2.187616e-006	9.999333e+000	2.1874701e-5	
2.290715e-006	9.999333e+000	2.29056227e-5	
2.398673e-006	9.999333e+000	2.39851253e-5	
2.511719e-006	9.999333e+000	2.51155125e-5	
2.630093e-006	9.999333e+000	2.629918e-5	
2.754045e-006	9.999333e+000	2.75386145e-5	
2.883839e-006	9.999333e+000	2.88364711e-5	
3.019750e-006	9.999333e+000	3.01954808e-5	
3.162067e-006	9.999333e+000	3.16185579e-5	
3.311090e-006	9.999333e+000	3.3108693e-5	
3.467138e-006	9.999333e+000	3.46690747e-5	
3.630539e-006	9.999333e+000	3.63029684e-5	
3.801641e-006	9.999333e+000	3.80138681e-5	
3.980806e-006	9.999333e+000	3.98054051e-5	
4.168416e-006	9.999333e+000	4.16813788e-5	
4.364867e-006	9.999333e+000	4.36457558e-5	
4.570577e-006	9.999333e+000	4.5702717e-5	
4.785982e-006	9.999333e+000	4.78566261e-5	
5.011538e-006	9.999333e+000	5.01120451e-5	
5.247725e-006	9.999333e+000	5.24737498e-5	
5.495042e-006	9.999333e+000	5.494676e-5	
5.754016e-006	9.999333e+000	5.75363242e-5	
6.025195e-006	9.999333e+000	6.02479353e-5	
6.309153e-006	9.999333e+000	6.30873303e-5	
6.606494e-006	9.999333e+000	6.6060536e-5	
6.917849e-006	9.999333e+000	6.91738843e-5	
7.243877e-006	9.999333e+000	7.24339362e-5	
7.585270e-006	9.999333e+000	7.5847649e-5	
7.942753e-006	9.999333e+000	7.94222397e-5	
8.317083e-006	9.999333e+000	8.31652914e-5	
8.709056e-006	9.999333e+000	8.70847536e-5	
9.119501e-006	9.999333e+000	9.11889262e-5	
9.549290e-006	9.999333e+000	9.5486537e-5	
9.999334e-006	9.999333e+000	9.99866794e-5	
1.047059e-005	9.999333e+000	1.0469898e-4	
1.096405e-005	9.999333e+000	1.09633191e-4	
1.148077e-005	9.999333e+000	1.14800082e-4	
1.202184e-005	9.999333e+000	1.20210336e-4	
1.258842e-005	9.999333e+000	1.25875851e-4	
1.318169e-005	9.999333e+000	1.31808073e-4	
1.380292e-005	9.999333e+000	1.3801997e-4	
1.445343e-005	9.999333e+000	1.44524663e-4	
1.513460e-005	9.999333e+000	1.51335886e-4	
1.584788e-005	9.999333e+000	1.58468283e-4	
1.659476e-005	9.999333e+000	1.65936505e-4	
1.737685e-005	9.999333e+000	1.73756876e-4	
1.819580e-005	9.999333e+000	1.81945874e-4	
1.905334e-005	9.999333e+000	1.90520741e-4	
1.995129e-005	9.999333e+000	1.99499635e-4	
2.089157e-005	9.999333e+000	2.08901779e-4	
2.187616e-005	9.999333e+000	2.1874701e-4	
2.290715e-005	9.999333e+000	2.29056227e-4	
2.398673e-005	9.999333e+000	2.39851253e-4	
2.511719e-005	9.999333e+000	2.51155125e-4	
2.630093e-005	9.999333e+000	2.629918e-4	
2.754045e-005	9.999333e+000	2.75386145e-4	
2.883839e-005	9.999333e+000	2.88364711e-4	
3.019751e-005	9.999333e+000	3.0195496e-4	
3.162067e-005	9.999333e+000	3.16185579e-4	
3.311090e-005	9.999333e+000	3.3108693e-4	
3.467138e-005	9.999333e+000	3.46690747e-4	
3.630539e-005	9.999333e+000	3.63029684e-4	
3.801641e-005	9.999333e+000	3.80138681e-4	
3.980806e-005	9.999333e+000	3.98054051e-4	
4.168416e-005	9.999333e+000	4.16813788e-4	
4.364867e-005	9.999333e+000	4.36457558e-4	
4.570577e-005	9.999333e+000	4.5702717e-4	
4.785982e-005	9.999333e+000	4.78566261e-4	
5.011538e-005	9.999333e+000	5.01120451e-4	
5.247725e-005	9.999333e+000	5.24737498e-4	
5.495043e-005	9.999333e+000	5.494676e-4	
5.754016e-005	9.999333e+000	5.75363242e-4	
6.025194e-005	9.999333e+000	6.024792e-4	
6.309153e-005	9.999333e+000	6.30873303e-4	
6.606494e-005	9.999333e+000	6.6060536e-4	
6.917849e-005	9.999333e+000	6.91738843e-4	
7.243876e-005	9.999333e+000	7.24339362e-4	
7.585270e-005	9.999333e+000	7.5847649e-4	
7.942753e-005	9.999333e+000	7.94222397e-4	
8.317083e-005	9.999333e+000	8.31652914e-4	
8.709056e-005	9.999333e+000	8.70847536e-4	
9.119500e-005	9.999333e+000	9.11889262e-4	
9.549289e-005	9.999333e+000	9.54865218e-4	
9.999333e-005	9.999333e+000	9.99866641e-4	
1.047059e-004	9.999333e+000	1.0469898e-3	
1.096405e-004	9.999333e+000	1.09633191e-3	
1.148077e-004	9.999333e+000	1.14800082e-3	
1.202184e-004	9.999333e+000	1.20210336e-3	
1.258842e-004	9.999333e+000	1.25875851e-3	
1.318169e-004	9.999333e+000	1.31808073e-3	
1.380292e-004	9.999333e+000	1.3801997e-3	
1.445343e-004	9.999333e+000	1.44524663e-3	
1.513460e-004	9.999333e+000	1.51335886e-3	
1.584788e-004	9.999333e+000	1.58468283e-3	
1.659476e-004	9.999333e+000	1.65936505e-3	
1.737685e-004	9.999333e+000	1.73756876e-3	
1.819579e-004	9.999333e+000	1.81945721e-3	
1.905334e-004	9.999333e+000	1.90520741e-3	
1.995129e-004	9.999333e+000	1.99499635e-3	
2.089157e-004	9.999333e+000	2.08901779e-3	
2.187616e-004	9.999333e+000	2.1874701e-3	
2.290715e-004	9.999333e+000	2.29056227e-3	
2.398673e-004	9.999333e+000	2.39851253e-3	
2.511719e-004	9.999333e+000	2.51155125e-3	
2.630092e-004	9.999333e+000	2.62991647e-3	
2.754045e-004	9.999333e+000	2.75386145e-3	
2.883839e-004	9.999333e+000	2.88364711e-3	
3.019750e-004	9.999332e+000	3.01954762e-3	
3.162067e-004	9.999332e+000	3.16185532e-3	
3.311090e-004	9.999332e+000	3.31086879e-3	
3.467137e-004	9.999332e+000	3.46690541e-3	
3.630538e-004	9.999332e+000	3.63029477e-3	
3.801640e-004	9.999332e+000	3.80138623e-3	
3.980806e-004	9.999332e+000	3.98053992e-3	
4.168416e-004	9.999332e+000	4.16813724e-3	
4.364867e-004	9.999332e+000	4.3645749e-3	
4.570577e-004	9.999332e+000	4.570271e-3	
4.785981e-004	9.999332e+000	4.78566188e-3	
5.011538e-004	9.999332e+000	5.01120375e-3	
5.247724e-004	9.999332e+000	5.24737265e-3	
5.495042e-004	9.999332e+000	5.49467516e-3	
5.754015e-004	9.999332e+000	5.75363002e-3	
6.025193e-004	9.999332e+000	6.02478957e-3	
6.309152e-004	9.999332e+000	6.30873055e-3	
6.606493e-004	9.999331e+000	6.60605107e-3	
6.917847e-004	9.999331e+000	6.91738432e-3	
7.243875e-004	9.999331e+000	7.24339098e-3	
7.585268e-004	9.999331e+000	7.58476068e-3	
7.942751e-004	9.999331e+000	7.9422197e-3	
8.317081e-004	9.999331e+000	8.31652483e-3	
8.709054e-004	9.999331e+000	8.7084725e-3	
9.119498e-004	9.999331e+000	9.11888818e-3	
9.549287e-004	9.999331e+000	9.5486492e-3	
9.999331e-004	9.999331e+000	9.99866336e-3	
1.047058e-003	9.999331e+000	1.04698811e-2	
1.096405e-003	9.999331e+000	1.09633174e-2	
1.148077e-003	9.999331e+000	1.14800066e-2	
1.202184e-003	9.999331e+000	1.20210318e-2	
1.258841e-003	9.999331e+000	1.2587568e-2	
1.318168e-003	9.999331e+000	1.31808054e-2	
1.380292e-003	9.999330e+000	1.38019928e-2	
1.445343e-003	9.999330e+000	1.44524619e-2	
1.513460e-003	9.999330e+000	1.51335838e-2	
1.584787e-003	9.999330e+000	1.58468082e-2	
1.659476e-003	9.999330e+000	1.65936453e-2	
1.737684e-003	9.999329e+000	1.73756796e-2	
1.819579e-003	9.999329e+000	1.81945638e-2	
1.905333e-003	9.999329e+000	1.90520502e-2	
1.995128e-003	9.999329e+000	1.99499391e-2	
2.089156e-003	9.999328e+000	2.0890153e-2	
2.187615e-003	9.999328e+000	2.18746756e-2	
2.290714e-003	9.999328e+000	2.2905597e-2	
2.398672e-003	9.999327e+000	2.39851106e-2	
2.511717e-003	9.999327e+000	2.5115482e-2	
2.630091e-003	9.999327e+000	2.62991335e-2	
2.754043e-003	9.999326e+000	2.75385783e-2	
2.883837e-003	9.999326e+000	2.88364186e-2	
3.019748e-003	9.999326e+000	3.01954425e-2	
3.162064e-003	9.999325e+000	3.16185033e-2	
3.311088e-003	9.999325e+000	3.31086523e-2	
3.467134e-003	9.999324e+000	3.46689972e-2	
3.630535e-003	9.999324e+000	3.63028894e-2	
3.801637e-003	9.999323e+000	3.8013797e-2	
3.980802e-003	9.999323e+000	3.9805317e-2	
4.168411e-003	9.999322e+000	4.16812885e-2	
4.364862e-003	9.999322e+000	4.36456635e-2	
4.570572e-003	9.999321e+000	4.57026154e-2	
4.785975e-003	9.999320e+000	4.78564993e-2	
5.011532e-003	9.999320e+000	5.01119153e-2	
5.247717e-003	9.999319e+000	5.24736015e-2	
5.495034e-003	9.999318e+000	5.49465846e-2	
5.754007e-003	9.999318e+000	5.75361449e-2	
6.025184e-003	9.999317e+000	6.02477275e-2	
6.309142e-003	9.999316e+000	6.30871025e-2	
6.606482e-003	9.999315e+000	6.6060293e-2	
6.917836e-003	9.999314e+000	6.91736098e-2	
7.243862e-003	9.999313e+000	7.24336398e-2	
7.585254e-003	9.999312e+000	7.5847319e-2	
7.942735e-003	9.999311e+000	7.94218747e-2	
8.317064e-003	9.999310e+000	8.31649026e-2	
8.709035e-003	9.999310e+000	8.70843407e-2	
9.119478e-003	9.999309e+000	9.11884747e-2	
9.549264e-003	9.999308e+000	9.548603e-2	
9.999306e-003	9.999306e+000	9.9986115e-2	
1.047056e-002	9.999305e+000	1.04698387e-1	
1.096402e-002	9.999303e+000	1.09632552e-1	
1.148073e-002	9.999302e+000	1.14799275e-1	
1.202180e-002	9.999300e+000	1.20209627e-1	
1.258837e-002	9.999299e+000	1.25874818e-1	
1.318164e-002	9.999297e+000	1.31807133e-1	
1.380287e-002	9.999295e+000	1.38018987e-1	
1.445338e-002	9.999293e+000	1.44523633e-1	
1.513454e-002	9.999291e+000	1.51334628e-1	
1.584781e-002	9.999290e+000	1.58466843e-1	
1.659469e-002	9.999288e+000	1.65935135e-1	
1.737677e-002	9.999286e+000	1.7375529e-1	
1.819570e-002	9.999283e+000	1.8194389e-1	
1.905324e-002	9.999281e+000	1.90518684e-1	
1.995118e-002	9.999278e+000	1.99497472e-1	
2.089145e-002	9.999275e+000	2.08899347e-1	
2.187603e-002	9.999273e+000	2.18744487e-1	
2.290700e-002	9.999270e+000	2.29053268e-1	
2.398657e-002	9.999267e+000	2.39848154e-1	
2.511702e-002	9.999264e+000	2.51151723e-1	
2.630074e-002	9.999261e+000	2.6298793e-1	
2.754024e-002	9.999257e+000	2.75381908e-1	
2.883816e-002	9.999253e+000	2.8836009e-1	
3.019725e-002	9.999249e+000	3.01949832e-1	
3.162039e-002	9.999246e+000	3.16180083e-1	
3.311060e-002	9.999242e+000	3.31080847e-1	
3.467104e-002	9.999237e+000	3.46683905e-1	
3.630502e-002	9.999233e+000	3.63022366e-1	
3.801601e-002	9.999228e+000	3.80130711e-1	
3.980763e-002	9.999223e+000	3.98045406e-1	
4.168368e-002	9.999218e+000	4.16804286e-1	
4.364815e-002	9.999212e+000	4.36447108e-1	
4.570519e-002	9.999207e+000	4.57015584e-1	
4.785918e-002	9.999201e+000	4.78553499e-1	
5.011469e-002	9.999194e+000	5.01106474e-1	
5.247648e-002	9.999187e+000	5.24722183e-1	
5.494959e-002	9.999181e+000	5.49450824e-1	
5.753924e-002	9.999174e+000	5.75344957e-1	
6.025093e-002	9.999166e+000	6.02459018e-1	
6.309042e-002	9.999159e+000	6.30851192e-1	
6.606373e-002	9.999150e+000	6.6058121e-1	
6.917716e-002	9.999142e+000	6.91712222e-1	
7.243731e-002	9.999132e+000	7.24310277e-1	
7.585111e-002	9.999123e+000	7.58444496e-1	
7.942577e-002	9.999113e+000	7.94187245e-1	
8.316892e-002	9.999103e+000	8.31614526e-1	
8.708845e-002	9.999092e+000	8.70805484e-1	
9.119269e-002	9.999081e+000	9.11843112e-1	
9.549036e-002	9.999068e+000	9.54814537e-1	
9.999056e-002	9.999056e+000	9.99811104e-1	
1.047028e-001	9.999043e+000	1.04692741e0	
1.096372e-001	9.999029e+000	1.09626506e0	
1.148041e-001	9.999015e+000	1.1479276e0	
1.202144e-001	9.999000e+000	1.2020237e0	
1.258797e-001	9.998984e+000	1.25866876e0	
1.318121e-001	9.998967e+000	1.31798517e0	
1.380239e-001	9.998950e+000	1.38009343e0	
1.445285e-001	9.998932e+000	1.44513066e0	
1.513397e-001	9.998913e+000	1.51323279e0	
1.584718e-001	9.998894e+000	1.584543e0	
1.659400e-001	9.998873e+000	1.6592123e0	
1.737601e-001	9.998851e+000	1.73740105e0	
1.819488e-001	9.998828e+000	1.8192753e0	
1.905233e-001	9.998804e+000	1.9050043e0	
1.995019e-001	9.998779e+000	1.99477599e0	
2.089036e-001	9.998754e+000	2.08877612e0	
2.187483e-001	9.998726e+000	2.1872045e0	
2.290569e-001	9.998697e+000	2.29027005e0	
2.398513e-001	9.998667e+000	2.3981924e0	
2.511544e-001	9.998635e+000	2.51120027e0	
2.629901e-001	9.998603e+000	2.62953354e0	
2.753834e-001	9.998569e+000	2.75344038e0	
2.883608e-001	9.998532e+000	2.88318419e0	
3.019497e-001	9.998494e+000	3.01904292e0	
3.161789e-001	9.998455e+000	3.16130022e0	
3.310786e-001	9.998414e+000	3.31026154e0	
3.466803e-001	9.998370e+000	3.466238e0	
3.630172e-001	9.998324e+000	3.62956451e0	
3.801239e-001	9.998278e+000	3.80058417e0	
3.980366e-001	9.998227e+000	3.97966077e0	
4.167933e-001	9.998176e+000	4.16717366e0	
4.364338e-001	9.998121e+000	4.36351889e0	
4.569997e-001	9.998064e+000	4.56911172e0	
4.785345e-001	9.998004e+000	4.78439037e0	
5.010840e-001	9.997941e+000	5.0098084e0	
5.246960e-001	9.997875e+000	5.24584517e0	
5.494204e-001	9.997807e+000	5.493e0	
5.753096e-001	9.997735e+000	5.75179327e0	
6.024185e-001	9.997660e+000	6.02277509e0	
6.308047e-001	9.997581e+000	6.30652187e0	
6.605281e-001	9.997498e+000	6.60362813e0	
6.916519e-001	9.997412e+000	6.91472923e0	
7.242419e-001	9.997321e+000	7.24047887e0	
7.583672e-001	9.997226e+000	7.58156781e0	
7.941000e-001	9.997127e+000	7.93871872e0	
8.315161e-001	9.997023e+000	8.31268571e0	
8.706948e-001	9.996914e+000	8.70426094e0	
9.117190e-001	9.996799e+000	9.11427187e0	
9.546756e-001	9.996680e+000	9.54358615e0	
9.996555e-001	9.996555e+000	9.9931103e0	
1.046754e+000	9.996425e+000	1.04638022e1	
1.096071e+000	9.996287e+000	1.09566394e1	
1.147711e+000	9.996144e+000	1.14726863e1	
1.201783e+000	9.995994e+000	1.20130238e1	
1.258401e+000	9.995836e+000	1.25787747e1	
1.317686e+000	9.995671e+000	1.31711604e1	
1.379763e+000	9.995499e+000	1.37914119e1	
1.444763e+000	9.995318e+000	1.44408682e1	
1.512824e+000	9.995129e+000	1.51208664e1	
1.584090e+000	9.994931e+000	1.58328668e1	
1.658711e+000	9.994723e+000	1.65783601e1	
1.736846e+000	9.994506e+000	1.73589105e1	
1.818660e+000	9.994279e+000	1.8176196e1	
1.904325e+000	9.994040e+000	1.90318935e1	
1.994023e+000	9.993792e+000	1.99278539e1	
2.087944e+000	9.993530e+000	2.08659319e1	
2.186286e+000	9.993257e+000	2.18481122e1	
2.289257e+000	9.992970e+000	2.28764699e1	
2.397075e+000	9.992670e+000	2.39531775e1	
2.509967e+000	9.992356e+000	2.50804825e1	
2.628171e+000	9.992028e+000	2.62607541e1	
2.751938e+000	9.991684e+000	2.74964934e1	
2.881529e+000	9.991323e+000	2.87902873e1	
3.017217e+000	9.990946e+000	3.01448453e1	
3.159290e+000	9.990551e+000	3.15630457e1	
3.308045e+000	9.990137e+000	3.30478162e1	
3.463798e+000	9.989704e+000	3.46023196e1	
3.626878e+000	9.989250e+000	3.62297952e1	
3.797626e+000	9.988775e+000	3.79336313e1	
3.976405e+000	9.988277e+000	3.97174365e1	
4.163590e+000	9.987757e+000	4.15849171e1	
4.359576e+000	9.987211e+000	4.3540012e1	
4.564775e+000	9.986640e+000	4.55867627e1	
4.779620e+000	9.986042e+000	4.77294861e1	
5.004563e+000	9.985415e+000	4.99726353e1	
5.240076e+000	9.984759e+000	5.23208955e1	
5.486656e+000	9.984073e+000	5.47791751e1	
5.744820e+000	9.983354e+000	5.73525691e1	
6.015111e+000	9.982600e+000	6.00464471e1	
6.298097e+000	9.981811e+000	6.28664194e1	
6.594371e+000	9.980985e+000	6.5818315e1	
6.904555e+000	9.980119e+000	6.89082802e1	
7.229300e+000	9.979213e+000	7.21427234e1	
7.569286e+000	9.978263e+000	7.55283171e1	
7.925226e+000	9.977268e+000	7.90720976e1	
8.297863e+000	9.976226e+000	8.27813431e1	
8.687978e+000	9.975133e+000	8.66637299e1	
9.096386e+000	9.973989e+000	9.0727255e1	
9.523939e+000	9.972789e+000	9.49802391e1	
9.971530e+000	9.971530e+000	9.94314134e1	
1.044009e+001	9.970210e+000	1.04089932e2	
1.093060e+001	9.968825e+000	1.08965265e2	
1.144407e+001	9.967372e+000	1.14067369e2	
1.198158e+001	9.965845e+000	1.19406592e2	
1.254423e+001	9.964239e+000	1.24993764e2	
1.313320e+001	9.962549e+000	1.30840085e2	
1.374969e+001	9.960768e+000	1.36957521e2	
1.439497e+001	9.958886e+000	1.43357912e2	
1.507037e+001	9.956896e+000	1.50054134e2	
1.577726e+001	9.954782e+000	1.57059259e2	
1.651708e+001	9.952526e+000	1.64386603e2	
1.729131e+001	9.950109e+000	1.72050363e2	
1.810147e+001	9.947495e+000	1.80064282e2	
1.894913e+001	9.944645e+000	1.88442355e2	
1.983589e+001	9.941492e+000	1.97198352e2	
2.076332e+001	9.937948e+000	2.06344815e2	
2.173295e+001	9.933875e+000	2.15892456e2	
2.274619e+001	9.929070e+000	2.25848454e2	
2.380414e+001	9.923219e+000	2.36213683e2	
2.490745e+001	9.915834e+000	2.46978194e2	
2.605585e+001	9.906157e+000	2.5811331e2	
2.724756e+001	9.892990e+000	2.69559827e2	
2.847829e+001	9.874473e+000	2.81208089e2	
2.973974e+001	9.847752e+000	2.92869655e2	
3.101770e+001	9.808659e+000	3.04242055e2	
3.229044e+001	9.751555e+000	3.14881955e2	
3.352877e+001	9.669804e+000	3.24216577e2	
3.469997e+001	9.557167e+000	3.31633376e2	
3.577529e+001	9.409859e+000	3.36640366e2	
3.673724e+001	9.227977e+000	3.39010439e2	
3.758200e+001	9.015295e+000	3.38812837e2	
3.831649e+001	8.777802e+000	3.36334477e2	
3.895318e+001	8.522028e+000	3.31960126e2	
3.950611e+001	8.253996e+000	3.2608323e2	
3.998847e+001	7.978749e+000	3.19057922e2	
4.041177e+001	7.700303e+000	3.11182927e2	
4.078556e+001	7.421752e+000	3.02700235e2	
4.111771e+001	7.145440e+000	2.9380413e2	
4.141460e+001	6.873114e+000	2.84647243e2	
4.168143e+001	6.606061e+000	2.7535004e2	
4.192244e+001	6.345218e+000	2.66007013e2	
4.214112e+001	6.091245e+000	2.56691824e2	
4.234019e+001	5.844573e+000	2.47460335e2	
4.252231e+001	5.605533e+000	2.38360194e2	
4.268940e+001	5.374277e+000	2.29424687e2	
4.284314e+001	5.150879e+000	2.20679823e2	
4.298500e+001	4.935339e+000	2.12145564e2	
4.311623e+001	4.727600e+000	2.03836275e2	
4.323788e+001	4.527562e+000	1.957622e2	
4.335089e+001	4.335089e+000	1.87929976e2	
4.345607e+001	4.150023e+000	1.80343684e2	
4.355413e+001	3.972184e+000	1.73005022e2	
4.364570e+001	3.801382e+000	1.65914021e2	
4.373133e+001	3.637414e+000	1.59068951e2	
4.381151e+001	3.480072e+000	1.52467203e2	
4.388668e+001	3.329145e+000	1.46105066e2	
4.395724e+001	3.184420e+000	1.39978296e2	
4.402353e+001	3.045684e+000	1.34081726e2	
4.408588e+001	2.912725e+000	1.28410004e2	
4.414457e+001	2.785334e+000	1.22957358e2	
4.419986e+001	2.663305e+000	1.17717735e2	
4.425200e+001	2.546437e+000	1.1268493e2	
4.430120e+001	2.434532e+000	1.0785268e2	
4.434766e+001	2.327398e+000	1.03214676e2	
4.439156e+001	2.224849e+000	9.8764505e1	
4.443307e+001	2.126701e+000	9.449588e1	
4.447215e+001	2.032770e+000	9.0401646e1	
4.450928e+001	1.942900e+000	8.6477078e1	
4.454443e+001	1.856921e+000	8.271551e1	
4.457772e+001	1.774671e+000	7.9110747e1	
4.460927e+001	1.695997e+000	7.5657211e1	
4.463918e+001	1.620751e+000	7.2348962e1	
4.466755e+001	1.548789e+000	6.9180595e1	
4.469447e+001	1.479973e+000	6.6146606e1	
4.472001e+001	1.414171e+000	6.3241742e1	
4.474426e+001	1.351255e+000	6.0460875e1	
4.476728e+001	1.291103e+000	5.7799142e1	
4.478916e+001	1.233596e+000	5.5251688e1	
4.480994e+001	1.178622e+000	5.2813995e1	
4.482970e+001	1.126071e+000	5.0481429e1	
4.484847e+001	1.075840e+000	4.8249806e1	
