V(out)	I(R_load)
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
2.886157e+001	8.246163e+000
