V(out)	I(R_load)	power
4.529767e-009	8.631293e+000	3.90977435e-8	
4.743248e-009	8.631293e+000	4.09403618e-8	
4.966791e-009	8.631293e+000	4.2869825e-8	
5.200869e-009	8.631293e+000	4.48902292e-8	
5.445978e-009	8.631293e+000	4.70058284e-8	
5.702639e-009	8.631293e+000	4.922114e-8	
5.971396e-009	8.631293e+000	5.15408656e-8	
6.252820e-009	8.631293e+000	5.39699182e-8	
6.547506e-009	8.631293e+000	5.6513447e-8	
6.856080e-009	8.631293e+000	5.91768388e-8	
7.179197e-009	8.631293e+000	6.19657567e-8	
7.517542e-009	8.631293e+000	6.48861012e-8	
7.871833e-009	8.631293e+000	6.79440886e-8	
8.242822e-009	8.631293e+000	7.11462117e-8	
8.631294e-009	8.631293e+000	7.44992271e-8	
9.038073e-009	8.631293e+000	7.801026e-8	
9.464025e-009	8.631293e+000	8.16867645e-8	
9.910051e-009	8.631293e+000	8.55365508e-8	
1.037710e-008	8.631293e+000	8.9567836e-8	
1.086616e-008	8.631293e+000	9.3789052e-8	
1.137826e-008	8.631293e+000	9.8209138e-8	
1.191450e-008	8.631293e+000	1.0283758e-7	
1.247601e-008	8.631293e+000	1.07684122e-7	
1.306399e-008	8.631293e+000	1.12759167e-7	
1.367968e-008	8.631293e+000	1.18073387e-7	
1.432438e-008	8.631293e+000	1.23637973e-7	
1.499947e-008	8.631293e+000	1.29464781e-7	
1.570637e-008	8.631293e+000	1.35566321e-7	
1.644659e-008	8.631293e+000	1.41955368e-7	
1.722169e-008	8.631293e+000	1.4864549e-7	
1.803333e-008	8.631293e+000	1.55650908e-7	
1.888321e-008	8.631293e+000	1.62986505e-7	
1.977315e-008	8.631293e+000	1.70667824e-7	
2.070503e-008	8.631293e+000	1.78711194e-7	
2.168083e-008	8.631293e+000	1.87133606e-7	
2.270261e-008	8.631293e+000	1.9595284e-7	
2.377256e-008	8.631293e+000	2.05187859e-7	
2.489292e-008	8.631293e+000	2.14858025e-7	
2.606609e-008	8.631293e+000	2.24984016e-7	
2.729455e-008	8.631293e+000	2.35587299e-7	
2.858090e-008	8.631293e+000	2.46690132e-7	
2.992788e-008	8.631293e+000	2.58316353e-7	
3.133833e-008	8.631293e+000	2.70490326e-7	
3.281526e-008	8.631293e+000	2.8323813e-7	
3.436180e-008	8.631293e+000	2.96586763e-7	
3.598122e-008	8.631293e+000	3.1056441e-7	
3.767696e-008	8.631293e+000	3.25200838e-7	
3.945262e-008	8.631293e+000	3.40527124e-7	
4.131197e-008	8.631293e+000	3.5657567e-7	
4.325894e-008	8.631293e+000	3.73380588e-7	
4.529767e-008	8.631293e+000	3.90977435e-7	
4.743249e-008	8.631293e+000	4.09403749e-7	
4.966791e-008	8.631293e+000	4.2869825e-7	
5.200869e-008	8.631293e+000	4.48902292e-7	
5.445978e-008	8.631293e+000	4.70058284e-7	
5.702639e-008	8.631293e+000	4.922114e-7	
5.971396e-008	8.631293e+000	5.15408656e-7	
6.252819e-008	8.631293e+000	5.3969905e-7	
6.547506e-008	8.631293e+000	5.6513447e-7	
6.856080e-008	8.631293e+000	5.91768388e-7	
7.179197e-008	8.631293e+000	6.19657567e-7	
7.517542e-008	8.631293e+000	6.48861012e-7	
7.871833e-008	8.631293e+000	6.79440886e-7	
8.242822e-008	8.631293e+000	7.11462117e-7	
8.631294e-008	8.631293e+000	7.44992271e-7	
9.038074e-008	8.631293e+000	7.801026e-7	
9.464025e-008	8.631293e+000	8.16867645e-7	
9.910051e-008	8.631293e+000	8.55365508e-7	
1.037710e-007	8.631293e+000	8.9567836e-7	
1.086615e-007	8.631293e+000	9.378892e-7	
1.137826e-007	8.631293e+000	9.8209138e-7	
1.191450e-007	8.631293e+000	1.0283758e-6	
1.247601e-007	8.631293e+000	1.07684122e-6	
1.306399e-007	8.631293e+000	1.12759167e-6	
1.367968e-007	8.631293e+000	1.18073387e-6	
1.432438e-007	8.631293e+000	1.23637973e-6	
1.499947e-007	8.631293e+000	1.29464781e-6	
1.570637e-007	8.631293e+000	1.35566321e-6	
1.644659e-007	8.631293e+000	1.41955368e-6	
1.722169e-007	8.631293e+000	1.4864549e-6	
1.803333e-007	8.631293e+000	1.55650908e-6	
1.888321e-007	8.631293e+000	1.62986505e-6	
1.977315e-007	8.631293e+000	1.70667824e-6	
2.070503e-007	8.631293e+000	1.78711194e-6	
2.168083e-007	8.631293e+000	1.87133606e-6	
2.270261e-007	8.631293e+000	1.9595284e-6	
2.377256e-007	8.631293e+000	2.05187859e-6	
2.489292e-007	8.631293e+000	2.14858025e-6	
2.606609e-007	8.631293e+000	2.24984016e-6	
2.729455e-007	8.631293e+000	2.35587299e-6	
2.858090e-007	8.631293e+000	2.46690132e-6	
2.992788e-007	8.631293e+000	2.58316353e-6	
3.133833e-007	8.631293e+000	2.70490326e-6	
3.281526e-007	8.631293e+000	2.8323813e-6	
3.436180e-007	8.631293e+000	2.96586763e-6	
3.598122e-007	8.631293e+000	3.1056441e-6	
3.767696e-007	8.631293e+000	3.25200838e-6	
3.945262e-007	8.631293e+000	3.40527124e-6	
4.131197e-007	8.631293e+000	3.5657567e-6	
4.325894e-007	8.631293e+000	3.73380588e-6	
4.529767e-007	8.631293e+000	3.90977435e-6	
4.743248e-007	8.631293e+000	4.09403618e-6	
4.966791e-007	8.631293e+000	4.2869825e-6	
5.200869e-007	8.631293e+000	4.48902292e-6	
5.445978e-007	8.631293e+000	4.70058284e-6	
5.702639e-007	8.631293e+000	4.922114e-6	
5.971396e-007	8.631293e+000	5.15408656e-6	
6.252819e-007	8.631293e+000	5.3969905e-6	
6.547506e-007	8.631293e+000	5.6513447e-6	
6.856080e-007	8.631293e+000	5.91768388e-6	
7.179197e-007	8.631293e+000	6.19657567e-6	
7.517542e-007	8.631293e+000	6.48861012e-6	
7.871833e-007	8.631293e+000	6.79440886e-6	
8.242821e-007	8.631293e+000	7.11461986e-6	
8.631293e-007	8.631293e+000	7.4499214e-6	
9.038073e-007	8.631293e+000	7.801026e-6	
9.464025e-007	8.631293e+000	8.16867645e-6	
9.910051e-007	8.631293e+000	8.55365508e-6	
1.037710e-006	8.631293e+000	8.9567836e-6	
1.086615e-006	8.631293e+000	9.378892e-6	
1.137826e-006	8.631293e+000	9.8209138e-6	
1.191450e-006	8.631293e+000	1.0283758e-5	
1.247602e-006	8.631293e+000	1.07684122e-5	
1.306399e-006	8.631293e+000	1.12759167e-5	
1.367968e-006	8.631293e+000	1.18073387e-5	
1.432438e-006	8.631293e+000	1.23637973e-5	
1.499947e-006	8.631293e+000	1.29464781e-5	
1.570637e-006	8.631293e+000	1.35566321e-5	
1.644659e-006	8.631293e+000	1.41955368e-5	
1.722169e-006	8.631293e+000	1.4864549e-5	
1.803333e-006	8.631293e+000	1.55650908e-5	
1.888321e-006	8.631293e+000	1.62986505e-5	
1.977315e-006	8.631293e+000	1.70667824e-5	
2.070503e-006	8.631293e+000	1.78711194e-5	
2.168083e-006	8.631293e+000	1.87133606e-5	
2.270261e-006	8.631293e+000	1.9595284e-5	
2.377255e-006	8.631293e+000	2.05187859e-5	
2.489292e-006	8.631293e+000	2.14858025e-5	
2.606609e-006	8.631293e+000	2.24984016e-5	
2.729455e-006	8.631293e+000	2.35587299e-5	
2.858090e-006	8.631293e+000	2.46690132e-5	
2.992787e-006	8.631293e+000	2.5831622e-5	
3.133833e-006	8.631293e+000	2.70490326e-5	
3.281526e-006	8.631293e+000	2.8323813e-5	
3.436180e-006	8.631293e+000	2.96586763e-5	
3.598122e-006	8.631293e+000	3.1056441e-5	
3.767696e-006	8.631293e+000	3.25200838e-5	
3.945262e-006	8.631293e+000	3.40527124e-5	
4.131196e-006	8.631293e+000	3.5657567e-5	
4.325894e-006	8.631293e+000	3.73380588e-5	
4.529767e-006	8.631293e+000	3.90977435e-5	
4.743248e-006	8.631293e+000	4.09403618e-5	
4.966791e-006	8.631293e+000	4.2869825e-5	
5.200868e-006	8.631292e+000	4.4890216e-5	
5.445977e-006	8.631292e+000	4.70058151e-5	
5.702639e-006	8.631292e+000	4.922114e-5	
5.971396e-006	8.631292e+000	5.15408656e-5	
6.252819e-006	8.631292e+000	5.3969905e-5	
6.547505e-006	8.631292e+000	5.65134338e-5	
6.856079e-006	8.631292e+000	5.91768256e-5	
7.179196e-006	8.631292e+000	6.19657436e-5	
7.517542e-006	8.631292e+000	6.48861012e-5	
7.871832e-006	8.631292e+000	6.79440886e-5	
8.242821e-006	8.631292e+000	7.11461986e-5	
8.631292e-006	8.631292e+000	7.4499214e-5	
9.038073e-006	8.631292e+000	7.801026e-5	
9.464024e-006	8.631292e+000	8.16867645e-5	
9.910049e-006	8.631292e+000	8.55365375e-5	
1.037710e-005	8.631292e+000	8.9567836e-5	
1.086615e-005	8.631292e+000	9.378892e-5	
1.137826e-005	8.631292e+000	9.8209138e-5	
1.191450e-005	8.631292e+000	1.0283758e-4	
1.247601e-005	8.631291e+000	1.07684102e-4	
1.306399e-005	8.631291e+000	1.12759148e-4	
1.367968e-005	8.631291e+000	1.18073366e-4	
1.432438e-005	8.631291e+000	1.23637952e-4	
1.499947e-005	8.631291e+000	1.29464758e-4	
1.570637e-005	8.631291e+000	1.35566296e-4	
1.644659e-005	8.631291e+000	1.41955344e-4	
1.722169e-005	8.631291e+000	1.48645464e-4	
1.803332e-005	8.631291e+000	1.5565088e-4	
1.888321e-005	8.631291e+000	1.62986476e-4	
1.977314e-005	8.631290e+000	1.70667764e-4	
2.070502e-005	8.631290e+000	1.78711e-4	
2.168082e-005	8.631290e+000	1.87133408e-4	
2.270261e-005	8.631290e+000	1.9595277e-4	
2.377255e-005	8.631290e+000	2.05187785e-4	
2.489291e-005	8.631290e+000	2.1485795e-4	
2.606608e-005	8.631290e+000	2.24983937e-4	
2.729453e-005	8.631289e+000	2.35586952e-4	
2.858089e-005	8.631289e+000	2.46689912e-4	
2.992786e-005	8.631289e+000	2.58315997e-4	
3.133832e-005	8.631289e+000	2.70490099e-4	
3.281525e-005	8.631289e+000	2.83237898e-4	
3.436178e-005	8.631289e+000	2.96586526e-4	
3.598120e-005	8.631289e+000	3.1056417e-4	
3.767694e-005	8.631289e+000	3.2520059e-4	
3.945260e-005	8.631289e+000	3.40526872e-4	
4.131194e-005	8.631288e+000	3.56575218e-4	
4.325891e-005	8.631288e+000	3.73380125e-4	
4.529764e-005	8.631288e+000	3.90976965e-4	
4.743245e-005	8.631288e+000	4.09403137e-4	
4.966787e-005	8.631287e+000	4.28697684e-4	
5.200864e-005	8.631287e+000	4.48901448e-4	
5.445974e-005	8.631287e+000	4.70057687e-4	
5.702634e-005	8.631286e+000	4.92210657e-4	
5.971390e-005	8.631286e+000	5.15407765e-4	
6.252813e-005	8.631285e+000	5.39698178e-4	
6.547499e-005	8.631285e+000	5.65133311e-4	
6.856073e-005	8.631285e+000	5.91767206e-4	
7.179189e-005	8.631284e+000	6.1965612e-4	
7.517533e-005	8.631284e+000	6.48859534e-4	
7.871824e-005	8.631283e+000	6.79439507e-4	
8.242811e-005	8.631283e+000	7.11460442e-4	
8.631282e-005	8.631282e+000	7.44990297e-4	
9.038061e-005	8.631281e+000	7.80100443e-4	
9.464011e-005	8.631281e+000	8.16865305e-4	
9.910035e-005	8.631280e+000	8.5536298e-4	
1.037708e-004	8.631280e+000	8.9567447e-4	
1.086614e-004	8.631279e+000	9.3788638e-4	
1.137824e-004	8.631278e+000	9.8208702e-4	
1.191448e-004	8.631277e+000	1.02837134e-3	
1.247599e-004	8.631277e+000	1.07683667e-3	
1.306396e-004	8.631276e+000	1.12758685e-3	
1.367965e-004	8.631275e+000	1.18072873e-3	
1.432435e-004	8.631274e+000	1.23637448e-3	
1.499943e-004	8.631273e+000	1.2946422e-3	
1.570633e-004	8.631272e+000	1.3556559e-3	
1.644655e-004	8.631271e+000	1.41954622e-3	
1.722165e-004	8.631270e+000	1.486447e-3	
1.803328e-004	8.631269e+000	1.55650072e-3	
1.888316e-004	8.631268e+000	1.62985649e-3	
1.977309e-004	8.631267e+000	1.70666785e-3	
2.070496e-004	8.631266e+000	1.78709967e-3	
2.168076e-004	8.631265e+000	1.87132352e-3	
2.270253e-004	8.631263e+000	1.95951523e-3	
2.377247e-004	8.631262e+000	2.05186475e-3	
2.489283e-004	8.631260e+000	2.14856569e-3	
2.606598e-004	8.631258e+000	2.2498218e-3	
2.729443e-004	8.631257e+000	2.35585287e-3	
2.858077e-004	8.631255e+000	2.46687856e-3	
2.992774e-004	8.631253e+000	2.58313847e-3	
3.133818e-004	8.631251e+000	2.70487718e-3	
3.281510e-004	8.631249e+000	2.8323523e-3	
3.436161e-004	8.631248e+000	2.96583531e-3	
3.598102e-004	8.631245e+000	3.10560997e-3	
3.767674e-004	8.631243e+000	3.25197096e-3	
3.945238e-004	8.631240e+000	3.4052291e-3	
4.131170e-004	8.631238e+000	3.56571162e-3	
4.325865e-004	8.631235e+000	3.73375577e-3	
4.529735e-004	8.631232e+000	3.90971906e-3	
4.743213e-004	8.631229e+000	4.09397548e-3	
4.966753e-004	8.631227e+000	4.28691698e-3	
5.200827e-004	8.631224e+000	4.48895033e-3	
5.445931e-004	8.631220e+000	4.70050212e-3	
5.702588e-004	8.631217e+000	4.92202702e-3	
5.971341e-004	8.631213e+000	5.15399178e-3	
6.252758e-004	8.631209e+000	5.39688535e-3	
6.547439e-004	8.631206e+000	5.6512298e-3	
6.856007e-004	8.631201e+000	5.91755789e-3	
7.179117e-004	8.631197e+000	6.19643686e-3	
7.517454e-004	8.631192e+000	6.48845935e-3	
7.871736e-004	8.631187e+000	6.79424301e-3	
8.242715e-004	8.631183e+000	7.11443843e-3	
8.631177e-004	8.631177e+000	7.44972122e-3	
9.037946e-004	8.631171e+000	7.80080504e-3	
9.463885e-004	8.631166e+000	8.16843674e-3	
9.909897e-004	8.631160e+000	8.5533905e-3	
1.037693e-003	8.631153e+000	8.95648e-3	
1.086597e-003	8.631146e+000	9.3785748e-3	
1.137806e-003	8.631140e+000	9.820569e-3	
1.191428e-003	8.631133e+000	1.02833694e-2	
1.247577e-003	8.631125e+000	1.0767992e-2	
1.306372e-003	8.631117e+000	1.12754504e-2	
1.367939e-003	8.631109e+000	1.18068379e-2	
1.432406e-003	8.631101e+000	1.23632454e-2	
1.499912e-003	8.631091e+000	1.2945873e-2	
1.570599e-003	8.631082e+000	1.35559721e-2	
1.644617e-003	8.631072e+000	1.41948042e-2	
1.722123e-003	8.631062e+000	1.4863757e-2	
1.803282e-003	8.631050e+000	1.55642186e-2	
1.888265e-003	8.631039e+000	1.6297685e-2	
1.977254e-003	8.631026e+000	1.70657275e-2	
2.070436e-003	8.631014e+000	1.78699619e-2	
2.168010e-003	8.631001e+000	1.87120966e-2	
2.270181e-003	8.630987e+000	1.95939063e-2	
2.377167e-003	8.630973e+000	2.05172603e-2	
2.489195e-003	8.630958e+000	2.1484141e-2	
2.606503e-003	8.630941e+000	2.24965741e-2	
2.729338e-003	8.630925e+000	2.3556712e-2	
2.857962e-003	8.630908e+000	2.46668079e-2	
2.992647e-003	8.630890e+000	2.58292049e-2	
3.133680e-003	8.630871e+000	2.70463959e-2	
3.281358e-003	8.630851e+000	2.83209172e-2	
3.435995e-003	8.630830e+000	2.96554941e-2	
3.597920e-003	8.630808e+000	3.10529568e-2	
3.767474e-003	8.630785e+000	3.25162596e-2	
3.945019e-003	8.630761e+000	3.40485234e-2	
4.130930e-003	8.630736e+000	3.56529616e-2	
4.325602e-003	8.630710e+000	3.73330219e-2	
4.529446e-003	8.630682e+000	3.90922133e-2	
4.742897e-003	8.630653e+000	4.09343002e-2	
4.966405e-003	8.630624e+000	4.28631737e-2	
5.200446e-003	8.630591e+000	4.48829176e-2	
5.445514e-003	8.630559e+000	4.69978279e-2	
5.702130e-003	8.630524e+000	4.92123691e-2	
5.970839e-003	8.630487e+000	5.1531248e-2	
6.252208e-003	8.630450e+000	5.39593707e-2	
6.546835e-003	8.630410e+000	5.6501868e-2	
6.855345e-003	8.630368e+000	5.91641516e-2	
7.178391e-003	8.630325e+000	6.19518452e-2	
7.516659e-003	8.630280e+000	6.4870873e-2	
7.870864e-003	8.630232e+000	6.79273785e-2	
8.241760e-003	8.630181e+000	7.11278773e-2	
8.630129e-003	8.630129e+000	7.44791174e-2	
9.036797e-003	8.630075e+000	7.79882327e-2	
9.462625e-003	8.630016e+000	8.1662602e-2	
9.908516e-003	8.629956e+000	8.55100569e-2	
1.037541e-002	8.629893e+000	8.95387e-2	
1.086431e-002	8.629827e+000	9.3757053e-2	
1.137624e-002	8.629758e+000	9.817416e-2	
1.191228e-002	8.629686e+000	1.02799211e-1	
1.247358e-002	8.629610e+000	1.07642186e-1	
1.306132e-002	8.629531e+000	1.127131e-1	
1.367675e-002	8.629448e+000	1.18022737e-1	
1.432117e-002	8.629361e+000	1.23582518e-1	
1.499595e-002	8.629270e+000	1.29404147e-1	
1.570252e-002	8.629174e+000	1.3549972e-1	
1.644236e-002	8.629074e+000	1.41882407e-1	
1.721706e-002	8.628970e+000	1.48565468e-1	
1.802824e-002	8.628860e+000	1.55563202e-1	
1.887764e-002	8.628746e+000	1.62890358e-1	
1.976704e-002	8.628626e+000	1.70562419e-1	
2.069833e-002	8.628500e+000	1.7859558e-1	
2.167348e-002	8.628368e+000	1.87006728e-1	
2.269456e-002	8.628230e+000	1.95813931e-1	
2.376372e-002	8.628086e+000	2.05035382e-1	
2.488323e-002	8.627934e+000	2.14690825e-1	
2.605547e-002	8.627776e+000	2.2480071e-1	
2.728290e-002	8.627611e+000	2.35386224e-1	
2.856813e-002	8.627438e+000	2.46469785e-1	
2.991387e-002	8.627255e+000	2.5807454e-1	
3.132298e-002	8.627065e+000	2.70225392e-1	
3.279843e-002	8.626865e+000	2.82947627e-1	
3.434334e-002	8.626657e+000	2.962682e-1	
3.596098e-002	8.626438e+000	3.10215169e-1	
3.765477e-002	8.626210e+000	3.24817952e-1	
3.942829e-002	8.625970e+000	3.4010721e-1	
4.128529e-002	8.625719e+000	3.56115327e-1	
4.322969e-002	8.625457e+000	3.72875803e-1	
4.526560e-002	8.625181e+000	3.90423972e-1	
4.739732e-002	8.624893e+000	4.08796852e-1	
4.962935e-002	8.624592e+000	4.28032913e-1	
5.196640e-002	8.624276e+000	4.48172615e-1	
5.441342e-002	8.623945e+000	4.69258388e-1	
5.697555e-002	8.623599e+000	4.91334355e-1	
5.965822e-002	8.623236e+000	5.14446901e-1	
6.246707e-002	8.622856e+000	5.38644571e-1	
6.540804e-002	8.622458e+000	5.63978029e-1	
6.848732e-002	8.622043e+000	5.90500606e-1	
7.171140e-002	8.621606e+000	6.18267427e-1	
7.508708e-002	8.621150e+000	6.47337012e-1	
7.862146e-002	8.620671e+000	6.77769745e-1	
8.232199e-002	8.620171e+000	7.09629605e-1	
8.619647e-002	8.619647e+000	7.4298318e-1	
9.025303e-002	8.619098e+000	7.77899757e-1	
9.450022e-002	8.618523e+000	8.14452231e-1	
9.894697e-002	8.617921e+000	8.52717264e-1	
1.036026e-001	8.617290e+000	8.9277362e-1	
1.084770e-001	8.616631e+000	9.347064e-1	
1.135802e-001	8.615939e+000	9.7859984e-1	
1.189231e-001	8.615216e+000	1.02454764e0	
1.245168e-001	8.614458e+000	1.0726443e0	
1.303731e-001	8.613665e+000	1.12298991e0	
1.365042e-001	8.612833e+000	1.17568793e0	
1.429230e-001	8.611963e+000	1.23084734e0	
1.496429e-001	8.611053e+000	1.28858339e0	
1.566780e-001	8.610098e+000	1.34901305e0	
1.640430e-001	8.609099e+000	1.41226212e0	
1.717532e-001	8.608053e+000	1.47846104e0	
1.798248e-001	8.606957e+000	1.54774448e0	
1.882746e-001	8.605810e+000	1.62025497e0	
1.971202e-001	8.604609e+000	1.69614246e0	
2.063800e-001	8.603352e+000	1.77555989e0	
2.160733e-001	8.602035e+000	1.85867023e0	
2.262203e-001	8.600655e+000	1.94564218e0	
2.368419e-001	8.599211e+000	2.0366534e0	
2.479603e-001	8.597698e+000	2.13188812e0	
2.595985e-001	8.596115e+000	2.23153894e0	
2.717806e-001	8.594457e+000	2.33580609e0	
2.845317e-001	8.592720e+000	2.44490129e0	
2.978782e-001	8.590901e+000	2.55904274e0	
3.118477e-001	8.588998e+000	2.67845927e0	
3.264688e-001	8.587004e+000	2.803389e0	
3.417717e-001	8.584916e+000	2.93408154e0	
3.577877e-001	8.582730e+000	3.07079463e0	
3.745498e-001	8.580441e+000	3.21380312e0	
3.920923e-001	8.578044e+000	3.36338492e0	
4.104508e-001	8.575534e+000	3.51983434e0	
4.296631e-001	8.572906e+000	3.68346146e0	
4.497680e-001	8.570153e+000	3.85458081e0	
4.708066e-001	8.567271e+000	4.03352774e0	
4.928209e-001	8.564245e+000	4.22063916e0	
5.158564e-001	8.561085e+000	4.4162914e0	
5.399592e-001	8.557776e+000	4.62085031e0	
5.651783e-001	8.554320e+000	4.83471654e0	
5.915634e-001	8.550693e+000	5.058277e0	
6.191677e-001	8.546894e+000	5.29195969e0	
6.480465e-001	8.542916e+000	5.53620697e0	
6.782572e-001	8.538752e+000	5.79147002e0	
7.098597e-001	8.534391e+000	6.0582203e0	
7.429167e-001	8.529825e+000	6.33694946e0	
7.774933e-001	8.525044e+000	6.62816466e0	
8.136573e-001	8.520039e+000	6.9323916e0	
8.514797e-001	8.514797e+000	7.25017584e0	
8.910341e-001	8.509310e+000	7.58208472e0	
9.323959e-001	8.503552e+000	7.92867754e0	
9.756477e-001	8.497537e+000	8.29060295e0	
1.020871e+000	8.491239e+000	8.6684587e0	
1.068153e+000	8.484644e+000	9.0629007e0	
1.117584e+000	8.477741e+000	9.474589e0	
1.169258e+000	8.470528e+000	9.9042331e0	
1.223270e+000	8.462962e+000	1.03524849e1	
1.279723e+000	8.455043e+000	1.08201096e1	
1.338718e+000	8.446737e+000	1.13077968e1	
1.400369e+000	8.438058e+000	1.18163977e1	
1.464788e+000	8.428974e+000	1.2346653e1	
1.532091e+000	8.419466e+000	1.28993854e1	
1.602400e+000	8.409513e+000	1.34754042e1	
1.675840e+000	8.399098e+000	1.4075551e1	
1.752543e+000	8.388198e+000	1.47006818e1	
1.832642e+000	8.376792e+000	1.53516563e1	
1.916278e+000	8.364856e+000	1.602939e1	
2.003593e+000	8.352366e+000	1.6734747e1	
2.094737e+000	8.339299e+000	1.74686401e1	
2.189864e+000	8.325629e+000	1.8231991e1	
2.289130e+000	8.311329e+000	1.90257109e1	
2.392700e+000	8.296371e+000	1.98507295e1	
2.500740e+000	8.280727e+000	2.07079446e1	
2.613422e+000	8.264367e+000	2.15982771e1	
2.730925e+000	8.247261e+000	2.25226512e1	
2.853428e+000	8.229376e+000	2.34819379e1	
2.981118e+000	8.210680e+000	2.44769986e1	
3.114184e+000	8.191138e+000	2.55087146e1	
3.252821e+000	8.170717e+000	2.65778822e1	
3.397227e+000	8.149380e+000	2.76852992e1	
3.547603e+000	8.127089e+000	2.88316837e1	
3.704154e+000	8.103807e+000	3.00177448e1	
3.867090e+000	8.079495e+000	3.12441339e1	
4.036619e+000	8.054114e+000	3.25113931e1	
4.212956e+000	8.027622e+000	3.38200179e1	
4.396316e+000	7.999979e+000	3.51704382e1	
4.586913e+000	7.971141e+000	3.65629268e1	
4.784966e+000	7.941066e+000	3.79977267e1	
4.990690e+000	7.909711e+000	3.94749188e1	
5.204303e+000	7.877032e+000	4.09944635e1	
5.426019e+000	7.842984e+000	4.25561824e1	
5.656051e+000	7.807524e+000	4.41597594e1	
5.894609e+000	7.770608e+000	4.58046994e1	
6.141897e+000	7.732191e+000	4.7490328e1	
6.398118e+000	7.692229e+000	4.92157913e1	
6.663464e+000	7.650680e+000	5.09800371e1	
6.938123e+000	7.607501e+000	5.27817758e1	
7.222275e+000	7.562651e+000	5.46195439e1	
7.516089e+000	7.516089e+000	5.64915918e1	
7.819724e+000	7.467778e+000	5.83959592e1	
8.133325e+000	7.417680e+000	6.03304065e1	
8.457025e+000	7.365760e+000	6.22924113e1	
8.790941e+000	7.311986e+000	6.42792345e1	
9.135178e+000	7.256329e+000	6.62878574e1	
9.489817e+000	7.198762e+000	6.83149336e1	
9.854921e+000	7.139259e+000	7.03568364e1	
1.023054e+001	7.077803e+000	7.2409782e1	
1.061669e+001	7.014377e+000	7.4469421e1	
1.101337e+001	6.948968e+000	7.6531537e1	
1.142056e+001	6.881569e+000	7.859139e1	
1.183821e+001	6.812178e+000	8.0644e1	
1.226623e+001	6.740798e+000	8.2684207e1	
1.270453e+001	6.667434e+000	8.4706615e1	
1.315297e+001	6.592102e+000	8.6705716e1	
1.361138e+001	6.514818e+000	8.8675621e1	
1.407958e+001	6.435608e+000	9.061062e1	
1.455733e+001	6.354504e+000	9.2504599e1	
1.504438e+001	6.271541e+000	9.4351396e1	
1.554045e+001	6.186764e+000	9.6145111e1	
1.604521e+001	6.100220e+000	9.7879317e1	
1.655833e+001	6.011967e+000	9.9548167e1	
1.707942e+001	5.922065e+000	1.01145459e2	
1.760808e+001	5.830584e+000	1.0266539e2	
1.814387e+001	5.737596e+000	1.04102226e2	
1.868633e+001	5.643181e+000	1.05450311e2	
1.923497e+001	5.547425e+000	1.0670454e2	
1.978927e+001	5.450418e+000	1.07859828e2	
2.034871e+001	5.352256e+000	1.08911484e2	
2.091272e+001	5.253038e+000	1.09855312e2	
2.148074e+001	5.152870e+000	1.10687482e2	
2.205216e+001	5.051858e+000	1.11404364e2	
2.262639e+001	4.950115e+000	1.12003212e2	
2.320281e+001	4.847754e+000	1.12481485e2	
2.378079e+001	4.744892e+000	1.12837274e2	
2.435971e+001	4.641647e+000	1.13069185e2	
2.493893e+001	4.538139e+000	1.13176358e2	
2.551782e+001	4.434488e+000	1.13158473e2	
2.609574e+001	4.330815e+000	1.13015797e2	
2.667207e+001	4.227239e+000	1.12749214e2	
2.724620e+001	4.123879e+000	1.12360019e2	
2.781751e+001	4.020854e+000	1.1185013e2	
2.838542e+001	3.918278e+000	1.11221986e2	
2.894923e+001	3.816252e+000	1.10477576e2	
2.950856e+001	3.714907e+000	1.09621536e2	
3.006277e+001	3.614341e+000	1.08657141e2	
3.061137e+001	3.514655e+000	1.07588403e2	
3.115384e+001	3.415950e+000	1.06419957e2	
3.168971e+001	3.318320e+000	1.05156596e2	
3.221853e+001	3.221853e+000	1.03803407e2	
3.273989e+001	3.126636e+000	1.02365689e2	
3.325340e+001	3.032746e+000	1.00849103e2	
3.375867e+001	2.940257e+000	9.9259164e1	
3.425539e+001	2.849240e+000	9.760182e1	
3.474326e+001	2.759755e+000	9.588287e1	
3.522198e+001	2.671861e+000	9.4108257e1	
3.569133e+001	2.585608e+000	9.2283784e1	
3.615108e+001	2.501044e+000	9.0415424e1	
3.660106e+001	2.418208e+000	8.8508984e1	
3.704110e+001	2.337135e+000	8.6570079e1	
3.747107e+001	2.257855e+000	8.460425e1	
3.789088e+001	2.180393e+000	8.2616998e1	
3.830044e+001	2.104766e+000	8.0613449e1	
3.869971e+001	2.030990e+000	7.8598741e1	
3.908867e+001	1.959074e+000	7.657761e1	
3.946716e+001	1.889017e+000	7.455413e1	
3.983545e+001	1.820832e+000	7.2533632e1	
4.019348e+001	1.754509e+000	7.0519823e1	
4.054129e+001	1.690042e+000	6.8516487e1	
4.087896e+001	1.627421e+000	6.6527312e1	
4.120660e+001	1.566631e+000	6.4555524e1	
4.152429e+001	1.507656e+000	6.260432e1	
4.183218e+001	1.450476e+000	6.0676581e1	
4.213039e+001	1.395068e+000	5.8774768e1	
4.241906e+001	1.341409e+000	5.690133e1	
4.269837e+001	1.289470e+000	5.5058255e1	
4.296847e+001	1.239224e+000	5.3247575e1	
4.322953e+001	1.190640e+000	5.147081e1	
4.348175e+001	1.143687e+000	4.972953e1	
4.372530e+001	1.098330e+000	4.8024834e1	
4.396039e+001	1.054536e+000	4.6357831e1	
