V(out)	I(R3)	power
4.415999e-026	5.888829e+000	2.600506e-025	
4.677663e-026	5.888829e+000	2.754596e-025	
4.954832e-026	5.888829e+000	2.917816e-025	
5.248424e-026	5.888829e+000	3.090707e-025	
5.559413e-026	5.888829e+000	3.273843e-025	
5.888829e-026	5.888829e+000	3.467830e-025	
6.237764e-026	5.888829e+000	3.673312e-025	
6.607374e-026	5.888829e+000	3.890970e-025	
6.998886e-026	5.888829e+000	4.121524e-025	
7.413596e-026	5.888829e+000	4.365740e-025	
7.852880e-026	5.888829e+000	4.624426e-025	
8.318192e-026	5.888829e+000	4.898441e-025	
8.811076e-026	5.888829e+000	5.188692e-025	
9.333165e-026	5.888829e+000	5.496141e-025	
9.886190e-026	5.888829e+000	5.821808e-025	
1.047198e-025	5.888829e+000	6.166772e-025	
1.109249e-025	5.888829e+000	6.532176e-025	
1.174976e-025	5.888829e+000	6.919231e-025	
1.244598e-025	5.888829e+000	7.329222e-025	
1.318345e-025	5.888829e+000	7.763506e-025	
1.396461e-025	5.888829e+000	8.223522e-025	
1.479207e-025	5.888829e+000	8.710796e-025	
1.566855e-025	5.888829e+000	9.226944e-025	
1.659698e-025	5.888829e+000	9.773675e-025	
1.758041e-025	5.888829e+000	1.035280e-024	
1.862211e-025	5.888829e+000	1.096624e-024	
1.972554e-025	5.888829e+000	1.161603e-024	
2.089435e-025	5.888829e+000	1.230433e-024	
2.213242e-025	5.888829e+000	1.303340e-024	
2.344385e-025	5.888829e+000	1.380568e-024	
2.483299e-025	5.888829e+000	1.462372e-024	
2.630443e-025	5.888829e+000	1.549023e-024	
2.786307e-025	5.888829e+000	1.640808e-024	
2.951406e-025	5.888829e+000	1.738032e-024	
3.126288e-025	5.888829e+000	1.841017e-024	
3.311532e-025	5.888829e+000	1.950104e-024	
3.507752e-025	5.888829e+000	2.065655e-024	
3.715600e-025	5.888829e+000	2.188053e-024	
3.935763e-025	5.888829e+000	2.317703e-024	
4.168972e-025	5.888829e+000	2.455036e-024	
4.415998e-025	5.888829e+000	2.600506e-024	
4.677663e-025	5.888829e+000	2.754596e-024	
4.954832e-025	5.888829e+000	2.917816e-024	
5.248424e-025	5.888829e+000	3.090707e-024	
5.559413e-025	5.888829e+000	3.273843e-024	
5.888829e-025	5.888829e+000	3.467831e-024	
6.237764e-025	5.888829e+000	3.673312e-024	
6.607375e-025	5.888829e+000	3.890970e-024	
6.998886e-025	5.888829e+000	4.121524e-024	
7.413596e-025	5.888829e+000	4.365740e-024	
7.852880e-025	5.888829e+000	4.624426e-024	
8.318192e-025	5.888829e+000	4.898441e-024	
8.811075e-025	5.888829e+000	5.188691e-024	
9.333165e-025	5.888829e+000	5.496141e-024	
9.886189e-025	5.888829e+000	5.821808e-024	
1.047198e-024	5.888829e+000	6.166772e-024	
1.109249e-024	5.888829e+000	6.532175e-024	
1.174976e-024	5.888829e+000	6.919232e-024	
1.244597e-024	5.888829e+000	7.329221e-024	
1.318345e-024	5.888829e+000	7.763505e-024	
1.396461e-024	5.888829e+000	8.223522e-024	
1.479207e-024	5.888829e+000	8.710797e-024	
1.566855e-024	5.888829e+000	9.226943e-024	
1.659697e-024	5.888829e+000	9.773674e-024	
1.758041e-024	5.888829e+000	1.035280e-023	
1.862211e-024	5.888829e+000	1.096624e-023	
1.972554e-024	5.888829e+000	1.161603e-023	
2.089435e-024	5.888829e+000	1.230433e-023	
2.213242e-024	5.888829e+000	1.303340e-023	
2.344385e-024	5.888829e+000	1.380568e-023	
2.483299e-024	5.888829e+000	1.462372e-023	
2.630443e-024	5.888829e+000	1.549023e-023	
2.786307e-024	5.888829e+000	1.640808e-023	
2.951406e-024	5.888829e+000	1.738032e-023	
3.126288e-024	5.888829e+000	1.841017e-023	
3.311532e-024	5.888829e+000	1.950104e-023	
3.507752e-024	5.888829e+000	2.065655e-023	
3.715600e-024	5.888829e+000	2.188053e-023	
3.935763e-024	5.888829e+000	2.317704e-023	
4.168972e-024	5.888829e+000	2.455036e-023	
4.415999e-024	5.888829e+000	2.600506e-023	
4.677663e-024	5.888829e+000	2.754596e-023	
4.954832e-024	5.888829e+000	2.917816e-023	
5.248424e-024	5.888829e+000	3.090707e-023	
5.559413e-024	5.888829e+000	3.273843e-023	
5.888829e-024	5.888829e+000	3.467831e-023	
6.237764e-024	5.888829e+000	3.673312e-023	
6.607375e-024	5.888829e+000	3.890970e-023	
6.998886e-024	5.888829e+000	4.121524e-023	
7.413596e-024	5.888829e+000	4.365740e-023	
7.852879e-024	5.888829e+000	4.624426e-023	
8.318192e-024	5.888829e+000	4.898441e-023	
8.811075e-024	5.888829e+000	5.188691e-023	
9.333165e-024	5.888829e+000	5.496141e-023	
9.886189e-024	5.888829e+000	5.821808e-023	
1.047198e-023	5.888829e+000	6.166772e-023	
1.109249e-023	5.888829e+000	6.532176e-023	
1.174976e-023	5.888829e+000	6.919231e-023	
1.244598e-023	5.888829e+000	7.329222e-023	
1.318345e-023	5.888829e+000	7.763505e-023	
1.396461e-023	5.888829e+000	8.223522e-023	
1.479207e-023	5.888829e+000	8.710797e-023	
1.566855e-023	5.888829e+000	9.226943e-023	
1.659698e-023	5.888829e+000	9.773675e-023	
1.758041e-023	5.888829e+000	1.035280e-022	
1.862211e-023	5.888829e+000	1.096624e-022	
1.972554e-023	5.888829e+000	1.161603e-022	
2.089435e-023	5.888829e+000	1.230433e-022	
2.213242e-023	5.888829e+000	1.303340e-022	
2.344385e-023	5.888829e+000	1.380568e-022	
2.483299e-023	5.888829e+000	1.462372e-022	
2.630443e-023	5.888829e+000	1.549023e-022	
2.786307e-023	5.888829e+000	1.640808e-022	
2.951406e-023	5.888829e+000	1.738032e-022	
3.126288e-023	5.888829e+000	1.841017e-022	
3.311532e-023	5.888829e+000	1.950104e-022	
3.507752e-023	5.888829e+000	2.065655e-022	
3.715600e-023	5.888829e+000	2.188053e-022	
3.935763e-023	5.888829e+000	2.317703e-022	
4.168971e-023	5.888829e+000	2.455036e-022	
4.415999e-023	5.888829e+000	2.600506e-022	
4.677663e-023	5.888829e+000	2.754596e-022	
4.954832e-023	5.888829e+000	2.917816e-022	
5.248424e-023	5.888829e+000	3.090707e-022	
5.559413e-023	5.888829e+000	3.273843e-022	
5.888829e-023	5.888829e+000	3.467831e-022	
6.237764e-023	5.888829e+000	3.673313e-022	
6.607375e-023	5.888829e+000	3.890970e-022	
6.998886e-023	5.888829e+000	4.121524e-022	
7.413596e-023	5.888829e+000	4.365740e-022	
7.852879e-023	5.888829e+000	4.624426e-022	
8.318192e-023	5.888829e+000	4.898441e-022	
8.811076e-023	5.888829e+000	5.188692e-022	
9.333165e-023	5.888829e+000	5.496141e-022	
9.886190e-023	5.888829e+000	5.821808e-022	
1.047198e-022	5.888829e+000	6.166772e-022	
1.109249e-022	5.888829e+000	6.532176e-022	
1.174976e-022	5.888829e+000	6.919232e-022	
1.244598e-022	5.888829e+000	7.329222e-022	
1.318345e-022	5.888829e+000	7.763506e-022	
1.396461e-022	5.888829e+000	8.223522e-022	
1.479207e-022	5.888829e+000	8.710797e-022	
1.566855e-022	5.888829e+000	9.226944e-022	
1.659697e-022	5.888829e+000	9.773674e-022	
1.758041e-022	5.888829e+000	1.035280e-021	
1.862211e-022	5.888829e+000	1.096624e-021	
1.972554e-022	5.888829e+000	1.161603e-021	
2.089435e-022	5.888829e+000	1.230433e-021	
2.213242e-022	5.888829e+000	1.303340e-021	
2.344385e-022	5.888829e+000	1.380568e-021	
2.483299e-022	5.888829e+000	1.462372e-021	
2.630443e-022	5.888829e+000	1.549023e-021	
2.786307e-022	5.888829e+000	1.640808e-021	
2.951406e-022	5.888829e+000	1.738032e-021	
3.126288e-022	5.888829e+000	1.841017e-021	
3.311532e-022	5.888829e+000	1.950104e-021	
3.507752e-022	5.888829e+000	2.065655e-021	
3.715600e-022	5.888829e+000	2.188053e-021	
3.935763e-022	5.888829e+000	2.317703e-021	
4.168972e-022	5.888829e+000	2.455036e-021	
4.415999e-022	5.888829e+000	2.600506e-021	
4.677663e-022	5.888829e+000	2.754596e-021	
4.954832e-022	5.888829e+000	2.917816e-021	
5.248424e-022	5.888829e+000	3.090707e-021	
5.559413e-022	5.888829e+000	3.273843e-021	
5.888829e-022	5.888829e+000	3.467830e-021	
6.237764e-022	5.888829e+000	3.673312e-021	
6.607375e-022	5.888829e+000	3.890970e-021	
6.998886e-022	5.888829e+000	4.121524e-021	
7.413596e-022	5.888829e+000	4.365740e-021	
7.852879e-022	5.888829e+000	4.624426e-021	
8.318192e-022	5.888829e+000	4.898441e-021	
8.811076e-022	5.888829e+000	5.188692e-021	
9.333165e-022	5.888829e+000	5.496141e-021	
9.886190e-022	5.888829e+000	5.821808e-021	
1.047198e-021	5.888829e+000	6.166772e-021	
1.109249e-021	5.888829e+000	6.532176e-021	
1.174976e-021	5.888829e+000	6.919231e-021	
1.244598e-021	5.888829e+000	7.329222e-021	
1.318345e-021	5.888829e+000	7.763505e-021	
1.396461e-021	5.888829e+000	8.223522e-021	
1.479207e-021	5.888829e+000	8.710796e-021	
1.566855e-021	5.888829e+000	9.226944e-021	
1.659698e-021	5.888829e+000	9.773674e-021	
1.758041e-021	5.888829e+000	1.035280e-020	
1.862211e-021	5.888829e+000	1.096624e-020	
1.972554e-021	5.888829e+000	1.161603e-020	
2.089435e-021	5.888829e+000	1.230433e-020	
2.213242e-021	5.888829e+000	1.303340e-020	
2.344385e-021	5.888829e+000	1.380568e-020	
2.483299e-021	5.888829e+000	1.462372e-020	
2.630443e-021	5.888829e+000	1.549023e-020	
2.786307e-021	5.888829e+000	1.640808e-020	
2.951406e-021	5.888829e+000	1.738032e-020	
3.126288e-021	5.888829e+000	1.841017e-020	
3.311532e-021	5.888829e+000	1.950104e-020	
3.507752e-021	5.888829e+000	2.065655e-020	
3.715600e-021	5.888829e+000	2.188053e-020	
3.935763e-021	5.888829e+000	2.317703e-020	
4.168972e-021	5.888829e+000	2.455036e-020	
4.415999e-021	5.888829e+000	2.600506e-020	
4.677663e-021	5.888829e+000	2.754596e-020	
4.954832e-021	5.888829e+000	2.917816e-020	
5.248424e-021	5.888829e+000	3.090707e-020	
5.559413e-021	5.888829e+000	3.273843e-020	
5.888829e-021	5.888829e+000	3.467830e-020	
6.237764e-021	5.888829e+000	3.673312e-020	
6.607375e-021	5.888829e+000	3.890970e-020	
6.998887e-021	5.888829e+000	4.121524e-020	
7.413597e-021	5.888829e+000	4.365740e-020	
7.852880e-021	5.888829e+000	4.624426e-020	
8.318192e-021	5.888829e+000	4.898441e-020	
8.811075e-021	5.888829e+000	5.188691e-020	
9.333164e-021	5.888829e+000	5.496141e-020	
9.886190e-021	5.888829e+000	5.821808e-020	
1.047198e-020	5.888829e+000	6.166771e-020	
1.109249e-020	5.888829e+000	6.532176e-020	
1.174976e-020	5.888829e+000	6.919231e-020	
1.244598e-020	5.888829e+000	7.329222e-020	
1.318345e-020	5.888829e+000	7.763505e-020	
1.396461e-020	5.888829e+000	8.223522e-020	
1.479207e-020	5.888829e+000	8.710796e-020	
1.566856e-020	5.888829e+000	9.226944e-020	
1.659698e-020	5.888829e+000	9.773674e-020	
1.758041e-020	5.888829e+000	1.035280e-019	
1.862211e-020	5.888829e+000	1.096624e-019	
1.972554e-020	5.888829e+000	1.161603e-019	
2.089435e-020	5.888829e+000	1.230433e-019	
2.213242e-020	5.888829e+000	1.303340e-019	
2.344385e-020	5.888829e+000	1.380568e-019	
2.483299e-020	5.888829e+000	1.462372e-019	
2.630443e-020	5.888829e+000	1.549023e-019	
2.786307e-020	5.888829e+000	1.640808e-019	
2.951406e-020	5.888829e+000	1.738032e-019	
3.126288e-020	5.888829e+000	1.841017e-019	
3.311532e-020	5.888829e+000	1.950104e-019	
3.507752e-020	5.888829e+000	2.065655e-019	
3.715600e-020	5.888829e+000	2.188053e-019	
3.935763e-020	5.888829e+000	2.317703e-019	
4.168972e-020	5.888829e+000	2.455036e-019	
4.415999e-020	5.888829e+000	2.600506e-019	
4.677663e-020	5.888829e+000	2.754596e-019	
4.954832e-020	5.888829e+000	2.917816e-019	
5.248424e-020	5.888829e+000	3.090707e-019	
5.559413e-020	5.888829e+000	3.273843e-019	
5.888829e-020	5.888829e+000	3.467830e-019	
6.237764e-020	5.888829e+000	3.673312e-019	
6.607375e-020	5.888829e+000	3.890970e-019	
6.998886e-020	5.888829e+000	4.121524e-019	
7.413597e-020	5.888829e+000	4.365740e-019	
7.852880e-020	5.888829e+000	4.624426e-019	
8.318192e-020	5.888829e+000	4.898441e-019	
8.811076e-020	5.888829e+000	5.188691e-019	
9.333165e-020	5.888829e+000	5.496141e-019	
9.886189e-020	5.888829e+000	5.821808e-019	
1.047198e-019	5.888829e+000	6.166772e-019	
1.109249e-019	5.888829e+000	6.532176e-019	
1.174976e-019	5.888829e+000	6.919231e-019	
1.244598e-019	5.888829e+000	7.329222e-019	
1.318345e-019	5.888829e+000	7.763505e-019	
1.396461e-019	5.888829e+000	8.223522e-019	
1.479207e-019	5.888829e+000	8.710796e-019	
1.566855e-019	5.888829e+000	9.226944e-019	
1.659697e-019	5.888829e+000	9.773674e-019	
1.758041e-019	5.888829e+000	1.035280e-018	
1.862211e-019	5.888829e+000	1.096624e-018	
1.972554e-019	5.888829e+000	1.161603e-018	
2.089435e-019	5.888829e+000	1.230433e-018	
2.213242e-019	5.888829e+000	1.303340e-018	
2.344385e-019	5.888829e+000	1.380568e-018	
2.483299e-019	5.888829e+000	1.462372e-018	
2.630443e-019	5.888829e+000	1.549023e-018	
2.786307e-019	5.888829e+000	1.640808e-018	
2.951406e-019	5.888829e+000	1.738032e-018	
3.126288e-019	5.888829e+000	1.841017e-018	
3.311532e-019	5.888829e+000	1.950104e-018	
3.507752e-019	5.888829e+000	2.065655e-018	
3.715600e-019	5.888829e+000	2.188053e-018	
3.935763e-019	5.888829e+000	2.317703e-018	
4.168972e-019	5.888829e+000	2.455036e-018	
4.415999e-019	5.888829e+000	2.600506e-018	
4.677663e-019	5.888829e+000	2.754596e-018	
4.954832e-019	5.888829e+000	2.917816e-018	
5.248424e-019	5.888829e+000	3.090707e-018	
5.559413e-019	5.888829e+000	3.273843e-018	
5.888829e-019	5.888829e+000	3.467831e-018	
6.237764e-019	5.888829e+000	3.673312e-018	
6.607374e-019	5.888829e+000	3.890970e-018	
6.998886e-019	5.888829e+000	4.121524e-018	
7.413596e-019	5.888829e+000	4.365740e-018	
7.852879e-019	5.888829e+000	4.624426e-018	
8.318192e-019	5.888829e+000	4.898441e-018	
8.811076e-019	5.888829e+000	5.188692e-018	
9.333165e-019	5.888829e+000	5.496141e-018	
9.886190e-019	5.888829e+000	5.821808e-018	
1.047198e-018	5.888829e+000	6.166772e-018	
1.109249e-018	5.888829e+000	6.532176e-018	
1.174976e-018	5.888829e+000	6.919231e-018	
1.244598e-018	5.888829e+000	7.329222e-018	
1.318345e-018	5.888829e+000	7.763505e-018	
1.396461e-018	5.888829e+000	8.223522e-018	
1.479207e-018	5.888829e+000	8.710797e-018	
1.566855e-018	5.888829e+000	9.226943e-018	
1.659697e-018	5.888829e+000	9.773674e-018	
1.758041e-018	5.888829e+000	1.035280e-017	
1.862211e-018	5.888829e+000	1.096624e-017	
1.972554e-018	5.888829e+000	1.161603e-017	
2.089435e-018	5.888829e+000	1.230433e-017	
2.213242e-018	5.888829e+000	1.303340e-017	
2.344385e-018	5.888829e+000	1.380568e-017	
2.483299e-018	5.888829e+000	1.462372e-017	
2.630443e-018	5.888829e+000	1.549023e-017	
2.786307e-018	5.888829e+000	1.640808e-017	
2.951406e-018	5.888829e+000	1.738032e-017	
3.126288e-018	5.888829e+000	1.841017e-017	
3.311532e-018	5.888829e+000	1.950104e-017	
3.507752e-018	5.888829e+000	2.065655e-017	
3.715600e-018	5.888829e+000	2.188053e-017	
3.935763e-018	5.888829e+000	2.317703e-017	
4.168972e-018	5.888829e+000	2.455036e-017	
4.415999e-018	5.888829e+000	2.600506e-017	
4.677663e-018	5.888829e+000	2.754596e-017	
4.954832e-018	5.888829e+000	2.917816e-017	
5.248424e-018	5.888829e+000	3.090707e-017	
5.559413e-018	5.888829e+000	3.273843e-017	
5.888829e-018	5.888829e+000	3.467831e-017	
6.237764e-018	5.888829e+000	3.673312e-017	
6.607375e-018	5.888829e+000	3.890970e-017	
6.998886e-018	5.888829e+000	4.121524e-017	
7.413596e-018	5.888829e+000	4.365740e-017	
7.852880e-018	5.888829e+000	4.624426e-017	
8.318192e-018	5.888829e+000	4.898441e-017	
8.811076e-018	5.888829e+000	5.188692e-017	
9.333165e-018	5.888829e+000	5.496141e-017	
9.886190e-018	5.888829e+000	5.821808e-017	
1.047198e-017	5.888829e+000	6.166772e-017	
1.109249e-017	5.888829e+000	6.532176e-017	
1.174976e-017	5.888829e+000	6.919231e-017	
1.244598e-017	5.888829e+000	7.329222e-017	
1.318345e-017	5.888829e+000	7.763505e-017	
1.396461e-017	5.888829e+000	8.223522e-017	
1.479207e-017	5.888829e+000	8.710796e-017	
1.566855e-017	5.888829e+000	9.226943e-017	
1.659698e-017	5.888829e+000	9.773675e-017	
1.758041e-017	5.888829e+000	1.035280e-016	
1.862211e-017	5.888829e+000	1.096624e-016	
1.972554e-017	5.888829e+000	1.161603e-016	
2.089435e-017	5.888829e+000	1.230433e-016	
2.213242e-017	5.888829e+000	1.303340e-016	
2.344385e-017	5.888829e+000	1.380568e-016	
2.483299e-017	5.888829e+000	1.462372e-016	
2.630443e-017	5.888829e+000	1.549023e-016	
2.786307e-017	5.888829e+000	1.640808e-016	
2.951406e-017	5.888829e+000	1.738032e-016	
3.126288e-017	5.888829e+000	1.841017e-016	
3.311532e-017	5.888829e+000	1.950104e-016	
3.507752e-017	5.888829e+000	2.065655e-016	
3.715600e-017	5.888829e+000	2.188053e-016	
3.935763e-017	5.888829e+000	2.317703e-016	
4.168971e-017	5.888829e+000	2.455036e-016	
4.415999e-017	5.888829e+000	2.600506e-016	
4.677663e-017	5.888829e+000	2.754596e-016	
4.954832e-017	5.888829e+000	2.917816e-016	
5.248424e-017	5.888829e+000	3.090707e-016	
5.559413e-017	5.888829e+000	3.273843e-016	
5.888829e-017	5.888829e+000	3.467831e-016	
6.237764e-017	5.888829e+000	3.673312e-016	
6.607374e-017	5.888829e+000	3.890970e-016	
6.998886e-017	5.888829e+000	4.121524e-016	
7.413596e-017	5.888829e+000	4.365740e-016	
7.852880e-017	5.888829e+000	4.624426e-016	
8.318192e-017	5.888829e+000	4.898441e-016	
8.811076e-017	5.888829e+000	5.188692e-016	
9.333165e-017	5.888829e+000	5.496141e-016	
9.886189e-017	5.888829e+000	5.821808e-016	
1.047198e-016	5.888829e+000	6.166772e-016	
1.109249e-016	5.888829e+000	6.532176e-016	
1.174976e-016	5.888829e+000	6.919231e-016	
1.244598e-016	5.888829e+000	7.329222e-016	
1.318345e-016	5.888829e+000	7.763505e-016	
1.396461e-016	5.888829e+000	8.223522e-016	
1.479207e-016	5.888829e+000	8.710797e-016	
1.566855e-016	5.888829e+000	9.226943e-016	
1.659698e-016	5.888829e+000	9.773675e-016	
1.758041e-016	5.888829e+000	1.035280e-015	
1.862211e-016	5.888829e+000	1.096624e-015	
1.972554e-016	5.888829e+000	1.161603e-015	
2.089435e-016	5.888829e+000	1.230433e-015	
2.213242e-016	5.888829e+000	1.303340e-015	
2.344385e-016	5.888829e+000	1.380568e-015	
2.483299e-016	5.888829e+000	1.462372e-015	
2.630443e-016	5.888829e+000	1.549023e-015	
2.786307e-016	5.888829e+000	1.640808e-015	
2.951406e-016	5.888829e+000	1.738032e-015	
3.126288e-016	5.888829e+000	1.841017e-015	
3.311532e-016	5.888829e+000	1.950104e-015	
3.507752e-016	5.888829e+000	2.065655e-015	
3.715600e-016	5.888829e+000	2.188053e-015	
3.935763e-016	5.888829e+000	2.317703e-015	
4.168971e-016	5.888829e+000	2.455036e-015	
4.415999e-016	5.888829e+000	2.600506e-015	
4.677663e-016	5.888829e+000	2.754596e-015	
4.954832e-016	5.888829e+000	2.917816e-015	
5.248424e-016	5.888829e+000	3.090707e-015	
5.559413e-016	5.888829e+000	3.273843e-015	
5.888829e-016	5.888829e+000	3.467830e-015	
6.237764e-016	5.888829e+000	3.673312e-015	
6.607375e-016	5.888829e+000	3.890970e-015	
6.998886e-016	5.888829e+000	4.121524e-015	
7.413597e-016	5.888829e+000	4.365740e-015	
7.852880e-016	5.888829e+000	4.624426e-015	
8.318192e-016	5.888829e+000	4.898441e-015	
8.811076e-016	5.888829e+000	5.188692e-015	
9.333165e-016	5.888829e+000	5.496141e-015	
9.886190e-016	5.888829e+000	5.821808e-015	
1.047198e-015	5.888829e+000	6.166771e-015	
1.109249e-015	5.888829e+000	6.532176e-015	
1.174976e-015	5.888829e+000	6.919231e-015	
1.244597e-015	5.888829e+000	7.329222e-015	
1.318345e-015	5.888829e+000	7.763505e-015	
1.396461e-015	5.888829e+000	8.223522e-015	
1.479207e-015	5.888829e+000	8.710797e-015	
1.566855e-015	5.888829e+000	9.226943e-015	
1.659698e-015	5.888829e+000	9.773675e-015	
1.758041e-015	5.888829e+000	1.035280e-014	
1.862211e-015	5.888829e+000	1.096624e-014	
1.972554e-015	5.888829e+000	1.161603e-014	
2.089435e-015	5.888829e+000	1.230433e-014	
2.213242e-015	5.888829e+000	1.303340e-014	
2.344385e-015	5.888829e+000	1.380568e-014	
2.483299e-015	5.888829e+000	1.462372e-014	
2.630443e-015	5.888829e+000	1.549023e-014	
2.786307e-015	5.888829e+000	1.640808e-014	
2.951406e-015	5.888829e+000	1.738032e-014	
3.126288e-015	5.888829e+000	1.841017e-014	
3.311532e-015	5.888829e+000	1.950104e-014	
3.507753e-015	5.888829e+000	2.065655e-014	
3.715600e-015	5.888829e+000	2.188053e-014	
3.935763e-015	5.888829e+000	2.317704e-014	
4.168972e-015	5.888829e+000	2.455036e-014	
4.415999e-015	5.888829e+000	2.600506e-014	
4.677663e-015	5.888829e+000	2.754596e-014	
4.954832e-015	5.888829e+000	2.917816e-014	
5.248424e-015	5.888829e+000	3.090707e-014	
5.559413e-015	5.888829e+000	3.273843e-014	
5.888829e-015	5.888829e+000	3.467830e-014	
6.237764e-015	5.888829e+000	3.673312e-014	
6.607375e-015	5.888829e+000	3.890970e-014	
6.998886e-015	5.888829e+000	4.121524e-014	
7.413597e-015	5.888829e+000	4.365740e-014	
7.852880e-015	5.888829e+000	4.624426e-014	
8.318192e-015	5.888829e+000	4.898441e-014	
8.811076e-015	5.888829e+000	5.188692e-014	
9.333165e-015	5.888829e+000	5.496141e-014	
9.886190e-015	5.888829e+000	5.821808e-014	
1.047198e-014	5.888829e+000	6.166772e-014	
1.109249e-014	5.888829e+000	6.532176e-014	
1.174976e-014	5.888829e+000	6.919231e-014	
1.244598e-014	5.888829e+000	7.329222e-014	
1.318345e-014	5.888829e+000	7.763506e-014	
1.396461e-014	5.888829e+000	8.223522e-014	
1.479207e-014	5.888829e+000	8.710797e-014	
1.566855e-014	5.888829e+000	9.226943e-014	
1.659698e-014	5.888829e+000	9.773675e-014	
1.758041e-014	5.888829e+000	1.035280e-013	
1.862211e-014	5.888829e+000	1.096624e-013	
1.972554e-014	5.888829e+000	1.161603e-013	
2.089435e-014	5.888829e+000	1.230433e-013	
2.213242e-014	5.888829e+000	1.303340e-013	
2.344385e-014	5.888829e+000	1.380568e-013	
2.483298e-014	5.888829e+000	1.462372e-013	
2.630443e-014	5.888829e+000	1.549023e-013	
2.786307e-014	5.888829e+000	1.640808e-013	
2.951406e-014	5.888829e+000	1.738032e-013	
3.126288e-014	5.888829e+000	1.841017e-013	
3.311532e-014	5.888829e+000	1.950104e-013	
3.507752e-014	5.888829e+000	2.065655e-013	
3.715600e-014	5.888829e+000	2.188053e-013	
3.935763e-014	5.888829e+000	2.317703e-013	
4.168971e-014	5.888829e+000	2.455036e-013	
4.415999e-014	5.888829e+000	2.600506e-013	
4.677663e-014	5.888829e+000	2.754596e-013	
4.954832e-014	5.888829e+000	2.917816e-013	
5.248424e-014	5.888829e+000	3.090707e-013	
5.559413e-014	5.888829e+000	3.273843e-013	
5.888829e-014	5.888829e+000	3.467831e-013	
6.237764e-014	5.888829e+000	3.673312e-013	
6.607375e-014	5.888829e+000	3.890970e-013	
6.998886e-014	5.888829e+000	4.121524e-013	
7.413596e-014	5.888829e+000	4.365740e-013	
7.852880e-014	5.888829e+000	4.624426e-013	
8.318192e-014	5.888829e+000	4.898441e-013	
8.811076e-014	5.888829e+000	5.188692e-013	
9.333165e-014	5.888829e+000	5.496141e-013	
9.886190e-014	5.888829e+000	5.821808e-013	
1.047198e-013	5.888829e+000	6.166771e-013	
1.109249e-013	5.888829e+000	6.532176e-013	
1.174976e-013	5.888829e+000	6.919231e-013	
1.244598e-013	5.888829e+000	7.329222e-013	
1.318345e-013	5.888829e+000	7.763505e-013	
1.396461e-013	5.888829e+000	8.223522e-013	
1.479207e-013	5.888829e+000	8.710797e-013	
1.566856e-013	5.888829e+000	9.226944e-013	
1.659697e-013	5.888829e+000	9.773674e-013	
1.758041e-013	5.888829e+000	1.035280e-012	
1.862211e-013	5.888829e+000	1.096624e-012	
1.972554e-013	5.888829e+000	1.161603e-012	
2.089435e-013	5.888829e+000	1.230433e-012	
2.213242e-013	5.888829e+000	1.303340e-012	
2.344385e-013	5.888829e+000	1.380568e-012	
2.483299e-013	5.888829e+000	1.462372e-012	
2.630443e-013	5.888829e+000	1.549023e-012	
2.786307e-013	5.888829e+000	1.640808e-012	
2.951406e-013	5.888829e+000	1.738032e-012	
3.126288e-013	5.888829e+000	1.841017e-012	
3.311532e-013	5.888829e+000	1.950104e-012	
3.507752e-013	5.888829e+000	2.065655e-012	
3.715600e-013	5.888829e+000	2.188053e-012	
3.935763e-013	5.888829e+000	2.317703e-012	
4.168971e-013	5.888829e+000	2.455036e-012	
4.415999e-013	5.888829e+000	2.600506e-012	
4.677663e-013	5.888829e+000	2.754596e-012	
4.954832e-013	5.888829e+000	2.917816e-012	
5.248424e-013	5.888829e+000	3.090707e-012	
5.559413e-013	5.888829e+000	3.273843e-012	
5.888829e-013	5.888829e+000	3.467831e-012	
6.237764e-013	5.888829e+000	3.673313e-012	
6.607375e-013	5.888829e+000	3.890970e-012	
6.998886e-013	5.888829e+000	4.121524e-012	
7.413596e-013	5.888829e+000	4.365740e-012	
7.852880e-013	5.888829e+000	4.624426e-012	
8.318192e-013	5.888829e+000	4.898441e-012	
8.811076e-013	5.888829e+000	5.188692e-012	
9.333165e-013	5.888829e+000	5.496141e-012	
9.886189e-013	5.888829e+000	5.821807e-012	
1.047198e-012	5.888829e+000	6.166772e-012	
1.109249e-012	5.888829e+000	6.532176e-012	
1.174976e-012	5.888829e+000	6.919231e-012	
1.244598e-012	5.888829e+000	7.329222e-012	
1.318345e-012	5.888829e+000	7.763505e-012	
1.396461e-012	5.888829e+000	8.223522e-012	
1.479207e-012	5.888829e+000	8.710796e-012	
1.566855e-012	5.888829e+000	9.226944e-012	
1.659697e-012	5.888829e+000	9.773674e-012	
1.758041e-012	5.888829e+000	1.035280e-011	
1.862211e-012	5.888829e+000	1.096624e-011	
1.972554e-012	5.888829e+000	1.161603e-011	
2.089435e-012	5.888829e+000	1.230433e-011	
2.213242e-012	5.888829e+000	1.303340e-011	
2.344385e-012	5.888829e+000	1.380568e-011	
2.483299e-012	5.888829e+000	1.462372e-011	
2.630443e-012	5.888829e+000	1.549023e-011	
2.786307e-012	5.888829e+000	1.640808e-011	
2.951406e-012	5.888829e+000	1.738032e-011	
3.126288e-012	5.888829e+000	1.841017e-011	
3.311532e-012	5.888829e+000	1.950104e-011	
3.507752e-012	5.888829e+000	2.065655e-011	
3.715600e-012	5.888829e+000	2.188053e-011	
3.935763e-012	5.888829e+000	2.317704e-011	
