time	V(out)
3.113425588236511e-005	1.371659e-001
3.211081838236511e-005	1.371659e-001
3.308738088236511e-005	1.371659e-001
3.406394338236511e-005	1.371659e-001
3.504050588236511e-005	1.371659e-001
3.601706838236511e-005	1.371659e-001
3.699363088236511e-005	1.371659e-001
3.797019338236511e-005	1.371659e-001
3.894675588236511e-005	1.371659e-001
3.992331838236511e-005	1.371659e-001
4.089988088236511e-005	1.371659e-001
4.187644338236512e-005	1.371659e-001
4.285300588236512e-005	1.371659e-001
4.382956838236512e-005	1.371659e-001
4.480613088236512e-005	1.371659e-001
4.578269338236512e-005	1.371659e-001
4.675925588236512e-005	1.371659e-001
4.773581838236512e-005	1.371659e-001
4.871238088236512e-005	1.371659e-001
4.968894338236512e-005	1.371659e-001
5.066550588236512e-005	1.371659e-001
5.164206838236512e-005	1.371659e-001
5.261863088236512e-005	1.371659e-001
5.359519338236513e-005	1.371659e-001
5.402343750000000e-005	1.371659e-001
5.414351176473025e-005	1.371659e-001
5.438366029419075e-005	1.371659e-001
5.451970294107901e-005	1.371659e-001
5.472791470622348e-005	1.371659e-001
5.500000000000000e-005	1.371663e-001
5.502720852937765e-005	1.376169e-001
5.508162558813296e-005	1.388155e-001
5.519045970564357e-005	1.418155e-001
5.540812794066478e-005	1.491822e-001
5.571707153001728e-005	1.641830e-001
5.614402904470638e-005	1.974284e-001
5.640230875587360e-005	2.321462e-001
5.654359069619837e-005	2.647052e-001
5.663188205125171e-005	2.973914e-001
5.669569412493580e-005	3.338736e-001
5.674318080222580e-005	3.768727e-001
5.678180333826255e-005	4.398700e-001
5.681742666644802e-005	5.514753e-001
5.686034062749817e-005	7.915872e-001
5.692435587188432e-005	1.359163e+000
5.698447643602949e-005	2.146580e+000
5.702136067606055e-005	2.858291e+000
5.706072660519134e-005	3.894470e+000
5.710129597608520e-005	5.242112e+000
5.717345301902560e-005	8.111299e+000
5.724723703157137e-005	1.154816e+001
5.737784551505680e-005	1.852497e+001
5.756323061769074e-005	2.909676e+001
5.777927878805111e-005	4.034358e+001
5.792269063439453e-005	4.475800e+001
5.809687729486508e-005	4.615010e+001
5.823610910267717e-005	4.618455e+001
5.838897707771629e-005	4.616614e+001
5.859166741000007e-005	4.617311e+001
5.883353745370440e-005	4.617106e+001
5.919631499387967e-005	4.617185e+001
5.952402531808174e-005	4.617160e+001
6.000000000000000e-005	4.617035e+001
6.000118897446831e-005	4.617043e+001
6.000356692340492e-005	4.617054e+001
6.000734973646746e-005	4.617069e+001
6.000998206206675e-005	4.617078e+001
6.001247543826129e-005	4.617086e+001
6.001522393461314e-005	4.617095e+001
6.001816970583635e-005	4.617103e+001
6.002094517115448e-005	4.617110e+001
6.002364330166014e-005	4.617116e+001
6.002648712634566e-005	4.617122e+001
6.002921125255685e-005	4.617128e+001
6.003212538937892e-005	4.617133e+001
6.003482536712275e-005	4.617138e+001
6.003782301326528e-005	4.617142e+001
6.004047161878337e-005	4.617146e+001
6.004360759927573e-005	4.617150e+001
6.004612722953051e-005	4.617153e+001
6.004948006635841e-005	4.617157e+001
6.005216526861394e-005	4.617160e+001
6.005565271007661e-005	4.617163e+001
6.005869295183940e-005	4.617165e+001
6.006231861181748e-005	4.617168e+001
6.006586028275025e-005	4.617171e+001
6.006968015347637e-005	4.617173e+001
6.007363010097542e-005	4.617175e+001
6.007772502115346e-005	4.617177e+001
6.008196860582717e-005	4.617179e+001
6.008628391345596e-005	4.617181e+001
6.009096912429542e-005	4.617183e+001
6.009530221530254e-005	4.617184e+001
6.009999589785402e-005	4.617185e+001
6.010449369174625e-005	4.617186e+001
6.010941910616739e-005	4.617187e+001
6.011429872730827e-005	4.617188e+001
6.011970645571973e-005	4.617189e+001
6.012520613206089e-005	4.617189e+001
6.013141269636590e-005	4.617190e+001
6.013782286423188e-005	4.617191e+001
6.014523047765384e-005	4.617191e+001
6.015292803212717e-005	4.617191e+001
6.016206374054599e-005	4.617192e+001
6.017154678183916e-005	4.617192e+001
6.018311944167975e-005	4.617192e+001
6.019505832331435e-005	4.617193e+001
6.021001424253994e-005	4.617193e+001
6.022647511905622e-005	4.617193e+001
6.024793950483879e-005	4.617193e+001
6.027408401066518e-005	4.617193e+001
6.031222555478982e-005	4.617193e+001
6.036424508140875e-005	4.617193e+001
6.045485917917021e-005	4.617193e+001
6.060467392181112e-005	4.617193e+001
6.090430340709293e-005	4.617193e+001
9.949012426593958e-005	4.617193e+001
1.000000000000000e-004	4.617193e+001
1.000011217277498e-004	4.617194e+001
1.000033651832494e-004	4.617195e+001
1.000058532986782e-004	4.617196e+001
1.000081844118323e-004	4.617196e+001
1.000113450977108e-004	4.617197e+001
1.000154153878588e-004	4.617198e+001
1.000212268576285e-004	4.617200e+001
1.000290428440614e-004	4.617201e+001
1.000408593428250e-004	4.617203e+001
1.000594669135746e-004	4.617204e+001
1.000955327824769e-004	4.617205e+001
1.001676645202816e-004	4.617206e+001
1.003119279958909e-004	4.617206e+001
1.006004549471096e-004	4.617206e+001
1.011775088495469e-004	4.617206e+001
1.021540713495469e-004	4.557365e+001
1.031306338495469e-004	4.124944e+001
1.035075628880354e-004	3.365974e+001
1.037270755301652e-004	2.319736e+001
1.038674243248983e-004	1.298431e+001
1.039433794902746e-004	6.504729e+000
1.039839947307951e-004	3.269121e+000
1.040106637346079e-004	1.666170e+000
1.040372682493838e-004	5.528887e-001
1.040463934264242e-004	3.397309e-001
1.040553973783349e-004	2.589989e-001
1.040610638502479e-004	2.314767e-001
1.040683725819735e-004	2.107100e-001
1.040760332421527e-004	1.969457e-001
1.040844419604330e-004	1.879260e-001
1.040955010309135e-004	1.810317e-001
1.041060229914074e-004	1.773791e-001
1.041238204580728e-004	1.740823e-001
1.041406873513183e-004	1.722295e-001
1.041727827100019e-004	1.698771e-001
1.042107818313925e-004	1.675236e-001
1.042842646538529e-004	1.634948e-001
1.044129290165583e-004	1.574420e-001
1.046702577419690e-004	1.477470e-001
1.050000000000000e-004	1.379170e-001
1.050329742258031e-004	1.374752e-001
1.050989226774093e-004	1.371917e-001
1.052308195806217e-004	1.371644e-001
1.053580561371516e-004	1.371692e-001
1.056125292502115e-004	1.371649e-001
1.061214754763312e-004	1.371663e-001
1.070980379763312e-004	1.371659e-001
1.080746004763312e-004	1.371659e-001
1.090511629763312e-004	1.371659e-001
1.100277254763312e-004	1.371659e-001
1.110042879763312e-004	1.371659e-001
1.119808504763312e-004	1.371659e-001
1.129574129763312e-004	1.371659e-001
1.139339754763312e-004	1.371659e-001
1.149105379763312e-004	1.371659e-001
1.158871004763312e-004	1.371659e-001
1.168636629763312e-004	1.371659e-001
1.178402254763312e-004	1.371659e-001
1.188167879763312e-004	1.371659e-001
1.197933504763312e-004	1.371659e-001
1.207699129763312e-004	1.371659e-001
1.217464754763312e-004	1.371659e-001
1.227230379763312e-004	1.371659e-001
1.236996004763312e-004	1.371659e-001
1.246761629763312e-004	1.371659e-001
1.256527254763312e-004	1.371659e-001
1.266292879763312e-004	1.371659e-001
1.276058504763312e-004	1.371659e-001
1.285824129763312e-004	1.371659e-001
1.295589754763312e-004	1.371659e-001
1.305355379763312e-004	1.371659e-001
1.315121004763312e-004	1.371659e-001
1.324886629763312e-004	1.371659e-001
1.334652254763312e-004	1.371659e-001
1.344417879763312e-004	1.371659e-001
1.354183504763312e-004	1.371659e-001
1.363949129763312e-004	1.371659e-001
1.373714754763312e-004	1.371659e-001
1.383480379763312e-004	1.371659e-001
1.393246004763312e-004	1.371659e-001
1.403011629763312e-004	1.371659e-001
1.412777254763312e-004	1.371659e-001
1.422542879763312e-004	1.371659e-001
1.432308504763312e-004	1.371659e-001
1.442074129763312e-004	1.371659e-001
1.451839754763312e-004	1.371659e-001
1.461605379763312e-004	1.371659e-001
1.471371004763312e-004	1.371659e-001
1.481136629763312e-004	1.371659e-001
1.490902254763312e-004	1.371659e-001
1.500667879763312e-004	1.371659e-001
1.510433504763312e-004	1.371659e-001
1.520199129763312e-004	1.371659e-001
1.529964754763312e-004	1.371659e-001
1.539730379763312e-004	1.371661e-001
1.540234375000000e-004	1.371660e-001
1.541242365473376e-004	1.371659e-001
1.543258346420127e-004	1.371659e-001
1.545968038106498e-004	1.371659e-001
1.550000000000000e-004	1.371656e-001
1.550403196189350e-004	1.379254e-001
1.551209588568051e-004	1.398638e-001
1.552822373325451e-004	1.447103e-001
1.555531535786317e-004	1.559873e-001
1.560334794118558e-004	1.882764e-001
1.563818571814013e-004	2.299414e-001
1.565434786255298e-004	2.659324e-001
1.566455607405256e-004	3.048779e-001
1.567084473619068e-004	3.439021e-001
1.567544469741437e-004	3.915362e-001
1.567918819313969e-004	4.646024e-001
1.568291320776759e-004	6.003446e-001
1.568702288793487e-004	8.615096e-001
1.569426731514321e-004	1.565926e+000
1.569929399013378e-004	2.281455e+000
1.570276016388858e-004	2.996087e+000
1.570650903819419e-004	4.024941e+000
1.571099610056183e-004	5.566211e+000
1.571904863675444e-004	8.864006e+000
1.572665621533035e-004	1.251456e+001
1.574138682627056e-004	2.055909e+001
1.576010778342719e-004	3.125508e+001
1.577998463990351e-004	4.120237e+001
1.579414086029329e-004	4.511936e+001
1.581076500670858e-004	4.616597e+001
1.582503365146468e-004	4.617542e+001
1.583991928127644e-004	4.616990e+001
1.586310496498101e-004	4.617204e+001
1.588686586480806e-004	4.617158e+001
1.592107443762015e-004	4.617186e+001
1.596157431509053e-004	4.617179e+001
1.600000000000000e-004	4.617130e+001
1.600011067239745e-004	4.617136e+001
1.600033201719236e-004	4.617142e+001
1.600066371083453e-004	4.617147e+001
1.600094334443253e-004	4.617151e+001
1.600120000609154e-004	4.617154e+001
1.600147569795348e-004	4.617157e+001
1.600176383344768e-004	4.617160e+001
1.600203429428169e-004	4.617162e+001
1.600229031578388e-004	4.617165e+001
1.600256593077167e-004	4.617167e+001
1.600281403722327e-004	4.617169e+001
1.600308985350736e-004	4.617171e+001
1.600332030286261e-004	4.617172e+001
1.600359212455839e-004	4.617174e+001
1.600379176960484e-004	4.617175e+001
1.600405781159255e-004	4.617176e+001
1.600424245986376e-004	4.617177e+001
1.600448812249150e-004	4.617178e+001
1.600467516795756e-004	4.617179e+001
1.600489249444433e-004	4.617180e+001
1.600507625405290e-004	4.617181e+001
1.600527324739853e-004	4.617181e+001
1.600545131827188e-004	4.617182e+001
1.600563554288091e-004	4.617183e+001
1.600581102101782e-004	4.617183e+001
1.600598966586879e-004	4.617184e+001
1.600618130188410e-004	4.617184e+001
1.600636066483946e-004	4.617184e+001
1.600656737564409e-004	4.617185e+001
1.600676130060764e-004	4.617186e+001
1.600699900890177e-004	4.617186e+001
1.600723619991208e-004	4.617186e+001
1.600753641360414e-004	4.617187e+001
1.600784981540816e-004	4.617188e+001
1.600826725434325e-004	4.617188e+001
1.600870420725734e-004	4.617189e+001
1.600932902057974e-004	4.617189e+001
1.600996502916723e-004	4.617190e+001
1.601094577183021e-004	4.617191e+001
1.601190154457292e-004	4.617192e+001
1.601333511214704e-004	4.617192e+001
1.601479762956508e-004	4.617192e+001
1.601685530245265e-004	4.617193e+001
1.601900906949642e-004	4.617193e+001
1.602244425909260e-004	4.617193e+001
1.602569664715592e-004	4.617193e+001
1.603220142328257e-004	4.617193e+001
1.603929689670081e-004	4.617193e+001
1.605348784353729e-004	4.617193e+001
1.990234375000000e-004	4.617193e+001
2.000000000000000e-004	4.617193e+001
2.000021484391579e-004	4.617194e+001
2.000064453174738e-004	4.617196e+001
2.000150390741055e-004	4.617198e+001
2.000207114681022e-004	4.617200e+001
2.000272438120325e-004	4.617201e+001
2.000363054913510e-004	4.617202e+001
2.000544288499881e-004	4.617204e+001
2.000862198785601e-004	4.617205e+001
2.001498019357040e-004	4.617206e+001
2.002769660499920e-004	4.617207e+001
2.005312942785678e-004	4.617207e+001
2.010399507357195e-004	4.617207e+001
2.020165132357195e-004	4.587302e+001
2.029930757357195e-004	4.351006e+001
2.033666928793406e-004	3.866869e+001
2.036130442601412e-004	3.023598e+001
2.037706490331725e-004	2.086138e+001
2.038954885662375e-004	1.096858e+001
2.039591790398758e-004	5.477389e+000
2.039943536522161e-004	2.811734e+000
2.040223309171732e-004	1.221876e+000
2.040384124436596e-004	5.559583e-001
2.040458431368458e-004	3.739314e-001
2.040534829647867e-004	2.869511e-001
2.040586184599562e-004	2.529941e-001
2.040654760882661e-004	2.252898e-001
2.040723555175959e-004	2.073855e-001
2.040805548528820e-004	1.943458e-001
2.040898336535289e-004	1.855525e-001
2.041004065875894e-004	1.799513e-001
2.041154119979606e-004	1.756646e-001
2.041295444960258e-004	1.734758e-001
2.041578094921561e-004	1.709336e-001
2.041858798480537e-004	1.690195e-001
2.042420205598490e-004	1.657482e-001
2.043273172018502e-004	1.613221e-001
2.044979104858526e-004	1.537004e-001
2.046588134319952e-004	1.474116e-001
2.046781941077150e-004	1.467367e-001
2.047169554591546e-004	1.454933e-001
2.047944781620339e-004	1.431414e-001
2.048838673743150e-004	1.406315e-001
2.050000000000000e-004	1.373280e-001
2.050116132625685e-004	1.373490e-001
2.050348397877055e-004	1.372656e-001
2.050812928379796e-004	1.371733e-001
2.051417291161624e-004	1.371643e-001
2.052626016725281e-004	1.371662e-001
2.055043467852595e-004	1.371658e-001
2.059878370107224e-004	1.371660e-001
2.069548174616481e-004	1.371659e-001
2.079313799616481e-004	1.371659e-001
2.089079424616481e-004	1.371659e-001
2.098845049616481e-004	1.371659e-001
2.108610674616481e-004	1.371659e-001
2.118376299616481e-004	1.371659e-001
2.128141924616481e-004	1.371659e-001
2.137907549616481e-004	1.371659e-001
2.147673174616481e-004	1.371659e-001
2.157438799616481e-004	1.371659e-001
2.167204424616481e-004	1.371659e-001
2.176970049616481e-004	1.371659e-001
2.186735674616481e-004	1.371659e-001
2.196501299616481e-004	1.371659e-001
2.206266924616481e-004	1.371659e-001
2.216032549616481e-004	1.371659e-001
2.225798174616481e-004	1.371659e-001
2.235563799616481e-004	1.371659e-001
2.245329424616481e-004	1.371659e-001
2.255095049616481e-004	1.371659e-001
2.264860674616481e-004	1.371659e-001
2.274626299616481e-004	1.371659e-001
2.284391924616481e-004	1.371659e-001
2.294157549616481e-004	1.371659e-001
2.303923174616481e-004	1.371659e-001
2.313688799616481e-004	1.371659e-001
2.323454424616481e-004	1.371659e-001
2.333220049616481e-004	1.371659e-001
2.342985674616481e-004	1.371659e-001
2.352751299616481e-004	1.371659e-001
2.362516924616481e-004	1.371659e-001
2.372282549616481e-004	1.371659e-001
2.382048174616481e-004	1.371659e-001
2.391813799616481e-004	1.371659e-001
2.401579424616481e-004	1.371659e-001
2.411345049616481e-004	1.371659e-001
2.421110674616481e-004	1.371659e-001
2.430876299616481e-004	1.371659e-001
2.440641924616481e-004	1.371659e-001
2.450407549616481e-004	1.371659e-001
2.460173174616481e-004	1.371659e-001
2.469938799616481e-004	1.371659e-001
2.479704424616481e-004	1.371659e-001
2.489470049616481e-004	1.371659e-001
2.499235674616481e-004	1.371659e-001
2.509001299616481e-004	1.371659e-001
2.518766924616481e-004	1.371659e-001
2.528532549616481e-004	1.371659e-001
2.538298174616481e-004	1.371659e-001
2.540234375000000e-004	1.371659e-001
2.544106775767038e-004	1.371659e-001
2.550000000000000e-004	1.371652e-001
2.550589322423296e-004	1.383911e-001
2.551767967269889e-004	1.414772e-001
2.554125256963074e-004	1.495091e-001
2.557611571661091e-004	1.664235e-001
2.561233087431887e-004	1.947793e-001
2.563944510785374e-004	2.306173e-001
2.565346984549682e-004	2.619018e-001
2.566242198475491e-004	2.939055e-001
2.566908283295611e-004	3.304766e-001
2.567391453001939e-004	3.722585e-001
2.567784472236866e-004	4.326956e-001
2.568139176813783e-004	5.387678e-001
2.568582554904719e-004	7.766027e-001
2.569178314392977e-004	1.288483e+000
2.569808209240649e-004	2.089219e+000
2.570186299062554e-004	2.800982e+000
2.570596811549104e-004	3.864890e+000
2.570989529838672e-004	5.164253e+000
2.571774966417807e-004	8.291407e+000
2.572493330955168e-004	1.164579e+001
2.573819344859364e-004	1.875223e+001
2.575652587692880e-004	2.919815e+001
2.577846418534940e-004	4.051605e+001
2.579297369911577e-004	4.486631e+001
2.581027124619334e-004	4.615675e+001
2.582428330720283e-004	4.618145e+001
2.583952149820679e-004	4.616742e+001
2.586048853428190e-004	4.617267e+001
2.588422791706882e-004	4.617124e+001
2.591879026737995e-004	4.617192e+001
2.595680658929404e-004	4.617172e+001
2.600000000000000e-004	4.617068e+001
2.600011553167008e-004	4.617075e+001
2.600034659501024e-004	4.617083e+001
2.600073023780572e-004	4.617095e+001
2.600099032833497e-004	4.617102e+001
2.600123720663027e-004	4.617109e+001
2.600151160401102e-004	4.617115e+001
2.600180367986618e-004	4.617122e+001
2.600208216182367e-004	4.617128e+001
2.600237791227573e-004	4.617133e+001
2.600264913173415e-004	4.617138e+001
2.600291523886652e-004	4.617142e+001
2.600320210630728e-004	4.617146e+001
2.600347120585072e-004	4.617149e+001
2.600376712309663e-004	4.617153e+001
2.600403386429572e-004	4.617156e+001
2.600433976029121e-004	4.617159e+001
2.600459794746227e-004	4.617162e+001
2.600492058874707e-004	4.617165e+001
2.600517744236695e-004	4.617167e+001
2.600551777280653e-004	4.617169e+001
2.600579804751227e-004	4.617171e+001
2.600615066449452e-004	4.617173e+001
2.600648005395531e-004	4.617175e+001
2.600684561417339e-004	4.617177e+001
2.600721682557866e-004	4.617178e+001
2.600760720630439e-004	4.617180e+001
2.600801304362736e-004	4.617181e+001
2.600842816358172e-004	4.617183e+001
2.600889328507600e-004	4.617184e+001
2.600932368751142e-004	4.617185e+001
2.600984519824246e-004	4.617186e+001
2.601034022033852e-004	4.617188e+001
2.601093232832564e-004	4.617188e+001
2.601152717767575e-004	4.617189e+001
2.601223396066464e-004	4.617190e+001
2.601296138596524e-004	4.617191e+001
2.601384689193436e-004	4.617191e+001
2.601475180341652e-004	4.617192e+001
2.601589967272736e-004	4.617192e+001
2.601710576214771e-004	4.617192e+001
2.601869393776585e-004	4.617193e+001
2.602052091112513e-004	4.617193e+001
2.602321447809467e-004	4.617193e+001
2.602654936766456e-004	4.617193e+001
2.603264127295372e-004	4.617193e+001
2.604102985780795e-004	4.617193e+001
2.605780702751641e-004	4.617193e+001
2.660702655929978e-004	4.617193e+001
2.715624609108315e-004	4.617193e+001
2.770546562286653e-004	4.617193e+001
2.825468515464990e-004	4.617193e+001
2.880390468643326e-004	4.617193e+001
2.935312421821663e-004	4.617193e+001
2.990234375000000e-004	4.617193e+001
2.993412759153439e-004	4.617193e+001
2.994104176772487e-004	4.617193e+001
2.995026066931218e-004	4.617193e+001
2.996305135955261e-004	4.617193e+001
2.997441861951914e-004	4.617193e+001
2.998295920116248e-004	4.617193e+001
2.998861255780888e-004	4.617193e+001
2.998869328670721e-004	4.617193e+001
2.998885474450387e-004	4.617193e+001
2.998904243718345e-004	4.617193e+001
2.998924585001472e-004	4.617193e+001
2.998958364260174e-004	4.617193e+001
2.998996800177990e-004	4.617193e+001
2.999054579217984e-004	4.617193e+001
2.999133225185540e-004	4.617193e+001
2.999241563764831e-004	4.617193e+001
2.999616929222663e-004	4.617193e+001
2.999823466788080e-004	4.617193e+001
3.000000000000000e-004	4.617193e+001
3.000000388372170e-004	4.617193e+001
3.000001165116509e-004	4.617193e+001
3.000002026483504e-004	4.617193e+001
3.000003008800489e-004	4.617193e+001
3.000004973434459e-004	4.617194e+001
3.000008902702398e-004	4.617194e+001
3.000016022548595e-004	4.617194e+001
3.000025822060349e-004	4.617194e+001
3.000039905061743e-004	4.617195e+001
3.000058237854203e-004	4.617196e+001
3.000083125875328e-004	4.617196e+001
3.000115338158944e-004	4.617197e+001
3.000158747479028e-004	4.617199e+001
3.000216700610083e-004	4.617200e+001
3.000298572492776e-004	4.617201e+001
3.000418885037752e-004	4.617203e+001
3.000616621319542e-004	4.617204e+001
3.000995785494712e-004	4.617205e+001
3.001754113845052e-004	4.617206e+001
3.003270770545732e-004	4.617207e+001
3.006304083947093e-004	4.617207e+001
3.012370710749815e-004	4.617207e+001
3.022136335749815e-004	4.537197e+001
3.031901960749815e-004	4.267878e+001
3.032628902728351e-004	4.194461e+001
3.034082786685424e-004	3.874806e+001
3.035759496414449e-004	3.220992e+001
3.037887208142435e-004	1.936058e+001
3.039081429985583e-004	9.938246e+000
3.039696296422767e-004	4.693603e+000
3.040023631934549e-004	2.349902e+000
3.040304614025073e-004	8.825263e-001
3.040425151966847e-004	4.529684e-001
3.040483484422803e-004	3.402762e-001
3.040541287348513e-004	2.850780e-001
3.040607862520423e-004	2.457476e-001
3.040678520475912e-004	2.201583e-001
3.040773919329997e-004	1.998486e-001
3.040869769171605e-004	1.885080e-001
3.041014035632667e-004	1.798691e-001
3.041151532281353e-004	1.758348e-001
3.041402530005583e-004	1.724064e-001
3.041631980337855e-004	1.704988e-001
3.042090881002399e-004	1.676271e-001
3.042644701400960e-004	1.645112e-001
3.043752342198081e-004	1.591007e-001
3.045967623792323e-004	1.504025e-001
3.050000000000000e-004	1.375414e-001
3.050403237620768e-004	1.373420e-001
3.051209712862304e-004	1.371855e-001
3.052822663345375e-004	1.371619e-001
3.055559905925451e-004	1.371677e-001
3.060485036963918e-004	1.371651e-001
3.070250661963918e-004	1.371660e-001
3.080016286963918e-004	1.371659e-001
3.089781911963918e-004	1.371660e-001
3.099547536963918e-004	1.371659e-001
3.109313161963918e-004	1.371660e-001
3.119078786963918e-004	1.371659e-001
3.128844411963918e-004	1.371660e-001
3.138610036963918e-004	1.371659e-001
3.148375661963918e-004	1.371660e-001
3.158141286963918e-004	1.371659e-001
3.167906911963918e-004	1.371660e-001
3.177672536963918e-004	1.371659e-001
3.187438161963918e-004	1.371660e-001
3.197203786963918e-004	1.371659e-001
3.206969411963918e-004	1.371659e-001
3.216735036963918e-004	1.371659e-001
3.226500661963918e-004	1.371659e-001
3.236266286963918e-004	1.371659e-001
3.246031911963918e-004	1.371659e-001
3.255797536963918e-004	1.371659e-001
3.265563161963918e-004	1.371659e-001
3.275328786963918e-004	1.371659e-001
3.285094411963918e-004	1.371659e-001
3.294860036963918e-004	1.371659e-001
3.304625661963918e-004	1.371659e-001
3.314391286963918e-004	1.371659e-001
3.324156911963918e-004	1.371659e-001
3.333922536963918e-004	1.371659e-001
3.343688161963918e-004	1.371659e-001
3.353453786963918e-004	1.371659e-001
3.363219411963918e-004	1.371659e-001
3.372985036963918e-004	1.371659e-001
3.382750661963918e-004	1.371659e-001
3.392516286963918e-004	1.371659e-001
3.402281911963918e-004	1.371659e-001
3.412047536963918e-004	1.371659e-001
3.421813161963918e-004	1.371659e-001
3.431578786963918e-004	1.371659e-001
3.441344411963918e-004	1.371659e-001
3.451110036963918e-004	1.371659e-001
3.460875661963918e-004	1.371659e-001
3.470641286963918e-004	1.371659e-001
3.480406911963918e-004	1.371659e-001
3.490172536963918e-004	1.371659e-001
3.499938161963918e-004	1.371659e-001
3.509703786963918e-004	1.371659e-001
3.519469411963918e-004	1.371659e-001
3.529235036963918e-004	1.371659e-001
3.539000661963918e-004	1.371658e-001
3.540234375000001e-004	1.371658e-001
3.542701801072165e-004	1.371659e-001
3.545065147855671e-004	1.371661e-001
3.545273306432989e-004	1.371661e-001
3.545689623587623e-004	1.371660e-001
3.546522257896893e-004	1.371659e-001
3.548187526515431e-004	1.371659e-001
3.550000000000000e-004	1.371660e-001
3.550181247348457e-004	1.374190e-001
3.550543742045371e-004	1.381375e-001
3.551268731439199e-004	1.399819e-001
3.552718710226855e-004	1.442797e-001
3.554852775999887e-004	1.524986e-001
3.559120907545953e-004	1.767564e-001
3.562410493316631e-004	2.073796e-001
3.564412688859030e-004	2.390372e-001
3.565611380339609e-004	2.698552e-001
3.566422831788537e-004	3.023473e-001
3.567045462489704e-004	3.404936e-001
3.567498025935800e-004	3.849771e-001
3.567875454932471e-004	4.532267e-001
3.568237827328936e-004	5.765995e-001
3.568651061434326e-004	8.239563e-001
3.569334959386101e-004	1.459502e+000
3.569887290200415e-004	2.212815e+000
3.570242764868814e-004	2.919785e+000
3.570618182291741e-004	3.925153e+000
3.571041880368501e-004	5.347821e+000
3.571772943380446e-004	8.277424e+000
3.572520139027323e-004	1.178534e+001
3.573864554903447e-004	1.900721e+001
3.575730989986751e-004	2.963437e+001
3.577908188828114e-004	4.074411e+001
3.579361533093865e-004	4.497270e+001
3.581076869350529e-004	4.616180e+001
3.582493880766161e-004	4.617845e+001
3.584008001537377e-004	4.616855e+001
3.586224361265150e-004	4.617232e+001
3.588612350523095e-004	4.617140e+001
3.592073851572795e-004	4.617188e+001
3.595795467249553e-004	4.617174e+001
3.600000000000000e-004	4.617096e+001
3.600011738597838e-004	4.617103e+001
3.600035215793512e-004	4.617111e+001
3.600070739302913e-004	4.617119e+001
3.600097781847097e-004	4.617125e+001
3.600123039782723e-004	4.617130e+001
3.600150494414853e-004	4.617135e+001
3.600179663921887e-004	4.617139e+001
3.600206891589907e-004	4.617144e+001
3.600232897065446e-004	4.617147e+001
3.600260744914526e-004	4.617151e+001
3.600286340316415e-004	4.617154e+001
3.600314443220677e-004	4.617157e+001
3.600338766835868e-004	4.617160e+001
3.600366868149041e-004	4.617162e+001
3.600388947519702e-004	4.617164e+001
3.600417079712745e-004	4.617167e+001
3.600437246503422e-004	4.617168e+001
3.600464761246343e-004	4.617170e+001
3.600485714308882e-004	4.617171e+001
3.600511353048780e-004	4.617173e+001
3.600533550828247e-004	4.617174e+001
3.600557827407843e-004	4.617176e+001
3.600580683235904e-004	4.617176e+001
3.600604573272698e-004	4.617178e+001
3.600628196923620e-004	4.617179e+001
3.600652345529528e-004	4.617180e+001
3.600679203225703e-004	4.617181e+001
3.600703935734061e-004	4.617182e+001
3.600732954048706e-004	4.617183e+001
3.600759640595721e-004	4.617183e+001
3.600790035370419e-004	4.617184e+001
3.600819897011927e-004	4.617185e+001
3.600854354726313e-004	4.617186e+001
3.600889911054412e-004	4.617186e+001
3.600931819909942e-004	4.617187e+001
3.600976486821154e-004	4.617188e+001
3.601030642556262e-004	4.617189e+001
3.601089214711425e-004	4.617189e+001
3.601162837351912e-004	4.617190e+001
3.601241902409990e-004	4.617191e+001
3.601346641785626e-004	4.617191e+001
3.601454779635246e-004	4.617192e+001
3.601610562650840e-004	4.617192e+001
3.601758773199258e-004	4.617193e+001
3.601973782568700e-004	4.617193e+001
3.602183023318131e-004	4.617193e+001
3.602519832296460e-004	4.617193e+001
3.602875842987707e-004	4.617193e+001
3.603490023331302e-004	4.617193e+001
3.604285155349371e-004	4.617193e+001
3.605800616690219e-004	4.617193e+001
3.990234375000000e-004	4.617193e+001
4.000000000000000e-004	4.617193e+001
4.000021484391322e-004	4.617194e+001
4.000064453173966e-004	4.617196e+001
4.000150390739253e-004	4.617198e+001
4.000207113777754e-004	4.617200e+001
4.000272437560565e-004	4.617201e+001
4.000363053574351e-004	4.617202e+001
4.000544285601923e-004	4.617204e+001
4.000862191852171e-004	4.617205e+001
4.001498004352666e-004	4.617206e+001
4.002769629353655e-004	4.617207e+001
4.005312879355634e-004	4.617207e+001
4.010399379359593e-004	4.617207e+001
4.020165004359593e-004	4.587305e+001
4.029930629359593e-004	4.351021e+001
4.033666798526518e-004	3.866906e+001
4.036130339865217e-004	3.023651e+001
4.037706420404951e-004	2.086189e+001
4.038954821069123e-004	1.096916e+001
4.039591749167417e-004	5.477742e+000
4.039943507993013e-004	2.811928e+000
4.040223278343480e-004	1.222029e+000
4.040384114504116e-004	5.559964e-001
4.040458428993951e-004	3.739396e-001
4.040534830472463e-004	2.869508e-001
4.040586176608244e-004	2.529984e-001
4.040654756246073e-004	2.252917e-001
4.040723545455676e-004	2.073876e-001
4.040805535930197e-004	1.943474e-001
4.040898322428881e-004	1.855536e-001
4.041004043249450e-004	1.799522e-001
4.041154089353422e-004	1.756652e-001
