time	Id(M1)
0.000000000000000e+000	1.257661e-010
9.765624940649698e-012	-1.067344e-007
1.953124988129940e-011	-2.555310e-007
3.906249976259879e-011	-6.723902e-007
7.812499952519758e-011	-1.728385e-006
1.562499990503952e-010	-4.208579e-006
3.124999981007903e-010	-9.690710e-006
5.723630526765819e-010	-1.886405e-005
1.049312737112842e-009	-3.482248e-005
1.813782268498963e-009	-5.828253e-005
2.898805361534509e-009	-8.761044e-005
4.394904151097213e-009	-1.215119e-004
6.385920425667593e-009	-1.571353e-004
9.029053881539522e-009	-1.917759e-004
1.250664595622858e-008	-2.221248e-004
1.714895353864279e-008	-2.459143e-004
2.345340079129613e-008	-2.619149e-004
3.239000450757726e-008	-2.707294e-004
4.587549123365485e-008	-2.743549e-004
6.865259251000852e-008	-2.753538e-004
1.142067950627159e-007	-2.755840e-004
2.053152001681305e-007	-2.756925e-004
3.875320103789599e-007	-2.757397e-004
7.519656308006185e-007	-2.757998e-004
1.480832871643936e-006	-2.759262e-004
2.457395371643936e-006	6.237860e-001
2.958850456888925e-006	2.658214e+000
3.257562440997630e-006	5.616599e+000
3.449717256987360e-006	8.255989e+000
3.623150465865423e-006	1.077888e+001
3.788614160052823e-006	1.314740e+001
3.903896849514228e-006	1.446472e+001
3.964650011401403e-006	1.411089e+001
3.998318746114507e-006	1.265650e+001
4.026472732445747e-006	1.081041e+001
4.041381001163427e-006	9.722205e+000
4.048369929042503e-006	8.941621e+000
4.055849865440872e-006	7.965190e+000
4.061517526260108e-006	7.390406e+000
4.068212676902389e-006	6.907990e+000
4.075404407663676e-006	6.553779e+000
4.083803039379449e-006	6.291510e+000
4.093269229744455e-006	6.117175e+000
4.104380193681329e-006	6.009438e+000
4.119960803399240e-006	5.938959e+000
4.135011700365892e-006	5.912440e+000
4.165113494299196e-006	5.898178e+000
4.195287086308552e-006	5.894876e+000
4.255634270327265e-006	5.894263e+000
4.350888012344334e-006	5.893619e+000
4.541395496378470e-006	5.892607e+000
4.618985031931728e-006	5.892282e+000
4.774164103038246e-006	5.891755e+000
5.000000000000000e-006	5.888968e+000
5.022583589696176e-006	5.889586e+000
5.067750769088527e-006	5.889309e+000
5.158085127873229e-006	5.888785e+000
5.262225678172686e-006	5.888792e+000
5.470506778771601e-006	5.888800e+000
5.887068979969430e-006	5.888794e+000
6.720193382365089e-006	5.888797e+000
7.696755882365089e-006	5.888796e+000
8.673318382365089e-006	5.888796e+000
9.649880882365089e-006	5.888796e+000
1.062644338236509e-005	5.888797e+000
1.160300588236509e-005	5.888797e+000
1.257956838236509e-005	5.888797e+000
1.355613088236509e-005	5.888797e+000
1.453269338236509e-005	5.888797e+000
1.550925588236510e-005	5.888796e+000
1.648581838236510e-005	5.888797e+000
1.746238088236510e-005	5.888797e+000
1.843894338236510e-005	5.888796e+000
1.941550588236510e-005	5.888796e+000
2.039206838236510e-005	5.888796e+000
2.136863088236510e-005	5.888797e+000
2.234519338236510e-005	5.888797e+000
2.332175588236510e-005	5.888796e+000
2.429831838236510e-005	5.888796e+000
2.527488088236510e-005	5.888796e+000
2.625144338236510e-005	5.888796e+000
2.722800588236511e-005	5.888796e+000
2.820456838236511e-005	5.888796e+000
2.918113088236511e-005	5.888796e+000
3.015769338236511e-005	5.888796e+000
3.113425588236511e-005	5.888796e+000
3.211081838236511e-005	5.888796e+000
3.308738088236511e-005	5.888796e+000
3.406394338236511e-005	5.888797e+000
3.504050588236511e-005	5.888796e+000
3.601706838236511e-005	5.888796e+000
3.699363088236511e-005	5.888796e+000
3.797019338236511e-005	5.888796e+000
3.894675588236511e-005	5.888796e+000
3.992331838236511e-005	5.888797e+000
4.089988088236511e-005	5.888797e+000
4.187644338236512e-005	5.888796e+000
4.285300588236512e-005	5.888796e+000
4.382956838236512e-005	5.888797e+000
4.480613088236512e-005	5.888797e+000
4.578269338236512e-005	5.888797e+000
4.675925588236512e-005	5.888796e+000
4.773581838236512e-005	5.888796e+000
4.871238088236512e-005	5.888797e+000
4.968894338236512e-005	5.888797e+000
5.066550588236512e-005	5.888797e+000
5.164206838236512e-005	5.888797e+000
5.261863088236512e-005	5.888797e+000
5.359519338236513e-005	5.888796e+000
5.402343750000000e-005	5.888798e+000
5.414351176473025e-005	5.888798e+000
5.438366029419075e-005	5.888797e+000
5.451970294107901e-005	5.888797e+000
5.472791470622348e-005	5.888796e+000
5.500000000000000e-005	5.888791e+000
5.502720852937765e-005	5.887905e+000
5.508162558813296e-005	5.886792e+000
5.519045970564357e-005	5.886068e+000
5.540812794066478e-005	5.885380e+000
5.571707153001728e-005	5.883604e+000
5.614402904470638e-005	5.878201e+000
5.640230875587360e-005	5.870041e+000
5.654359069619837e-005	5.859428e+000
5.663188205125171e-005	5.845119e+000
5.669569412493580e-005	5.823768e+000
5.674318080222580e-005	5.788527e+000
5.678180333826255e-005	5.712365e+000
5.681742666644802e-005	5.570071e+000
5.686034062749817e-005	5.337041e+000
5.692435587188432e-005	4.929487e+000
5.698447643602949e-005	4.394258e+000
5.702136067606055e-005	3.884972e+000
5.706072660519134e-005	3.237716e+000
5.710129597608520e-005	2.667169e+000
5.717345301902560e-005	1.893638e+000
5.724723703157137e-005	1.293858e+000
5.737784551505680e-005	5.988036e-001
5.756323061769074e-005	1.473239e-001
5.777927878805111e-005	2.427522e-002
5.792269063439453e-005	1.056339e-002
5.809687729486508e-005	5.310701e-004
5.823610910267717e-005	3.886252e-005
5.838897707771629e-005	3.720253e-004
5.859166741000007e-005	2.521274e-004
5.883353745370440e-005	2.897355e-004
5.919631499387967e-005	2.749967e-004
5.952402531808174e-005	2.799147e-004
6.000000000000000e-005	7.193814e-004
6.000118897446831e-005	4.339215e-004
6.000356692340492e-005	2.301618e-004
6.000734973646746e-005	1.438919e-004
6.000998206206675e-005	1.027487e-004
6.001247543826129e-005	7.692721e-005
6.001522393461314e-005	5.719600e-005
6.001816970583635e-005	4.217593e-005
6.002094517115448e-005	3.230887e-005
6.002364330166014e-005	2.550509e-005
6.002648712634566e-005	2.043215e-005
6.002921125255685e-005	1.682177e-005
6.003212538937892e-005	1.402752e-005
6.003482536712275e-005	1.202081e-005
6.003782301326528e-005	1.035524e-005
6.004047161878337e-005	9.148932e-006
6.004360759927573e-005	8.037046e-006
6.004612722953051e-005	7.264621e-006
6.004948006635841e-005	6.465555e-006
6.005216526861394e-005	5.878266e-006
6.005565271007661e-005	5.274070e-006
6.005869295183940e-005	4.774451e-006
6.006231861181748e-005	4.294041e-006
6.006586028275025e-005	3.844503e-006
6.006968015347637e-005	3.444391e-006
6.007363010097542e-005	3.053486e-006
6.007772502115346e-005	2.715529e-006
6.008196860582717e-005	2.390478e-006
6.008628391345596e-005	2.116042e-006
6.009096912429542e-005	1.842114e-006
6.009530221530254e-005	1.625984e-006
6.009999589785402e-005	1.413788e-006
