time	V(OUT)*Id(M1)+V(N144)*Ig(M1)
1.040372682493838e-004	5.492801e+000
1.040463934264242e-004	3.102502e+000
1.040553973783349e-004	2.073720e+000
1.040610638502479e-004	1.726298e+000
1.040683725819735e-004	1.466656e+000
1.040760332421527e-004	1.299472e+000
1.040844419604330e-004	1.192773e+000
1.040955010309135e-004	1.113833e+000
1.041060229914074e-004	1.074179e+000
1.041238204580728e-004	1.041740e+000
1.041406873513183e-004	1.026238e+000
1.041727827100019e-004	1.010427e+000
1.042107818313925e-004	9.961487e-001
1.042842646538529e-004	9.724160e-001
1.044129290165583e-004	9.368232e-001
1.046702577419690e-004	8.799531e-001
1.050000000000000e-004	8.218028e-001
1.050329742258031e-004	8.141181e-001
1.050989226774093e-004	8.084459e-001
1.052308195806217e-004	8.076999e-001
1.053580561371516e-004	8.078404e-001
1.056125292502115e-004	8.077099e-001
1.061214754763312e-004	8.077550e-001
1.070980379763312e-004	8.077420e-001
1.080746004763312e-004	8.077426e-001
1.090511629763312e-004	8.077420e-001
1.100277254763312e-004	8.077426e-001
1.110042879763312e-004	8.077420e-001
1.119808504763312e-004	8.077425e-001
1.129574129763312e-004	8.077421e-001
1.139339754763312e-004	8.077426e-001
1.149105379763312e-004	8.077421e-001
1.158871004763312e-004	8.077425e-001
1.168636629763312e-004	8.077421e-001
1.178402254763312e-004	8.077425e-001
1.188167879763312e-004	8.077422e-001
1.197933504763312e-004	8.077425e-001
1.207699129763312e-004	8.077422e-001
1.217464754763312e-004	8.077424e-001
1.227230379763312e-004	8.077422e-001
1.236996004763312e-004	8.077425e-001
1.246761629763312e-004	8.077421e-001
1.256527254763312e-004	8.077424e-001
1.266292879763312e-004	8.077422e-001
1.276058504763312e-004	8.077424e-001
1.285824129763312e-004	8.077422e-001
1.295589754763312e-004	8.077425e-001
1.305355379763312e-004	8.077422e-001
1.315121004763312e-004	8.077425e-001
1.324886629763312e-004	8.077423e-001
1.334652254763312e-004	8.077424e-001
1.344417879763312e-004	8.077422e-001
1.354183504763312e-004	8.077423e-001
1.363949129763312e-004	8.077422e-001
1.373714754763312e-004	8.077423e-001
1.383480379763312e-004	8.077422e-001
1.393246004763312e-004	8.077423e-001
1.403011629763312e-004	8.077422e-001
1.412777254763312e-004	8.077423e-001
1.422542879763312e-004	8.077422e-001
1.432308504763312e-004	8.077423e-001
1.442074129763312e-004	8.077422e-001
1.451839754763312e-004	8.077423e-001
1.461605379763312e-004	8.077423e-001
1.471371004763312e-004	8.077423e-001
1.481136629763312e-004	8.077422e-001
1.490902254763312e-004	8.077424e-001
1.500667879763312e-004	8.077422e-001
1.510433504763312e-004	8.077423e-001
1.520199129763312e-004	8.077422e-001
1.529964754763312e-004	8.077423e-001
1.539730379763312e-004	8.077501e-001
1.540234375000000e-004	8.077474e-001
1.541242365473376e-004	8.077416e-001
1.543258346420127e-004	8.077425e-001
1.545968038106498e-004	8.077422e-001
1.550000000000000e-004	8.077392e-001
1.550403196189350e-004	8.065134e-001
1.551209588568051e-004	8.139105e-001
1.552822373325451e-004	8.421757e-001
1.555531535786317e-004	9.089405e-001
1.560334794118558e-004	1.098708e+000
1.563818571814013e-004	1.341689e+000
1.565434786255298e-004	1.549608e+000
1.566455607405256e-004	1.771692e+000
1.567084473619068e-004	1.989946e+000
1.567544469741437e-004	2.247921e+000
1.567918819313969e-004	2.621984e+000
1.568291320776759e-004	3.283309e+000
1.568702288793487e-004	4.510730e+000
1.569426731514321e-004	7.452393e+000
1.569929399013378e-004	9.740998e+000
1.570276016388858e-004	1.128162e+001
1.570650903819419e-004	1.271152e+001
1.571099610056183e-004	1.422887e+001
1.571904863675444e-004	1.538992e+001
1.572665621533035e-004	1.450025e+001
1.574138682627056e-004	9.585122e+000
1.576010778342719e-004	3.178469e+000
1.577998463990351e-004	8.981166e-001
1.579414086029329e-004	3.746233e-001
1.581076500670858e-004	1.473933e-002
1.582503365146468e-004	7.958278e-003
1.583991928127644e-004	1.275143e-002
1.586310496498101e-004	1.108407e-002
1.588686586480806e-004	1.182169e-002
1.592107443762015e-004	1.181954e-002
1.596157431509053e-004	1.233432e-002
1.600000000000000e-004	4.510349e-002
1.600011067239745e-004	2.485951e-002
1.600033201719236e-004	1.143068e-002
1.600066371083453e-004	7.376840e-003
1.600094334443253e-004	5.022710e-003
1.600120000609154e-004	3.580772e-003
1.600147569795348e-004	2.530762e-003
1.600176383344768e-004	1.762387e-003
1.600203429428169e-004	1.266052e-003
1.600229031578388e-004	9.374500e-004
1.600256593077167e-004	6.936390e-004
1.600281403722327e-004	5.334550e-004
1.600308985350736e-004	4.090153e-004
1.600332030286261e-004	3.307920e-004
1.600359212455839e-004	2.635114e-004
1.600379176960484e-004	2.249851e-004
1.600405781159255e-004	1.882936e-004
1.600424245986376e-004	1.670260e-004
1.600448812249150e-004	1.477564e-004
1.600467516795756e-004	1.339283e-004
1.600489249444433e-004	1.222618e-004
1.600507625405290e-004	1.121759e-004
1.600527324739853e-004	1.044606e-004
1.600545131827188e-004	9.658316e-005
1.600563554288091e-004	9.119780e-005
1.600581102101782e-004	8.464678e-005
1.600598966586879e-004	8.100191e-005
1.600618130188410e-004	7.500982e-005
1.600636066483946e-004	7.163534e-005
1.600656737564409e-004	6.606851e-005
1.600676130060764e-004	6.295851e-005
1.600699900890177e-004	5.752675e-005
1.600723619991208e-004	5.419851e-005
1.600753641360414e-004	4.880736e-005
1.600784981540816e-004	4.499482e-005
1.600826725434325e-004	3.932582e-005
1.600870420725734e-004	3.499317e-005
1.600932902057974e-004	2.891308e-005
1.600996502916723e-004	2.433095e-005
1.601094577183021e-004	1.821316e-005
1.601190154457292e-004	1.398606e-005
1.601333511214704e-004	9.223551e-006
1.601479762956508e-004	6.151248e-006
1.601685530245265e-004	3.391751e-006
1.601900906949642e-004	1.918709e-006
1.602244425909260e-004	7.184421e-007
1.602569664715592e-004	3.322015e-007
1.603220142328257e-004	5.379218e-008
1.603929689670081e-004	3.098787e-008
1.605348784353729e-004	-3.420239e-009
1.990234375000000e-004	7.084947e-009
2.000000000000000e-004	2.586052e-005
2.000021484391579e-004	-2.618159e-003
2.000064453174738e-004	-6.472780e-003
2.000150390741055e-004	-1.072409e-002
2.000207114681022e-004	-1.193405e-002
2.000272438120325e-004	-1.235627e-002
2.000363054913510e-004	-1.255442e-002
2.000544288499881e-004	-1.263537e-002
2.000862198785601e-004	-1.262916e-002
2.001498019357040e-004	-1.256905e-002
2.002769660499920e-004	-1.243886e-002
2.005312942785678e-004	-1.217295e-002
2.010399507357195e-004	-1.164122e-002
2.020165132357195e-004	2.590145e+001
2.029930757357195e-004	1.599503e+002
2.033666928793406e-004	2.775652e+002
2.036130442601412e-004	3.216230e+002
2.037706490331725e-004	2.690688e+002
2.038954885662375e-004	1.579092e+002
2.039591790398758e-004	7.766202e+001
2.039943536522161e-004	3.599605e+001
2.040223309171732e-004	1.362010e+001
2.040384124436596e-004	5.705434e+000
2.040458431368458e-004	3.576070e+000
2.040534829647867e-004	2.444109e+000
2.040586184599562e-004	2.004776e+000
2.040654760882661e-004	1.649829e+000
2.040723555175959e-004	1.427506e+000
2.040805548528820e-004	1.269703e+000
2.040898336535289e-004	1.166322e+000
2.041004065875894e-004	1.102932e+000
2.041154119979606e-004	1.057403e+000
2.041295444960258e-004	1.036796e+000
2.041578094921561e-004	1.017390e+000
2.041858798480537e-004	1.005059e+000
2.042420205598490e-004	9.856889e-001
2.043273172018502e-004	9.596327e-001
2.044979104858526e-004	9.148445e-001
2.046588134319952e-004	8.779269e-001
2.046781941077150e-004	8.739787e-001
2.047169554591546e-004	8.667214e-001
2.047944781620339e-004	8.529708e-001
2.048838673743150e-004	8.383095e-001
2.050000000000000e-004	8.194749e-001
2.050116132625685e-004	8.153663e-001
2.050348397877055e-004	8.105066e-001
2.050812928379796e-004	8.078958e-001
2.051417291161624e-004	8.077062e-001
2.052626016725281e-004	8.077492e-001
2.055043467852595e-004	8.077401e-001
2.059878370107224e-004	8.077432e-001
2.069548174616481e-004	8.077422e-001
2.079313799616481e-004	8.077423e-001
2.089079424616481e-004	8.077422e-001
2.098845049616481e-004	8.077423e-001
2.108610674616481e-004	8.077423e-001
2.118376299616481e-004	8.077423e-001
2.128141924616481e-004	8.077422e-001
2.137907549616481e-004	8.077423e-001
2.147673174616481e-004	8.077423e-001
2.157438799616481e-004	8.077423e-001
2.167204424616481e-004	8.077423e-001
2.176970049616481e-004	8.077423e-001
2.186735674616481e-004	8.077422e-001
2.196501299616481e-004	8.077423e-001
2.206266924616481e-004	8.077424e-001
2.216032549616481e-004	8.077423e-001
2.225798174616481e-004	8.077422e-001
2.235563799616481e-004	8.077423e-001
2.245329424616481e-004	8.077423e-001
2.255095049616481e-004	8.077423e-001
2.264860674616481e-004	8.077422e-001
2.274626299616481e-004	8.077423e-001
2.284391924616481e-004	8.077422e-001
2.294157549616481e-004	8.077423e-001
2.303923174616481e-004	8.077422e-001
2.313688799616481e-004	8.077423e-001
2.323454424616481e-004	8.077422e-001
2.333220049616481e-004	8.077424e-001
2.342985674616481e-004	8.077424e-001
2.352751299616481e-004	8.077423e-001
2.362516924616481e-004	8.077422e-001
2.372282549616481e-004	8.077423e-001
2.382048174616481e-004	8.077423e-001
2.391813799616481e-004	8.077422e-001
2.401579424616481e-004	8.077422e-001
2.411345049616481e-004	8.077422e-001
2.421110674616481e-004	8.077422e-001
2.430876299616481e-004	8.077423e-001
2.440641924616481e-004	8.077423e-001
2.450407549616481e-004	8.077423e-001
2.460173174616481e-004	8.077424e-001
2.469938799616481e-004	8.077423e-001
2.479704424616481e-004	8.077422e-001
2.489470049616481e-004	8.077422e-001
2.499235674616481e-004	8.077422e-001
2.509001299616481e-004	8.077422e-001
2.518766924616481e-004	8.077422e-001
2.528532549616481e-004	8.077423e-001
2.538298174616481e-004	8.077424e-001
2.540234375000000e-004	8.077424e-001
2.544106775767038e-004	8.077423e-001
2.550000000000000e-004	8.077387e-001
2.550589322423296e-004	8.089403e-001
2.551767967269889e-004	8.233005e-001
2.554125256963074e-004	8.706123e-001
2.557611571661091e-004	9.704365e-001
2.561233087431887e-004	1.136826e+000
2.563944510785374e-004	1.345633e+000
2.565346984549682e-004	1.526467e+000
2.566242198475491e-004	1.709494e+000
2.566908283295611e-004	1.915433e+000
2.567391453001939e-004	2.144920e+000
2.567784472236866e-004	2.460604e+000
2.568139176813783e-004	2.987820e+000
2.568582554904719e-004	4.120817e+000
2.569178314392977e-004	6.362857e+000
2.569808209240649e-004	9.208146e+000
2.570186299062554e-004	1.094265e+001
2.570596811549104e-004	1.252467e+001
2.570989529838672e-004	1.389085e+001
2.571774966417807e-004	1.535810e+001
2.572493330955168e-004	1.482906e+001
2.573819344859364e-004	1.085391e+001
2.575652587692880e-004	4.139952e+000
2.577846418534940e-004	9.313751e-001
2.579297369911577e-004	4.311698e-001
2.581027124619334e-004	1.939808e-002
2.582428330720283e-004	2.930035e-003
2.583952149820679e-004	1.449257e-002
2.586048853428190e-004	1.053999e-002
2.588422791706882e-004	1.202415e-002
2.591879026737995e-004	1.176730e-002
2.595680658929404e-004	1.235664e-002
2.600000000000000e-004	2.999595e-002
2.600011553167008e-004	1.921565e-002
2.600034659501024e-004	1.103374e-002
2.600073023780572e-004	6.776249e-003
2.600099032833497e-004	4.798535e-003
2.600123720663027e-004	3.560281e-003
2.600151160401102e-004	2.605511e-003
2.600180367986618e-004	1.888182e-003
2.600208216182367e-004	1.418664e-003
2.600237791227573e-004	1.070288e-003
2.600264913173415e-004	8.446182e-004
2.600291523886652e-004	6.844307e-004
2.600320210630728e-004	5.608771e-004
2.600347120585072e-004	4.725057e-004
2.600376712309663e-004	4.011656e-004
2.600403386429572e-004	3.498080e-004
2.600433976029121e-004	3.048887e-004
2.600459794746227e-004	2.728759e-004
2.600492058874707e-004	2.416095e-004
2.600517744236695e-004	2.194081e-004
2.600551777280653e-004	1.963145e-004
2.600579804751227e-004	1.785002e-004
2.600615066449452e-004	1.607035e-004
2.600648005395531e-004	1.447101e-004
2.600684561417339e-004	1.301605e-004
2.600721682557866e-004	1.160719e-004
2.600760720630439e-004	1.037886e-004
2.600801304362736e-004	9.179149e-005
2.600842816358172e-004	8.169621e-005
2.600889328507600e-004	7.112527e-005
2.600932368751142e-004	6.303059e-005
2.600984519824246e-004	5.386983e-005
2.601034022033852e-004	4.688625e-005
2.601093232832564e-004	3.922113e-005
2.601152717767575e-004	3.323394e-005
2.601223396066464e-004	2.687669e-005
2.601296138596524e-004	2.198202e-005
2.601384689193436e-004	1.686480e-005
2.601475180341652e-004	1.315937e-005
2.601589967272736e-004	9.328814e-006
2.601710576214771e-004	6.744172e-006
2.601869393776585e-004	4.180701e-006
2.602052091112513e-004	2.642009e-006
2.602321447809467e-004	1.181830e-006
2.602654936766456e-004	5.817988e-007
2.603264127295372e-004	9.169980e-008
2.604102985780795e-004	4.410022e-008
2.605780702751641e-004	-1.064788e-008
2.660702655929978e-004	-3.141919e-009
2.715624609108315e-004	2.619056e-009
2.770546562286653e-004	6.635040e-009
2.825468515464990e-004	8.906035e-009
2.880390468643326e-004	9.432040e-009
2.935312421821663e-004	8.213056e-009
2.990234375000000e-004	5.249082e-009
2.993412759153439e-004	2.191911e-007
2.994104176772487e-004	-5.134622e-008
2.995026066931218e-004	2.172095e-008
2.996305135955261e-004	1.087446e-008
2.997441861951914e-004	-1.306677e-007
2.998295920116248e-004	5.398743e-009
2.998861255780888e-004	5.375809e-006
2.998869328670721e-004	2.930061e-006
2.998885474450387e-004	-4.026881e-007
2.998904243718345e-004	2.151593e-007
2.998924585001472e-004	-5.318646e-007
2.998958364260174e-004	1.095562e-007
2.998996800177990e-004	-1.939992e-007
2.999054579217984e-004	1.055003e-007
2.999133225185540e-004	-6.573310e-008
2.999241563764831e-004	6.265032e-008
2.999616929222663e-004	-1.752239e-007
2.999823466788080e-004	3.487403e-008
3.000000000000000e-004	1.312270e-005
3.000000388372170e-004	-2.756576e-005
3.000001165116509e-004	-1.284493e-004
3.000002026483504e-004	-2.613061e-004
3.000003008800489e-004	-4.236649e-004
3.000004973434459e-004	-7.459268e-004
3.000008902702398e-004	-1.362298e-003
3.000016022548595e-004	-2.396878e-003
3.000025822060349e-004	-3.664693e-003
3.000039905061743e-004	-5.211554e-003
3.000058237854203e-004	-6.827071e-003
3.000083125875328e-004	-8.465071e-003
3.000115338158944e-004	-9.913598e-003
3.000158747479028e-004	-1.109757e-002
3.000216700610083e-004	-1.191658e-002
3.000298572492776e-004	-1.239268e-002
3.000418885037752e-004	-1.259580e-002
3.000616621319542e-004	-1.264178e-002
3.000995785494712e-004	-1.261719e-002
3.001754113845052e-004	-1.254351e-002
3.003270770545732e-004	-1.238653e-002
3.006304083947093e-004	-1.206933e-002
3.012370710749815e-004	-1.143514e-002
3.022136335749815e-004	5.280850e+001
3.031901960749815e-004	2.109393e+002
3.032628902728351e-004	2.364740e+002
3.034082786685424e-004	2.974702e+002
3.035759496414449e-004	3.252386e+002
3.037887208142435e-004	2.544745e+002
3.039081429985583e-004	1.436051e+002
3.039696296422767e-004	6.515168e+001
3.040023631934549e-004	2.915713e+001
3.040304614025073e-004	9.483564e+000
3.040425151966847e-004	4.498649e+000
3.040483484422803e-004	3.154325e+000
3.040541287348513e-004	2.422780e+000
3.040607862520423e-004	1.909716e+000
3.040678520475912e-004	1.585376e+000
3.040773919329997e-004	1.335664e+000
3.040869769171605e-004	1.200962e+000
3.041014035632667e-004	1.102256e+000
3.041151532281353e-004	1.059339e+000
3.041402530005583e-004	1.028183e+000
3.041631980337855e-004	1.014224e+000
3.042090881002399e-004	9.967976e-001
3.042644701400960e-004	9.783913e-001
3.043752342198081e-004	9.465715e-001
3.045967623792323e-004	8.955249e-001
3.050000000000000e-004	8.203461e-001
3.050403237620768e-004	8.133805e-001
3.051209712862304e-004	8.082654e-001
3.052822663345375e-004	8.076283e-001
3.055559905925451e-004	8.077929e-001
3.060485036963918e-004	8.077169e-001
3.070250661963918e-004	8.077431e-001
3.080016286963918e-004	8.077417e-001
3.089781911963918e-004	8.077429e-001
3.099547536963918e-004	8.077417e-001
3.109313161963918e-004	8.077429e-001
3.119078786963918e-004	8.077418e-001
3.128844411963918e-004	8.077428e-001
3.138610036963918e-004	8.077419e-001
3.148375661963918e-004	8.077428e-001
3.158141286963918e-004	8.077420e-001
3.167906911963918e-004	8.077428e-001
3.177672536963918e-004	8.077421e-001
3.187438161963918e-004	8.077427e-001
3.197203786963918e-004	8.077420e-001
3.206969411963918e-004	8.077426e-001
3.216735036963918e-004	8.077420e-001
3.226500661963918e-004	8.077425e-001
3.236266286963918e-004	8.077421e-001
3.246031911963918e-004	8.077426e-001
3.255797536963918e-004	8.077421e-001
3.265563161963918e-004	8.077426e-001
3.275328786963918e-004	8.077422e-001
3.285094411963918e-004	8.077425e-001
3.294860036963918e-004	8.077422e-001
3.304625661963918e-004	8.077425e-001
3.314391286963918e-004	8.077421e-001
3.324156911963918e-004	8.077424e-001
3.333922536963918e-004	8.077421e-001
3.343688161963918e-004	8.077423e-001
3.353453786963918e-004	8.077422e-001
3.363219411963918e-004	8.077424e-001
3.372985036963918e-004	8.077422e-001
3.382750661963918e-004	8.077424e-001
3.392516286963918e-004	8.077422e-001
3.402281911963918e-004	8.077425e-001
3.412047536963918e-004	8.077422e-001
3.421813161963918e-004	8.077424e-001
3.431578786963918e-004	8.077422e-001
3.441344411963918e-004	8.077424e-001
3.451110036963918e-004	8.077423e-001
3.460875661963918e-004	8.077424e-001
3.470641286963918e-004	8.077423e-001
3.480406911963918e-004	8.077424e-001
3.490172536963918e-004	8.077422e-001
3.499938161963918e-004	8.077424e-001
3.509703786963918e-004	8.077422e-001
3.519469411963918e-004	8.077423e-001
3.529235036963918e-004	8.077422e-001
3.539000661963918e-004	8.077353e-001
3.540234375000001e-004	8.077378e-001
3.542701801072165e-004	8.077425e-001
3.545065147855671e-004	8.077508e-001
3.545273306432989e-004	8.077490e-001
3.545689623587623e-004	8.077430e-001
3.546522257896893e-004	8.077422e-001
3.548187526515431e-004	8.077423e-001
3.550000000000000e-004	8.077426e-001
3.550181247348457e-004	8.045595e-001
3.550543742045371e-004	8.045244e-001
3.551268731439199e-004	8.141303e-001
3.552718710226855e-004	8.397292e-001
3.554852775999887e-004	8.883180e-001
3.559120907545953e-004	1.031167e+000
3.562410493316631e-004	1.210449e+000
3.564412688859030e-004	1.394486e+000
3.565611380339609e-004	1.572142e+000
3.566422831788537e-004	1.757351e+000
3.567045462489704e-004	1.971122e+000
3.567498025935800e-004	2.213132e+000
3.567875454932471e-004	2.564666e+000
3.568237827328936e-004	3.169470e+000
3.568651061434326e-004	4.339012e+000
3.569334959386101e-004	7.046259e+000
3.569887290200415e-004	9.557771e+000
3.570242764868814e-004	1.115085e+001
3.570618182291741e-004	1.259019e+001
3.571041880368501e-004	1.402852e+001
3.571772943380446e-004	1.533526e+001
3.572520139027323e-004	1.481197e+001
3.573864554903447e-004	1.071191e+001
3.575730989986751e-004	4.009683e+000
3.577908188828114e-004	9.137020e-001
3.579361533093865e-004	4.052269e-001
