time	powerLoad	powerMOS	V(measure)	I(Load)	Id(MOS)	I(module)	powerModule
1.463429019345218e-004	7.483495e-006	1.475573e-001	2.735598e-002	2.735598e-004	5.393970e+000	5.394244e+000	-1.475648e-001
1.465382144345218e-004	6.491636e-006	1.280371e-001	2.547869e-002	2.547869e-004	5.025262e+000	5.025519e+000	-1.280436e-001
1.467335269345218e-004	5.779796e-006	1.140226e-001	2.404121e-002	2.404121e-004	4.742798e+000	4.743044e+000	-1.140285e-001
1.469288394345218e-004	5.365500e-006	1.058639e-001	2.316355e-002	2.316355e-004	4.570281e+000	4.570522e+000	-1.058695e-001
1.471036644464636e-004	5.261351e-006	1.038127e-001	2.293763e-002	2.293764e-004	4.525867e+000	4.526106e+000	-1.038182e-001
1.472806305631154e-004	5.422574e-006	1.069880e-001	2.328642e-002	2.328642e-004	4.594437e+000	4.594679e+000	-1.069936e-001
1.474650585765342e-004	5.864233e-006	1.156852e-001	2.421618e-002	2.421618e-004	4.777187e+000	4.777439e+000	-1.156913e-001
1.476603710765342e-004	6.617146e-006	1.305077e-001	2.572381e-002	2.572381e-004	5.073418e+000	5.073682e+000	-1.305145e-001
1.478556835765342e-004	7.629984e-006	1.504397e-001	2.762243e-002	2.762243e-004	5.446287e+000	5.446566e+000	-1.504474e-001
1.482463085765342e-004	1.014325e-005	1.998653e-001	3.184848e-002	3.184848e-004	6.275505e+000	6.275820e+000	-1.998754e-001
1.484416210765343e-004	1.139827e-005	2.245297e-001	3.376132e-002	3.376132e-004	6.650500e+000	6.650837e+000	-2.245411e-001
1.486369335765343e-004	1.245039e-005	2.451988e-001	3.528510e-002	3.528510e-004	6.949074e+000	6.949431e+000	-2.452114e-001
1.488322460765343e-004	1.315665e-005	2.590698e-001	3.627210e-002	3.627210e-004	7.142398e+000	7.142769e+000	-2.590832e-001
1.490275585765343e-004	1.343227e-005	2.644821e-001	3.665006e-002	3.665006e-004	7.216415e+000	7.216792e+000	-2.644959e-001
1.491968968504052e-004	1.327619e-005	2.614172e-001	3.643651e-002	3.643650e-004	7.174595e+000	7.174969e+000	-2.614308e-001
1.493682591946095e-004	1.274038e-005	2.508946e-001	3.569366e-002	3.569367e-004	7.029108e+000	7.029472e+000	-2.509076e-001
1.495635716946095e-004	1.178268e-005	2.320824e-001	3.432591e-002	3.432591e-004	6.761143e+000	6.761494e+000	-2.320944e-001
1.497588841946095e-004	1.059398e-005	2.087245e-001	3.254840e-002	3.254840e-004	6.412744e+000	6.413074e+000	-2.087353e-001
1.501495091946096e-004	8.086703e-006	1.594250e-001	2.843713e-002	2.843713e-004	5.606228e+000	5.606513e+000	-1.594331e-001
1.503448216946096e-004	7.026393e-006	1.385625e-001	2.650734e-002	2.650734e-004	5.227325e+000	5.227592e+000	-1.385696e-001
1.505401341946096e-004	6.208646e-006	1.224663e-001	2.491715e-002	2.491715e-004	4.914941e+000	4.915195e+000	-1.224727e-001
1.507354466946096e-004	5.673924e-006	1.119380e-001	2.382000e-002	2.382000e-004	4.699327e+000	4.699574e+000	-1.119438e-001
1.509307591946096e-004	5.428773e-006	1.071102e-001	2.329973e-002	2.329973e-004	4.597059e+000	4.597301e+000	-1.071159e-001
1.511013586663440e-004	5.463715e-006	1.077984e-001	2.337459e-002	2.337459e-004	4.611775e+000	4.612019e+000	-1.078040e-001
1.512736567607271e-004	5.748634e-006	1.134091e-001	2.397631e-002	2.397631e-004	4.730050e+000	4.730298e+000	-1.134151e-001
1.514689692607271e-004	6.345666e-006	1.251638e-001	2.519060e-002	2.519061e-004	4.968670e+000	4.968930e+000	-1.251704e-001
1.516642817607271e-004	7.203643e-006	1.420507e-001	2.683960e-002	2.683960e-004	5.292579e+000	5.292852e+000	-1.420581e-001
1.522502192607271e-004	1.072722e-005	2.113433e-001	3.275244e-002	3.275244e-004	6.452751e+000	6.453077e+000	-2.113541e-001
1.524455317607271e-004	1.183269e-005	2.330651e-001	3.439868e-002	3.439868e-004	6.775409e+000	6.775755e+000	-2.330771e-001
1.526408442607271e-004	1.266970e-005	2.495066e-001	3.559452e-002	3.559452e-004	7.009692e+000	7.010054e+000	-2.495195e-001
1.528361567607272e-004	1.313660e-005	2.586762e-001	3.624445e-002	3.624445e-004	7.136989e+000	7.137360e+000	-2.586897e-001
1.530073606274514e-004	1.317528e-005	2.594359e-001	3.629777e-002	3.629777e-004	7.147432e+000	7.147804e+000	-2.594494e-001
1.531811473073792e-004	1.284241e-005	2.528987e-001	3.583631e-002	3.583631e-004	7.057054e+000	7.057419e+000	-2.529118e-001
1.533574782458565e-004	1.217218e-005	2.397344e-001	3.488865e-002	3.488866e-004	6.871414e+000	6.871769e+000	-2.397468e-001
1.535527907458565e-004	1.114681e-005	2.195889e-001	3.338683e-002	3.338683e-004	6.577109e+000	6.577449e+000	-2.196002e-001
1.539434157458565e-004	8.751280e-006	1.724969e-001	2.958256e-002	2.958256e-004	5.831033e+000	5.831330e+000	-1.725057e-001
1.541387282458565e-004	7.640805e-006	1.506529e-001	2.764201e-002	2.764201e-004	5.450142e+000	5.450419e+000	-1.506605e-001
1.543340407458565e-004	6.723755e-006	1.326064e-001	2.593021e-002	2.593020e-004	5.113973e+000	5.114234e+000	-1.326131e-001
1.545293532458565e-004	6.058067e-006	1.195020e-001	2.461314e-002	2.461314e-004	4.855210e+000	4.855461e+000	-1.195082e-001
1.547246657458565e-004	5.629262e-006	1.110586e-001	2.372607e-002	2.372607e-004	4.680871e+000	4.681113e+000	-1.110644e-001
1.548399564917130e-004	5.512106e-006	1.087515e-001	2.347787e-002	2.347787e-004	4.632083e+000	4.632318e+000	-1.087570e-001
1.550089505524861e-004	5.581708e-006	1.099238e-001	2.362564e-002	2.362564e-004	4.652735e+000	4.652980e+000	-1.099296e-001
1.551342582872914e-004	6.094965e-006	1.169379e-001	2.468798e-002	2.468798e-004	4.736632e+000	4.736880e+000	-1.169440e-001
1.552774671270688e-004	6.918438e-006	1.286528e-001	2.630292e-002	2.630292e-004	4.891198e+000	4.891464e+000	-1.286598e-001
1.554727796270688e-004	8.440890e-006	1.502441e-001	2.905321e-002	2.905321e-004	5.171344e+000	5.171644e+000	-1.502529e-001
1.556680921270688e-004	1.050169e-005	1.786640e-001	3.240632e-002	3.240632e-004	5.513247e+000	5.513581e+000	-1.786749e-001
1.558634046270688e-004	1.317512e-005	2.137975e-001	3.629755e-002	3.629755e-004	5.890137e+000	5.890506e+000	-2.138110e-001
1.560587171270688e-004	1.645786e-005	2.541580e-001	4.056828e-002	4.056829e-004	6.264944e+000	6.265352e+000	-2.541747e-001
1.562540296270689e-004	2.027564e-005	2.972327e-001	4.502848e-002	4.502848e-004	6.600993e+000	6.601444e+000	-2.972530e-001
1.564493421270689e-004	2.447622e-005	3.396644e-001	4.947345e-002	4.947345e-004	6.865590e+000	6.866085e+000	-3.396889e-001
1.566446546270689e-004	2.884103e-005	3.777092e-001	5.370384e-002	5.370384e-004	7.033187e+000	7.033726e+000	-3.777381e-001
1.568399671270689e-004	3.313794e-005	4.082425e-001	5.756556e-002	5.756556e-004	7.091784e+000	7.092364e+000	-4.082759e-001
1.570092524735098e-004	3.660635e-005	4.263353e-001	6.050318e-002	6.050318e-004	7.046494e+000	7.047103e+000	-4.263722e-001
1.571802347849820e-004	3.970493e-005	4.352899e-001	6.301185e-002	6.301185e-004	6.908064e+000	6.908700e+000	-4.353299e-001
1.573755472849820e-004	4.275202e-005	4.353815e-001	6.538503e-002	6.538503e-004	6.658734e+000	6.659395e+000	-4.354247e-001
1.575708597849820e-004	4.540554e-005	4.271090e-001	6.738363e-002	6.738363e-004	6.338469e+000	6.339148e+000	-4.271548e-001
1.579614847849820e-004	5.106688e-005	4.005953e-001	7.146110e-002	7.146109e-004	5.605782e+000	5.606503e+000	-4.006469e-001
1.581567972849820e-004	5.569954e-005	3.929562e-001	7.463212e-002	7.463212e-004	5.265242e+000	5.266026e+000	-3.930147e-001
1.583521097849820e-004	6.356999e-005	3.976232e-001	7.973079e-002	7.973079e-004	4.987072e+000	4.988000e+000	-3.976972e-001
1.585474222849820e-004	7.781811e-005	4.232546e-001	8.821458e-002	8.821457e-004	4.798012e+000	4.799286e+000	-4.233670e-001
1.587427347849820e-004	1.047922e-004	4.825887e-001	1.023681e-001	1.023681e-003	4.714251e+000	4.715780e+000	-4.827453e-001
1.589241841912063e-004	1.554817e-004	5.908344e-001	1.246923e-001	1.246923e-003	4.738339e+000	4.739796e+000	-5.910162e-001
1.590954860102236e-004	2.775986e-004	8.087194e-001	1.666129e-001	1.666129e-003	4.853882e+000	4.855687e+000	-8.090202e-001
1.592907985102236e-004	1.407367e+000	5.788846e+001	1.186325e+001	1.186325e-001	4.879645e+000	4.998573e+000	-5.929933e+001
1.594051662879279e-004	2.383700e+001	2.125561e+002	4.882315e+001	4.882315e-001	4.353593e+000	4.841957e+000	-2.363996e+002
1.594982998240752e-004	8.575123e+001	3.105560e+002	9.260196e+001	9.260196e-001	3.353666e+000	4.279685e+000	-3.963073e+002
1.596041451244657e-004	1.336247e+002	2.418945e+002	1.155961e+002	1.155962e+000	2.092582e+000	3.248543e+000	-3.755192e+002
1.596689414828860e-004	1.268707e+002	1.652440e+002	1.126369e+002	1.126369e+000	1.467051e+000	2.593416e+000	-2.921147e+002
1.597511401271265e-004	1.051758e+002	8.868590e+001	1.025553e+002	1.025553e+000	8.647619e-001	1.890308e+000	-1.938617e+002
1.598543722585110e-004	7.824401e+001	2.680589e+001	8.845564e+001	8.845564e-001	3.030433e-001	1.187595e+000	-1.050499e+002
1.598927766227387e-004	6.856188e+001	1.307221e+001	8.280210e+001	8.280210e-001	1.578729e-001	9.858898e-001	-8.163410e+001
1.599231912715445e-004	6.073237e+001	6.255621e+000	7.793098e+001	7.793097e-001	8.027130e-002	8.595777e-001	-6.698800e+001
1.599391707023885e-004	5.646829e+001	3.884345e+000	7.514539e+001	7.514539e-001	5.169107e-002	8.031423e-001	-6.035264e+001
1.599711295640767e-004	4.784142e+001	1.170377e+000	6.916750e+001	6.916749e-001	1.692091e-002	7.085942e-001	-4.901180e+001
1.600000000000000e-004	4.037284e+001	4.037919e-009	6.353962e+001	6.353962e-001	6.354962e-011	6.353959e-001	-4.037284e+001
1.600202093051464e-004	3.600413e+001	3.601013e-009	6.000344e+001	6.000344e-001	6.001344e-011	6.000344e-001	-3.600413e+001
1.600433056538850e-004	3.243685e+001	3.244255e-009	5.695336e+001	5.695336e-001	5.696336e-011	5.695336e-001	-3.243685e+001
1.600894983513624e-004	2.785415e+001	2.785943e-009	5.277703e+001	5.277703e-001	5.278704e-011	5.277703e-001	-2.785415e+001
1.601614210140204e-004	2.402304e+001	2.402794e-009	4.901330e+001	4.901330e-001	4.902330e-011	4.901329e-001	-2.402304e+001
1.602315423027468e-004	2.234353e+001	2.234826e-009	4.726894e+001	4.726894e-001	4.727895e-011	4.726894e-001	-2.234353e+001
1.603224953240220e-004	2.153735e+001	2.154199e-009	4.640835e+001	4.640835e-001	4.641835e-011	4.640835e-001	-2.153735e+001
1.604290199607725e-004	2.122468e+001	2.122929e-009	4.607026e+001	4.607026e-001	4.608026e-011	4.607026e-001	-2.122468e+001
1.612619943183545e-004	2.116477e+001	2.116937e-009	4.600518e+001	4.600518e-001	4.601518e-011	4.600518e-001	-2.116477e+001
1.620949686759364e-004	2.111852e+001	2.112312e-009	4.595489e+001	4.595489e-001	4.596489e-011	4.595489e-001	-2.111852e+001
1.629279430335184e-004	2.108589e+001	2.109048e-009	4.591938e+001	4.591938e-001	4.592938e-011	4.591938e-001	-2.108589e+001
1.637609173911003e-004	2.106685e+001	2.107144e-009	4.589864e+001	4.589864e-001	4.590864e-011	4.589864e-001	-2.106685e+001
1.645938917486823e-004	2.106139e+001	2.106598e-009	4.589269e+001	4.589269e-001	4.590269e-011	4.589269e-001	-2.106139e+001
1.654268661062642e-004	2.106949e+001	2.107408e-009	4.590151e+001	4.590151e-001	4.591151e-011	4.590151e-001	-2.106949e+001
1.662598404638462e-004	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593511e-011	4.592511e-001	-2.109116e+001
1.998046875000000e-004	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593511e-011	4.592511e-001	-2.109116e+001
2.000000000000000e-004	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593511e-011	4.592511e-001	-2.109116e+001
