time	powerLoad	powerMOS	V(measure)	I(load)	Id(MOS)	I(PVModule)
4.396352123344860e-004	4.948282e-006	9.764573e-002	2.224473e-002	2.224473e-004	4.389611e+000	4.389844e+000
4.398037326112713e-004	5.216105e-006	1.029211e-001	2.283879e-002	2.283879e-004	4.506417e+000	4.506657e+000
4.400129172596063e-004	5.899151e-006	1.163720e-001	2.428817e-002	2.428817e-004	4.791302e+000	4.791555e+000
4.402587030749170e-004	7.132100e-006	1.406406e-001	2.670599e-002	2.670599e-004	5.266256e+000	5.266528e+000
4.405502772851215e-004	9.024014e-006	1.778559e-001	3.004000e-002	3.004000e-004	5.920638e+000	5.920938e+000
4.408978552176419e-004	1.145770e-005	2.256938e-001	3.384922e-002	3.384922e-004	6.667622e+000	6.667964e+000
4.411755099671647e-004	1.312339e-005	2.584154e-001	3.622621e-002	3.622621e-004	7.133381e+000	7.133755e+000
4.413629236655844e-004	1.381835e-005	2.720622e-001	3.717304e-002	3.717304e-004	7.318802e+000	7.319187e+000
4.415266418640680e-004	1.399266e-005	2.754843e-001	3.740676e-002	3.740676e-004	7.364560e+000	7.364944e+000
4.416914018828424e-004	1.376028e-005	2.709220e-001	3.709485e-002	3.709485e-004	7.303493e+000	7.303873e+000
4.418575375989294e-004	1.313051e-005	2.585557e-001	3.623604e-002	3.623604e-004	7.135318e+000	7.135690e+000
4.420799374650139e-004	1.183928e-005	2.331931e-001	3.440826e-002	3.440826e-004	6.777241e+000	6.777597e+000
4.423282966503625e-004	1.010979e-005	1.992048e-001	3.179590e-002	3.179590e-004	6.265109e+000	6.265438e+000
4.426382836106582e-004	8.026060e-006	1.582279e-001	2.833030e-002	2.833030e-004	5.585113e+000	5.585404e+000
4.430141891846159e-004	6.075785e-006	1.198488e-001	2.464911e-002	2.464911e-004	4.862196e+000	4.862457e+000
4.432439218457780e-004	5.336496e-006	1.052924e-001	2.310086e-002	2.310086e-004	4.557945e+000	4.558194e+000
4.434191364708203e-004	5.096277e-006	1.005611e-001	2.257494e-002	2.257493e-004	4.454547e+000	4.454786e+000
4.435842256090116e-004	5.129335e-006	1.012123e-001	2.264803e-002	2.264803e-004	4.468920e+000	4.469156e+000
4.437519577197729e-004	5.420846e-006	1.069537e-001	2.328271e-002	2.328271e-004	4.593697e+000	4.593940e+000
4.439701435623289e-004	6.154104e-006	1.213918e-001	2.480747e-002	2.480747e-004	4.893356e+000	4.893614e+000
4.442179693002986e-004	7.397103e-006	1.458555e-001	2.719762e-002	2.719762e-004	5.362806e+000	5.363082e+000
4.445193616072422e-004	9.298353e-006	1.832508e-001	3.049320e-002	3.049320e-004	6.009562e+000	6.009866e+000
4.448754366467168e-004	1.165197e-005	2.295116e-001	3.413498e-002	3.413498e-004	6.723650e+000	6.723996e+000
4.451272938608166e-004	1.302371e-005	2.564585e-001	3.608838e-002	3.608838e-004	7.106401e+000	7.106773e+000
4.453086420099696e-004	1.360158e-005	2.678063e-001	3.688032e-002	3.688032e-004	7.261496e+000	7.261876e+000
4.454718436578585e-004	1.371563e-005	2.700456e-001	3.703462e-002	3.703462e-004	7.291708e+000	7.292087e+000
4.456463964967402e-004	1.342976e-005	2.644325e-001	3.664663e-002	3.664663e-004	7.215738e+000	7.216113e+000
4.458118117749582e-004	1.278687e-005	2.518073e-001	3.575873e-002	3.575873e-004	7.041840e+000	7.042207e+000
4.460460994585364e-004	1.144427e-005	2.254324e-001	3.382938e-002	3.382938e-004	6.663805e+000	6.664155e+000
4.466196060444901e-004	7.770943e-006	1.532093e-001	2.787641e-002	2.787641e-004	5.496021e+000	5.496309e+000
4.470204771873196e-004	5.941090e-006	1.171973e-001	2.437435e-002	2.437435e-004	4.808221e+000	4.808486e+000
4.472402919796136e-004	5.370826e-006	1.059688e-001	2.317504e-002	2.317504e-004	4.572538e+000	4.572791e+000
4.474104984962817e-004	5.243776e-006	1.034665e-001	2.289929e-002	2.289929e-004	4.518328e+000	4.518570e+000
4.475923297021194e-004	5.388411e-006	1.063152e-001	2.321295e-002	2.321295e-004	4.579993e+000	4.580235e+000
4.477676720331724e-004	5.799457e-006	1.144096e-001	2.408206e-002	2.408206e-004	4.750821e+000	4.751072e+000
4.480129312684781e-004	6.771048e-006	1.335361e-001	2.602124e-002	2.602124e-004	5.131812e+000	5.132081e+000
4.486055664428596e-004	1.022523e-005	2.014724e-001	3.197691e-002	3.197691e-004	6.300559e+000	6.300878e+000
4.490271888808356e-004	1.257647e-005	2.476736e-001	3.546331e-002	3.546331e-004	6.983938e+000	6.984301e+000
4.492415888153558e-004	1.333237e-005	2.625203e-001	3.651351e-002	3.651352e-004	7.189674e+000	7.190053e+000
4.494092642924190e-004	1.346114e-005	2.650489e-001	3.668943e-002	3.668943e-004	7.224122e+000	7.224502e+000
4.495910244486676e-004	1.317626e-005	2.594548e-001	3.629912e-002	3.629912e-004	7.147690e+000	7.148062e+000
4.497550629419531e-004	1.256559e-005	2.474614e-001	3.544797e-002	3.544797e-004	6.980974e+000	6.981338e+000
4.499928814071888e-004	1.126419e-005	2.218944e-001	3.356217e-002	3.356217e-004	6.611444e+000	6.611791e+000
4.505694025544926e-004	7.763282e-006	1.530591e-001	2.786267e-002	2.786267e-004	5.493339e+000	5.493627e+000
4.509751871519668e-004	6.019705e-006	1.187455e-001	2.453509e-002	2.453509e-004	4.839822e+000	4.840088e+000
4.511918394972731e-004	5.499354e-006	1.085002e-001	2.345070e-002	2.345070e-004	4.626735e+000	4.626989e+000
4.513609558480318e-004	5.394661e-006	1.064384e-001	2.322641e-002	2.322641e-004	4.582644e+000	4.582889e+000
4.515411070970609e-004	5.551375e-006	1.095247e-001	2.356135e-002	2.356136e-004	4.648488e+000	4.648733e+000
4.517218730925847e-004	5.978920e-006	1.179433e-001	2.445183e-002	2.445183e-004	4.823497e+000	4.823751e+000
4.519678468774200e-004	6.941548e-006	1.368919e-001	2.634682e-002	2.634682e-004	5.195768e+000	5.196038e+000
4.525681466992606e-004	1.031744e-005	2.032857e-001	3.212077e-002	3.212077e-004	6.328793e+000	6.329063e+000
4.529642912302527e-004	1.240828e-005	2.443707e-001	3.522539e-002	3.522539e-004	6.937346e+000	6.937684e+000
4.531737943338839e-004	1.310508e-005	2.580571e-001	3.620093e-002	3.620093e-004	7.128465e+000	7.128837e+000
4.533403775651081e-004	1.324285e-005	2.607627e-001	3.639073e-002	3.639073e-004	7.165636e+000	7.166010e+000
4.535042807098333e-004	1.302616e-005	2.565073e-001	3.609177e-002	3.609176e-004	7.107087e+000	7.107454e+000
4.536694523879832e-004	1.247726e-005	2.457268e-001	3.532316e-002	3.532316e-004	6.956533e+000	6.956894e+000
4.538941280884434e-004	1.135217e-005	2.236235e-001	3.369298e-002	3.369298e-004	6.637094e+000	6.637440e+000
4.541431223936318e-004	9.863578e-006	1.943659e-001	3.140634e-002	3.140633e-004	6.188747e+000	6.189069e+000
4.546775921766833e-004	6.839203e-006	1.348795e-001	2.615187e-002	2.615187e-004	5.157545e+000	5.157807e+000
4.547975111985335e-004	6.380799e-006	1.258559e-001	2.526024e-002	2.526024e-004	4.982370e+000	4.982624e+000
4.550000000000000e-004	5.760116e-006	1.136356e-001	2.400024e-002	2.400024e-004	4.734767e+000	4.735013e+000
4.551417421610266e-004	5.901990e-006	1.130934e-001	2.429401e-002	2.429401e-004	4.655195e+000	4.655438e+000
4.553037332021999e-004	6.290331e-006	1.164304e-001	2.508053e-002	2.508053e-004	4.642261e+000	4.642516e+000
4.554650550708277e-004	6.954027e-006	1.241592e-001	2.637049e-002	2.637049e-004	4.708263e+000	4.708536e+000
4.556710864045268e-004	8.325560e-006	1.416080e-001	2.885405e-002	2.885405e-004	4.907733e+000	4.908042e+000
4.559036589852285e-004	1.070786e-005	1.718159e-001	3.272287e-002	3.272287e-004	5.250636e+000	5.250995e+000
4.561881746296998e-004	1.504843e-005	2.237028e-001	3.879231e-002	3.879231e-004	5.766679e+000	5.767096e+000
4.565123106865134e-004	2.201616e-005	2.983019e-001	4.692138e-002	4.692138e-004	6.357483e+000	6.357965e+000
4.568391386898152e-004	3.109521e-005	3.820216e-001	5.576308e-002	5.576308e-004	6.850798e+000	6.851357e+000
4.570360138540754e-004	3.733302e-005	4.302722e-001	6.110075e-002	6.110075e-004	7.042012e+000	7.042624e+000
4.572018935121420e-004	4.276177e-005	4.645365e-001	6.539248e-002	6.539248e-004	7.103822e+000	7.104478e+000
4.573654769404975e-004	4.806211e-005	4.905431e-001	6.932684e-002	6.932684e-004	7.075803e+000	7.076499e+000
4.575322943003021e-004	5.327658e-005	5.079229e-001	7.299081e-002	7.299081e-004	6.958724e+000	6.959457e+000
4.577350305536901e-004	5.936217e-005	5.172545e-001	7.704685e-002	7.704684e-004	6.713506e+000	6.714281e+000
4.579780792111910e-004	6.685156e-005	5.166101e-001	8.176281e-002	8.176281e-004	6.318399e+000	6.319222e+000
4.582659198499733e-004	7.857543e-005	5.135722e-001	8.864278e-002	8.864278e-004	5.793729e+000	5.794778e+000
4.586173234566764e-004	1.041845e-004	5.298959e-001	1.020708e-001	1.020708e-003	5.191454e+000	5.193435e+000
4.588602760885270e-004	1.424692e-004	5.813316e-001	1.193605e-001	1.193605e-003	4.870387e+000	4.873779e+000
4.590439502449783e-004	2.101154e-004	6.855054e-001	1.449536e-001	1.449536e-003	4.729138e+000	4.732866e+000
4.592106433214664e-004	4.185109e-004	9.604705e-001	2.045754e-001	2.045754e-003	4.694946e+000	4.697908e+000
4.593847078880552e-004	6.961390e+000	1.145929e+002	2.638445e+001	2.638445e-001	4.343199e+000	4.607045e+000
4.594765191998444e-004	4.498876e+001	2.401784e+002	6.707366e+001	6.707366e-001	3.580815e+000	4.251552e+000
4.595667176397838e-004	1.022217e+002	2.520057e+002	1.011047e+002	1.011047e+000	2.492521e+000	3.503568e+000
4.596332616013400e-004	1.100345e+002	1.880109e+002	1.048973e+002	1.048973e+000	1.792333e+000	2.841306e+000
4.597131265297496e-004	9.683197e+001	1.101949e+002	9.840324e+001	9.840323e-001	1.119830e+000	2.103861e+000
4.597981730496614e-004	7.836986e+001	5.062870e+001	8.852676e+001	8.852675e-001	5.719028e-001	1.457163e+000
4.598694160446048e-004	6.327869e+001	2.004198e+001	7.954790e+001	7.954791e-001	2.519486e-001	1.047416e+000
4.599319524880319e-004	5.055111e+001	6.279207e+000	7.109930e+001	7.109931e-001	8.831601e-002	7.992989e-001
4.600000000000000e-004	3.725157e+001	3.725767e-009	6.103406e+001	6.103406e-001	6.104406e-011	6.103373e-001
4.600204142535905e-004	3.370291e+001	3.370872e-009	5.805421e+001	5.805421e-001	5.806421e-011	5.805411e-001
4.600476332583778e-004	3.031838e+001	3.032389e-009	5.506213e+001	5.506213e-001	5.507213e-011	5.506205e-001
4.601020712679523e-004	2.613967e+001	2.614478e-009	5.112697e+001	5.112697e-001	5.113697e-011	5.112684e-001
4.601763957372529e-004	2.321603e+001	2.322085e-009	4.818302e+001	4.818301e-001	4.819302e-011	4.818296e-001
4.602541850432318e-004	2.192809e+001	2.193277e-009	4.682744e+001	4.682744e-001	4.683744e-011	4.682744e-001
4.603509845023696e-004	2.137064e+001	2.137527e-009	4.622839e+001	4.622839e-001	4.623839e-011	4.622839e-001
4.606662185889085e-004	2.109968e+001	2.110427e-009	4.593438e+001	4.593439e-001	4.594438e-011	4.593439e-001
5.000000000000000e-004	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.592948e-011	4.592511e-001
5.000204834985063e-004	2.030822e+001	4.941779e-001	4.506464e+001	4.506465e-001	1.096598e-002	4.616124e-001
5.000614504955189e-004	1.713914e+001	2.629893e+000	4.139944e+001	4.139944e-001	6.352483e-002	4.775192e-001
5.001144167909260e-004	1.151317e+001	6.530187e+000	3.393106e+001	3.393106e-001	1.924546e-001	5.317650e-001
5.001761905136142e-004	5.137542e+000	9.958424e+000	2.266615e+001	2.266615e-001	4.393523e-001	6.660137e-001
5.002596361643740e-004	7.805260e-001	7.742711e+000	8.834738e+000	8.834738e-002	8.763940e-001	9.647438e-001
5.003499783378898e-004	2.580509e-002	2.198666e+000	1.606396e+000	1.606396e-002	1.368695e+000	1.384766e+000
5.004552468800451e-004	1.937696e-004	2.671048e-001	1.392012e-001	1.392012e-003	1.918840e+000	1.920322e+000
5.005560819090813e-004	1.852408e-004	3.312508e-001	1.361032e-001	1.361032e-003	2.433821e+000	2.435369e+000
5.007577519671537e-004	1.769019e-004	4.576014e-001	1.330045e-001	1.330045e-003	3.440496e+000	3.441978e+000
5.011610920832986e-004	1.642102e-004	6.885798e-001	1.281445e-001	1.281445e-003	5.373462e+000	5.374697e+000
5.014315639748694e-004	1.544420e-004	8.149755e-001	1.242747e-001	1.242747e-003	6.557855e+000	6.559049e+000
5.016953337305379e-004	1.405001e-004	8.879528e-001	1.185327e-001	1.185327e-003	7.491203e+000	7.492377e+000
5.020103675254902e-004	1.180021e-004	8.963175e-001	1.086288e-001	1.086288e-003	8.251199e+000	8.252319e+000
5.021954412592523e-004	1.021426e-004	8.541932e-001	1.010656e-001	1.010656e-003	8.451865e+000	8.452940e+000
5.023589174463299e-004	8.673683e-005	7.832853e-001	9.313261e-002	9.313261e-004	8.410430e+000	8.411410e+000
5.025276716546632e-004	7.081421e-005	6.876564e-001	8.415118e-002	8.415118e-004	8.171679e+000	8.172540e+000
5.027315164948044e-004	5.304668e-005	5.579839e-001	7.283315e-002	7.283315e-004	7.661125e+000	7.661862e+000
5.029775060168115e-004	3.531489e-005	4.054888e-001	5.942633e-002	5.942633e-004	6.823385e+000	6.823997e+000
5.032664022782037e-004	2.058284e-005	2.592311e-001	4.536832e-002	4.536832e-004	5.713923e+000	5.714521e+000
5.036201133801018e-004	1.019495e-005	1.427384e-001	3.192953e-002	3.192954e-004	4.470418e+000	4.471206e+000
5.039558216353027e-004	5.469201e-006	8.469828e-002	2.338632e-002	2.338632e-004	3.621701e+000	3.622482e+000
5.041513741487513e-004	4.304261e-006	7.038783e-002	2.074671e-002	2.074671e-004	3.392722e+000	3.393215e+000
5.043167317472175e-004	4.033819e-006	6.870939e-002	2.008437e-002	2.008437e-004	3.421038e+000	3.421317e+000
5.044854650620244e-004	4.235278e-006	7.505677e-002	2.057979e-002	2.057979e-004	3.647110e+000	3.647350e+000
5.046992315370034e-004	4.938616e-006	9.161933e-002	2.222300e-002	2.222300e-004	4.122726e+000	4.122957e+000
5.047525253954639e-004	5.201267e-006	9.756407e-002	2.280629e-002	2.280629e-004	4.277946e+000	4.278177e+000
5.048591131123850e-004	5.861478e-006	1.124591e-001	2.421049e-002	2.421049e-004	4.645056e+000	4.645296e+000
5.050000000000000e-004	6.853817e-006	1.351673e-001	2.617980e-002	2.617979e-004	5.163038e+000	5.163300e+000
5.051036851246819e-004	8.036586e-006	1.584359e-001	2.834887e-002	2.834887e-004	5.588791e+000	5.589065e+000
5.052073702493639e-004	9.245845e-006	1.822171e-001	3.040698e-002	3.040698e-004	5.992608e+000	5.992897e+000
5.053110553740458e-004	1.046789e-005	2.062410e-001	3.235412e-002	3.235412e-004	6.374490e+000	6.374796e+000
5.054147404987276e-004	1.168976e-005	2.302523e-001	3.419029e-002	3.419029e-004	6.734436e+000	6.734762e+000
5.055184256234095e-004	1.289923e-005	2.540104e-001	3.591549e-002	3.591549e-004	7.072446e+000	7.072795e+000
5.056221107480914e-004	1.408480e-005	2.772891e-001	3.752972e-002	3.752973e-004	7.388520e+000	7.388895e+000
5.057257958727733e-004	1.523574e-005	2.998771e-001	3.903299e-002	3.903299e-004	7.682658e+000	7.683062e+000
5.059448056224467e-004	1.701096e-005	3.347109e-001	4.124434e-002	4.124434e-004	8.115316e+000	8.115761e+000
5.061189386541070e-004	1.761446e-005	3.465483e-001	4.196958e-002	4.196958e-004	8.257132e+000	8.257585e+000
5.062834369843535e-004	1.741080e-005	3.425541e-001	4.172625e-002	4.172625e-004	8.209558e+000	8.209999e+000
5.064513216014655e-004	1.645938e-005	3.238905e-001	4.057017e-002	4.057017e-004	7.983465e+000	7.983896e+000
5.066588634623196e-004	1.449985e-005	2.854346e-001	3.807867e-002	3.807867e-004	7.495917e+000	7.496329e+000
5.069043563467915e-004	1.163353e-005	2.291417e-001	3.410796e-002	3.410796e-004	6.718129e+000	6.718503e+000
5.071968913394354e-004	8.304586e-006	1.636979e-001	2.881768e-002	2.881768e-004	5.680468e+000	5.680777e+000
5.075519921501996e-004	5.305854e-006	1.046802e-001	2.303444e-002	2.303444e-004	4.544510e+000	4.544787e+000
5.079002896010704e-004	3.635143e-006	7.176640e-002	1.906605e-002	1.906605e-004	3.764093e+000	3.764381e+000
5.080955169573232e-004	3.284839e-006	6.486116e-002	1.812412e-002	1.812413e-004	3.578720e+000	3.578973e+000
5.082606327216259e-004	3.379546e-006	6.672845e-002	1.838354e-002	1.838354e-004	3.629793e+000	3.630011e+000
5.084282353865659e-004	3.827710e-006	7.556292e-002	1.956453e-002	1.956453e-004	3.862240e+000	3.862454e+000
5.086516320187369e-004	4.952988e-006	9.773458e-002	2.225531e-002	2.225531e-004	4.391518e+000	4.391747e+000
5.089018509352622e-004	6.892496e-006	1.359193e-001	2.625356e-002	2.625356e-004	5.177177e+000	5.177440e+000
5.092025674321114e-004	9.926866e-006	1.955977e-001	3.150693e-002	3.150693e-004	6.208085e+000	6.208398e+000
5.095763090629549e-004	1.394120e-005	2.744631e-001	3.733791e-002	3.733791e-004	7.350789e+000	7.351175e+000
5.098424334602409e-004	1.620211e-005	3.188432e-001	4.025184e-002	4.025184e-004	7.921208e+000	7.921645e+000
5.100269435418504e-004	1.695479e-005	3.336104e-001	4.117620e-002	4.117620e-004	8.102020e+000	8.102468e+000
5.101913793940844e-004	1.687136e-005	3.319738e-001	4.107477e-002	4.107477e-004	8.082184e+000	8.082620e+000
5.103603759744474e-004	1.608215e-005	3.164903e-001	4.010256e-002	4.010256e-004	7.892024e+000	7.892447e+000
5.105571641492432e-004	1.444934e-005	2.844445e-001	3.801228e-002	3.801229e-004	7.482962e+000	7.483369e+000
5.108008672089315e-004	1.184971e-005	2.333910e-001	3.442341e-002	3.442341e-004	6.780006e+000	6.780380e+000
5.110822062309936e-004	8.801748e-006	1.734782e-001	2.966774e-002	2.966774e-004	5.847368e+000	5.847684e+000
5.114287338313614e-004	5.868837e-006	1.157671e-001	2.422568e-002	2.422568e-004	4.778692e+000	4.778971e+000
5.117971562213014e-004	3.996700e-006	7.889307e-002	1.999175e-002	1.999175e-004	3.946282e+000	3.946565e+000
5.119986895973673e-004	3.568183e-006	7.044774e-002	1.888963e-002	1.888963e-004	3.729439e+000	3.729693e+000
5.121647175263906e-004	3.608059e-006	7.123386e-002	1.899489e-002	1.899489e-004	3.750159e+000	3.750380e+000
5.123344041498743e-004	3.993975e-006	7.884046e-002	1.998493e-002	1.998493e-004	3.944995e+000	3.945216e+000
5.125476673063336e-004	4.952004e-006	9.771610e-002	2.225310e-002	2.225310e-004	4.391123e+000	4.391363e+000
5.127965334488006e-004	6.698830e-006	1.321092e-001	2.588210e-002	2.588210e-004	5.104269e+000	5.104528e+000
5.130900870064864e-004	9.431726e-006	1.858658e-001	3.071111e-002	3.071112e-004	6.052069e+000	6.052364e+000
5.134477864830448e-004	1.306866e-005	2.573315e-001	3.615060e-002	3.615060e-004	7.118317e+000	7.118673e+000
5.137340649437357e-004	1.549686e-005	3.050052e-001	3.936605e-002	3.936605e-004	7.747923e+000	7.748327e+000
5.139231975308670e-004	1.637377e-005	3.222128e-001	4.046452e-002	4.046452e-004	7.962848e+000	7.963275e+000
5.140877965912718e-004	1.642841e-005	3.232847e-001	4.053197e-002	4.053197e-004	7.976042e+000	7.976471e+000
5.142585740477453e-004	1.581928e-005	3.113333e-001	3.977346e-002	3.977346e-004	7.827664e+000	7.828082e+000
5.144407024869708e-004	1.452664e-005	2.859632e-001	3.811384e-002	3.811384e-004	7.502872e+000	7.503276e+000
5.146812993777837e-004	1.220470e-005	2.403663e-001	3.493522e-002	3.493522e-004	6.880343e+000	6.880719e+000
5.152840066672034e-004	6.519626e-006	1.285798e-001	2.553356e-002	2.553356e-004	5.035718e+000	5.035994e+000
5.156283554762451e-004	4.527607e-006	8.935510e-002	2.127817e-002	2.127817e-004	4.199378e+000	4.199635e+000
5.158373197171858e-004	3.900281e-006	7.699425e-002	1.974913e-002	1.974913e-004	3.898615e+000	3.898854e+000
5.160047899049567e-004	3.782718e-006	7.467706e-002	1.944921e-002	1.944921e-004	3.839594e+000	3.839815e+000
5.161818184622129e-004	4.000376e-006	7.896711e-002	2.000094e-002	2.000094e-004	3.948170e+000	3.948390e+000
5.163615521049716e-004	4.585317e-006	9.049318e-002	2.141335e-002	2.141335e-004	4.226017e+000	4.226240e+000
5.166052509968197e-004	5.940526e-006	1.171834e-001	2.437319e-002	2.437319e-004	4.807882e+000	4.808115e+000
5.171975365249225e-004	1.107051e-005	2.180774e-001	3.327238e-002	3.327238e-004	6.554307e+000	6.554638e+000
5.176178309752380e-004	1.468876e-005	2.891430e-001	3.832592e-002	3.832591e-004	7.544321e+000	7.544723e+000
5.178348515478426e-004	1.584935e-005	3.119238e-001	3.981124e-002	3.981124e-004	7.835068e+000	7.835500e+000
5.180035409920379e-004	1.599141e-005	3.147114e-001	3.998926e-002	3.998926e-004	7.869897e+000	7.870327e+000
5.181812433483626e-004	1.546478e-005	3.043774e-001	3.932528e-002	3.932528e-004	7.739994e+000	7.740407e+000
5.183534001094469e-004	1.436920e-005	2.828734e-001	3.790672e-002	3.790673e-004	7.462353e+000	7.462753e+000
5.185958108738036e-004	1.221062e-005	2.404839e-001	3.494370e-002	3.494370e-004	6.882040e+000	6.882413e+000
5.191891056630107e-004	6.847986e-006	1.350434e-001	2.616866e-002	2.616866e-004	5.160501e+000	5.160780e+000
5.195404146616959e-004	4.810710e-006	9.493288e-002	2.193333e-002	2.193333e-004	4.328248e+000	4.328504e+000
5.197538339402367e-004	4.143572e-006	8.178942e-002	2.035577e-002	2.035577e-004	4.017998e+000	4.018238e+000
5.199226914809809e-004	3.997418e-006	7.890908e-002	1.999354e-002	1.999354e-004	3.946728e+000	3.946953e+000
5.201020651443422e-004	4.180200e-006	8.251132e-002	2.044554e-002	2.044554e-004	4.035664e+000	4.035888e+000
5.202754915679369e-004	4.694914e-006	9.265287e-002	2.166775e-002	2.166775e-004	4.276073e+000	4.276304e+000
5.205186972215999e-004	5.947760e-006	1.173266e-001	2.438803e-002	2.438803e-004	4.810828e+000	4.811078e+000
5.211046364240403e-004	1.070899e-005	2.109740e-001	3.272459e-002	3.272459e-004	6.446955e+000	6.447282e+000
5.215273339169172e-004	1.420741e-005	2.796947e-001	3.769272e-002	3.769272e-004	7.420392e+000	7.420785e+000
5.217474611994011e-004	1.539270e-005	3.029634e-001	3.923354e-002	3.923354e-004	7.722052e+000	7.722474e+000
5.219166252712355e-004	1.559823e-005	3.069968e-001	3.949460e-002	3.949460e-004	7.773134e+000	7.773556e+000
5.220968691912699e-004	1.517341e-005	2.986600e-001	3.895307e-002	3.895307e-004	7.667175e+000	7.667582e+000
5.222610354024559e-004	1.425251e-005	2.805834e-001	3.775249e-002	3.775250e-004	7.432181e+000	7.432577e+000
5.225012682358437e-004	1.229524e-005	2.421472e-001	3.506457e-002	3.506457e-004	6.905751e+000	6.906123e+000
5.230816923174510e-004	7.247538e-006	1.429070e-001	2.692125e-002	2.692125e-004	5.308333e+000	5.308617e+000
5.234423020519226e-004	5.124362e-006	1.011115e-001	2.263705e-002	2.263705e-004	4.466636e+000	4.466892e+000
5.236631026826914e-004	4.390721e-006	8.665993e-002	2.095405e-002	2.095405e-004	4.135714e+000	4.135955e+000
5.238342694449427e-004	4.203748e-006	8.297562e-002	2.050304e-002	2.050304e-004	4.046990e+000	4.047219e+000
5.240173592896636e-004	4.341416e-006	8.568850e-002	2.083606e-002	2.083607e-004	4.112509e+000	4.112735e+000
5.241825251546603e-004	4.775798e-006	9.424673e-002	2.185360e-002	2.185360e-004	4.312641e+000	4.312876e+000
5.244246301238052e-004	5.913409e-006	1.166510e-001	2.431750e-002	2.431750e-004	4.796996e+000	4.797251e+000
5.246728018108462e-004	7.599977e-006	1.498441e-001	2.756806e-002	2.756806e-004	5.435425e+000	5.435705e+000
5.250006824451068e-004	1.031326e-005	2.031979e-001	3.211426e-002	3.211426e-004	6.327341e+000	6.327662e+000
5.253865389653704e-004	1.348058e-005	2.654254e-001	3.671591e-002	3.671591e-004	7.229165e+000	7.229543e+000
5.256109159884125e-004	1.481537e-005	2.916329e-001	3.849074e-002	3.849074e-004	7.576703e+000	7.577110e+000
5.257824011940996e-004	1.523312e-005	2.998321e-001	3.902963e-002	3.902963e-004	7.682166e+000	7.682577e+000
5.259460189219413e-004	1.508921e-005	2.970078e-001	3.884484e-002	3.884484e-004	7.646005e+000	7.646407e+000
5.261129602223095e-004	1.442427e-005	2.839559e-001	3.797929e-002	3.797929e-004	7.476599e+000	7.476993e+000
5.263183597523543e-004	1.304806e-005	2.569344e-001	3.612210e-002	3.612210e-004	7.112942e+000	7.113321e+000
5.265626244281004e-004	1.098346e-005	2.163740e-001	3.314131e-002	3.314131e-004	6.528832e+000	6.529182e+000
5.268530218201731e-004	8.506173e-006	1.676694e-001	2.916534e-002	2.916534e-004	5.748925e+000	5.749228e+000
5.272056997440295e-004	6.096904e-006	1.202621e-001	2.469191e-002	2.469191e-004	4.870506e+000	4.870769e+000
5.274874064265478e-004	4.852689e-006	9.576155e-002	2.202882e-002	2.202882e-004	4.347103e+000	4.347351e+000
5.276749848060001e-004	4.446633e-006	8.776195e-002	2.108704e-002	2.108704e-004	4.161890e+000	4.162125e+000
5.278399848368752e-004	4.406264e-006	8.696652e-002	2.099110e-002	2.099110e-004	4.143018e+000	4.143244e+000
5.280106543329864e-004	4.662189e-006	9.200899e-002	2.159210e-002	2.159210e-004	4.261233e+000	4.261464e+000
5.282080467759547e-004	5.323905e-006	1.050433e-001	2.307359e-002	2.307359e-004	4.552533e+000	4.552775e+000
5.284523463787057e-004	6.637032e-006	1.308961e-001	2.576244e-002	2.576244e-004	5.080889e+000	5.081150e+000
5.290714640687341e-004	1.142503e-005	2.250490e-001	3.380094e-002	3.380094e-004	6.658071e+000	6.658409e+000
5.293942931671209e-004	1.376979e-005	2.711063e-001	3.710767e-002	3.710767e-004	7.305938e+000	7.306316e+000
5.295912936341623e-004	1.467926e-005	2.889618e-001	3.831352e-002	3.831352e-004	7.542032e+000	7.542431e+000
5.297562932992456e-004	1.489764e-005	2.932483e-001	3.859746e-002	3.859747e-004	7.597605e+000	7.598006e+000
5.299208831612518e-004	1.462190e-005	2.878360e-001	3.823859e-002	3.823859e-004	7.527368e+000	7.527762e+000
5.300868043780111e-004	1.387209e-005	2.731160e-001	3.724525e-002	3.724525e-004	7.332908e+000	7.333294e+000
5.303105605290918e-004	1.233034e-005	2.428382e-001	3.511459e-002	3.511459e-004	6.915594e+000	6.915962e+000
5.305593029268523e-004	1.029369e-005	2.028176e-001	3.208377e-002	3.208377e-004	6.321502e+000	6.321838e+000
5.308707192881867e-004	7.870716e-006	1.551699e-001	2.805480e-002	2.805480e-004	5.530956e+000	5.531248e+000
5.312475786322501e-004	5.664688e-006	1.117532e-001	2.380061e-002	2.380061e-004	4.695392e+000	4.695650e+000
5.314815000305707e-004	4.839299e-006	9.549832e-002	2.199841e-002	2.199841e-004	4.341147e+000	4.341392e+000
5.316568906754745e-004	4.585499e-006	9.049826e-002	2.141378e-002	2.141378e-004	4.226170e+000	4.226403e+000
5.318218369041620e-004	4.633475e-006	9.144351e-002	2.152551e-002	2.152551e-004	4.248147e+000	4.248374e+000
5.319892717844469e-004	4.966375e-006	9.800166e-002	2.228536e-002	2.228536e-004	4.397579e+000	4.397815e+000
