time	powerLoad	powerMOS	V(measure)	I(load)	Id(MOS)	I(PVModule)
0.000000000000000e+000	2.109116e+001	2.109575e-009	4.592511e+001	4.592511e-001	4.593511e-011	4.592511e-001
9.765624940649698e-012	2.109115e+001	8.796160e-008	4.592510e+001	4.592510e-001	1.915327e-009	4.592511e-001
1.953124988129940e-011	2.109114e+001	2.882830e-007	4.592509e+001	4.592510e-001	6.277243e-009	4.592511e-001
3.906249976259879e-011	2.109115e+001	1.146803e-006	4.592510e+001	4.592510e-001	2.497117e-008	4.592511e-001
7.812499952519758e-011	2.109115e+001	4.580885e-006	4.592510e+001	4.592510e-001	9.974686e-008	4.592511e-001
1.562499990503952e-010	2.109113e+001	1.831720e-005	4.592508e+001	4.592507e-001	3.988496e-007	4.592511e-001
3.124999981007903e-010	2.109101e+001	7.326228e-005	4.592495e+001	4.592495e-001	1.595261e-006	4.592511e-001
6.249999962015806e-010	2.109058e+001	2.930397e-004	4.592448e+001	4.592448e-001	6.380905e-006	4.592512e-001
1.249999992403161e-009	2.108883e+001	1.172104e-003	4.592258e+001	4.592258e-001	2.552348e-005	4.592513e-001
2.499999984806323e-009	2.108193e+001	4.687642e-003	4.591506e+001	4.591506e-001	1.020938e-004	4.592527e-001
4.999999969612645e-009	2.105478e+001	1.873849e-002	4.588549e+001	4.588549e-001	4.083751e-004	4.592633e-001
9.999999939225290e-009	2.095005e+001	7.476730e-002	4.577122e+001	4.577122e-001	1.633500e-003	4.593457e-001
1.999999987845058e-008	2.056025e+001	2.962738e-001	4.534341e+001	4.534341e-001	6.534000e-003	4.599681e-001
3.999999975690116e-008	1.921102e+001	1.145551e+000	4.383038e+001	4.383038e-001	2.613600e-002	4.644398e-001
7.999999951380232e-008	1.524641e+001	3.941979e+000	3.904665e+001	3.904665e-001	1.009556e-001	4.914221e-001
1.462704390301252e-007	7.991868e+000	8.752585e+000	2.826989e+001	2.826989e-001	3.096080e-001	5.923067e-001
2.155934256859145e-007	2.620256e+000	1.019111e+001	1.618720e+001	1.618720e-001	6.295781e-001	7.914686e-001
3.186763055421857e-007	1.253526e-001	4.215223e+000	3.540517e+000	3.540517e-002	1.190567e+000	1.226035e+000
4.051088218722327e-007	1.975962e-004	2.321675e-001	1.405689e-001	1.405689e-003	1.651628e+000	1.653299e+000
5.132228594427630e-007	1.858532e-004	3.008223e-001	1.363280e-001	1.363280e-003	2.206607e+000	2.208484e+000
6.401951085820518e-007	1.796029e-004	3.820008e-001	1.340160e-001	1.340160e-003	2.850412e+000	2.852100e+000
8.941396068606294e-007	1.715704e-004	5.373880e-001	1.309849e-001	1.309849e-003	4.102672e+000	4.103911e+000
1.262996607812556e-006	1.603059e-004	7.376446e-001	1.266120e-001	1.266120e-003	5.826025e+000	5.827166e+000
1.534588538230193e-006	1.491521e-004	8.477359e-001	1.221278e-001	1.221278e-003	6.941382e+000	6.942548e+000
1.830916273977469e-006	1.310222e-004	8.982475e-001	1.144650e-001	1.144649e-003	7.847359e+000	7.848500e+000
2.142020280468234e-006	1.064251e-004	8.649097e-001	1.031625e-001	1.031625e-003	8.383952e+000	8.385013e+000
2.323109759871656e-006	9.003545e-005	7.991395e-001	9.488701e-002	9.488701e-004	8.422011e+000	8.423014e+000
2.521389896405750e-006	7.145133e-005	6.919170e-001	8.452889e-002	8.452889e-004	8.185569e+000	8.186457e+000
2.701745271574916e-006	5.564089e-005	5.788357e-001	7.459282e-002	7.459282e-004	7.759938e+000	7.760700e+000
2.960225237967665e-006	3.653160e-005	4.170353e-001	6.044137e-002	6.044137e-004	6.899832e+000	6.900448e+000
3.225670930654238e-006	2.239731e-005	2.786802e-001	4.732580e-002	4.732580e-004	5.888548e+000	5.889141e+000
3.589857045439991e-006	1.089694e-005	1.511321e-001	3.301051e-002	3.301051e-004	4.578304e+000	4.579075e+000
3.920417287133379e-006	5.782331e-006	8.868654e-002	2.404648e-002	2.404648e-004	3.688130e+000	3.688892e+000
4.120453110573617e-006	4.420934e-006	7.172671e-002	2.102602e-002	2.102602e-004	3.411331e+000	3.411819e+000
4.286545789439275e-006	4.048127e-006	6.845415e-002	2.011996e-002	2.011996e-004	3.402300e+000	3.402586e+000
4.457369453868103e-006	4.165919e-006	7.334643e-002	2.041058e-002	2.041058e-004	3.593549e+000	3.593795e+000
4.658372237096357e-006	4.749406e-006	8.737576e-002	2.179313e-002	2.179313e-004	4.009326e+000	4.009566e+000
4.754715248108429e-006	5.192073e-006	9.743163e-002	2.278612e-002	2.278612e-004	4.275920e+000	4.276154e+000
4.894802540265143e-006	6.069106e-006	1.172537e-001	2.463556e-002	2.463556e-004	4.759531e+000	4.759768e+000
5.010519745973486e-006	6.937237e-006	1.368091e-001	2.633864e-002	2.633863e-004	5.194237e+000	5.194502e+000
5.157796189602287e-006	8.601811e-006	1.695565e-001	2.932884e-002	2.932884e-004	5.781219e+000	5.781507e+000
5.326112125178059e-006	1.060080e-005	2.088512e-001	3.255886e-002	3.255886e-004	6.414573e+000	6.414895e+000
5.662743996329603e-006	1.443320e-005	2.841214e-001	3.799106e-002	3.799106e-004	7.478640e+000	7.479040e+000
5.941803552053045e-006	1.687073e-005	3.319595e-001	4.107400e-002	4.107400e-004	8.081985e+000	8.082448e+000
6.129445726565649e-006	1.758908e-005	3.460506e-001	4.193934e-002	4.193934e-004	8.251219e+000	8.251686e+000
6.294157367378834e-006	1.738071e-005	3.419638e-001	4.169017e-002	4.169017e-004	8.202503e+000	8.202950e+000
6.462564856528850e-006	1.640992e-005	3.229200e-001	4.050916e-002	4.050916e-004	7.971532e+000	7.971963e+000
6.670265560175016e-006	1.443545e-005	2.841702e-001	3.799401e-002	3.799401e-004	7.479343e+000	7.479755e+000
6.917158110302695e-006	1.155048e-005	2.275099e-001	3.398600e-002	3.398600e-004	6.694225e+000	6.694598e+000
7.210467711425962e-006	8.231024e-006	1.622509e-001	2.868976e-002	2.868976e-004	5.655360e+000	5.655668e+000
7.568573717015950e-006	5.244591e-006	1.034738e-001	2.290107e-002	2.290107e-004	4.518295e+000	4.518572e+000
7.914684706861673e-006	3.620098e-006	7.146990e-002	1.902656e-002	1.902655e-004	3.756324e+000	3.756612e+000
8.108953737226323e-006	3.288636e-006	6.493605e-002	1.813460e-002	1.813460e-004	3.580782e+000	3.581036e+000
8.273929322351968e-006	3.396287e-006	6.705854e-002	1.842902e-002	1.842902e-004	3.638747e+000	3.638965e+000
8.441128569348352e-006	3.857072e-006	7.614164e-002	1.963943e-002	1.963943e-004	3.876978e+000	3.877191e+000
8.667069048117688e-006	5.015931e-006	9.897439e-002	2.239627e-002	2.239627e-004	4.419235e+000	4.419462e+000
8.917808588927012e-006	6.982260e-006	1.376858e-001	2.642397e-002	2.642397e-004	5.210642e+000	5.210905e+000
9.221190129974656e-006	1.005453e-005	1.981071e-001	3.170888e-002	3.170889e-004	6.247685e+000	6.248002e+000
9.600374946724918e-006	1.410259e-005	2.776319e-001	3.755342e-002	3.755342e-004	7.392987e+000	7.393378e+000
9.860552461911256e-006	1.626184e-005	3.200152e-001	4.032597e-002	4.032597e-004	7.935711e+000	7.936152e+000
1.004300672239949e-005	1.695785e-005	3.336703e-001	4.117991e-002	4.117991e-004	8.102745e+000	8.103193e+000
1.020727720865556e-005	1.683639e-005	3.312878e-001	4.103217e-002	4.103217e-004	8.073854e+000	8.074289e+000
1.037570662704262e-005	1.601515e-005	3.151757e-001	4.001893e-002	4.001893e-004	7.875665e+000	7.876088e+000
1.057625793084256e-005	1.432065e-005	2.819183e-001	3.784264e-002	3.784264e-004	7.449751e+000	7.450157e+000
1.082063399062100e-005	1.170064e-005	2.304620e-001	3.420619e-002	3.420619e-004	6.737435e+000	6.737806e+000
1.110592934909390e-005	8.631827e-006	1.701363e-001	2.937997e-002	2.937997e-004	5.790894e+000	5.791207e+000
1.145541935815505e-005	5.704049e-006	1.125231e-001	2.388315e-002	2.388315e-004	4.711401e+000	4.711669e+000
1.178017224967788e-005	4.039809e-006	7.974296e-002	2.009928e-002	2.009928e-004	3.967454e+000	3.967715e+000
1.197472822508064e-005	3.590387e-006	7.088546e-002	1.894831e-002	1.894832e-004	3.740990e+000	3.741229e+000
1.214016659725483e-005	3.582451e-006	7.072904e-002	1.892736e-002	1.892736e-004	3.736867e+000	3.737083e+000
1.231004733052996e-005	3.911576e-006	7.721650e-002	1.977770e-002	1.977770e-004	3.904220e+000	3.904439e+000
1.251365010641198e-005	4.747227e-006	9.368231e-002	2.178813e-002	2.178813e-004	4.299694e+000	4.299931e+000
1.275936794763869e-005	6.368964e-006	1.256166e-001	2.523681e-002	2.523681e-004	4.977517e+000	4.977774e+000
1.304296714716229e-005	8.923965e-006	1.758823e-001	2.987301e-002	2.987301e-004	5.887668e+000	5.887959e+000
1.338663252169178e-005	1.241481e-005	2.444890e-001	3.523466e-002	3.523466e-004	6.938877e+000	6.939224e+000
1.370359805490660e-005	1.524204e-005	3.000035e-001	3.904105e-002	3.904105e-004	7.684310e+000	7.684712e+000
1.390087806563256e-005	1.629284e-005	3.206248e-001	4.036438e-002	4.036438e-004	7.943261e+000	7.943690e+000
1.406649111672301e-005	1.644824e-005	3.236738e-001	4.055643e-002	4.055643e-004	7.980826e+000	7.981258e+000
1.424059165995456e-005	1.592713e-005	3.134496e-001	3.990881e-002	3.990881e-004	7.854146e+000	7.854565e+000
1.441144487927910e-005	1.479702e-005	2.912706e-001	3.846690e-002	3.846690e-004	7.571981e+000	7.572388e+000
1.465105631260939e-005	1.255351e-005	2.472182e-001	3.543093e-002	3.543093e-004	6.977469e+000	6.977851e+000
1.523851900785171e-005	6.891337e-006	1.358956e-001	2.625136e-002	2.625136e-004	5.176708e+000	5.176988e+000
1.558111782094918e-005	4.740497e-006	9.354909e-002	2.177268e-002	2.177268e-004	4.296627e+000	4.296879e+000
1.579852157969414e-005	3.983340e-006	7.863126e-002	1.995831e-002	1.995831e-004	3.939776e+000	3.940013e+000
1.596916124268439e-005	3.789142e-006	7.480371e-002	1.946572e-002	1.946572e-004	3.842843e+000	3.843066e+000
1.615127822526346e-005	3.934425e-006	7.766731e-002	1.983539e-002	1.983539e-004	3.915594e+000	3.915813e+000
1.631653357824796e-005	4.395343e-006	8.675021e-002	2.096507e-002	2.096507e-004	4.137845e+000	4.138071e+000
1.655745172152477e-005	5.609223e-006	1.106603e-001	2.368380e-002	2.368380e-004	4.672407e+000	4.672650e+000
1.680533720543840e-005	7.444724e-006	1.467878e-001	2.728502e-002	2.728502e-004	5.379796e+000	5.380069e+000
1.712973953893161e-005	1.041755e-005	2.052452e-001	3.227623e-002	3.227623e-004	6.359019e+000	6.359339e+000
1.751730253290512e-005	1.399298e-005	2.754838e-001	3.740719e-002	3.740719e-004	7.364461e+000	7.364834e+000
1.774591674812544e-005	1.553447e-005	3.057449e-001	3.941380e-002	3.941380e-004	7.757305e+000	7.757706e+000
1.791871164066374e-005	1.600961e-005	3.150685e-001	4.001201e-002	4.001201e-004	7.874348e+000	7.874763e+000
1.808246117793823e-005	1.583937e-005	3.117281e-001	3.979871e-002	3.979871e-004	7.832620e+000	7.833035e+000
1.824945493726849e-005	1.507687e-005	2.967645e-001	3.882895e-002	3.882895e-004	7.642866e+000	7.643272e+000
1.845657960911049e-005	1.349965e-005	2.658010e-001	3.674187e-002	3.674187e-004	7.234279e+000	7.234669e+000
1.870143754450466e-005	1.117035e-005	2.200449e-001	3.342208e-002	3.342208e-004	6.583817e+000	6.584175e+000
1.899365610563763e-005	8.405613e-006	1.656895e-001	2.899243e-002	2.899244e-004	5.714922e+000	5.715227e+000
1.934798842188494e-005	5.788036e-006	1.141794e-001	2.405834e-002	2.405834e-004	4.745938e+000	4.746200e+000
1.963967367826498e-005	4.443307e-006	8.769536e-002	2.107915e-002	2.107915e-004	4.160289e+000	4.160539e+000
1.982800151515756e-005	4.041674e-006	7.978130e-002	2.010391e-002	2.010391e-004	3.968446e+000	3.968680e+000
1.999299956184355e-005	4.029004e-006	7.953161e-002	2.007238e-002	2.007238e-004	3.962241e+000	3.962462e+000
2.016236349529816e-005	4.330962e-006	8.548215e-002	2.081096e-002	2.081096e-004	4.107554e+000	4.107780e+000
2.036579464212896e-005	5.101537e-006	1.006627e-001	2.258658e-002	2.258658e-004	4.456749e+000	4.456975e+000
2.061099019708125e-005	6.579099e-006	1.297545e-001	2.564975e-002	2.564976e-004	5.058703e+000	5.058930e+000
2.089693995592749e-005	8.900937e-006	1.754319e-001	2.983444e-002	2.983444e-004	5.880180e+000	5.880460e+000
2.123892530183865e-005	1.200228e-005	2.363883e-001	3.464431e-002	3.464430e-004	6.823293e+000	6.823639e+000
2.154932152530134e-005	1.447266e-005	2.849041e-001	3.804295e-002	3.804295e-004	7.489012e+000	7.489401e+000
2.174403240408480e-005	1.541976e-005	3.034945e-001	3.926801e-002	3.926801e-004	7.728798e+000	7.729210e+000
2.190898141833897e-005	1.559861e-005	3.070043e-001	3.949508e-002	3.949508e-004	7.773229e+000	7.773644e+000
2.208337613623077e-005	1.519245e-005	2.990335e-001	3.897749e-002	3.897749e-004	7.671954e+000	7.672360e+000
2.224841410778767e-005	1.427828e-005	2.810893e-001	3.778661e-002	3.778661e-004	7.438860e+000	7.439255e+000
2.248547396835144e-005	1.236277e-005	2.434736e-001	3.516073e-002	3.516072e-004	6.924591e+000	6.924964e+000
2.306272289668121e-005	7.329557e-006	1.445209e-001	2.707315e-002	2.707315e-004	5.338163e+000	5.338448e+000
2.342551772442519e-005	5.166025e-006	1.019320e-001	2.272889e-002	2.272889e-004	4.484689e+000	4.484945e+000
2.364856354952306e-005	4.408370e-006	8.700768e-002	2.099612e-002	2.099612e-004	4.143989e+000	4.144230e+000
2.382042043514521e-005	4.201548e-006	8.293227e-002	2.049768e-002	2.049768e-004	4.045935e+000	4.046162e+000
2.398566129013886e-005	4.301689e-006	8.490567e-002	2.074051e-002	2.074051e-004	4.093711e+000	4.093934e+000
2.415217063172962e-005	4.704705e-006	9.284624e-002	2.169033e-002	2.169033e-004	4.280535e+000	4.280767e+000
2.438144273905399e-005	5.717655e-006	1.127967e-001	2.391162e-002	2.391162e-004	4.717232e+000	4.717485e+000
2.463160989974440e-005	7.353078e-006	1.449864e-001	2.711656e-002	2.711656e-004	5.346784e+000	5.347061e+000
2.494491203887877e-005	9.915414e-006	1.953780e-001	3.148875e-002	3.148875e-004	6.204693e+000	6.205008e+000
2.531753401980686e-005	1.304988e-005	2.569673e-001	3.612462e-002	3.612462e-004	7.113356e+000	7.113727e+000
2.555918484693179e-005	1.462344e-005	2.878654e-001	3.824060e-002	3.824061e-004	7.527741e+000	7.528146e+000
2.573602947285248e-005	1.518628e-005	2.989128e-001	3.896958e-002	3.896957e-004	7.670415e+000	7.670825e+000
2.589956810110717e-005	1.515635e-005	2.983255e-001	3.893116e-002	3.893116e-004	7.662898e+000	7.663302e+000
2.606785483707268e-005	1.459758e-005	2.873581e-001	3.820677e-002	3.820678e-004	7.521129e+000	7.521525e+000
2.625829264570005e-005	1.342358e-005	2.643088e-001	3.663821e-002	3.663821e-004	7.214022e+000	7.214406e+000
2.649931715164819e-005	1.144986e-005	2.255391e-001	3.383764e-002	3.383764e-004	6.665333e+000	6.665690e+000
2.711420087363656e-005	6.585337e-006	1.298764e-001	2.566191e-002	2.566191e-004	5.061059e+000	5.061330e+000
2.743538457935437e-005	5.003884e-006	9.873956e-002	2.236936e-002	2.236936e-004	4.414053e+000	4.414306e+000
2.763274624148731e-005	4.492945e-006	8.867446e-002	2.119657e-002	2.119657e-004	4.183434e+000	4.183673e+000
2.779862548812418e-005	4.398171e-006	8.680705e-002	2.097182e-002	2.097182e-004	4.139224e+000	4.139451e+000
2.797314093921120e-005	4.603504e-006	9.085281e-002	2.145578e-002	2.145578e-004	4.234422e+000	4.234651e+000
2.815709552762382e-005	5.156567e-006	1.017475e-001	2.270808e-002	2.270807e-004	4.480675e+000	4.480916e+000
2.840031665676295e-005	6.375995e-006	1.257581e-001	2.525073e-002	2.525073e-004	4.980375e+000	4.980636e+000
2.900019097423744e-005	1.089476e-005	2.146281e-001	3.300720e-002	3.300720e-004	6.502462e+000	6.502792e+000
2.937212619514593e-005	1.364764e-005	2.687072e-001	3.694271e-002	3.694271e-004	7.273618e+000	7.273997e+000
2.957881714596057e-005	1.465031e-005	2.883935e-001	3.827572e-002	3.827572e-004	7.534633e+000	7.535035e+000
2.974536041139068e-005	1.489016e-005	2.931014e-001	3.858777e-002	3.858777e-004	7.595706e+000	7.596110e+000
2.990956487410304e-005	1.462787e-005	2.879531e-001	3.824639e-002	3.824639e-004	7.528895e+000	7.529290e+000
3.007536417128499e-005	1.389047e-005	2.734769e-001	3.726992e-002	3.726992e-004	7.337738e+000	7.338124e+000
3.029740427691188e-005	1.237327e-005	2.436814e-001	3.517566e-002	3.517566e-004	6.927558e+000	6.927927e+000
3.054571742496904e-005	1.034583e-005	2.038427e-001	3.216494e-002	3.216494e-004	6.337419e+000	6.337756e+000
3.085513906704826e-005	7.929926e-006	1.563347e-001	2.816013e-002	2.816012e-004	5.551635e+000	5.551928e+000
3.122922203697482e-005	5.716256e-006	1.127686e-001	2.390869e-002	2.390869e-004	4.716635e+000	4.716893e+000
3.146666150545114e-005	4.860979e-006	9.592540e-002	2.204763e-002	2.204763e-004	4.350826e+000	4.351071e+000
3.164305894235802e-005	4.593110e-006	9.064824e-002	2.143154e-002	2.143154e-004	4.229665e+000	4.229898e+000
3.180795012870341e-005	4.630663e-006	9.138812e-002	2.151898e-002	2.151897e-004	4.246862e+000	4.247090e+000
3.197561141629489e-005	4.952972e-006	9.773765e-002	2.225527e-002	2.225527e-004	4.391663e+000	4.391898e+000
3.219246649283010e-005	5.764368e-006	1.137174e-001	2.400910e-002	2.400910e-004	4.736429e+000	4.736678e+000
3.243995028850715e-005	7.165997e-006	1.413066e-001	2.676938e-002	2.676938e-004	5.278665e+000	5.278929e+000
3.274021629312058e-005	9.343656e-006	1.841395e-001	3.056739e-002	3.056740e-004	6.024051e+000	6.024352e+000
3.309483233298056e-005	1.207746e-005	2.378687e-001	3.475263e-002	3.475264e-004	6.844624e+000	6.844977e+000
3.335903261956013e-005	1.376561e-005	2.710254e-001	3.710203e-002	3.710203e-004	7.304868e+000	7.305254e+000
3.354268027781238e-005	1.444077e-005	2.842809e-001	3.800102e-002	3.800102e-004	7.480875e+000	7.481271e+000
3.370628978977125e-005	1.454995e-005	2.864240e-001	3.814440e-002	3.814440e-004	7.508940e+000	7.509335e+000
3.387804139946321e-005	1.418638e-005	2.792871e-001	3.766482e-002	3.766482e-004	7.415065e+000	7.415452e+000
3.404557629679278e-005	1.338877e-005	2.636263e-001	3.659066e-002	3.659066e-004	7.204743e+000	7.205122e+000
3.428271338601513e-005	1.176084e-005	2.316509e-001	3.429408e-002	3.429408e-004	6.754835e+000	6.755193e+000
3.486376522203199e-005	7.475700e-006	1.473984e-001	2.734173e-002	2.734173e-004	5.390970e+000	5.391260e+000
3.528210122161555e-005	5.417334e-006	1.068827e-001	2.327517e-002	2.327517e-004	4.592134e+000	4.592405e+000
3.550341174317161e-005	4.847247e-006	9.565518e-002	2.201646e-002	2.201646e-004	4.344711e+000	4.344965e+000
3.567307591145230e-005	4.764419e-006	9.402348e-002	2.182755e-002	2.182755e-004	4.307560e+000	4.307798e+000
3.585173165669258e-005	4.984649e-006	9.836192e-002	2.232633e-002	2.232633e-004	4.405647e+000	4.405884e+000
3.603968587568264e-005	5.542792e-006	1.093546e-001	2.354313e-002	2.354314e-004	4.644863e+000	4.645111e+000
3.628699128174136e-005	6.734416e-006	1.328139e-001	2.595075e-002	2.595075e-004	5.117921e+000	5.118189e+000
3.689873842013938e-005	1.098281e-005	2.163608e-001	3.314033e-002	3.314033e-004	6.528626e+000	6.528958e+000
3.723227528530422e-005	1.318347e-005	2.595944e-001	3.630905e-002	3.630905e-004	7.149577e+000	7.149946e+000
3.743133097549006e-005	1.403960e-005	2.764056e-001	3.746945e-002	3.746946e-004	7.376826e+000	7.377214e+000
3.759670468671218e-005	1.426864e-005	2.809020e-001	3.777385e-002	3.777385e-004	7.436416e+000	7.436806e+000
3.776091910072410e-005	1.405824e-005	2.767716e-001	3.749431e-002	3.749432e-004	7.381695e+000	7.382079e+000
3.792707278870891e-005	1.342358e-005	2.643104e-001	3.663820e-002	3.663820e-004	7.214067e+000	7.214443e+000
3.814473015195937e-005	1.211921e-005	2.386918e-001	3.481265e-002	3.481265e-004	6.856468e+000	6.856830e+000
3.839178511439673e-005	1.031780e-005	2.032930e-001	3.212133e-002	3.212133e-004	6.328910e+000	6.329244e+000
3.869608305874068e-005	8.145693e-006	1.605808e-001	2.854066e-002	2.854066e-004	5.626387e+000	5.626681e+000
3.906402885310335e-005	6.086598e-006	1.200612e-001	2.467103e-002	2.467103e-004	4.866487e+000	4.866747e+000
3.930000190578187e-005	5.246375e-006	1.035172e-001	2.290497e-002	2.290497e-004	4.519423e+000	4.519670e+000
3.947765466462628e-005	4.953353e-006	9.774561e-002	2.225613e-002	2.225613e-004	4.391851e+000	4.392088e+000
3.964253363471205e-005	4.951691e-006	9.771289e-002	2.225240e-002	2.225240e-004	4.391118e+000	4.391351e+000
3.981112332785438e-005	5.216448e-006	1.029279e-001	2.283955e-002	2.283955e-004	4.506565e+000	4.506804e+000
4.001961191843380e-005	5.892713e-006	1.162452e-001	2.427491e-002	2.427491e-004	4.788698e+000	4.788950e+000
4.026524619618826e-005	7.119151e-006	1.403858e-001	2.668174e-002	2.668174e-004	5.261494e+000	5.261765e+000
4.090304537362197e-005	1.142697e-005	2.250900e-001	3.380380e-002	3.380380e-004	6.658719e+000	6.659060e+000
4.118245116520768e-005	1.310580e-005	2.580701e-001	3.620194e-002	3.620194e-004	7.128627e+000	7.129000e+000
4.137028647028997e-005	1.380652e-005	2.718299e-001	3.715713e-002	3.715713e-004	7.315686e+000	7.316071e+000
4.153410367252010e-005	1.398505e-005	2.753351e-001	3.739659e-002	3.739660e-004	7.362570e+000	7.362955e+000
4.169881829865030e-005	1.375726e-005	2.708627e-001	3.709077e-002	3.709077e-004	7.302696e+000	7.303076e+000
4.186498008436378e-005	1.313224e-005	2.585897e-001	3.623843e-002	3.623843e-004	7.135786e+000	7.136158e+000
4.208670416382107e-005	1.185076e-005	2.334185e-001	3.442493e-002	3.442493e-004	6.780507e+000	6.780864e+000
4.233487655459184e-005	1.012650e-005	1.995332e-001	3.182216e-002	3.182216e-004	6.270258e+000	6.270588e+000
4.264405118499238e-005	8.047635e-006	1.586524e-001	2.836835e-002	2.836835e-004	5.592583e+000	5.592875e+000
4.301883144438398e-005	6.096271e-006	1.202521e-001	2.469063e-002	2.469063e-004	4.870355e+000	4.870616e+000
4.324914256447789e-005	5.348853e-006	1.055358e-001	2.312759e-002	2.312759e-004	4.563200e+000	4.563449e+000
4.342465960576758e-005	5.102784e-006	1.006893e-001	2.258934e-002	2.258934e-004	4.457380e+000	4.457619e+000
4.358972428381294e-005	5.130744e-006	1.012400e-001	2.265115e-002	2.265115e-004	4.469533e+000	4.469769e+000
4.375757920832638e-005	5.416884e-006	1.068757e-001	2.327420e-002	2.327420e-004	4.592024e+000	4.592267e+000
4.397446014596106e-005	6.137871e-006	1.210722e-001	2.477473e-002	2.477473e-004	4.886924e+000	4.887181e+000
4.422198729005613e-005	7.370422e-006	1.453306e-001	2.714852e-002	2.714852e-004	5.353167e+000	5.353443e+000
4.452192839668377e-005	9.255283e-006	1.824039e-001	3.042250e-002	3.042250e-004	5.995693e+000	5.995997e+000
4.487661404091659e-005	1.159988e-005	2.284883e-001	3.405860e-002	3.405860e-004	6.708682e+000	6.709027e+000
4.513141974424133e-005	1.299628e-005	2.559198e-001	3.605035e-002	3.605035e-004	7.098953e+000	7.099325e+000
4.531354056046954e-005	1.358659e-005	2.675119e-001	3.685999e-002	3.685999e-004	7.257515e+000	7.257895e+000
4.547676874855292e-005	1.370855e-005	2.699066e-001	3.702506e-002	3.702506e-004	7.289835e+000	7.290215e+000
4.565371055150035e-005	1.342614e-005	2.643614e-001	3.664169e-002	3.664169e-004	7.214770e+000	7.215146e+000
4.581898776094854e-005	1.278934e-005	2.518558e-001	3.576219e-002	3.576219e-004	7.042516e+000	7.042883e+000
4.605327969996885e-005	1.145203e-005	2.255849e-001	3.384085e-002	3.384085e-004	6.666054e+000	6.666404e+000
4.662580052823912e-005	7.786801e-006	1.535213e-001	2.790484e-002	2.790484e-004	5.501603e+000	5.501892e+000
4.702411790262498e-005	5.960121e-006	1.175720e-001	2.441336e-002	2.441336e-004	4.815888e+000	4.816153e+000
4.724421602719773e-005	5.382077e-006	1.061904e-001	2.319930e-002	2.319930e-004	4.577308e+000	4.577560e+000
4.741470329806040e-005	5.248470e-006	1.035590e-001	2.290954e-002	2.290954e-004	4.520343e+000	4.520586e+000
4.759699493078021e-005	5.386150e-006	1.062707e-001	2.320808e-002	2.320808e-004	4.579037e+000	4.579278e+000
4.777058831075288e-005	5.785654e-006	1.141378e-001	2.405339e-002	2.405339e-004	4.745185e+000	4.745436e+000
4.801555067315280e-005	6.744941e-006	1.330223e-001	2.597102e-002	2.597102e-004	5.121949e+000	5.122218e+000
4.860573650249699e-005	1.017530e-005	2.004910e-001	3.189874e-002	3.189874e-004	6.285231e+000	6.285550e+000
4.901954673215659e-005	1.251190e-005	2.464054e-001	3.537216e-002	3.537216e-004	6.966083e+000	6.966444e+000
4.923261933475002e-005	1.329545e-005	2.617953e-001	3.646293e-002	3.646292e-004	7.179767e+000	7.180145e+000
4.940009756572480e-005	1.346900e-005	2.652033e-001	3.670014e-002	3.670014e-004	7.226221e+000	7.226599e+000
4.956392790841672e-005	1.326459e-005	2.611895e-001	3.642059e-002	3.642059e-004	7.171479e+000	7.171850e+000
4.972946696700559e-005	1.270606e-005	2.502205e-001	3.564556e-002	3.564556e-004	7.019681e+000	7.020045e+000
4.995033938076127e-005	1.156191e-005	2.277442e-001	3.400280e-002	3.400280e-004	6.697807e+000	6.698157e+000
5.019838095540115e-005	1.001089e-005	1.972614e-001	3.163999e-002	3.163998e-004	6.234561e+000	6.234887e+000
5.050695929819423e-005	8.128141e-006	1.602371e-001	2.850989e-002	2.850989e-004	5.620403e+000	5.620696e+000
5.088155702662512e-005	6.334188e-006	1.249366e-001	2.516781e-002	2.516781e-004	4.964143e+000	4.964406e+000
5.110912026643096e-005	5.645063e-006	1.113696e-001	2.375934e-002	2.375934e-004	4.687402e+000	4.687653e+000
5.128443588268928e-005	5.411914e-006	1.067782e-001	2.326352e-002	2.326352e-004	4.589941e+000	4.590184e+000
5.144961303370350e-005	5.433826e-006	1.072097e-001	2.331057e-002	2.331057e-004	4.599189e+000	4.599430e+000
5.161760304395057e-005	5.696862e-006	1.123896e-001	2.386810e-002	2.386810e-004	4.708780e+000	4.709027e+000
5.183451693535402e-005	6.361340e-006	1.254720e-001	2.522170e-002	2.522170e-004	4.974764e+000	4.975027e+000
5.208208344701570e-005	7.491676e-006	1.477171e-001	2.737093e-002	2.737093e-004	5.396863e+000	5.397143e+000
5.238207597663684e-005	9.207044e-006	1.814565e-001	3.034311e-002	3.034311e-004	5.980154e+000	5.980459e+000
5.273599227729033e-005	1.132419e-005	2.230724e-001	3.365143e-002	3.365143e-004	6.628912e+000	6.629252e+000
5.298424790992351e-005	1.255692e-005	2.472913e-001	3.543574e-002	3.543574e-004	6.978583e+000	6.978946e+000
5.316546309596813e-005	1.309945e-005	2.579466e-001	3.619316e-002	3.619316e-004	7.126944e+000	7.127315e+000
5.332849733293960e-005	1.323545e-005	2.606174e-001	3.638056e-002	3.638056e-004	7.163645e+000	7.164016e+000
5.349346097736433e-005	1.303307e-005	2.566430e-001	3.610134e-002	3.610134e-004	7.108962e+000	7.109329e+000
